Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5845.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5846.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5847.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5848.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5849.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5850.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5851.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5852.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5853.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5854.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5855.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5856.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5857.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5858.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5859.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5865.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5866.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5867.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5868.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5869.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5870.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5871.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5872.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5873.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5874.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5875.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5876.d
Q14254	Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2			805.385	649.711	791.65	937.071	1068.45	1189.28	1009.87	791.872	1233.42	1046.67	1252.93	1214.18		1092.47		774.208		868.315		1548.94	1182.77	801.675	1445.07	492.154	1221.85	813.391	1344.31	705.619												
Q14257	Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2		361.683											656.218			580.66						590.14	481.055	383.873	570.648	637.801	548.111	700.678		406.897												
Q14258	Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	363.958		288.319			399.127							381.089		368.047		217.764	1366.98	848.207			1198.81	924.75	578.477	2215.78	1208.81	551.506	688.958	609.075	585.786												
Q14315	Q14315	FLNC_HUMAN	FLNC	Filamin-C	1477.48	721.589	1637.15	1326.74	1828.13	1940.73	1813.19	1362.57	4256.56	1279.4	946.281	1796.53	1522.07	1394.59	1433.57	1547.63	2129.91	1366.2	1450.62	1558.6		1594.52	1931.03	2100.19	2043.86	1307.39	1279.47	1687.29	1828.29	1410.93												
Q14318	Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8		922.008		583.506		505.74			1293.74		1223.86	1369.34		1356.9	919.768	1731.23						3718.94	992.466					166.731	373.036	239.215												
Q14320	Q9Y247;Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A							496.45				510.748		820.886	821.766	992.156					639.622		464.644			354.778		376.118	384.893		422.547												
Q14331	Q14331	FRG1_HUMAN	FRG1	Protein FRG1																						346.584				584.72	283.095	391.311		323.156												
Q14344	Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13																						1365.2				1143.17	743.32															
Q14353	Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase																450.482			973.145	720.705		1266.55	1325.5	1102.45	1051.9	528.222	458.892		802.081													
Q14376	Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase																											978.989	526.317	658.899	452.817												
Q14432	Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	942.777		1064.59	692.247	1220.45	1121.77	1190	1038.43		822.191	1033.3	1338.57	852.683		828.317	2347.76	1302.97		1284.35	1236.32			1147.17	981.826	1428.46	969.954	1245.91			1483.75												
Q14444	Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	2053.76	2677.52	2421.66	2916.85	2727.09	2986.82	3002.85	2540.39	2182.91	2804.76	2632.94	2422.9	2821.82	2454.44	2781.67	2228.5	2780.96	2449.19	3375.81	3648.8		3333.91	3142.51	2145.99	2246.5	2682.55	2250.46	2763.94	2697.21	2742.62												
Q14498	Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	1767.71	2602.46	2370.66	2158.15	1813.2	2035.81	2469.89	1229.08		2410.72	2543.02	1956.12	1310.79	2170.08	2057.01	1748.08	2440.06	1905.79	1320.19	1740.68		1928.05	2671.1	2159.51	2055.22	2098	1389.56	1833.92	2046.98	1755.31												
Q14558	Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1								797.838	814.193		905.312	295.104	1337.23		1333.69	1818.79				503.998			1263.49	1275.88		1121.61	909.318	365.967	961.985	423.133												
Q14566	Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	3460.52	2838.65	2980.99	3011.45	3216.85	3514.04	3530.58	2963.26	2875.47	3424.75	3160.83	3614.21	3216.62	3062.73	3055.25	3739.14	3765.75	2794.49	3419.99	3047.51		2778.59	3035.37	3339.09	3661.43	2863.03	3215.83	3083.58	3083.8	3144.2												
Q14573	Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3								600.015	760.818													479.725	1246.23			378.469	294.54			648.88												
Q14643	Q14643;Q14571	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	1904.49		1894.14	1311.71	702.675	1182.35	1439.09	1335.59	1409.29	1200.28	1295.77	1422.41	1142.5	1599.19	1188.79	1696.71	1335.57	1994	1933.71	2523.8		1315.94	2700.88	1994.63	2324.74	1955.81	1103.3	1849.88	1604.24	1774.29												
Q14651	Q14651	PLSI_HUMAN	PLS1	Plastin-1		728.659	1672.07	1201.44	751.039	1362.49		2113.45	1213.66	1553.31	1867.84	1563.29	1707.88	1746.31	1431.43	1265.22	1269.96	1909.43	1387.56	1722.09		2354.81	1010.39	1266.21		2157.26	1562.95	2008.03	1977.22	772.208												
Q14671	Q8TB72;Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	795.937	792.273	1231.57						1441.97	488.124		813.097	924.344													1193.05		723.969														
Q14676	Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1																							855.953			582.417		564.542		464.994												
Q14677	Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	624.46	411.977	500.102		577.418		286.246	677.869		1030.88	920.732	857.578	519.737	736.702	571.143	1071.5	294.838	1140.22	941.086	930.71			659.85	1267.67		1200.34	639.349	505.076		642.799												
Q14683	Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	1143.42	1436.05	1977.09		1112.39	1248.31	1634.93	1318.04	1153.04	1706.87	1161.8	1131.38	1449.56	1218.03	1616.5	1333.46	1680.55	1602.08	1642.49	986.607		1674.88	1340.92	1833.55	600.151	1674.38	1534.29	1553.75	1507.41	1423.84												
Q14684	Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B								709.337	952.53		654.477	829.224	774.165	1112												899.611	772.642	744.183	1085.71	629.721												
Q14694	Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10																									3008.46				2413.76													
Q14696	Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	1227.26		1419.01	1600.56	1191.93	1423.17	1596.76	1378.48		1322.4	1681.39	983.845	993.865	1479.39	1169.63	1496.67	1686.19	1368.36				1210.73	2789.23	1059.5	1752.95	1724.98	1364.01	1701.69	1517.19	1657.09												
Q14697	Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	5297.65	6387.33	5910.96	5403.36	5091.74	5328.87	4917.67	5675.68	5536.35	5143.17	5699.89	5063.71	5872.95	5691.55	4857.26	5797.52	5279.51	5531.76	5908.35	5150.9		5511.33	4909.77	6047.74	5440.16	5517.98	5492.65	5699.22	5671.46	5364.08												
Q14738	Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform				541.097												643.172										378.706	752.219	607.35	486.753	659.701												
Q14739	Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	1776.3		2183.51		2810.41						2686.59		2228.44				2651.12							4261.91		1603.86		1462.39	1479.49	1500.82												
Q14764	Q14764	MVP_HUMAN	MVP	Major vault protein								486.795			529.215	350.804												2075.83	1403.46	483.459	1203.44	784.786	1070.69	520.44												
Q14839	Q14839;Q8TDI0;Q12873	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	819.245			1002.67	770.602							640.679	679.238	641.47		707.267	940.675	787.323	1137.7			1164.55	850.767	1043.43	1182.34	654.494	784.726	1197.76	839.982	1017.21												
Q14847	Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	2827.54	3801.07	3936.27	3566.97	3599.53	3539.68	4125.63	3834.2	2709.61	3515.97	3937.57	4467.03	3497.86	3428.22	3613.61	3238.53	3271.94	3888.91	3187.23	3701.77		3401.16	3223.43	3542.35	3389.39	4088.01	3253.6	4059.89	2964.01	3480.38												
Q14914	Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	664.18	1274.32	1344.52		1306.53	1405.6	1805.16	1126.1	1564.21		965.832	903.683		1356.74	842.201		1034.86		1009.71	1173.86		1085.35	1198.25	1599.5		900.326	1648.81	908.543	1477.95	1120.62												
Q14919	Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	1446.08					1943.01	1096.84									1044.17	1031.93		1070.25	1115.55			1126.62			1609.15	815.609	1041.03	953.545	596.792												
Q14974	Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	6806.9	7410.6	6562.66	6438.19	6700.14	5667.5	5465.45	5951.84	6165.19	5323.36	6995.88	7231.69	6556.22	6781.12	6177.65	6255.25	5965.48	5482.46	6381.08	6489.78		5847.18	8155.3	8206.51	6353.2	5618.4	6006.66	5867.24	5920.4	6141.94												
Q14978	Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	3104.02	2951.39	3271.15	2980.1	3222.49	2842.21	2491.79	2817.04	2860.48	2781.4	2918.45	2288.17	2292.77	2443.45	2308.33	2901.47	2405.33	2421.25	2075.76	3124.83		2625.29	3079.05	2600.91	3099.71	2692.24	2815.46	2590.46	2545.38	2237.45												
Q14980	Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	1907.67	1887.65	1832.08	1756.7	2721.27	1861.22	1848.56	1502.75	1837.98	1934.08	1794.26	1964.66	1813.46	1724.89	1760.63	1975.73	1572.51	2170.57	1840.84	1778.4		2383.05	1454.81	2370.25	2229.75	1852.19	1826.95	1517.99	2174.98	1714.45												
Q14C86	Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1						332.122		401.851		778.626	624.49		394.894		1043.94			837.069	597.392			1359.31				1280.18	449.101	920.135	595.706	1274.63												
Q14CX7	Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit																												673.109														
Q15003	Q15003	CND2_HUMAN	NCAPH	Condensin complex subunit 2		434.661	569.741				458.808				619.153	344.753		590.398	466.76	787.234		652.504	1308.18	1248.21				864.243			564.771	752.417	684.683	891.698												
Q15005	Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2		875.653	1108.01		523.704		978.923	976.858		1108.73	919.027	971.541	970.765	893.959	924.546	1102.66	874.153		802.945	717.064				627.522	1135.62	1111.12	1235.14	1082.09		1017.62												
Q15008	Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6			1981.12		424.744		1007.5	826.858	1012.9			1478.33	1256.18	492.283	701.245	1120.43	781.375	901.008	1317.79	1453.73		1019.94	435.945	590.019		468.8	1189.44	1105.37	972.742	841.069												
Q15019	Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	926.342	1881.1	1200.1	1985.51		1697.41	854.448	1250.05	806.588	1158.71		358.516	1780.44	1351.41	2400.38	1474.59	1614.99	1174.75	1703.05	1923.86		1823.34	1493	1610.85	1671.98	1350.01	1173.87	1375.75	1650.89	1987.78												
Q15020	Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3		1200.64	918.672			781.795		1783.39					936.222	1555.98	720.327		1219.79	1487.82					1025.77					989.541		598.562												
Q15021	Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1				1852.1					671.856		525.868	597.528	728.651	579.05	311.803		1038.6	417.761	775.641	378.444		1742.88	615.663	978.413	368.59	583.453	772.421	682.574	989.736	667.678												
Q15024	Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42																294.617							420.712			288.575	637.286	257.673	535.657	581.566												
Q15029	Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	2172.48	2074.44	2335.72	2590.06	3276.17	3016.05	2951.24	2212.27	2262.31	4468.56	4427.35	2474.5	3075.07	3136.64	2968.95	2154.7	2065.93	2331.93	2802.45	2095.03		2706.13	2368.3	3543.27	2339.96	2403.21	2055.44	2414.26	2182.62	2041.99												
Q15041	Q15041	AR6P1_HUMAN	ARL6IP1	ADP-ribosylation factor-like protein 6-interacting protein 1							1137.56	705.789	941.972	1018.89	708.036	1568.13	838.718		1298.74													539.495														
Q15046	Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	1570.21	1303.9	1293.93	1908.65	3701.4	2216.28	1392.84	2138.53	1280.8	1281.21	656.908	1171.05	1549.2	2177.01	1046.49	1739.92	1317.34	2020.7	1352.49	1865.11		1664.52	1473.82	1233.99	2799.05	1872.06	1423.98	1101.32	1231.97	1313.44												
Q15050	Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog		1020.22	1131.84			921.382				1324.1	1169.64		1534.49		1176.56		1594.56	961.629	1640.17			2154.42	2517.93	2382.38	1846.69	1736.38	1736.12	1601.17	795.635	1852.33												
Q15054	Q15054	DPOD3_HUMAN	POLD3	DNA polymerase delta subunit 3																										396.012		459.536														
Q15056	Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	4907.45	4459.41	5783.93	5376.24	5786.56	6278.88	4485.02	3832.55	4880.69	5409.52	5512.21	4836.55	6184.55	5898.01	5324.65	5662.17	5863.57	6793.52	5099.19	5206.09		4353.61	5092.78	4871.35	5888.36	5145.53	5646.58	4929.46	6689.14	5432.06												
Q15059	O60885;P25440;Q15059	BRD3_HUMAN	BRD3	Bromodomain-containing protein 3								454.338						524.776		487.136	483.569									438.415				328.436												
Q15061	Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	1087.9	1473.86	828.813						1265.91	1361.65	610.645	1319.68	589.27		1050.54			1346.46	1021.42				1042.18	470.029			1262.29	1284.12	643.349	473.433												
Q15070	Q15070	OXA1L_HUMAN	OXA1L	Mitochondrial inner membrane protein OXA1L	1376.88								1364.93		1513.91	816.447	915.714	1153.45	1059.19		1178.83		841.718	2125.78						2096.08	777.342		818.473	950.466												
Q15084	Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	6734.46	6230.4	6189.48	5560.32	6143.25	6100.37	5379.88	6537.79	6308.05	5125.16	5684.7	6025.83	6267.23	5433.87	4444.44	4547.36	4962.97	5449.12	5317.09	5785.23		4955.79	5632.22	4982.2	6826.38	5964.35	5945.13	4946.58	6276.64	5960.64												
Q15102	Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1							774.379			826.23	1422.67					1655.35	937.187		1277.09	1754.55		2052.65	889.615	1154.57	1774.1	1067.47	1639.38	1533.24	986.182	985.504												
Q15121	Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15								848.2			1074.15	2933.51			1187.35							1183.16							627.876													
Q15126	Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase			949.859				464.696	795.983		1155.41	1043.16	621.296	734.271	910.271	673.157	1200.08		1029.91					1359.1		1061.88	1406.07	1074.28	1508.84		1065.34												
Q15149	Q15149	PLEC_HUMAN	PLEC	Plectin	18554.5	18645.4	18770.9	19267.9	18651.6	19803.9	19123.4	18589.2	18869.9	18949.7	18890.7	19346.6	19481.9	18824.9	18481.5	19270.2	18141.8	18858.7	18871.4	18232.2		19066.9	19706.4	19689.8	19346.2	19216.3	19525.6	18697.1	19065.7	19493.9												
Q15165	Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2						1032.63		1497.08	752.074		1053.7	1648.56	1002.08		604.348	1184.74	1602.73		1751.12	855.4		822.056	1201.2		1347.61	1729.14	1630.69	1131.27	1455.76	1012.72												
Q15181	Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	16385.6	2774.38	3437.21	2518.31	2714.83	4186.68	3314.07	2991.31	3817.78	3651.01	2933.92	2423.36	3548.61	3098.39	2664.96	3274.72	2809.85	2570.9	2924.82	3355.34		2340.8	2533.7	3266.33	4119.31	2861.05	2819.59	3632.53	2766.75	2835.4												
Q15185	Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	5681.54	5993.64	5759.38	5604.77	5147.59	4481.11	4375.11	7365.27	5594.5	3505.44	3513.71	4212.86	3441.23	3980.03	4531.22	5666.28	4907.4	4823.94	5357.15	4279.23		4558.06	5831.38	3773.53	4146.78	5639.35	4535.92	5373.16	5724.14	5107.56												
Q15233	Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	4536	4642.04	4983.89	5434.74	5174.87	4886.68	4590.55	5202.67	4630.44	4665.84	4538.48	4505.15	5051.41	4785.49	4465.8	4432.48	4194.74	4157.02	4070.01	4824.42		4124.5	4195.76	4068.49	4400.87	4634.49	4412.13	4593.29	4526.44	4234.03												
Q15257	Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator											1821.55		1061.71	1531.95			975.795	674.312	827.661	1408.82		1251.54	581.246		1440.02	1409.78	632.98	1234.57	790.009	659.009												
Q15269	Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog																303.849			357.55				545.494	613.654		388.884		617.855	342.387													
Q15286	Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	781.542					605.945		297.131	1115.53					822.26	429.198				758.338	643.173			536.682				408.839		468.336													
Q15287	Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	1448.54					1015.17		801.012	662.169	1205.46	1464.47	1498.76	1665.46	968.818	1886.43	2923.74			1948.96	1281.6		1893.74	1224.78	1505.15	1459.89	1641.03	1357.73	1581.03	1113.7	954.584												
Q15293	Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	2370.59	1736.14	2311.15	2854.6	2432.18	1992.47	2424.23	2002.95	1902.31	2291.13	2086.66	1609.72	2259.63	1990.63	2251.86	1644.09	2564.2	2731.86	2181.92	2083.98		2214.42	1822.88	2094.51	3317.36	1884.15	2131.69	2099.02	1952.92	1893.1												
Q15363	Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2			344.176				585.534			635.028	592.178	491.663	407.152	266.955	452.96				232.778			997.886	774.623	893.304		411.854	503.402	249.404	361.618	191.945												
Q15365	Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	7147.83	6378.19	6191.01	6836.5	7586.04	6159.94	6499.9	6657.15	6148.2	6423.18	7557.17	6939.2	6503.77	6940.52	6075.79	7208.9	6574.92	7155.04	7396.02	6209.54		6861.65	6313.4	6110.91	6070.58	7432.96	6375.54	6730.03	6113.6	7321.09												
Q15366	Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	4524.15	4090.49	3191.89	4661.48	5161.57	5243.83	5081.85	4470.42	3421.37	5570.79	3965.72	5322.26	4909.77	5401.21	5004.63	5613.71	5063.33	5917.73	4465.29	4523.32		6822.76	6154.56	7038.81	6861.86	5556.4	5830.93	5893.99	6713.68	5483.26												
Q15369	Q15369	ELOC_HUMAN	ELOC	Elongin-C	1485.76	1089.79	2380.37	1522.48		1968.21	1172.15	1359.88	2029.6	1058.86	1164.85	1171.03	1598.99	1516.16	1906.73	1290.98	1102.84	1038	1427.11	961.555		962.38	1442.9	1690.16	1937.41	902.107	895.59	907.594	1613.47	1194.72												
Q15370	Q15370	ELOB_HUMAN	ELOB	Elongin-B	3205.44	3702.02	2513.02	2911.27	3189.83	2710.28	2481.95	2729.48	2351.08	2476.5	3054.3	2513.18	2055.14	2556.12	2730.59	2637.59	2340.63	2639.87	2959.93	3020.32		3065.01	2878.29	2462	3942.46	2798.37	2699.34	2516.67	2571.75	2425.98												
Q15382	Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	674.732								1398.15			1297.3	618.09		1218.38				1875.78			2237.16	1409.88					1790.78		3695.9												
Q15388	Q15388	TOM20_HUMAN	TOMM20	Mitochondrial import receptor subunit TOM20 homolog		1954.8	2606.97	2596.73	2905.56	3238.29	3329.81	2363.08	2693.77	2754.66	3087.57	2118.24	3256.62	2867.8	2775.16	3310.37	2982.99	3308.36		2174.7		3614.26	3371.79	2782.54	2722.46	3656.22	2912.13	3127.67	2916.13													
Q15392	Q15392	DHC24_HUMAN	DHCR24	Delta(24)-sterol reductase	1128.15				1010.15		1151.61		1222.55	1029.55	1163.76	1284.53	1079.23	1264.89		806.964	1017.88	1875.08	1550.53	1050.19		1505.51	2007.98	1989.01		1368.86	1345.04	1721.74	1270.65	1162.6												
Q15393	Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	2288.74	1453.79	1097.88	1892.08	3503.66	1256.48	1107.16	1540.3		3092.19	1440.41	1755.07	1617.15	2033.65	2576.35	1981.57	1975.21	1669.63	1851.81	1877.08		1682.51	1771.72	1860.38	1827.89	1716.59	1543.27	1768.63	2256.4	1839.05												
Q15404	Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	644.945		9121.54	852.48							573.08	9105.31	705.781			1749.48	1510.86	941.871	1200.87	900.005		1522.76	946.981	1664.53	867.289	1376.57	1250.6	934.836	1343.76	993.65												
Q15417	P51911;Q15417	CNN3_HUMAN	CNN3	Calponin-3	1717.84	2000.51	1821.42		1008.04	1563.89	2188.9	1419.49	1934.15	1303.48	1834.43	1020.97	1132.43	1642.22	1551.58	1464.26	1697.5	1382.73		1408.42		2020.2	2925.62	1527.66	2307.15	1382.97	1665.42	1785.57	1011.29	1184.01												
Q15424	Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	941.171	1850	1954.04	2083.04		2406.33				1996.59	1618.07		1474.45	1981.42	865.624	876.383	1112.14	1318.57		881.603		1273.4	1393.06	1161.42	1851.4	1371.08	1072.05	1067.68	1012.87	1480.49												
