Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5628.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5629.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5630.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5631.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5632.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5633.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5634.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5635.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5636.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5637.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5639.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5640.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5641.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5642.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5643.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5659.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5660.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5661.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5662.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5663.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-21-2024_Slot2-91_5664.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5665.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5666.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5667.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5668.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5644.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5645.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5646.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5647.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5648.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5649.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5650.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5651.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5652.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5653.d
P53618	P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	182749	127939			142570	1911.97	2367.18	3502.83	2759.55	2285.6	2407.37	1935.71	2994.51	2716.72	2180.85	2770.08	3306.79	2494.45	2609.25	2538.79	2181.2	2382.81	2274.8	2212.04	2139.84	2562.36	2194.2	2602.28	1838.21	1839.25	1509.7	2478.47	1609.24	1924.49	3227.4
P53621	P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	84941.2	46741.9		72794.8		2910.25	3452.22	3383.85	3273.08	3731.59	3096.83	2777.97	3189.27	3306.5	3680.93	3374.36	3296.26	3805.01	3675.87	3174.17	3483.59	3106.72	3727	3621.04	2999.62	3391.74	3513.38	3225.2	3073.78	3472.47	2398.04	2986.42	2797.15	4210.68	3054.61
P53634	P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1						2446.02	2961.23	2666.66	2237.05	2391.46	2907.5	1759.8	2294.4	2724.08	2403.13	2606.43	2019.92	2282.39	2201.78	2490.78	3041.81	907.724	2747.21	2205.28	2330.58	1368.78	1830.18	1996.78	2386.96	1946.11	1600.04	2282.63		1463.09	2250.71
P53675	P53675	CLH2_HUMAN	CLTCL1	Clathrin heavy chain 2						774.714	850.792				914.951		640.248	365.082			683.3	880.29	737.205	1137.37	516.207	542.546		500.735	991.859		594.625							946.745	
P53680	P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma							1407.86	1285.8			1849.38	2390.25	1723.55	1860.21	1859.76	2400.06		1665.64	1709.84	1452.26	1996.75		1640.38	1781.69	1375.44	1123.19		1786.59	2060.29	1729.59	1939.84		3359.54	1719.21	1950.88
P53701	P53701	CCHL_HUMAN	HCCS	Holocytochrome c-type synthase						1156.2		1576.45			561.442	737.728	1048.56		597.329	1516.63	413.247	878.015	1557.04	875.95	1060.79	1163.68			999.55	371.995	1200.92		513.826				951.297		1741.09
P53985	P53985	MOT1_HUMAN	SLC16A1	Monocarboxylate transporter 1						2537.35	2173.05	1304.95	1933.02	3418.51	1717.2	2856.89	2181.88	2399.27	2345.76	1533.5	2362.97	2290.55	2451.73	2140.97	1942.93	1697.09	2282.92	1896.14	1985.25	2029.55	1410.35	2486.1	2027.24	2457.09	1741.71	1243.83	2543.89	1807.42	2139.25
P53990	P53990	IST1_HUMAN	IST1	IST1 homolog																1378.21	1279.54				943.664	1320.34		658.151		386.956		1511.29		1089.59		1673.02	791.917	579.346	737.941
P53992	P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C						1071.44		2135.56	1599.82	1581.86	1513.72	1352.09	786.61	1233.91	1502.4	1339.09	1342.7	1215.2	1024.09	1830.29	1172.05	1357.99	1407.48	1438.68	1242.62	809.588	1550.7	2269.73	1410.99	1817.37	1299.73	661.266	1519.26	1178	1007.75
P53999	P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	325498	258643			391834	16255.5	20753.7	17885.7	15379.1	18003	17156.3	14758.1	15546.2	13251.6	17195.8	17781.7	22497.8	16587.7	17631.5	20211.6	19486.1	19297.5	19898.2	16954.8	19149.1	22595	18132.8	20885.1	14058.5	22491	22460.6	16374.3	17433.2	22399.7	18683.6
P54105	P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln						2161.06	2576.14	2486.87	2450.42	2955.06	2050.19	1685.81	2818.73	1488.56	2455.55	2059.1	1671.11	1458.65	1803.54	1851.41	2058.06	1400.77	1911.52	975.204	2714.5	1262.24	1402.36	1720.64	676.03	1307.86	2188.83	1965.21	1566.86	1477.06	1900.79
P54132	P54132	BLM_HUMAN	BLM	Bloom syndrome protein						2306.47	1880.38	1281.31	2451.82	1789.14	1826.57	1917.72	1940.05	1912.22	1669.42	1629.07	2279.29	1878.35	1917.8	2786.16	1791.76	1893.18	1819.52	2811.34	1483.06	2237.44	2883.52		2051.53	2359.56					
P54136	P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic						7587.06	5743.78	5774.37	7119.72	6617.33	7443.12	6962.17	6540.14	6359.87	6358.35	7085.02	6980.28	7039.79	6716.67	8215.78	7250.89	6303.64	7931.31	8004.1	6882.41	6718.33	5894.12	6561.25	7439.45	5334.4	6175.52	6874.82	7589.43	6121.36	7043.19
P54289	P54289	CA2D1_HUMAN	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1									563.775							270.61					253.464	295.005				369.58									
P54577	P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic						6715.49	7498.1	6879.02	6925.01	7276.85	6951.17	6635.11	6316.71	6971.53	6765.66	6792.11	7689.74	7638.24	6242.87	6634.31	6390.13	7092.83	6777.99	6631.08	6533.25	6969.33	6388.33	7222.32	5865.3	8064.6	6431.93	6275.82	7169	6815.06	6020.29
P54578	P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14						2038.59	1744.68	4196.03	1407.85	2203.32	1546.73	2108.75	1869.84	2072.82	1738.57	1881.49	1626.86	1828.92	823.548	2102.76	1499.06	2127.29	1833.47	1701.61	2275.96	1753.03	2553.72	2415.64	2252.81	2317.84	1824.87	1523.62	1863.58	2151.49	2075.19
P54652	P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2										1121.01		310.656				715.034			173.468	1110.74		503.936		402.511											
P54687	P54687	BCAT1_HUMAN	BCAT1	Branched-chain-amino-acid aminotransferase, cytosolic										1550.32				760.807	604.11	499.848	856.918					1067.88				1464.23				1793.41	1224.95	1283.4	1778.5	1135.02	509.712
P54709	P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3						1298.68	1726.75	1673.32	1896.11	2202.61	1497.47	1751.18	1368.7	1830.31	2328.7	1548.75	1899.99	1726.52	1692.68	2517.25	1995.38	1778.1	2191.41	1597.78	1841.1	1805.81	1388.13	1926.63	1163.24	1143.68	1036.28	1606.33	1870.1	1929.32	1794.39
P54725	P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A									3295.09	2122.4	2271.89	1138.83	2129.89	2293.48	1668.82	2304.16	2085.52	2566.7	2194.66	2156.47	1365.77	2117.32	1530.94			1797.71	2318.93	1282.18	1718.41	1705.89	2203.49	1578.22	1002.89	1350.64	2286.63
P54727	P54725;P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B		183636	237137			6945.03	7947.84	7800.49	5399.97	7560.05	7377.69	6983.12	8164.34	7013.14	7240.95	6509.42	8125.77	7031.47	6278.01	6911.08	6790.51	6732.5	6030.76	7779.37	7156.93	6892.9	7141.63	6466.47	6171.44	8095.82	7292.6	8267.39	7822.37	7050.34	5789.72
P54819	P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial						7977.32	9387.3	8342.6	9544.52	6733.09	7790.86	8333.17	7878.69	6822.66	7459.33	8431.45	7742.29	9150.65	9424.59	9332.51	8477.62	7124.78	8524.14	9441.61	7769.42	8014.83	7188.69	8270.65	9951.54	8915.95	8559.41	7790.11	8877.33	7754.9	7935.62
P54886	P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase						3794.57	3070.53	2442.53	3957.96	2528.12	3872.7	2765.89	2597.21	3060.57	4071.17	4129.14	3050.22	3357.23	3146.22	2890.95	2450.81	2925.79	2942.54	2430.13	3082.22	3035.05	2580.54	2679.17	2220.42	2649.51	2393.39	3154.01	2582.74	2756.23	2808
P54920	P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein						2096.64					1084.9	1420.99	1274.16	756	1555.87	1158.75	934.179	1071.79	1118.75	1206.73	646.07	1267.47	1285.44	1083.32	1517.04	1518.77	827.931	1154.86	958.189	1018.42	720.096	850.121	1455.09	1454.65	1320.91
P55010	P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5						3022.04	1529.77	2699.72	2556.53	2685.97	2247.66	2663.96	2454.49	2736.35	1887.02	2470.81	2431.71	1912.29	2826.73	2392.28	3034.81	2585.36	3392.96	2303.87	2309.37	2968.35	1926.51	2546.2	2367.48	3344.78	2664.84	2995.29	3016.42	3574.99	2036.42
P55036	P55036;A2A3N6	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4						2878.19	2082.63	2211.25	1551.93	2453.51	2425.03	2617.05	3002.38	2206.5	2722.44	2750.87	2203.14	2558.76	2706.13	2193.15	2942.09	2450.9	2887.93	2644.83	2072.14	1921.35	1491.58	2446.3	1798.89	2294.9	1558.88	1947.73	1707.69	1642.04	2155.03
P55039	P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2						694.357					1312.36			977.272	424.059	1473.1	1128.3									508.773		532.512	390.655		568.571				248.072
P55060	P55060	XPO2_HUMAN	CSE1L	Exportin-2	162283		641705	362081	214165	9250.39	9097.82	8801.41	9977.08	9311.12	8485.67	8733.11	8472.51	8882.71	8528.85	9154.57	8110.72	9780.5	8732.58	9248.64	9207.27	9184.86	8348.64	9319.33	9097.45	8629.8	8064.73	9122.44	8430.27	8262.42	8894.67	10155.6	9636.97	8666.06	9071.89
P55072	P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	391496	479256	1.45372e+06	737908	432659	11872.6	9648.38	11797.2	11061.1	10155.4	11630.6	11427.9	11463.6	10995.2	9756.74	11778.9	12131.5	11573.4	11666.4	11824.5	10826.6	10511.5	10654.3	9960.72	11553.4	10850.4	10870.5	11095.6	10494.3	9670.62	10421.8	10582.6	10455.6	10331.7	11075.7
P55081	P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1																					1007.52			1165.73			773.535	1011.52			539.216	913.545			
P55084	P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial		169113				3745.19	2966.91	2769.91	4456.18	5411	4000.62	4177.53	4462.63	4505.57	4192.22	5250.21	5140.79	4932.24	4256.74	4950.15	5039.72	4489.35	4720.74	4432.7	4531.73	4430.86	4825.95	4349.18	4542.27	5256.96	5608.01	4391.89	4029.06	3490.75	3937.94
P55145	P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	169214	115349		138100	80760	4563.52	3858.98	5180.72	3426.68	3369.52	4786.5	4134.38	4318.48	5576.55	4350.1	4595.01	5125.93	5339.92	4722.99	5294.26	4569.03	4373.65	5173.9	4260.37	4084.6	3455.57	4404.14	4183.48	2983.46	4209.99	3896.47	4850.77	3900.14	4960.28	4523.98
P55209	P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1											445.61	651.706	882.418	1173.95	691.471	889.045		837.462	1117.93		1516.3	1802.28	1207.57	1180.67	1601.07	6334.93	10882	5158.92	9481.53	11547	2810.34	5582.21	4660.61	3079.88	4447.15
P55263	P55263	ADK_HUMAN	ADK	Adenosine kinase						1012.2	1072.45	3233.76	820.581	771.824	1092.19	1293.13	1270.97	1054.01	826.956	1117.19	1239.01	1017.34	816.296	1874.62	1065.33	1176.44	1562.25	1220.74	1178.24	1610.52	1776.07	922.247	1451.64	1182.87	958.245	1076.16	1296.77	935.524	1638.28
P55265	P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase							949.789	1134.49	1553.68	1870.35	586.364	999.258	830.042	854.161	556.843	974.334	978.369	802.736	1383.01	986.333	1417.17	655.236	1061.6	1126.54	1128.35	983.801	840.599	1438.86	1054.68		1305.55	730.037	1234	1096.69	1133.13
P55327	P55327	TPD52_HUMAN	TPD52	Tumor protein D52	273657	149306	477090	278198	218514	7922.02	8056.88	8152.27	9883.66	7393.58	9366.94	8518.6	10162.5	8501.77	4906.13	7588.09	7497.4	8065.14	6486.77	8265.92	7386.55	7239.41	8511.32	7840.39	8480.28	8085.64	7286.57	8391.17	6962.97	8871.91	5392.83	8752.29	7916.04	6935.9	8402.63
P55735	P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog						1408.38	2306.78	2714.6	2140.76	1645.14	1952.58	2273.71	1944.7	1824.09	2032.54	2017.57	1953.56	2192.98	2254.97	1660.81	1595.34	1977.32	1666.15	2020.86	2301.74	2402.46	2316	1801.92	1599.45	1531.5	1752.17	1981.68	1723.41	2259.39	1696.59
P55769	P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	207774	127421				4252.06	4023.84	4067.74	3822.35	5243.9	4108.66	4531.93	4140.51	4719.09	3044.9	4595.44	3510.68	4938.65	4009.47	3598.04	4675.42	5068.32	3998.64	5035.42	4750.89	4315.29	4535.78	4218.26	3840.55	4372.33	3714.42	3978.93	4055.01	3761.58	4545.92
P55786	A6NEC2;P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	244601		123055		200890	2867.94	2422.51	4136.47	2925.92	3240.81	3429.59	2962.38	2939.31	2856.34	3057.78	3653.45	3357.98	3969.3	3138.48	3704.36	3827.1	3825.75	3573.92	3146.9	3679.84	3691.53	3585.66	3368.03	3550.15	3445.85	3214.82	3702.91	3576.33	3421.72	3560.42
P55795	P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2						1540.56	2433.25	2111.76	2844.65	2612.12	1810.18	1453.69	1026.7	1648.98	1391.18	1939.55	897.766	2108.66	1722.82	2163.93	2156.11	2076.86	1605.45	1785.6	1303.4	1388.26	1821.28	2323.8	1145.88	1878.17	1444.15	1215.92	1553.97	583.626	1483.8
P55809	P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial		396660	416731	321197		5207.72	4184.27	6231.03	3507.71	4657.12	5141.58	4871.31	4489.99	4732.46	3709.82	4049.49	5370.54	5542.18	4646.44	4474.04	4793.51	5318.92	4248.81	4389.4	3852.8	3472.84	4476.44	4193.77	4505.62	3796	3713.4	4280.28	4620.88	4836.78	5144.36
P55884	P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	375374	139070		91328.1	103164	3257.78	4879.61	6272.85	5004.42	5507.17	4157.92	4001.3	4505.06	3488.92	3943.33	3749.02	4587.89	4839.89	4150.56	4509.02	5011.24	4210.84	4405.65	4713.16	3863.45	3791.38	4318.06	4569.7	3555.14	4362.21	3856.15	3685.57	3464.58	4490.64	4333.63
P55957	P55957	BID_HUMAN	BID	BH3-interacting domain death agonist											159.772	1202.22			593.551		1131.74	849.945	552.742			886.822	604.904			396.914							621.844		
P56182	P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A																764.594					386.247		714.171	959.697	539.879	900.837	1008.14	1004.41		1171.32			1205	869.599	923.343
P56192	P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic						2194.49	2671.17	2417.29	1764.51	2063.11	2177.96	2009.86	1803.27	2165.66	1867.65	2645.44	2455.15	2060.45	2221.67	2409.72	2081.55	1838.25	2728.02	1958.3	2035.23	1884.43	2116.62	1933.88	2410.09	1913.25	2005.92	1489.71	2072.38	1751.87	2416.52
P56199	P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1														896.901	1085.16	591.201							1210.88					599.204	1653.8				516.269		
P56211	P56211	ARP19_HUMAN	ARPP19	cAMP-regulated phosphoprotein 19													4730.6		3210.15							1354.53			2605.01	2009.43	2032.23	1852.58	2315.55	2038.74		2255.2	2200.5	1283.36	1180.49
P56381;Q5VTU8	P56381;Q5VTU8	AT5EL_HUMAN;ATP5E_HUMAN	ATP5F1E;ATP5F1EP2	ATP synthase subunit epsilon, mitochondrial						2702.04		3595.94	3614.66		2996.49	2534.72	1998.77	3647.11	5436.56	3750.7	3463.14	3456.46	3618.36	3720.08	5522.7	4682.37	3957.02	4657.15	3508.59	2427.03	2022.62	2609.14	3306.36	3404.25	3383.93	2754.29	3185.97	2065.45	2138.34
P56385	P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial						2829.55	5797.24	4383.58	5869.78	4495.41	4894.12	5367.16	3921.76	4073.58	4353.59	4390.29	4325.3	4404.08			4059.5	4292.24	4476.71	4906.45	3865.13	4914.73	5457.73	4691.13	5454.5	5139.17	3839.95	4362.46	5116.11	4057.04	4853.75
P56537	P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	239399	164673				5313.15	6073.57	6636.95	8250.68	5859.8	6406.26	5085.67	3405.86	4494.57	4259.24	5670.95	4351.84	4581.73	5647.6	4135.23	5103.31	5370.72	7062.65	4916.83	6279.03	3951	5785.08	5671.17	4771.35	4737.34	5017.71	4899.02	4562.6	6017.22	4355
P56545	Q13363;P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2						2833.75		1408.9	767.874	1436.43	1768.01	2371.42	1238.97	1885.48	1916.9	1382.84	2187.75	1984.39	1407.42	2125.6	886.335	1645.26	1806.29	1789.57	1382.97	1359.38	1774.31	1715.54	1536.59	995.495	1642.75	1918.44	1315.55	1483.83	1751.97
P56556	P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6							1496.1						1125			555.405						1224.61		960.801				1250.7		751.45		774.965		956.009	
P57081	P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4						939.405	548.012		708.078	589.889			747.836	393.857		733.109			632.155			706.671	515.721									566.782			671.109
P57088	P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33						1651.42		3715.21	2767.81	2318.19	3004.03	2333.73	1783.54	5565.27	2898.25	3209.9	3415.19	3076.43	2807.83	3015.98	3059.06	2726.63	3385.88	3114.56	2808.41	2784.73	2006.83	1905.79	3198.55	2836.6	1306.66	2180.09	3138.94	2048.25	2607.6
P57105	P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein							1083.14			759.4	678.527		653.797	530.724	753.575	1212.35	617.836		210.429		539.34				1181.01		513.676	408.195	937.164			765.166	844.147	446.524	787.328
P57678	P57678	GEMI4_HUMAN	GEMIN4	Gem-associated protein 4								9912.29	9872.78	10340.8	14562.4	12822.6	11850.2	14014.2	14146.9	1162.21	11833.2	12804.7	11606.9	12762.7	11895.5	15734.5	13985.5	13331.8	11967.7	13414.2	12801.3	14282.9	12065	15632.2	14286.4	13492.4	12421.7	12523.3	13614
P57740	P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107						1028.62	684.036	1166.3		1215.33	752.717	1061.09	645.872	1043.84	630.586	1180.68	1325.85	555.178	1595.98	592.755		633.214	1115.8	662.884	1137.24	1132.22	1148.37	977.396	835.067	1248.59	469.732	735.716	681.003	1281.64	434.208
P58107	P58107	EPIPL_HUMAN	EPPK1	Epiplakin	457095	1.66924e+06	442963	342241	296980	8564.37	7394.03	8921.39	9001.88	9161.9	8912.04	9105.42	8633.9	9000.46	8999.38	8891.56	8999.5	8825.24	8536.12	9484.7	8890.55	9021.68	8192.79	8943.38	8988.18	8588.15	9229.25	8317.39	8757.45	8245.05	8192.63	8808.75	8242.03	7737.84	8022.09
P58546	P58546	MTPN_HUMAN	MTPN	Myotrophin						2462.73	2343.21	2109.64	2551.9	4077.82	3621.49	3910.14	2216.04	2582.8	2413.74	2228.42	3646.77	2828.16	3602.52	1966.86	2735.24	2288.98	3271.14	2293.81	3058.94	2492.94	3386.52	1973.04	1955.18	2740.72	2380.34	3146.99	3215.62	2420.97	3207.35
P59998	P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4				49898.6		5088.01	4068.19	3965.93	5216.45	2039.01	3708.81	2867.31	4135.86	3700.03	4648.18	2975.61	2728.8	3041.32	2682.54	2710.77	3436.85	3140.58	3338.68	3067.3	2802.3	3921.42	3961.03	3540.7	3548.45	3402.11	4379.56	3655.67	3459.57	4084.29	2698.62
P60174	P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	1.00374e+06	652249	484272	315366	290734	32994.4	30913.6	31707.7	32940.3	32716.5	34316.5	32913.6	30240.7	30412	35087.8	32540.4	32355	34732.3	31737.5	35839.3	31389.9	31521.9	32649.5	31964.1	32272.2	34126.2	34388.7	32134.1	34489.6	33516.4	32835.5	33717.7	31795.4	33865.1	33799.5
P60228	P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E			150060			4279.22	5205.83	3952.27	3324.42	3686.51	4304.58	4384.6	4259.51	4512.45	4128.56	3968.28	4097.88	3736.79	4241.36	2806.17	4110.84	3767.78	3937.2	3632.2	3322.45	4156.33	3487.39	3165.84	4352.56	4259.31	3481.94	3566.5	3608.17	2818.13	3676.96
P60468	P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta			237104			6268.82	4370	5117.62	4304.39	5219.55	4329.05	3828.48	4605.56	4389.44	5778.41	4649.31	4374.81	6135.85	4004.36	6389.22	4187.39	5021.73	5148.28	3623.23	4707.63	4752.04	3947.4	3768.29	4960.13	4835.85	4637.17	4202.8	5617.68	4428.92	4844.26
P60510	P60510;P67775;P62714	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit								838.182							768.728	222.212	939.639	1676.99		945.218					731.21						923.431	281.793	1328.44	608.381	
P60660	P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	1.84225e+06	678612	598950	489702	704667	24322.5	21598.4	22637.7	22218.8	24464.5	23428.8	26375.4	25917.5	21516.3	21475	24812.8	20490.7	24393.5	22950.8	29063.2	23856.6	24139.5	22510.7	21684.6	20260.8	25935.8	25031.2	23934.1	23101.3	22530.6	23312.6	22602.5	19959	24114.7	23052
P60673	P60673	PROF3_HUMAN	PFN3	Profilin-3																	1004.49						738.068	910.26	966.182	1714.35		1345.81	875.45			1380.91	762.642		
P60709;P63261	P63261;P60709	ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1	Actin, cytoplasmic 1	4.88859e+06	3.42603e+06	4.82297e+06	3.09744e+06	2.15027e+06	529398	461785	521289	545623	436262	548502	589422	602320	550203	563937	529299	622756	644105	544895	612579	582491	544566	507314	547479	519437	590216	613832	594746	599768	546248	575278	604484	513517	519340	590147
P60842	P60842;Q14240	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	225790	158399	375056	138314	298053	17737.4	17047.1	17512.4	17727.2	16416.2	17989.2	18467.8	18672.9	18228.2	17201.7	16962	17519.1	18030.9	17340.1	17361.9	16340.1	15907.3	17797.3	17181.7	16622.1	16980.1	16390.7	17249	14150.5	16630.6	16322.8	17185.6	14340	16388.2	18446.8
