Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5680.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5681.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5682.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5683.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5684.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5675.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5676.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5677.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5678.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5679.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5670.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5671.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5672.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5673.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5674.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5685.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5686.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5687.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5688.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5689.d
Q15008	Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	2597.25	2035.66	1975.14	2302.95	2056.52	1947.76	2176.55	2103.71	2418.92	2343.76	1352.18	2329.8	2397.97	2155.51	2807.5	1978.43	2246.66	2185.83	2156.15	2409.08
Q15014	Q15014	MO4L2_HUMAN	MORF4L2	Mortality factor 4-like protein 2					1597.33	1662.04		1109.97		1545.3	1223.86			1380.19	1149.95		833.087	676.815	761.884	1125.15
Q15018	Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2		590.536						375.4				380.169	363.041	423.081		196.383				458.422
Q15019	Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	3303.54	3241.66	3846.93	3774.69	3750.87	2950.57	3296.21	3669.6	3489.88	3688.33	3614.21	2973.68	3511.7	3473.1	3731.4	3683.55	3802.38	3482.43	3834.19	3657.65
Q15020	Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	1795.46	2352	1676.52	1563.9	2072.96	2754.62	1257.75	1937	1895.45	2161.86	2012.2	1879.6	1703.92	1959.87	1616.13	1212.36	1682.02	1906.4	2108.8	1688.93
Q15021	Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1	1967.32	1881.72	2006.35	1655.41	1764.17	1630.87	1192.4	1625.2	1633.76	1751.28	1601.31	1775.04	1778.22	1442.26	1617.14	1700.65	1504.83	1603.39	1924.15	1498.66
Q15022	Q15022	SUZ12_HUMAN	SUZ12	Polycomb protein SUZ12										558.125	513.392								705.805	
Q15024	Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	1539.93	1376.39		1094.72	962.607	828.351	1316.9	1192.72	685.412		1376.55	954.948	676.168	1028.33	1530.68	1071.11	826.896	811.319	1087.49	1118.88
Q15029	Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	4045.18	4134.7	3926.5	4063.79	4077.08	3855.3	3658.87	3542.77	3941.75	3982.6	3761.28	3855.4	4075.52	3502.88	4151.61	4263.81	4112.71	4100.85	3710.52	3587.94
Q15031	Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	1242.86	1819.55	1978.08	988.227	1823.27	2071.75	1916.06	1695.13	1996.31	951.15	1486.19	2088.88	1053.95	1104.36	1636.49	1382.97	1486.1	1506.96	1542.88	1540.87
Q15041	Q15041	AR6P1_HUMAN	ARL6IP1	ADP-ribosylation factor-like protein 6-interacting protein 1	2133.2		1995.76	1800.95	1327.11	1830.47	1326.12	1713.58	1739.82	1944.3	1249.2	2442.05	1335.33	1191.23	1674.13	1714.22	1646.94	1705.47	1608.15	1742.79
Q15042	Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	2025.09		1374.42	1608.25			1228.1	1282.7	1669.17			839.195		1778.19	1947.97		974.885	1552.2	1333.82	1196.54
Q15043	Q15043	S39AE_HUMAN	SLC39A14	Metal cation symporter ZIP14	1502.23	1473.04		745.501	824.29			487.646	539.94		661.569	1095.18	874.305	612.944	711.876	747.375	1090.95	632.745	1039.88	767.938
Q15046	Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	3759.19	4101.64	3440.6	3498.74	3387.57	3973.46	4399.45	3269.78	4052.27	4176.28	3560.49	3479.42	3489.23	4060.04	3796.44	3533.43	3521.48	3535.19	3452.79	3659.94
Q15050	Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	4268.55	4538.58	3071.17	3507.27	3872.19	3768.72	4119.01	4137.91	3522.56	4928.66	4572.9	3682.09	3663.26	3681.8	4848.3	3657.54	3554.09	3699.39	3268.11	3490.61
Q15054	Q15054	DPOD3_HUMAN	POLD3	DNA polymerase delta subunit 3	1388.82	799.322		1072.73	492.909		649.69	1013.83	170.51		1211.54	737.359	895.194	724.746	736.108	1208.26	426.015	428.939	640.641	731.975
Q15056	Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	13195.7	12841.6	12208.4	11612	12278.9	13618.3	11365.7	14187.5	13626.3	12714.3	10819	12352.3	12239.4	13901.6	13874.3	13058.1	10947.5	12718.4	12707.4	13188.6
Q15059	O60885;Q58F21;Q15059	BRD3_HUMAN	BRD3	Bromodomain-containing protein 3	1121.62	1678.24	1093.34	964.403				901.747	965.882	1430.41	710.044	1058.27	949.743	1690.14	1022.02	1175.54		1613.74	1062.15	845.009
Q15061	Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	1340.49	1639.08	1776.47	1968.32		1673.13	1538.45	1894.73	2300.66	1883.21	1778.29	1709.8	1891.14	2435.93	1729.27	1552.54	2321.9	1454.91	1358.49	1738.18
Q15067	Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1								516.564			812.75	723.632	626.803	1247.43		656.079	909.756	633.163	524.928	597.633
Q15070	Q15070	OXA1L_HUMAN	OXA1L	Mitochondrial inner membrane protein OXA1L	3022.36	3017.82	3886.54	3150.7	3492.74	2474.78	2701.8	1653.15	2778.92	3005.28	2265.54	2876.65	2938.01	2938.52	2641.01	2521.6	2511.81	2494.5	2488.08	2237.7
Q15075	Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1					1014.72	523.223	3275.03					691.761	818.217					576.221	2828.83	574.479
Q15084	Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	10920.8	11523.2	12549.1	12289.5	11713.6	9620.38	12295	11609.8	11099.3	10064.8	11184.7	12138.4	11574.9	11714.8	11236	12686.7	11921.2	11996.1	11991	12103.4
Q15102	Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	3507.72	3262.1	3805.79	3457.14	3239.13	2741.21	3523.26	3782.99	4983.86	3292.27	2307.21	3686.97	3157.27	2139.65	2815.55	3372.22	2977.84	3194.6	2823.03	3207.56
Q15121	Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	2087.87	1939.65	1314.65	1949.68	2256.54	2175.12	2241.89	2344.15	1438.99	2796.69	1686.01		2091.15		1859.08	2364.17	1630.92	1735.24	2127.76	2267.28
Q15126	Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	3568.44	2439.01	2202.37	2724.1	2399.82	2513.11	2546.35	3290.45	2572.27	2614.92	2582.89	2961.84	3174.25	3031.35	2774.8	2454.97	2609.72	3193.85	2856.28	2444.85
Q15149	Q15149	PLEC_HUMAN	PLEC	Plectin	54055.7	52781.1	53496.6	53844.9	53054.2	51385.5	52726.8	54469	53886.9	54436.9	53685	55191.6	53936	54168.7	53996.5	54772.3	54982.5	55475.1	55122.2	55568
Q15154	Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein		662.677			858.956					812.628		548.798				390.654	968.149			
Q15155	Q15155;P69849;Q5JPE7	NOMO1_HUMAN	NOMO1	Nodal modulator 1	2864.24	2784.18	2955.83	2456.71	3044.02	3165.47	2140.5	2354.07	2483.78	3150.49	2594.46	2246.14	2733.68	3165.02	2578.14	2643.18	2677.85	2893.84	2552.86	2297.98
Q15165	Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	3189.96	2870.22	2455.58	2155.4	2674.33	2570.9	2683.4	3006.37	2625.31	2370.41	3110.05	3319.26	2706.93	3092.55	3005.81	2757.69	2932.06	3404.05	2959.28	3413.19
Q15181	Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	9579.39	9982.1	10948.5	12193.3	10952.4	11173.7	10083.3	8495.61	7501.56	9775.68	9747.96	11843.4	9765.51	10578.2	10024.2	9134.69	10535.1	10700.2	11026.8	9716.68
Q15185	Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	21266.8	24612.8	21541.8	21841.1	23043.5	20130.4	22678	23782.1	24154.3	24724.3	22269.6	21981.1	24246.6	22846.5	26153.9	23078.9	24095.1	22053.6	21743.8	23414.3
Q15233	Q15233;Q8WXF1	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	8697.77	8755.03	8749.64	8616.83	8189.94	9314.1	9279.13	7941.83	9275.1	9370.3	9547.86	9259.8	9836.23	8566.08	8922.45	8796.33	9085.53	8322.92	9428.47	8701.75
Q15257	Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	3711.86	4606.08	2226.95	2136.91	2724.64	3253.6	2522.17	2626.33	2378.5	2164.94	2837.72	3191.92	3069.23	2432.87	3267.03	3173.44	2131.61	2714.73	3499	2884.41
Q15269	Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog	1458.39	818.515	1420.89	1995.38	1280.96	963.835	1175.15	1267.13	915.541	902.473	459.549	997.688	1222.93		589.314		1011.05	1209.48	1016.53	1236.83
Q15276	Q15276	RABE1_HUMAN	RABEP1	Rab GTPase-binding effector protein 1						555.211				1198.94						547.266			761.371	1118.74
Q15286	Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	1058.33		931.324	996.999	745.14	1495.9	977.615	937.514	927.989	1314.38	1434.87	608.839	1284.11	1299.72	1285.69		1042.4	1028.37	951.35	1216.7
Q15287	Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	799.439	869.532	1414.73	1530.35	1502.36	1108.69	1627.33	2043.05	872.111	1036.68	1460.71	1314.2	1434.5	1529.77	1028.48	1331.6	1478.98	1768.37	1440.08	1848.74
Q15293	Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	4594.95	4676.54	3982.85	4343.78	4453.57	4267.11	4661.46	4902.49	4456.97	4402.91	4615.72	4731.7	4541.91	4326.31	4527.8	4664.98	4377.69	4293.07	4440.82	4395.42
Q15363	Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2		955.232	994.34	684.422		1527.63		1147.98		1136.61	1717.4		1186.79	955.45			1429.25		821.919	
Q15365	Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	15973.9	15315.2	14841.1	13904.5	15070.5	13869.6	13345.5	13703	14689	14291.9	13900.9	14573.9	15185.8	15140.9	13795.3	15512.3	14916.8	14838.3	14400.6	15356.4
Q15366	Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	15637.5	17348.4	16895.7	14668.7	17035.4	16957.8	16941.4	17009.6	15736.3	18646.2	16288.6	16630.8	15707.3	17636.1	16631.4	18000.6	15362	17674.6	17616.5	16332.4
Q15369	Q15369	ELOC_HUMAN	ELOC	Elongin-C	2847.29	1927.21	1739.83	2087.31	2583.18	1906.44	1763.71	2225.93	1389.04	1863	2187.47	1866.21	2090.56	1995.87	1635.11	2247.38	1844.69	1884.09	2037.23	2074.74
Q15370	Q15370	ELOB_HUMAN	ELOB	Elongin-B	7006.03	7686.34	8647.01	8091.82	6387.41	8647.16	8190.83	7726.42	6949.53	8306.93	7305.47	7706.67	6640.46	6850.93	7126.67	7742.82	8038.13	9160.16	7155.56	7922.39
Q15382	Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	2870.05	2279.32	2647.83	2334.33	2262.81	2216.85	3430.18	3103.88	2599.77	2654.81	2256.03	2453.36	2545.61	2399.85	3592.99	3038.6	2996.05	2593.25	2787.44	2866.25
Q15386	Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C						1292.23	599.237		754.087					822.702			1270.67	449.665	709.887	
Q15388	Q15388	TOM20_HUMAN	TOMM20	Mitochondrial import receptor subunit TOM20 homolog	6112.29	6366.14	8084.1	9258	8869.45	7840.59	11525.2	9384.24	7971.4	6484.98	5270.83	6799.79	7299.06	8146.57	8123.4	7883.82	9128.34	7017.53	7230.83	8861.36
Q15392	Q15392	DHC24_HUMAN	DHCR24	Delta(24)-sterol reductase	2523.5	3354.42	3124.34	3481.76	2722.47	3107.98	3011.73	3372.03	2761.89	2863.64	3106.63	2869.31	2348.92	1737	3575.02	3250.21	2698.6	3125.88	3205.29	3142.95
Q15393	Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	3979.99	4118.92	3775	4048.35	3661.24	4170.92	4119.35	3851.13	3502.69	3624.45	3655.32	3744.69	3722.75	3896.75	3528.21	3980.58	3581.95	4064.41	3512.85	4073.44
Q15397	Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3	1447.1	931.817	792.522			1342.34	1974.59	1464.7	1237.8	1308.38	1091.14	971.448	1280.68	1354.65		1436.8	1502.23	1405.63	1202.11	944.294
Q15404	Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	4212.03	3900.35	3748.97	3508.72	4842.85	3312.91	4136.79	3977.83	3740.21	3890.88	2789.93	3606.84	4007.49	4008.03	3632.29	3957.33	3918.46	3368.77	3254.76	3736.62
Q15417	Q15417	CNN3_HUMAN	CNN3	Calponin-3	6387.05	6418.37	6201.13	6476.45	6134.08	6006.76	6051.18	5744.02	6011.75	5680.8	6514.2	7475.95	6400.16	7336.4	6176.52	6001.96	5993.56	6096	5628.71	5758.46
Q15418	Q15349;Q15418	KS6A1_HUMAN	RPS6KA1	Ribosomal protein S6 kinase alpha-1					741.096					907.45		288.288				496.353	639.284	195.567		757.4
Q15424	Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	2622.22	3094.55	3506.61	3405.66	3406.59	3345.28	2484.15	2856.06	3226.87	3590.81	3093.36	3173.13	2777.87	2841.94	3241.78	2994.79	3088.36	3213.96	3014.08	2933.08
Q15428	Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	3281.91	3707.73	2600.33	3104.11	3291.36	2706.4	2617.08	2868.76	2883.31	3307.48	3417.85	2798.59	2182.95	2745.77	3263.62	3378.07	2717.26	3371.79	2960.59	3052.34
Q15434	Q15434	RBMS2_HUMAN	RBMS2	RNA-binding motif, single-stranded-interacting protein 2												520.077		707.543						555.111
Q15435	Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	1290.61	1805.19	1401.5	1583.62	1275.02	2414.1	2036.4	1476.07	1469.78	1174.21	1389.83	1043.69	2335.61	1737.86	957.966		2142.24	1718.28	1614.77	1477.83
Q15436	Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	2402.41	2923.4	2895.73	2926.88	2962.58	2754.61	2719.63	3045.02	2719.3	3625.03	2874.79	3156.3	3523.96	2112.48	3005.58	3647.45	2620.99	3170.43	3034.6	3034.13
Q15437	Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B	1293.13	447.081	1200.19	965.479	1108.63		1097.18		1819.83		1761.27	1111.99	992.724	984.089		1399.9	1572.03	1494.56	1319.5	851.623
Q15459	Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	4862.58	5098.03	4901.98	5342.74	5424.37	4702.91	4975.99	4914.19	4346.62	4693.11	5378.49	4881.16	4416.52	4924.81	5055.4	4580.85	4808.68	4984.32	4667.38	5187.87
Q15477	Q15477	SKIV2_HUMAN	SKIV2L	Helicase SKI2W	1422.6	2583.82			1038.71	1214.13	1501.97	1146.8	1707.39	1023.92		620.115	1327.22	447.314	785.572	492.274	910.129	906.25	717.046	540.355
Q15526	Q15526	SURF1_HUMAN	SURF1	Surfeit locus protein 1			1167.37	1299.37	1571.69		1175.12					2393.49				1161		1726.56	1855.71	2106.83
Q15527	Q15527	SURF2_HUMAN	SURF2	Surfeit locus protein 2	2078.04				1145.9	1610.29	646.263	1341.79		922.019		884.215	1881.72	1197.43	1333.26	1360.88	1273.18	1414.9		
Q15532	Q15532	SSXT_HUMAN	SS18	Protein SSXT	1295.72				1432.76			1538.44			736.98		1383.65	1013.55		1451.32	1238.09	1013.54		
Q15555	Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2																		504.637	298.505	413.822
Q15599	Q15599	NHRF2_HUMAN	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2		1549.48	969.88	1350.71		884.919	1101.19	1257.15	1119.07	1125.99	1067.4	1239.44	926.328	1568.04	1083.42	1416.18	941.136	1032.62	1034.03	1414.85
Q15629	Q15629	TRAM1_HUMAN	TRAM1	Translocating chain-associated membrane protein 1	1341.77	1654.53	1168.8	2535.77		1803.79	1485.51	2093.17		1844.96	1321.7	1318.21	1327.32	2095.3		864.881	1796.01	1779.42	1900.94	1954.7
Q15631	Q15631	TSN_HUMAN	TSN	Translin	2857.26	3378.28	3646.26	3434.08	3745.71	2898	3499.95	3742.56	2588.71	2931.49	3078.84	3890.19	3280.01	2659.21	3490.13	3164.91	3169.87	3896.47	3555.22	4278.07
Q15637	Q15637	SF01_HUMAN	SF1	Splicing factor 1	3344.02	3138.88	3450.74	3648.86	3223.31	3382.79	4733.46	3873.24	4026.98	3166.42	3455.18	4360.65	4026.67	3130.12	3282.98	2201.88	4010.97	4127.14	3780.73	3778.71
Q15642	Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	2570.43	1891.56	932.939	2155.52	1878.5		2205.5	2244.01	2379.89	2062.75	2037.96	2546.18	2683.21	4018.58	1861.23	1060.84	1643.56	2141	1586.35	1455.03
Q15643	Q15643	TRIPB_HUMAN	TRIP11	Thyroid receptor-interacting protein 11													739.669	2242.91				826.339		
Q15645	Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog	7440.47	7128.4	7673.65	6926.05	8133.04	7366.04	9302.52	7467.09	8213.92	8289.07	8277.43	7921.13	7152.46	8973.04	7894.14	7466.21	8188.81	7486.1	8133.33	8101.52
Q15651	Q15651	HMGN3_HUMAN	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	1113.77	1358.27	793.219		685.688	802.645	1007.23	1422.27	662.558	1566.42	1729.43	620.716	824.374	983.044	927.374	1269.32	1186.44	1263.69	1172.5	1038.12
Q15654	Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	675.178		1372.02	1117.08	559.841	734.512			613.884	628.748		674.321	658.781	1320.76		670.236	1005.1	682.663	816.461	586.001
Q15691	Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	4141.31	3583.24	3219.42	3638.45	3767.22	3159.93	3274.01	3808.02	4774.43	4541.8	3663.62	3855.6	4180.28	3781.87	3855.24	4135.08	3553.83	3642.81	3579.9	3886.42
Q15714	Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1		1196.37	749.167	625.388	695.767			756.181		810.438		368.332	1338.36	384.468	479.123	340.73	822.04	700.64	454.538	543.832
Q15717	Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	6824.88	5731.09	7683.87	7593.25	5899.04	6318.7	5952.06	6844.48	7504.06	7771.95	6892.18	7433.81	7472.61	7220.37	8320.11	8029.12	7140.79	7203.22	7881.2	7383.81
Q15738	Q15738	NSDHL_HUMAN	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	1196.48	1948.77	2056.24	1976.55	2392.08	2097.92	1752.29	1789.3	1749.83	1743.33	2245.85	2165.77	1958.46	1838.59	2228.28	1219.33	1881.62	2251.25	1697.26	2145.75
Q15758	Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	3594.48	3506.56	3511.27	3652.58	4658.51	3329.55	3173.48	3236.57	3458.97	3364.7	3658.49	2576.79	2953.6	3174.69	4002.84	2384.97	2890.12	3214.12	2767.52	3297.34
Q15785	Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	3163.34	3726.69	2480.75	2783.76	3541.36	3229.48	3484.02	3687.06	2801.28	2832.13	2576.71	3172.36	3464.51	3470.93	2755.99	3254.47	3434.13	3214.48	3448.64	3038.99
Q15796	P84022;Q15797;Q99717;O15198;Q15796	SMAD2_HUMAN	SMAD2	Mothers against decapentaplegic homolog 2	895.745		1522.65	2224.9	1471.41	924.632	1217.28	1684.69	1933.74	2052.83	2345.14	1601.75	1066.21	2039.9	1431.32	1607.61	1511.5	1606.32	2119.99	1625.56
Q15811	Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1								547.859				561.826	751.13						758.675	
Q15813	Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E		433.728	1066.62	966.867	1239.41	968.584	1085.12			1187.28					875.875		1162.29	816.588	885.925	676.453
Q15814	Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C				559.544				423.678												746.576
Q15819	Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	2922.43	3708.75	3623.26	5276.83	3664.44	3098.04	4822.02	2640.77	3981.1	3461.85	3601.67	3959.06	3844.1	3736.83	3635.88	3069.75	2855.32	4559.45	2886.28	3383.03
Q15843	Q15843	NEDD8_HUMAN	NEDD8	NEDD8	7601.96	5278.35	6665.9	4988.71	6065.93	6644.13	6071.76	7706.06	6677.06	5012.68	8772.54	9087.77	9048.75	8644.81	5036.43	7184.78	8234.91	8811.41	9155.57	9350.28
Q15904	Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	1185.96	1206.51		1007.26	1429.17	898.88		1085.22	1946.97		1757.71	1299.13	1409.6	816.141		1033.51	1334.01	940.023	1204.56	1595.99
Q15907	P62491;Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	10280	10090.6	9841.34	10498.5	9892.63	11278.2	10677.5	11102.6	9359.85	11291.5	10205.3	10620.1	10595.6	9841.09	10381.8	10721.1	9959.34	10556.5	10725.4	9979.77
Q15942	Q15942	ZYX_HUMAN	ZYX	Zyxin	3996.71	3587.26	4597.65	4279.62	4667.85	3648.85	4723.38	4482.26	3922.37	4879.36	4558.63	4816.25	3883.4	3972.92	3362.14	4216.42	3997.89	4796.3	3773.36	4325.39
Q16181	Q16181;Q6ZU15	SEPT7_HUMAN	SEPTIN7	Septin-7	4232.56	6049.42	4734.3	5399.53	5512.24	5200.98	5166.24	4784.43	5018.04	4956.99	5121.98	5099.47	4708.37	4767.72	4847.44	5229.36	4974.66	5122.55	5498.2	4861.52
Q16186	Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	2140.45	1807.64	1848.28	1229.95	2877.92	2625.57	2848.99	1895.94	2333.82	2200.91	2591.74	2413.81	1903.67	2625.88	2199.7	1796.5	2165.57	2473	1683.16	2626.76
Q16204	Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6		1809.45	1527.93	1421.27	1940.06	1656.17	1500.45	1930.41	1977.85	1685.32	1597.57	1508.41	1393.58	1452.3	1558.83	2023.02		1435.4	1296.2	1327.91
Q16222	Q16222;Q3KQV9	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	2002.37	2907.59	2531.15	2428.37	2636.56	1587.41	2880.26	2196.91	2441.22	2328.77	1950.8	2376.87	2250.09	2997.69	2500.28	3011.55	3206.96	2920.99	2025.07	2029.45
Q16270	Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	3559.06	2291.43	3699.58	3801.56	2812.03	2578.98	3639.75	3076.18	3161.47	3253.79	2288.2	4359.94	2345.19	2432.04	3544.63	3270.17	3460.82	3719.83	3756.88	3222.65
Q16401	Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	4261.98	4235.11	4113.49	4598.96	4415.08	3716.04	4178.77	4227.46	4528.03	3940.9	3771.93	4142.06	4105.89	4373.92	4617.6	4075.77	4321.36	4166.7	4192.04	4379.03
Q16513	Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	2144.96	2737.07	4707.98	2255.03	2940.51	2747.19	2525.49	2365.74	2475.57	2696.15	2855.42	2764.02	2303.55	2332.29	1295.78	2002.02	3201.87	2297.24	2596.48	1957.59
Q16527	Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	3284.08	3735.19	3601.31	3102.37	3588.4	2919.62	4194.62	3063.59	3231.4	3138.23	3559.87	3648.34	3338.34	3424.83	3315.66	3438.54	3039.47	3178.92	3934.3	3502.42
Q16531	Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	7190.61	7794.86	7777.89	8566.93	7809.16	8420.06	8295.49	8131.84	7764.16	7776.19	7523.92	8102.65	6360.67	7377.74	7290.89	7448.43	7619.98	7627.23	7297.42	7733.83
Q16537	Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform				771.732				664.829				445.153		667.995		347.206		567.417	591.413	344.561
Q16539	Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14		2452.19	3591.99	3375.7	2589.4		2589.15	1773.63	2867.09	2232.38	2452.1	2159.57	2729.44	2573.25	2750.04	2528.03	1799.8	2193.83	2552.86	1895.41
