Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5897.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5899.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5900.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5901.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5902.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5903.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5904.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5905.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5906.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5907.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5913.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5914.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5915.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5916.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5917.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5860.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5861.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5862.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5863.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5864.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5908.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5909.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5910.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5911.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5912.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5918.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5919.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5920.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5921.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5922.d
Q13885	Q9BVA1;Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	1372.93	7332.09	7977.5			3611.18		4608.36	3349.12		1428.46		2187.98			1594.75	1679.13	7093.4	1623.92	1588.3	1340.85	3841.9	3216.33	1536.96	1505.43	1376.61	1370.85		1375.05	1580.7						1623.47	856.543	1596.17	1922.47	1284.93	808.843	1429.63	821.352		
Q13895	Q13895	BYST_HUMAN	BYSL	Bystin							1064.62	631.841	491.105		648.278	643.28	692.409	922.104	609.69	762.746	619.412	285.594	523.738	647.707	879.797		1095.11		1036.28			1704.94	723.291	1538.42						674.085		660.411	784.891	781.575	707.894	841.195	977.473	781.868	608.154
Q13907	Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	1521.41	2190.25	1346.7	2022.04	2053.54	1873.22	1704.01	1629.19	1455.07	1946.09	1296.29	1917.52	1863.48	1737.49	1275.22	1748.54	1651.98	1658.62	1420.17	1395.6	1939.98	1509.79	1518.91	2260.51	1672.06	1396.08	1655.42	1434.88	2102.55	1271.71	2907.46					1773.78	1951	1285.62	1640.24	1543.48	1509.1	1833.83	1487.23	2125.01	1772.07
Q13951	Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta							1339.88		1375.99		686.682		915.788					672.812	964.893	798.86								565.393								524.056		935.915		651.229	759.394				
Q14008	Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5		1181.07				1649.47	1594.86	1461.2	1381.1	1266.12	1243.74	1197.5	1034.65	912.581	1247.62	1246.27	1206.24	1400.22	1175.87	997.434	1785.63	1736.53	1145.38	1886.57	1424.73	1518.42	1697.2	1202.06	1315.73	1436.42						1146.74	1291	1181.87	1209.42	1396.72	1012.96	784.203	823.321	975.708	1949.21
Q14011	Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein		816.015		596.523		771.002	1020.38	797.195	434.38	494.424	659.022	638.074	895.254	698.225	543.664	695.463	864.246	620.492	657.781	655.303	1485.22				1866.84	642.184	878.581		1308.48	813.312						872.701	385.549	865.451	1145.89	745.35	847.316	710.849	384.608	779.404	
Q14019	Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	4256.92	3518.55	3732.17	3059.42	3466.99	3508.78	4256.58	2901.19	3504.4	3173.97	3404.84	3448.67	3279.42	3203.86	2628.73	3307.71	3356.39	3145.7	3422.99	3367.02	3341.03	3744.28	3738.71	4095.55	4217.81	2917.86	3036.84	3549.24	3509.96	3341.44	4722.98					3634.79	3313.54	3231.5	3189.12	3497.93	3294	3686.15	3520.4	3061.55	3326.93
Q14061	Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	1381.4	1930.94	1468.56	1665.61	2215.53	2122.05	1133.13	1326.61	1342.54	1824.17	1678.43	1669.5	1173.99	1417.3	1107.46	1044.72	1346.3	1585.62	1220.74	1466.86	1602.54	1373.01	2010.81	1611.31	1011.91	1974.82	1762.27	1451.61	1485.93	1815.92	2709.39					1436.6	1209.85	1277.01	1239.12	947.06	1781.41	1851.3	951.569	1513.97	1422.71
Q14103	Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	10180.8	9746.13	10137.2	11081.2	9121.5	9911.28	10637.1	11287.3	9425.94	10754.7	11946.6	10810.7	10334.6	11629.8	10804	11348.2	11559.3	10206.9	11014.3	11386	9955.6	10662.7	7938.81	11391.8	9497.05	10808	9757.87	10847.2	11259.8	10370	9918.9					10184.9	10459.3	11146.1	10001.5	11717.5	11732.6	10430.7	12022.4	11403.1	11469.3
Q14108	Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2				1698.88	1406.27	1987.71	1501.31	1418.17	2078.79	1182.29	1420.36	1532.83	1701.52	1294.78	1371.99	1264.13	1685.24	635.156	993.257	1097.17	1585.16	1936.76	998.338	1511.99	1972.61	1428.77	1323.34	2496.47	1646.72							1350.12	1766.37	1800.4	1269.29	543.156	1677.98	1133.81	1785.38	1809.86	2003.14
Q14116	Q14116	IL18_HUMAN	IL18	Interleukin-18	3186.16	2356.51	2872.33	3871.24	2613.94	2827.2	2029.98	3365.45	3966.64	4019.67	3375.6	2322.64	2871.52	4135.67	2553.8	2817.93	2575.01	3266.55	2571.12	2648.38	3133.71	4447.73		2710.4	2774.78	2417.88	2560.15	2613.78	2734.68	3482.01						2465.56	2616.75	3500.81	2318.03	3843.56	2601.44	3219.85	2657.81	2819.29	3088.59
Q14118	Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1												413.456																										620.952							
Q14126	Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	5378.13		3974.34			1970.83	2209.56	4694.02	3203.09	3040.13	2241.51	1561.48	1413.09	1913.7	1851.14	2111.58	1874.96	1936	1819.01	1411.22	2146.01	2361.65	2166.84		2074.09	2737.58	1618.88	2489.67	1282.02	1832.94						1993.58	1536.72	2458.86	1186.78	2112.38	1661.34	1615.82	1779.33	1615.36	1832.47
Q14137	Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	1172.56				2057.96	1485.42	667.763	1276.58		903.219	1322.15	877.635	852.623	1018	834.524	685.063	761.195	788.704	963.467	822.567		1480.95		1210.2		1080.55	1623.85	972.816		1446.56						684.412	946.667	971.012	831.609	746.779	502.547	886.63	746.003	964.185	822.744
Q14139	Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A																326.063																												338.567	
Q14146	Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog									1226.75					469.143				587.968											1589.26																
Q14151	Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2				1861.51	1988.73	923.941		1618.62			1082.58	1034.65	685.825	677.926	874.641	826.301	967.999	873.491	819.145	649.47							905.338									1107.14	587.174	1058.07		848.875	899.731	888.415	570.933	795.529	
Q14152	Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	2759.01	2587.42	2897.34	2332.31	3161.94	2434.3	2723.5	2567.12	2790.99	2202.33	2848.27	2538.51	2829.15	2689.87	2751.5	2770.59	2729.45	2664	2653.27	2862.99	1972.22	2651.18	3161.08	3226.14	3031.46	2844.39	2922.99	3025.8	2777.24	3133.16						2957.08	2868.18	2719.81	2867.28	3003.35	2679.79	2710.15	2890.95	2919.23	2972.1
Q14155	Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7															375.522					674.821								278.96									352.264	72.4853		573.06	589.237				308.052
Q14157	Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	1753.22	1545.94	1962.55	1361.74		1250.64	1297.82	1404.19	1486.02	1665.18	1338.06	1070.57	1427.97	1260.45	1795.33	1278.35	1410.15	1825.53	1655.74	1744.44	2588	2001.43	1807.43	1464.16	1458.63	1409.99	2136.77	2123.97	2448.34	1469.05						1496.23	1450.28	1587	1242.3	1901.92	1941.48	1833.85	1122.31	2346.96	1601.27
Q14160	Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog		1240.02				1300.81	1285.06	1458.85	1824.41	1367.08	1537.89	901.324	1453.3	1074.17	1300.81	1318.48	1007.05	1519.13	1279.08	1236.94			1578.49	1151.49	913.207	906.325	856.321	1283.75	1043.27							1472.42	1410.04	1157.48	1090.67	1920.62	1357.42	1092.61	1332.22	1011.27	1095.11
Q14165	Q14165	MLEC_HUMAN	MLEC	Malectin	4346.12		2701.95	1695.72	1337.83		2628.5	1433.73		1486.02	807.588	948.951	1311.47	674.438	1315.01	1438.1	1115.61	1409.5	1479.84	892.267	1851.49				968.287	2483.71	1760.51	1259.26	1229	1444.04						1695.43	1717.42	1169.03	757.506	1182.26	1464.8	1410.36	1311.98	1807.59	2183.26
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	1338.46	1738.03		2265.91	1659.28	1932.59	2092.51	1874.87	1882.03	1287.59	1685.96	1504.57	1319.07	1987.24	1774.99	1667.82	1634.21	1840.19	1321.16	1415.51	1966.97	2966.95	1615.38	1547.66	2772.74	1925.83	1849.41	1951.9	1639.85	1537.19						1722.43	1305.46	1965.65	1353.75	1412.2	1222.4	1407.62	1236.65	1441.5	1666.27
Q14181	Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B											546.083	273.589		373.497	430.072	311.827	828.794	290.06																		551.718	505.081	558.992		285.878	809.3	370.185	333.472	1142.84	461.106
Q14192	Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	4003.07	4503.38	2347.67	4852.95	4324.44	3154.03	3639.42	3427.11	3367.64	3290.85	3414.6	3312.29	2937.76	3648.62	2881.92	2890.85	3421.97	3176.35	3101.71	3468.56	3532.75	4610.97	3882.18	3050.98	3408.31	2791.36	3181.67	3632.07	3552.7	3441.73	3489.12					3373.27	3167.75	2742.44	3801.11	2986.88	3322.46	3116.1	2816.12	3316.3	3649.81
Q14195	Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3		2090.36	1802.08	2348.68	1792.06	2325.98	2542.72	1636.29	1481.53	1291	1622	1903.49	1585.35	1554.83	1818.88	1599.91	1401.89	1582.57	1334.95	1549.45	1905.48	3013.99		4554.63	3235.28	1668.07	1989.55	994.43	1671.36	1841.85	2757.45					1558.91	1943.23	2070.38	1503.35	1491.29	1737.56	1818.88	1487.84	2082.68	1507.39
Q14197	Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial						1302.05					688.067			377.328	1049.21	844.232	1097.89	626.011	439.024	1288.34							1290.57	1095.64								862.178		706.741		894.098		1346.33	561.116	625.063	
Q14203	Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1		1051.42	1494.87	876.892		967.065	1052.81	982.835		1531.12	1042.49	672.875	1291.35	1035.08	946.415	635.659	1001.39	930.501	944.487	846.019			1034.71		1264.59	1541.78	1251.08	1040.11	1673.18	653.774						1146.71	1048.63	934.498	916.774	1184.77	1038.63	971.265	1100.17	1122.44	799.885
Q14204	Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	3930.54	4012.66	4180.57	4394.84	4157.32	3749.89	3659.66	3632.57	3835.48	3637.95	3494.19	3527.01	3622.91	3578.03	3443.26	3667.65	3581.9	3509.77	3612.19	3537.17	4734.34	3957.9	4221.48	4232.04	4572.87	3763.96	3670.5	3832.18	4122.06	3686.71	6414.91					3730.5	3581.07	3513.58	3735.33	3495.61	3414.66	3683.7	3525.58	3631.04	3592.84
Q14232	Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha				2162.35		825.291		1130.19	1044.34			737.334	901.582	1064.6	851.279	1406.89	1005.47	855.746		1262.3			1358.79			960.636	1186.05	650.443	932.077	819.239							1151.25	1339.25	913.889	891.131	804.717	1321.65	1352.11	1292.54	1330.3
Q14240	Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II														663.758		195.636																							351.367	774.33					
Q14244	Q14244	MAP7_HUMAN	MAP7	Ensconsin	2286.35	1869.25	3191.92	2164.71	2986.96	2345.32	2674.44	2912.66	2790.1	2707.36	1949.02	2404.61	2337.18	2305.33	2468.55	2292.7	2249.92	1753.92	2316.18	2424.44		3362.4	2754.47	2633.29	4835.52	2853.77	3495.41	2635.11	2421.45	2998.44						2298.75	1901.75	2027.03	2578.62	2637.92	2290.6	2212.14	2329.89	3283.73	2583.16
Q14247	Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	6362.05	6280	6109.66	6269.13	6514.21	6397.9	6514.82	5931.21	5582.29	5785.4	5601.09	5707.46	5472.36	6072.55	5887.26	5697.77	5624.61	6035.38	5578.12	5604.67	6201.33	6843.6	7498.61	7126.84	6690.69	6258.52	5797.57	6861.73	6539.76	6301.9	8888.85					6002.08	6196.29	5556.56	5632.29	5858.18	5988.45	5987.9	6172.02	6809.26	5560.11
Q14254	Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1235.18		786.386		1117.24	1060.31	658.19	1089.58	1040.16	1084.76	779.143	1022.87	1053.72	1074.85	910.122	923.655	792.079	1169.77	1117.07	1071.73	1761.33	1320.36	939.887	1156.24	1472.61	538.701	1987.7	1002.09	1790.95	842.908						1070.75	841.834	728.646	842.899	778.706	697.78	813.835	778.561	1040.31	772.219
Q14257	Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	1311.49					1077.45	1061.16	1680.77	950.817		1053.23	1291.24		1020.31	910.532	990.715	889.13	850.705	878.814	835.365	1231.46	1134.75	923.121		1107.75	1180	1098.18	1137.1		779.008						724.042	1056.11	741.386	729.409	691.194	500.84	1108.72	1025.16	1394.22	924.564
Q14258	Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		886.996	428.007	675.1		801.772	966.396	938.401	1086.14	745.339	1004.63	1014.73	812.184	886.343	737	874.13	588.835	687.394	771.01	1201.16		1905.07	292.047	2187.41			866.106	943.133	1086.54	727.783						1097.01	905.793	888.156	654.101	906.861	1214.71	1046.5	921.492	770.837	886.025
Q14315	Q14315	FLNC_HUMAN	FLNC	Filamin-C	1651.92	2165.55	1496.95	2065.87	2111.38	1417.37	1507.85	1683.18	2316.13	1254.97	1654.71	1573.16	1595.09	1766.8	1553.16	1583.52	1278.28	1576.6	1363.74	1345.49	1535.1	1743.09	2047.57	1906.7	2512.61	1748.7	1967.14	1996.99	2816.73	1930.94						1765.8	1706.4	1575.64	1655.19	1468.19	1563.05	1579.4	1567.5	1231.61	1812.01
Q14318	Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	1262.31		476.947			1292.23		1581.19			1206.32	915.163	809.567		809.97	711.542	704.638	946.088	603.006		1619.13	1549.51	806.189				1125.77	668.858		699.273						1379.01	696.372	701.649	1185.58	929.095	587.675	679.319	506.809	695.254	
Q14320	Q9Y247;Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A						706.307	1407.54		1322.8		1125.65	1024.3	1038.06		689.337	915.588	880.724	848.3	1219.82	1173.55		1500.42			768.232		1091.82	1088.83		1064.94						1190.66	957.657		1246.3	963.193	779.961	955.503	771.189	762.518	1722.69
Q14331	Q14331	FRG1_HUMAN	FRG1	Protein FRG1						540.871	653.278	760.243	941.508	657.384		651.64	628.159	597.912	557.74	401.948	691.023		505.514	296.972		678.093				962.595	593.761	534.082		847.799						330.562	567.888	668.363	520.196	628.378	1518.41	974.623	788.061	797.007	1480.73
Q14344	Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13									634.316			611.857				423.356	690.77	607.084	644.963		859.636					767.642	696.039											520.347		246.764	738.564		875.89		537.447
Q14353	Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	582.035			1354.95		1977.55	1589.1	1557.31		1719.93		919.268	1041.43	1137.08	998.048	1295.17	916.186	1685.49	1501.86	1450.51		1091.36	1715.6	1694.83		1350.86	1305.01		1835.03	1968.06						1107.41	1286.75	1029.75	763.948	1726.96	1219.1	1407.09	1079.43	1043.66	735.696
Q14376	Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase						1056.33			1093.01		900.094	1019.42	1018.01	1297.31	890.802	1074.23	1009.71	1161.99	1101.23	1015.72	863.017						1622.73	939.227	1137.35	789.514						1193.58	1009.51	1145.75	1796.2	1000.7	1106.77	814.07	931.153	987.649	960.933
Q14432	Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	2672.27	1517.79		1532.32	1634.71	1747.44	1146.7	1723.34	2782.16	1392.8	1356.79	1833.98	1242.5	1274.34	1408.28	1366.45	1574.33	1383.45	1213.98	1104.64	2429.32		1229.23	1488.02	1527.42	1234.88	1448.51			1652.77						1361.55	872.408	1527.18	1294.21	959.707	1270.86	1172.65	1310.71	1176.4	1424.79
Q14444	Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	3488.24	3904.1	3987.64	5382.33	4949.17	4940.95	3893.36	4569.19	4458.79	4041.95	4343.99	4079.34	4171.41	4087.21	4202.11	4016.49	4607.21	3653.57	4185.14	4717.37	5137.76	4220.5	5198.81	4002.56	3836.02	4782.43	3469.03	3656.79	4281.35	4400.43						4526.09	4559.57	3729.63	4078.53	4557.03	4037.24	4578.03	4354.78	4205.53	4187.78
Q14498	Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	2396.31	3034.9	2595.1	1687.03	3043.08	2516.5	3052.46	2553.25	2870.22	3053.2	2825.18	2877.16	2358.74	2506.22	2185	2646.82	2769.22	2654.03	2070.75	2270.41	4199.84	3038.28	3440.53	3333.76	3009.64	2689.89	2453.41	2991.43	3057.27	2667.34	3571.74					2583.08	2809.69	2882.63	2833.1	2432.25	2933.61	2998.3	1860.2	2869.66	2187.84
Q14558	Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	2046.36			1247.96	716.493	1473.48		806.562	941.624	1129	977.961	1233.16	878.129	1017.82	1600.56	864.113	1249.2	1099.79	999.925	1328.03			1556.26	1647.9		1381.45	1283.82	919.578	790.173	1225.58						1329.68	1250.98	1108.11	766.125	1878.98	1148.23	1210.24	992.508	1235.19	1157.1
Q14562	Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8								284.87			120.033			228.825	831.677			176.484	367.807																	170.917						366.078	361.466		247.172
Q14566	Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	4099.41	4376.8	3778.4	4174.23	3911	3821.81	3860.43	3530.74	4037.6	3765.29	3675.6	3684.88	3292.14	4238.19	3806.19	3702.47	3667.89	3866.52	3745.78	3776.81	4139	3240.18	3691.64	3463.92	4414.98	3418.57	3685.58	3437.29	3783.79	3715.76	3202.61					3610.35	3673.36	3930.61	3369.3	3556.86	3597.63	3674	3612.79	3639.27	3679.4
Q14573	Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3						1334.32	1170.33	1016.76	1730.13	1044.39	829.759	733.393	1403.52	875.927	1209.63	939.776	974.796	1035.16	1078.55	864.55		596.651	1941.15	504.275		1216.45	524.803		882.573	1203.19							1418.36	754.667	738.52	593.705	1482.39	1028.08	956.227	877.888	716.714
Q14643	Q14643;Q14571	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	2592.68	2694.48	2436.16	2698.01	3076.49	2168.47	1921.58	1846.26	2252.83	1803.92	2101.07	1822.62	1799.65	1767.9	2038.72	1859.84	1931.82	1927.36	1830.06	2062.67	1939.71	1556.55	3197.69	1978.29	2654.29	2347.51	1576.53	2290.39	2163.07	2255.4	3181.07					2028.98	2125.19	1643.47	1878.13	1875.63	1712.1	1870.08	2063.03	1843.92	2062.18
Q14651	Q14651	PLSI_HUMAN	PLS1	Plastin-1	1448.59		2054.03	1557.3	1903.28	1266.86	2316.44	1810.01	2484.46	1748.02	1743.33	1506.29	2011.92	1444.53	2093.98	2192.56	1733.66	1805.84	1134.47	1183.97	1290.61	2500.89	1433.6	1493.8	441.567	2106.08	1808.23		2039.59	893.61	3825.41					1476.04	1687.86	1946.98	1990.93	1949.89	1486.43	1663.14	1492.9	1346.99	
Q14671	Q8TB72;Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1													1243.18		910.142		874.152	663.04	902.143	667.521	1469.76	1181.29				1069.51	1286.37	660.13								820.392	1089.16	1718.76	692.403	1014.11	809.696			432.2	848.639
Q14676	Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1									730.275								874.879	700.399	831.654	792.808			586.249	2160.16		724.045		668.288									602.771				537.908	449.71	865.469		
Q14677	Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	1655.12	501.518	1857.08	1693.58	1268.01	1365.53	1113.07	713.019	1008.43	897.117	1294.97	928.256	730.983	1076.62	1177.16	859.136	1245.9	1005.66	886.446	1671.04		2213.68	1027.62	1933.2	1285.72	2117.72	1222.17	661.647		1415.04						1144.1	1179.39	971.475	693.325	1132	1290.12	1023.73	1316.79	735.106	1537.18
Q14683	Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	2035.12	2598.3	1378.42	2703.7	1895.72	1749.64	1479.8	1842.37	1393.43	2259.39	1657.72	1674.88	1484.77	2191.1	1506.87	1503.01	1441.18	1622.14	1947.29	1695.87	2683.52	2122.8	2033.14	2757.04	1218.48	2101.67	3071.8	3357.81	2187.43	1720.46						1872.79	1962.68	1975.27	2410.3	1924.2	1739.29	2012.82	1765.44	1608.94	1649.42
Q14684	Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B						1154.42	1154.5	940.348	1317.01	1393.94	1238.61	1424.08	895.633	855.423	1058.32	968.842	1267.16	893.86	1113.35	994.696	1643.43						891.952	1084.16	1687.14	1287.03						955.476	988.981	762.299	1118.01	1516	1336.29	1005.13	872.151	1151.89	1108.23
