Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_0_25ng_1 Spectral Count	Hela_0_25ng_2 Spectral Count	Hela_0_25ng_3 Spectral Count	Hela_0_25ng_4 Spectral Count	Hela_0_5ng_1 Spectral Count	Hela_0_5ng_2 Spectral Count	Hela_0_5ng_3 Spectral Count	Hela_0_5ng_4 Spectral Count	Hela_10ng_1 Spectral Count	Hela_10ng_2 Spectral Count	Hela_10ng_3 Spectral Count	Hela_10ng_4 Spectral Count	Hela_1ng_1 Spectral Count	Hela_1ng_2 Spectral Count	Hela_1ng_3 Spectral Count	Hela_1ng_4 Spectral Count	Hela_5ng_1 Spectral Count	Hela_5ng_2 Spectral Count	Hela_5ng_3 Spectral Count	Hela_5ng_4 Spectral Count	Hela_0_25ng_1 Unique Spectral Count	Hela_0_25ng_2 Unique Spectral Count	Hela_0_25ng_3 Unique Spectral Count	Hela_0_25ng_4 Unique Spectral Count	Hela_0_5ng_1 Unique Spectral Count	Hela_0_5ng_2 Unique Spectral Count	Hela_0_5ng_3 Unique Spectral Count	Hela_0_5ng_4 Unique Spectral Count	Hela_10ng_1 Unique Spectral Count	Hela_10ng_2 Unique Spectral Count	Hela_10ng_3 Unique Spectral Count	Hela_10ng_4 Unique Spectral Count	Hela_1ng_1 Unique Spectral Count	Hela_1ng_2 Unique Spectral Count	Hela_1ng_3 Unique Spectral Count	Hela_1ng_4 Unique Spectral Count	Hela_5ng_1 Unique Spectral Count	Hela_5ng_2 Unique Spectral Count	Hela_5ng_3 Unique Spectral Count	Hela_5ng_4 Unique Spectral Count	Hela_0_25ng_1 Total Spectral Count	Hela_0_25ng_2 Total Spectral Count	Hela_0_25ng_3 Total Spectral Count	Hela_0_25ng_4 Total Spectral Count	Hela_0_5ng_1 Total Spectral Count	Hela_0_5ng_2 Total Spectral Count	Hela_0_5ng_3 Total Spectral Count	Hela_0_5ng_4 Total Spectral Count	Hela_10ng_1 Total Spectral Count	Hela_10ng_2 Total Spectral Count	Hela_10ng_3 Total Spectral Count	Hela_10ng_4 Total Spectral Count	Hela_1ng_1 Total Spectral Count	Hela_1ng_2 Total Spectral Count	Hela_1ng_3 Total Spectral Count	Hela_1ng_4 Total Spectral Count	Hela_5ng_1 Total Spectral Count	Hela_5ng_2 Total Spectral Count	Hela_5ng_3 Total Spectral Count	Hela_5ng_4 Total Spectral Count	Hela_0_25ng_1 Intensity	Hela_0_25ng_2 Intensity	Hela_0_25ng_3 Intensity	Hela_0_25ng_4 Intensity	Hela_0_5ng_1 Intensity	Hela_0_5ng_2 Intensity	Hela_0_5ng_3 Intensity	Hela_0_5ng_4 Intensity	Hela_10ng_1 Intensity	Hela_10ng_2 Intensity	Hela_10ng_3 Intensity	Hela_10ng_4 Intensity	Hela_1ng_1 Intensity	Hela_1ng_2 Intensity	Hela_1ng_3 Intensity	Hela_1ng_4 Intensity	Hela_5ng_1 Intensity	Hela_5ng_2 Intensity	Hela_5ng_3 Intensity	Hela_5ng_4 Intensity	Hela_0_25ng_1 MaxLFQ Intensity	Hela_0_25ng_2 MaxLFQ Intensity	Hela_0_25ng_3 MaxLFQ Intensity	Hela_0_25ng_4 MaxLFQ Intensity	Hela_0_5ng_1 MaxLFQ Intensity	Hela_0_5ng_2 MaxLFQ Intensity	Hela_0_5ng_3 MaxLFQ Intensity	Hela_0_5ng_4 MaxLFQ Intensity	Hela_10ng_1 MaxLFQ Intensity	Hela_10ng_2 MaxLFQ Intensity	Hela_10ng_3 MaxLFQ Intensity	Hela_10ng_4 MaxLFQ Intensity	Hela_1ng_1 MaxLFQ Intensity	Hela_1ng_2 MaxLFQ Intensity	Hela_1ng_3 MaxLFQ Intensity	Hela_1ng_4 MaxLFQ Intensity	Hela_5ng_1 MaxLFQ Intensity	Hela_5ng_2 MaxLFQ Intensity	Hela_5ng_3 MaxLFQ Intensity	Hela_5ng_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	Homo sapiens OX=9606	1:Experimental evidence at protein level	Large neutral amino acids transporter small subunit 1	1.0	0.999	9	171	155	171	3	0	0	0	0	0	0	0	20	17	22	21	11	9	0	8	14	15	18	13	2	0	0	0	0	0	0	0	18	16	20	19	9	8	0	7	13	14	17	12	3	0	0	0	0	0	0	0	20	17	22	21	11	9	0	8	14	15	18	13	729723.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1213798.1	1274796.4	1271618.5	1273242.6	1017536.0	926492.75	0.0	858441.8	1263550.8	1279526.1	1276008.8	1200338.2	324993.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	468716.62	442000.9	459345.5	453134.75	344736.94	307994.9	0.0	331106.34	469243.03	465992.16	449783.97	456669.75	
sp|Q01658|NC2B_HUMAN	Q01658	NC2B_HUMAN	DR1	176	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein Dr1	1.0	0.999	3	31	31	31	0	0	0	0	0	0	0	0	2	2	2	4	3	1	0	2	3	3	5	4	0	0	0	0	0	0	0	0	2	2	2	4	3	1	0	2	3	3	5	4	0	0	0	0	0	0	0	0	2	2	2	4	3	1	0	2	3	3	5	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74572.12	76797.17	73292.836	80153.875	28975.549	26529.232	0.0	128016.95	31070.639	73842.41	65573.15	99719.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95907.88	89867.19	85273.2	100504.27	0.0	0.0	0.0	41604.707	0.0	39180.793	37485.59	49867.7	
sp|Q01664|TFAP4_HUMAN	Q01664	TFAP4_HUMAN	TFAP4	338	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor AP-4	0.9659	0.999	1	7	7	7	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4988.645	4374.3096	4493.787	2478.042	0.0	0.0	0.0	0.0	0.0	3855.5845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01780|EXOSX_HUMAN	Q01780	EXOSX_HUMAN	EXOSC10	885	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome component 10	1.0	0.999	16	102	102	102	2	0	0	0	0	0	0	0	12	12	12	11	10	7	0	4	7	8	7	10	2	0	0	0	0	0	0	0	12	12	12	11	10	7	0	4	7	8	7	10	2	0	0	0	0	0	0	0	12	12	12	11	10	7	0	4	7	8	7	10	20171.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209634.58	264917.84	200644.17	216414.78	227134.75	193821.0	0.0	78971.19	243587.2	221187.12	211575.5	340854.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50353.887	51596.773	50069.637	52145.363	57386.52	47088.83	0.0	44928.72	52625.297	58441.336	56256.27	52659.555	
sp|Q01804|OTUD4_HUMAN	Q01804	OTUD4_HUMAN	OTUD4	1114	Homo sapiens OX=9606	1:Experimental evidence at protein level	OTU domain-containing protein 4	0.9997	0.999	2	10	10	10	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11109.557	14254.687	10823.379	8595.198	0.0	0.0	0.0	0.0	7664.906	10001.707	8410.972	5395.541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase, platelet type	1.0	0.999	28	390	329	390	10	0	0	0	0	0	0	0	49	41	50	45	27	16	0	10	40	37	32	33	8	0	0	0	0	0	0	0	42	34	45	37	24	14	0	8	34	31	26	26	10	0	0	0	0	0	0	0	49	41	50	45	27	16	0	10	40	37	32	33	676273.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1645809.6	1753006.1	1718722.8	1557490.2	877434.0	718390.2	0.0	902982.1	1545517.9	1443460.6	1264338.4	1566394.5	198600.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207707.58	199256.33	216226.98	212598.1	195704.78	183692.84	0.0	178852.77	195921.78	195255.12	200050.02	194918.83	
sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein EWS	1.0	0.999	4	64	64	64	1	0	0	0	0	0	0	0	11	11	8	7	1	1	0	1	5	7	5	6	1	0	0	0	0	0	0	0	11	11	8	7	1	1	0	1	5	7	5	6	1	0	0	0	0	0	0	0	11	11	8	7	1	1	0	1	5	7	5	6	189622.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326748.16	330744.1	256463.06	288304.84	173785.42	175662.31	0.0	168444.17	253475.44	270621.56	257683.36	258815.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219476.3	219862.16	213947.89	211730.06	0.0	0.0	0.0	0.0	203114.38	196567.27	205403.73	205652.22	
sp|Q01850|CDR2_HUMAN	Q01850	CDR2_HUMAN	CDR2	454	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cerebellar degeneration-related protein 2	0.9999	0.999	2	4	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12960.719	13351.844	0.0	0.0	0.0	0.0	0.0	0.0	16356.541	14093.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01968|OCRL_HUMAN	Q01968	OCRL_HUMAN	OCRL	901	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol polyphosphate 5-phosphatase OCRL	1.0	0.9989	3	10	10	10	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	3	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22752.656	28905.375	15519.651	19299.527	0.0	0.0	0.0	0.0	45277.67	0.0	18812.457	20365.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15657.251	19579.963	0.0	0.0	0.0	0.0	0.0	0.0	23084.145	0.0	0.0	0.0	
sp|Q01970|PLCB3_HUMAN	Q01970	PLCB3_HUMAN	PLCB3	1234	Homo sapiens OX=9606	1:Experimental evidence at protein level	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	1.0	0.999	16	74	74	74	0	0	0	0	0	0	0	0	12	7	8	11	2	0	0	0	11	7	8	8	0	0	0	0	0	0	0	0	12	7	8	11	2	0	0	0	11	7	8	8	0	0	0	0	0	0	0	0	12	7	8	11	2	0	0	0	11	7	8	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	296989.1	305566.9	217959.02	307367.56	665880.75	57509.754	0.0	696401.3	245545.25	184046.05	221351.02	533910.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115575.01	103430.46	110969.22	111581.1	109732.68	0.0	0.0	0.0	107370.03	106978.92	118295.69	114423.67	
sp|Q01995|TAGL_HUMAN	Q01995	TAGL_HUMAN	TAGLN	201	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transgelin	1.0	0.999	18	426	419	426	6	0	0	0	0	0	0	0	53	49	49	50	27	16	0	11	39	39	43	44	6	0	0	0	0	0	0	0	53	48	49	50	26	15	0	11	39	38	41	43	6	0	0	0	0	0	0	0	53	49	49	50	27	16	0	11	39	39	43	44	805889.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2269820.5	2712896.0	2668507.8	2817497.8	1482172.2	1065995.1	0.0	813952.06	2347059.2	2289889.8	2367419.5	2468683.5	327208.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346280.9	353173.6	359435.47	364576.06	259764.42	276402.34	0.0	254076.97	324581.44	318561.62	330607.34	323011.53	
sp|Q02078|MEF2A_HUMAN	Q02078	MEF2A_HUMAN	MEF2A	507	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myocyte-specific enhancer factor 2A	0.9651	0.999	1	5	5	5	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15787.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02127|PYRD_HUMAN	Q02127	PYRD_HUMAN	DHODH	395	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydroorotate dehydrogenase (quinone), mitochondrial	1.0	0.999	3	15	15	15	0	0	0	0	0	0	0	0	1	4	4	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	4	4	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	4	4	3	0	0	0	0	2	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10757.161	44363.684	44480.645	41068.133	0.0	0.0	0.0	0.0	39366.996	7486.187	0.0	25688.607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27278.188	28480.232	26593.576	0.0	0.0	0.0	0.0	27613.705	0.0	0.0	0.0	
sp|Q02218|ODO1_HUMAN	Q02218	ODO1_HUMAN	OGDH	1023	Homo sapiens OX=9606	1:Experimental evidence at protein level	2-oxoglutarate dehydrogenase complex component E1	1.0	0.999	24	253	176	253	4	0	0	0	0	0	0	0	24	27	35	31	15	18	0	6	23	27	21	22	2	0	0	0	0	0	0	0	17	21	29	24	8	11	0	3	15	19	13	14	4	0	0	0	0	0	0	0	24	27	35	31	15	18	0	6	23	27	21	22	94679.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	701937.94	732638.06	754880.4	785293.9	652238.3	614440.56	0.0	382878.7	884945.2	701624.06	594541.06	722171.3	84107.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77597.06	66841.01	67538.375	71315.23	92042.96	82352.73	0.0	94605.53	80030.65	79950.49	77389.25	75741.19	
sp|Q02241|KIF23_HUMAN	Q02241	KIF23_HUMAN	KIF23	960	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF23	1.0	0.999	5	21	21	21	0	0	0	0	0	0	0	0	3	4	2	3	0	1	0	0	3	2	1	2	0	0	0	0	0	0	0	0	3	4	2	3	0	1	0	0	3	2	1	2	0	0	0	0	0	0	0	0	3	4	2	3	0	1	0	0	3	2	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35849.14	59824.766	23679.285	32562.53	29619.695	21801.348	0.0	0.0	38280.57	21307.734	10664.358	26756.295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13964.426	14588.642	15146.155	13546.133	0.0	0.0	0.0	0.0	14757.519	13106.926	0.0	13659.64	
sp|Q02252|MMSA_HUMAN	Q02252	MMSA_HUMAN	ALDH6A1	535	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	1.0	0.999	8	26	26	26	0	0	0	0	0	0	0	0	4	4	5	2	1	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	4	4	5	2	1	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	4	4	5	2	1	0	0	0	3	4	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82894.95	122586.25	146691.33	62790.15	47081.938	0.0	0.0	0.0	140613.92	63222.297	97023.93	126875.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54503.395	36817.18	46391.72	38791.543	35546.863	0.0	0.0	0.0	38899.28	37267.28	51470.6	40552.594	
sp|Q02338|BDH_HUMAN	Q02338	BDH_HUMAN	BDH1	343	Homo sapiens OX=9606	1:Experimental evidence at protein level	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	0.999	0.9987	2	2	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3835.3638	118684.07	0.0	0.0	100302.39	90160.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02388|CO7A1_HUMAN	Q02388	CO7A1_HUMAN	COL7A1	2944	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(VII) chain	1.0	0.999	7	25	25	25	0	0	0	0	0	0	0	0	2	2	3	2	2	0	0	0	3	4	1	6	0	0	0	0	0	0	0	0	2	2	3	2	2	0	0	0	3	4	1	6	0	0	0	0	0	0	0	0	2	2	3	2	2	0	0	0	3	4	1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22096.912	76600.94	32802.67	24183.926	12048.094	0.0	0.0	0.0	52855.25	67620.06	15861.845	53453.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16872.594	18827.877	16070.519	18921.268	0.0	0.0	0.0	0.0	19838.582	24890.225	0.0	20345.342	
sp|Q02535|ID3_HUMAN	Q02535	ID3_HUMAN	ID3	119	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-binding protein inhibitor ID-3	0.9659	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9942.497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02539|H11_HUMAN	Q02539	H11_HUMAN	H1-1	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.1	1.0	0.999	9	44	44	189	1	0	0	0	0	0	0	0	8	4	8	5	3	3	0	1	3	3	2	3	1	0	0	0	0	0	0	0	8	4	8	5	3	3	0	1	3	3	2	3	8	1	0	0	0	0	1	0	22	13	20	17	14	10	1	10	17	19	18	18	42745.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69468.75	119115.664	150554.28	122042.85	144752.47	147333.39	0.0	49955.312	106429.78	102543.83	57454.77	145439.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38736.48	32540.193	39637.67	40310.824	51847.883	55076.223	0.0	0.0	40962.25	46017.008	38389.26	39788.12	
sp|Q02543|RL18A_HUMAN	Q02543	RL18A_HUMAN	RPL18A	176	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L18a	1.0	0.999	10	361	361	361	7	0	0	0	0	0	0	0	53	42	48	51	16	9	0	6	22	28	39	40	7	0	0	0	0	0	0	0	53	42	48	51	16	9	0	6	22	28	39	40	7	0	0	0	0	0	0	0	53	42	48	51	16	9	0	6	22	28	39	40	875256.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1776682.5	1759487.0	1769603.9	1759632.6	1101355.1	991199.4	0.0	814063.6	1360889.5	1466123.4	1494173.9	1418232.0	262843.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	495412.4	492474.66	487095.25	491070.28	290433.97	254391.36	0.0	229759.78	441813.88	458444.22	454541.88	450667.94	
sp|Q02750|MP2K1_HUMAN	Q02750	MP2K1_HUMAN	MAP2K1	393	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 1	1.0	0.999	11	79	52	79	0	0	0	0	0	0	0	0	12	8	10	11	5	3	0	3	6	6	10	5	0	0	0	0	0	0	0	0	9	5	7	8	3	2	0	3	3	3	6	3	0	0	0	0	0	0	0	0	12	8	10	11	5	3	0	3	6	6	10	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536472.5	566521.44	560125.9	491183.3	250195.06	182695.86	0.0	166233.42	340343.3	245381.88	459581.53	302372.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120052.65	117215.1	121026.04	128024.875	92650.96	99392.32	0.0	93759.055	111912.79	100025.73	119533.56	120628.164	
sp|Q02790|FKBP4_HUMAN	Q02790	FKBP4_HUMAN	FKBP4	459	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP4	1.0	0.999	24	377	377	377	10	0	0	0	0	0	0	0	44	42	49	41	24	17	0	13	37	31	33	36	10	0	0	0	0	0	0	0	44	42	49	41	24	17	0	13	37	31	33	36	10	0	0	0	0	0	0	0	44	42	49	41	24	17	0	13	37	31	33	36	962433.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1647411.9	1790606.4	1717540.8	1637489.9	1367372.8	1134413.2	0.0	1173070.5	1720041.5	1672091.1	1506935.6	1661728.9	151235.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149569.89	141900.89	152406.67	153430.58	153898.36	148363.55	0.0	159482.34	157761.78	157628.03	155547.83	152243.95	
sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	Homo sapiens OX=9606	1:Experimental evidence at protein level	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	1.0	0.999	22	170	157	170	5	0	0	0	0	0	0	0	19	24	26	20	9	8	0	6	14	12	15	12	3	0	0	0	0	0	0	0	18	23	25	19	8	7	0	5	13	11	14	11	5	0	0	0	0	0	0	0	19	24	26	20	9	8	0	6	14	12	15	12	161301.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	450997.5	528271.44	501885.38	486555.66	563455.1	562992.6	0.0	363879.9	577290.3	568135.0	449094.7	586980.25	99690.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79822.5	78235.54	76701.67	75791.96	90019.54	91603.625	0.0	94420.34	90629.57	93980.98	85444.68	93796.86	
sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleobindin-1	1.0	0.999	8	75	75	75	3	0	0	0	0	0	0	0	9	8	10	13	3	4	0	3	4	5	7	6	3	0	0	0	0	0	0	0	9	8	10	13	3	4	0	3	4	5	7	6	3	0	0	0	0	0	0	0	9	8	10	13	3	4	0	3	4	5	7	6	54155.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	260769.97	316926.6	278343.25	439647.34	192428.9	187615.94	0.0	114087.5	204181.66	173788.66	227589.94	212184.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73675.945	67440.56	70589.98	68383.46	66652.03	68138.34	0.0	71983.15	72258.836	69736.4	75402.21	67497.484	
sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L6	1.0	0.999	15	616	616	616	7	0	0	0	0	0	0	0	74	77	77	75	17	21	1	16	63	72	55	61	7	0	0	0	0	0	0	0	74	77	77	75	17	21	1	16	63	72	55	61	7	0	0	0	0	0	0	0	74	77	77	75	17	21	1	16	63	72	55	61	1840272.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3078783.8	3023588.0	3080749.2	3170535.8	2547070.0	2465809.8	0.0	2297026.2	3173056.2	3260266.0	3234208.2	3290150.8	433018.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	516106.03	469931.2	464642.97	496434.8	417440.62	375262.97	0.0	412515.66	480217.4	496002.44	488409.47	492764.1	
sp|Q02880|TOP2B_HUMAN	Q02880	TOP2B_HUMAN	TOP2B	1626	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA topoisomerase 2-beta	1.0	0.999	25	39	39	174	0	0	0	0	0	0	0	0	4	8	6	5	2	2	0	0	4	3	3	2	0	0	0	0	0	0	0	0	4	8	6	5	2	2	0	0	4	3	3	2	2	0	0	0	0	0	0	0	21	26	21	20	14	8	0	3	13	17	16	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83525.72	125634.4	84104.38	87451.73	15400.456	51455.727	0.0	0.0	127040.69	50449.42	49225.1	80383.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27604.758	39282.934	31862.906	37030.793	0.0	0.0	0.0	0.0	33256.766	32251.459	28847.965	31277.523	
sp|Q02952|AKA12_HUMAN	Q02952	AKA12_HUMAN	AKAP12	1782	Homo sapiens OX=9606	1:Experimental evidence at protein level	A-kinase anchor protein 12	1.0	0.999	39	282	282	282	1	0	0	0	0	0	0	0	42	35	36	35	11	7	0	8	26	25	29	27	1	0	0	0	0	0	0	0	42	35	36	35	11	7	0	8	26	25	29	27	1	0	0	0	0	0	0	0	42	35	36	35	11	7	0	8	26	25	29	27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	641587.4	683223.0	706338.1	629842.06	287017.75	248734.6	0.0	195436.3	650160.06	532825.2	638825.0	702328.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60768.543	56313.71	58837.26	58411.773	56403.707	53091.723	0.0	56057.46	59158.5	59596.13	59495.18	54600.176	
sp|Q02978|M2OM_HUMAN	Q02978	M2OM_HUMAN	SLC25A11	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial 2-oxoglutarate/malate carrier protein	1.0	0.999	11	127	127	127	1	0	0	0	0	0	0	0	12	16	13	16	7	4	0	2	12	14	15	15	1	0	0	0	0	0	0	0	12	16	13	16	7	4	0	2	12	14	15	15	1	0	0	0	0	0	0	0	12	16	13	16	7	4	0	2	12	14	15	15	127399.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358442.9	453503.2	409982.16	465426.66	251171.4	158395.53	0.0	230404.47	402737.38	367582.97	320485.34	406473.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243842.4	236011.02	247227.73	236556.11	139857.67	139977.81	0.0	183994.17	192879.55	173564.45	189259.05	188593.53	
