Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5563.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5564.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5565.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5566.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5567.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5569.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5570.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5571.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5572.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5573.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5575.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5576.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5577.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5578.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5579.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5581.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5582.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5583.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5584.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5585.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5587.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5588.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5589.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5590.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5591.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5592.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5593.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5594.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5595.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5596.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5597.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5598.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5599.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5600.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5601.d
Q5TZA2	Q5TZA2	CROCC_HUMAN	CROCC	Rootletin						8673.97	8861.68	9483.68	10280.8	8021.12	9665.38	9677.24	8637.29	9194.66	8875.19	8438.35	9434.44	8437.28	8510.76	9040.63	10311.2	8254.41	8538.3	9694.78	11013	9878.15	10848.4	10216.3	8154.26	9648.61					
Q5U5X0	Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7											473.705	413.04	244.489	527.348	329.447		316.266			389.617	175.744				239.275		356.5	377.738		607.694	530.626	179.202		287.564	
Q5UIP0	Q5UIP0	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1									258.594	558.439									308.667		426.773	445.551			532.901	116.959		602.794		506.985		553.228			
Q5VT52	Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2														345.278			349.498								250.371									207.6	
Q5VT79	Q5VT79;P13928	AXA81_HUMAN	ANXA8L1	Annexin A8-like protein 1													465.549				400.123		369.627						370.292										
Q5VTL8	Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B							407.582				579.133			357.607													574.705				875.352				
Q5VTR2	Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A						193.052					261.589		72.5496	205.892			430.112	269.711			229.236		113.231	135.55		179.324	188.243							497.51	
Q5VW32	Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX							977.956		1118.46		689.85	930.647	868.21	1037.61	1018.32	1098.72	986.303	1217.52	850.316	1410.23	1294.99	700.302	1444.99	1071.92	1361.01	1229.77	1130.63	1013.99	569.659	1222.13	382.958	1190.57	457.684	782.681	1126.96
Q5VWZ2	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1							256.281		305.598								304.812									313.583		350.995							342.691
Q5VYK3	Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29									700.596			545.181		536.064	798.794	664.208	440.661	497.394		504.607	602.975	393.528	1134.83	519.959	348.406	258.373	349.656	1349.09		916.577	703.421	931.956		381.959	1174.06
Q5VZF2;Q9NR56	Q5VZF2;Q9NR56;Q9NUK0	MBNL1_HUMAN;MBNL2_HUMAN	MBNL1;MBNL2	Muscleblind-like protein 2						1100.8				748.514	1204.59	929.471	1583.02	992.26	712.672	1239.29	1313.05	1122.06	1782.82	1609.71	1198.42	1228.51	1640.16	399.327	950.159	1283.54	1315.93	1126.72	1002.17	1280.87	1465.97	1196.28	1181.07	987.877	1074.62
Q63HN8	Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213						2499.31				2326.79		584.309	1114.85	657.967		712.079			337.015	1040.32	403.192			371.157	617.951	886.161	700.197		974.921	691.739	501.076	620.276	351.778	582.783	462.427
Q63ZY3	Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2						466.942			558.106			294.803	615.364	532.395	624.777	395.774	280.731			277.617	738.517	387.249	305.983	487.205	237.518	177.159	406.226	367.963	183.968	405.928	475.116	1077.71	635.306	676.849	513.924
Q641Q2;Q9Y4E1	Q641Q2;Q9Y4E1	WAC2A_HUMAN;WAC2C_HUMAN	WASHC2A;WASHC2C	WASH complex subunit 2A												162.208									551.205	326.162		375.125		216.175	257.832	264.354	243.456	368.446	235.943		255.621		
Q66PJ3	Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4										964.655	787.533		857.234	568.495	487.413	729.549		474.497		455.732	490.929	763.735	737.063	494.11	362.842	447.378	410.914			525.25		389.756	443.205	639.742	560.8
Q68E01	Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3													1256.98		206.027				821.497		487.079	196.129			170.144		274.994				243.853		227.037	124.006	
Q68EM7	Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17						1496.92	792.163	1335.12	569.773	1286.66	619.697	783.283	901.237	1170.77	1129.35	1393.94	1167.93	1371.2	1658.09	658.911	1004.13	850.141	1325.61	800.57	810.182	944.393	989.827	1321.54	1144.16	1146.97	859.722	989.606	1278.32	817.965	1049.89
Q6DD88	Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3						1323.45	1230	1726.85	1151.25	1042.06	1466.23	680.383	1219.88	1188.15	702.637	1081.49	1076.27	946.696	1045.12	1749.19	1054.54	917.967	1242.74	1074.06	1494.13	1125.95	1007.42	1089.2	1065.93	1146.09	1129.12	1462.12	767.208	1923.8	1068.33
Q6DKI1	Q6DKI1	RL7L_HUMAN	RPL7L1	60S ribosomal protein L7-like 1											643.361				1244.08	759.408	423.151		777.041	719.484	337.831		427.796	1177.45	374.098		727.019	395.971		658.587	652.999	324.909	947.783	791.634	782.076
Q6DKJ4	Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin								868.65	1179.83	1018.08	727.83	776.834	742.407	740.21	656.179	749.809	572.863	434.453		848.063	771.097		526.862	652.954	638.646	813.993	1517.82	903.819		568.535	762.439	833.94		1229.6	
Q6FI81	Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin					232807	1017.4	1255.42	1193.89	1405.25	1596.4	1033.84	1256.27	992.021	1017.32	1056.89	1734.22	1409.15	1217.1	947.478	1740.28	1631.73	937.982	1741.32	1218.37	974.641	1305.59	1034.21	1454	1318.22	1187.86	1575.81	1042.72	1016.56	1169.93	1303.97
Q6GMV3	Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1							425.354	656.315	957.637	827.173	445.995	613.772	623.728	549.22	407.235				816.739	672.687	1138.72	672.845	513.11	479.897	611.627	544.909	698.349	635.457	683.945	536.766	627.261		757.874	899.074	888.415
Q6IA86	Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2												550.221												492.204								638.923		958.988	844.593
Q6IAA8	Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1						1141.79			1811.99	1761.83	1087.18	1356.58	1479.34	1155.14	1600.62	1521.23	1521.93	1692.73	1469.65	864.196	1412.34	1306.23	1683.4	1780.31	1633.99	2109.65	1849.93	963.593	1201.35	1004.44	1340.04	1517.9	962.36	1541.06	1566.04
Q6IBS0	Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2						950.006	1326.2	1227.08	1790.89	911.379		1136.39	943.27	950.454	804.395	793.706	1031.37	926.738	999.516	1228.88	868.311	722.896	741.966	1053.59	1049.11	661.85	1099.28	904.866	431.702	1018.23	429.118	963.292	804.493	640.965	767.236
Q6KB66	Q6KB66;CONT|Q6KB66|K2C80_HUMAN	K2C80_HUMAN	KRT80	"Keratin, type II cytoskeletal 80"							1136.69					1056.66	954.58	386.931		548.474		315.355	415.676					585.862		394.784		365.931		367.411	361.899		523.265	631.287	
Q6KC79	Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein											554.043					795.396						591.033											211.502	573.496	
Q6L8Q7	Q6L8Q7	PDE12_HUMAN	PDE12	"2',5'-phosphodiesterase 12"									791.915			586.231		620.301	572.75	395.248	171.531	396.598	231.435	448.21	698.318	658.086		398.281	651.68	396.653	779.702		671.881	413.118	597.527	556.484	799.069	362.712	536.159
Q6MZW2	Q6MZW2	FSTL4_HUMAN	FSTL4	Follistatin-related protein 4						1205.32	658.587							896.904	968.627		272.048			499.789		486.577	250.955	482.094	312.579				818.571	409.337	598.08	475.245	322.333		682.92
Q6NUK1	Q6NUK1	SCMC1_HUMAN	SLC25A24	Calcium-binding mitochondrial carrier protein SCaMC-1						2270.72	2142.78	2392.22	2709.69	1975.54	1563.67	2063.59	1672.93	1988.3	1565.93	1748.9	1880.87	2109.15	2182.15	1696.8	1988.59	1623.03	1828.83	1769.31	1729.02	1947.21	1494.59	1776.93	1477.62	1457.24	1325.21	1357.64	1762.86	1474.93	2012.65
Q6NUQ4	Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214						898.291	1022.06	1888.98	964.486	1368.41	716.833	597.214	894.199	814.852	761.895	1036.95	736.997	733.637	1226.59	740.146	735.276	825.174	692.43	1044.5	818.659	659.034	759.336	920.675	573.389	631.54	567.448	1167.34	882.811	998.844	660.234
Q6NVY1	Q6NVY1	HIBCH_HUMAN	HIBCH	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"							1025.96				884.304	939.879	865.45	623.49		275.517	1322.29	756.23		778.329	742.556	580.16		702.74	708.239	696.499	847.693	962.794	775.469	675.557	765.029		758.082	720.76	465.986
Q6NW29	Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4																				533.057					698.172				433.812						
Q6NYC8	Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin													387.672		469.585				727.404			658.412						689.291	410.047		398.802	570.568		922.059	278.123
Q6NZI2	Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1						528.565	926.728	1688.89	916.055	868.2	1123.1	1246.19	1446.53	1164.12	1029.15	1421.52	1677.29	1556.75	1071.57	1229.36	1106.59	1255.54	805.666	1553.05	1675.42	1399.84	1308.93	1698.24	1130.61	1414.3	885.251	1194.55	1726.43	1621.15	1429.88
Q6P161	Q6P161	RM54_HUMAN	MRPL54	"39S ribosomal protein L54, mitochondrial"						517.432	542.758	1232.15	1053.6	915.144	1022.97		498.63	545.327	996.588		445.639	989.846		724.058		822.309		640.164	471.379	522.095		530.939	717.932	689.224	446.137	989.752	625.264		612.611
Q6P1J9	Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin							638.254	963.695	558.216	317.686	752.007	628.474		628.381	753.628		545.892	983.409	399.825	683.3	471.724	734.849	844.551	696.628	775.161	499.847	637.942	550.65	707.829		283.011	418.597		769.902	418.783
Q6P1L8	Q6P1L8	RM14_HUMAN	MRPL14	"39S ribosomal protein L14, mitochondrial"											1418.2	1464.81	1579.64	1947.95							1273.27	1247.22	1532.74	1831.41	2043.05	2242.22	819.946	918.699	1274.19	1260.19		1659.98	994.329	1384.62	
Q6P1M0	Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4							428.311										806.872				335.287	716.881					310.429		262.829			614.433	306.932		
Q6P1N0	Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A												475.958	398.565	429.839	759.744		363.202	363.194			400.282	431.344			312.977	71.6299	165.923						812.103	425.862	
Q6P1N9	Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1											2647.59		2624.48				801.153	894.612		2767.41	1486.22	1699.9	3717.51	1466.44				1306.34	2357.76	2970.55	2630.95	3423.04	2284.76	1189.74	2686.29
Q6P1X6	Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82																		233.986	555.962			146.027								60.6464					
Q6P2E9	Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4						667.665		422.468										341.542			291.575			361.936		480.675	508.168	334.443		336.367	166.859	441.098		427.505	371.758
Q6P2Q9	Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8						1710.17	2450.01	1714.94	2269.95	1751.62	1740.41	2103.32	2138.64	1875.87	1955.84	2264.36	1848.39	1801.11	2107.22	1940.96	1816.18	1964.1	2119.82	1835.32	1887.27	1705.95	1387.44	2124.56	1733.48	1685.77	1891.62	1803.51	1896.34	2172.7	1544.67
Q6P587	Q6P587	FAHD1_HUMAN	FAHD1	"Acylpyruvase FAHD1, mitochondrial"											513.593	563.489	238.128	163.847	671.504	492.902	374.848	430.033						498.088	206.47					383.124	252.177	388.653	183.736	291.049	515.584
Q6P996	Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1						1557.92	1633.43		1720.75		1423.73	1646.27	1020.7	1253.53	966.079	1038.22	689.069	1292.69	1942.23	987.598	1558.47	1274.34	1091.51	1103.6	1111.28	1244.32	1079.46	955.374	991.131	721.778	659.401	1244.15	1059.07	1327.07	1644.21
Q6PD62	Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog						721.722	1104.79	252.009	826.636		560.051	641.255		490.715	955.187	340.82	590.461	427.155	697.299	738.471	742.841	949.301	585.113		691.753	910.504	881.824	821.232	1032.38	481.508	257.3	1133.37	380.383		
Q6PGP7	Q6PGP7	TTC37_HUMAN	TTC37	Tetratricopeptide repeat protein 37								618.197					465.178	483.936		418.179	625.997	727.704			672.757	526.205	438.232	333.531	408.78	620.959	520.202	145.798	721.048	426.256	474.747	525.394		501.109	304.244
Q6PI48	Q6PI48	SYDM_HUMAN	DARS2	"Aspartate--tRNA ligase, mitochondrial"							891.526	214.535	628.021	1108.86	867.658	577.773	285.723	541.211	857.551	1083.31	500.409	580.56	736.07	639.182	675.819	857.662	497.401	531.542	677.107	711.512	571.289	798.182	814.665	274.809	481.807	823.406	621.824	570.118	874.478
Q6PI78	Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65																											286.954			431.615					
Q6PIU2	Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1												1086.19			557.111		663.247	361.184	379.751	319.159	329.437	515.963	413.681	339.192	247.861		219.55	422.168		687.868		304.433	302.106	172.867	685.278
Q6PJT7	Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14							456.29				372.64	425.423		449.746		564.045	562.223	516.545	353.683		236.956	525.544	84.4327		296.566	626.358	516.154	410.115	398.299				786.717		412.414
Q6PKG0	Q659C4;Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1						2321.56	1929	1910.23	1309.67	1952.2	1736.11	1746.07	1579.7	1674.85	1602.62	1920.07	1514.8	1688.68	1737.28	1930.37	1651.14	1814.74	2002.87	1776.91	1736.64	1277.18	1639.85	1066.07	1078.03	1603.88	1855.87	1994.12	2070.84	973.944	1280.58
Q6PL18	Q6PL18	ATAD2_HUMAN	ATAD2	ATPase family AAA domain-containing protein 2						333.459					470.931	413.361		398.365							228.287	728.778			225.026				140.011	258.656	454.888	744.297			830.127
Q6RFH5	Q6RFH5	WDR74_HUMAN	WDR74	WD repeat-containing protein 74							596.109	462.621			415.29	399.812		367.045			433.037		521.545	235.129			439.68	605.857	184.663	281.541		237.905	232.14	176.546	261.178	289.035	503.823	244.987	227.195
Q6RW13	Q6RW13	ATRAP_HUMAN	AGTRAP	Type-1 angiotensin II receptor-associated protein						318.801					493.689			217.518			142.797	171.43		268.379	115.407		330.051			141.723			261.656			269.043			339.537
Q6UB35	Q6UB35	C1TM_HUMAN	MTHFD1L	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"			443959			1401.18	1058.99		1071.57	1169.76	862.07	879.216	1417.79	1095.36	1330.4	1501.04	1106.26	1551.17	1123.58	1020.43	1257.95	975.265	1067.14	1101.16	1274.43	702.662	1257.71	876.241	1128.25	1053.11	1391.84	1234.32	1322.62	1021.14	842.551
Q6UN15	Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1								730.139			584.501	210.637	881.195	510.679	747.626	564.235	329.179	597.278	513.628	1252.36	739.722	278.876	540.253	726.452	536.31	690.836	553.679	587.475	451.109	524.289	240.863		446.909	281.099	436.3
Q6UUV7	Q6UUV7	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3								290.25							322.424			334.091																493.469	
Q6UW56	Q6UW56	ARAID_HUMAN	ATRAID	All-trans retinoic acid-induced differentiation factor																					604.62	619.199	583.951	1095.75			908.196		527.558					915.095	777.11
Q6UW63	Q6UW63	PLGT2_HUMAN	POGLUT2	Protein O-glucosyltransferase 2													276.028									278.146			372.487		528.597				259.077	677.623		449.411	
Q6UW68	Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205																			542.608	238.761				455.147	426.062	723.535						539.287		705.962	
Q6UWE0	Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1												302.715			412.656		213.712				219.128					373.861							365.899		
Q6UWN8	Q6UWN8	ISK6_HUMAN	SPINK6	Serine protease inhibitor Kazal-type 6								438.025					611.652		504.153				386.129						294.188	89.7497	417.512				281.623		444.324		
Q6UWP7	Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1						1476.78							385.718	713.837		484.538	297.193		336.63		268.869	2567.71	618.943				467.624			1227.26	217.908	566.005	371.924		183.21
Q6UXN9	Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82												1495.84									1157.96		903.07			1033.34	236.425	577.285	1619.34		924.991	282.167		1010.24	1360.6
Q6UXV4	Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27									474.569	306.962	140.062		857.455							589.078	330.044					641.86			365.954			495.551		236.149	
Q6VY07	Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1									1058.98							713.408				822.173	1127.25				542.716					970.584					
Q6WCQ1	Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein						324.194					267.452	673.284	764.171	650.589	464.222		610.349		562.513		459.395	424.113	531.386	757.168	459.842	849.377	304.377	560.341	482.49	379.087	992.192	652.388	362.796	701.207	
Q6XQN6	Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase								1326.25	1791.9	1716.37	878.269	922.534	1139.29	1008.29	846.785	1011.27	1053.42	1283.18	920.083	996.095	1584.37	1059.68	1463.06	821.388	939.66	1337.83	1421.36	1507.18	1271.08	1406.44	1187.17	1132.74	1231.02	1100.97	1346.83
Q6XZF7	Q6XZF7	DNMBP_HUMAN	DNMBP	Dynamin-binding protein								413.679									931.105	280.364			1285.18	548.689	2423.69		334.377							1073.28	521.782		
Q6Y7W6	Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2						516.167					1230.53	665.398	1099.56	663.354	649.379	592.708		431.827	320.82		658.18	246.627	363.064	654.098	459.468	667.217	333.175	288.207	1125.72	377.358	411.106	784.356	521.628	983.987	610.933
Q6YN16	Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2						687.952		138.358		1818.69	1305.76	1358.66	1150.51	687.997	954.865	1438.85	1437.88		1474.48	1274.24	814.211	1271.11	1523.73	833.33	2378.71	1114.8	1256.25	1336.5	1705.96	1184.35	1331.26	1271.03	1477.62	1437.39	1216.89
Q6YP21	Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3											536.541		411.678	313.517	373.372			369.034	132.278		345.098			921.562	303.984	418.856		728.383			301.302	352.521		481.209	344.085
Q6ZSJ8	Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122											298.308			356.157		623.178				484.065	180.81	593.354					509.374							306.999	
Q6ZXV5	Q6ZXV5	TMTC3_HUMAN	TMTC3	Protein O-mannosyl-transferase TMTC3												455.824							299.087				306.002			176.788	279.714	418.54				200.105			
Q70J99	Q70J99	UN13D_HUMAN	UNC13D	Protein unc-13 homolog D								235.468					428.33	233.773					188.587			705.036		299.152				337.54	497.954	855.932				298.242	
Q70UQ0	Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein							427.301	537.353	116.49	433.418	599.522	235.602	436.859	476.356	693.205	548.738			527.027	408.389	596.911	713.118	451.849	373.399	502.982	488.86	745.402	535.33	644.406	319.169	566.714	656.591	898.794	480.185	340.193
Q712K3	Q712K3;P49427	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2							829.167	866.412			469.7	572.583	538.577	746.526	525.675	722.616	514.479		817.888	859.468	543.432	761.12	509.497	755.698	609.367		599.719	580.474		335.776	588.809	737.542	630.999	532.922	461.36
Q71RC2	Q71RC2	LARP4_HUMAN	LARP4	La-related protein 4														184.439	454.498			240.796	224.568	155.29	124.523				232.075				222.615	782.069	130.725				
Q71UM5	Q71UM5	RS27L_HUMAN	RPS27L	40S ribosomal protein S27-like												627.99		439.717			420.707											656.661							447.459
Q7KZ85	Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6							964.787		559.114	672.175	522.729	710.399	372.853	371.754		512.032	408.006	468.588	687.181	652.385	630.998	539.332	425.27	498.907	547.413	622.463	636.274	1336.46	503.174	706.43	122.659	192.641	447.501	575.944	1157.18
Q7KZF4	Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1				1.95E+06		6740.72	6128.7	6699.55	6618.5	6302.75	7746.42	6401.2	7149.61	7407.09	7428.28	6872.4	6762.29	7310.05	7288.66	8084.03	7178.83	6623.02	7267.77	7374.4	7927.76	7188.63	6482.06	6973.41	7340.99	6592.48	7403.3	7041.48	8049.46	6516.18	7672.94
Q7L014	Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46						2142.42	1754.43	1864.5	1766.36	1129.35	1353.15	1577.33	1674.77	1446.37	1387.62	1532.92	1037.47	1559.41	1486.7	1313.5	1277.79	1122.29	1447.31	1407.12	1312.24	1176.34	1010.55	1596.89	1427.85	1531.31	995.684	1508.51	1099.57	1286.98	1033.26
Q7L0Y3	Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C						1088.58	1394.88		875.364	635.296	605.925	981.612	1162.28	1164.02	1036.02	929.526	816.654	1021.45	1184.48	1428.59	1095.57	1036.9	1249	1211.28	759.798	1126.84	1247.49	1148.63	832.132	632.984	994.051	1104.75	1296.07	811.404	1186.28
Q7L1Q6	Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	1.20E+06		918506	444338		5165.3	4723.06	5593.15	5023.76	5372.04	5093.82	5883.97	5399.72	5797.3	5711.35	5470.22	5146.3	5770.38	5413.39	5436.08	4882.12	5261.72	5842.02	5230.37	5372.29	5984.05	5641.53	5277.43	5124.76	5059.07	5281.29	5395.75	5302.83	5464.99	5302.32
Q7L2E3	Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30						1183.54		937.646	648.747	575.281	1147.77	899.402	952.917	1027.2	1214.97	1035.49	967.33	1300.82	1143.6	1057.69	982.353	957.781	1066.37	1118.64	1033.63	1051.47	1383.36	728.981	1127.93	1160.98	827.367	1193.84	1223.52	764.095	1162.02
Q7L2H7	Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M						833.428	398.803	1125.13	875.62	601.109	658.502	644.932	702.931	1123.75	1050.81	627.844	897.025	837.746	542.136	679.209	912.398	687.699	890.77	957.826	926.75	771.456	679.172	776.687	497.126	903.047	902.782	920.491	679.346	628.39	766.607
