Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5765.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5766.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5767.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5768.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5769.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5770.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5771.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5772.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5773.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5774.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5775.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5776.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5777.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5778.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5779.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5780.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5782.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5783.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5788.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5789.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5840.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5841.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5842.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5843.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5844.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5796.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5797.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5798.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5799.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5800.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5801.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5802.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5803.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5804.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5805.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5806.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5807.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5808.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5809.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5810.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5811.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5812.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5813.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5814.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5815.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5834.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5835.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5836.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5837.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5838.d
Q92466	Q92466	DDB2_HUMAN	DDB2	DNA damage-binding protein 2	1321.79	1907.53	1869.95	2054.12		914.203	1507.53	1838.8	2139.13	2214.93	1369.34	1264.91	1327.01	1678.23	2129.69	1548.42	1861.58	1330.44	1446.68	1571.22	2418.1	1569.98	1576.39	1739.28	1576.43	1910.37	2164.63	1658.5	2067.89	1788.79	2024.51	1560.64	2128.45	1946.8	1525.36	1433.61	1782.02	1705.89	1207.7	1591.27	1406.72	2254.23	1354.87	1453.81	2411.9	1824.59	1225.05	1591.46	1920.14	1834.38
Q92499	Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	2821.07	2916.4	2401.17	2667.52	2630.68	2826.3	2628.55	2763.4	2610.67	2670.5	2315.76	2905.08	2690.02	2377.7	2522.67	2662.34	2670.15	2629.16	2359.03	2531.58	2296.94	2758.18	2475.92	2643.07	2595.9	3110.46	2879.51	2616.6	2944.86	3316.81	2764.87	2730.2	3112.76	3090.33	3090.22	2710.05	2623.35	2571.84	3033.11	2585.46	3171.42	2727.25	2351.33	2453.66	2774.89	2632.86	2288.94	2752.33	2333.5	2796.07
Q92520	Q92520	FAM3C_HUMAN	FAM3C	Protein FAM3C	897.302	1900.3	985.773	1339.85	1127.55	1163.84	1396.65	1163.42	1427.99	1252.73	1342.55	1178.17	1089.8	1153.07	1187.91	992.718	1207.25	1366.38	1151.1	1741.18	1297.12	1495.82	1720.24	1422.35	1309.98	1040.86	1893.04		2772.39	1311.18	1341.25	1130.24	1739.68	1801.1	1305.47	1383.47	1890.49	1665.12	722.223	1240.76	723.441	911.782	1680.54	2400.31	1976.87	2412.16	1301.98	1808.07	1527.05	1174.81
Q92522	Q92522	H1X_HUMAN	H1-10	Histone H1.10	4315.57	3747.14	3044.8	4092.07	2935.82	3462.74	3917.43	4582.32	4036.26	3715.15	2893.21	4228.07	4651.05	4078.31	3989.28	3862.82	3177.86	4140.26	3230.91	3527.79	3344.78	2638.48	3892.85	3402.95	3957.2	3021.38	3408.58	1937	2827.19	3329.04	3821.46	3182.98	3041.16	4072.78	3117.6	4103.05	3637.4	4061.35	2503.43	2130.94	3579.47	3783.59	2440.65	2556.58	2867.24	3727.69	3022.16	4002.26	3090.82	2757.67
Q92538	Q92538	GBF1_HUMAN	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1				881.806		1139.35	933.393		1002.35	904.489	1136.13	1005.71	1150.76	799.721	749.626	812.63	1101.61	890.223	774.872	975.634	823.881	873.852	1059.3		1232.2	928.777		635.088	720.195	859.509	1045.58	1029.31	1115.35	1024.14	890.629	1314.56	530.052			484.269		1134.68	1350.55	1127.55	1373.88	1054.66	1081.16		952.452	
Q92541	Q92541	RTF1_HUMAN	RTF1	RNA polymerase-associated protein RTF1 homolog			1110.35		2081.38	1711.59	771.321		1107.04	632.148	716.348	1051.49	858.332	667.238	695.673	961.477	1778.09	808.735	782.976	822.86	1284.16	788.957	843.943	718.945	701.528	1009.5	1350.3	3309.67		1726.82								1559.28		880.286	1837.48	895.374	1158.72	858.827		954.01	966.221	1066.91		1124.26
Q92542	Q92542	NICA_HUMAN	NCSTN	Nicastrin	1527.61		1536.79	1292.43	1735.7	1606.21	973.46	1267.67	1253.89	1018.86	1338.94	1106.85	2037.55	1577.21	2346.35	1377.09	1385.18	1409.29	1406.3	1129.8	1422.6	1362.75	1346.66	929.816	1202.46	1597.97	1562.92	2459.27	1500.23	2916.88	1049.85	2130.46	1301.73	1413.08	1483.4	1364.27	1700.86	1764.31	1153.29	1089.98	1715.95	1936.1	2090.31	744.581	1682.43	1333.29	1717.58	1562.83	1652.8	1539.22
Q92544	Q92544	TM9S4_HUMAN	TM9SF4	Transmembrane 9 superfamily member 4		1007.61	1034.76	994.175	641.719		594.957	603.036	780.12	762.238	1038.55	452.292	454.301	812.77	722.318		578.216	613.123	660.933	652.47	438.562		551.675	747.52			715.547				1816.56	723.474		1120.22	739.446		899.769	1726.09	241.721	503.454		660.395	820.368	1080.08	763.725	1414.93	769.365	1240.16		664.917
Q92552	Q92552	RT27_HUMAN	MRPS27	28S ribosomal protein S27, mitochondrial	1175.21	845.856	1351.21	995.435	379.377	839.766	989.199	1135.76	1432.96	922.947	1153.92	1337.62	937.821	940.813	884.365	1434.02	832.442	1334.91	862.184	1191.78	894.127	1244.85	1025.87	509.317	1259.4	925.457	920.332	1157.99	918.96	941.594	928.599	807.45	1282.9	1268.42	1152.74	1255.74	628.817	1345.01		1410.16	986.528	434.107	1150.91	930.152	1092.24	898.344	873.702	1715.47	1368.86	1043.29
Q92572	Q92572	AP3S1_HUMAN	AP3S1	AP-3 complex subunit sigma-1											632.441					565.124		526.363		844.256	467.602				533.04	652.197							1242.17			807.125					850.592		1294.4		650.037	759.737				
Q92597	Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1	1590.89	1236.54	1556.1	1544.16	2096.63	1737.38	1423.57	1651.35	1406.28	1358.02	1390.13	1377.28	1089.28	1496.81	1224.18	1141.65	1322.24	1307.61	1352.54	1462.23	1304.46	1452.5	1510.4	1341.19	1368.7	1106.34	1535.29	1452.49	1401.53	1639	1322.58	1451.88	1290.11	1295.57	1082.95	1145.5	1261.99	1187.76	1359.97	1464.98	1533.36	1551.39	1179.8	1308.78	1126.91	2390.48	926.811	1365.06	1234.64	1521.02
Q92598	Q92598	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa	1925.9	1865.24	2183.48	2036.34	2167.33	2216.19	2170.83	2316.98	2185.11	2246.62	2085.81	1932.75	2020.69	2122.76	1973.69	2045.24	2209.82	2051.87	2017.07	2150.36	2128.26	2033.26	2124.71	1919.96	2131.54	2133.99	2087.81	2385.46	2329.33	1893.8	2339.67	2179.71	2498.63	2479.07	2126.95	2302.99	2036.54	2096.29	1758.17	2148.9	2149.98	2247.52	1872.04	2172.31	2182.72	2352.02	2251.02	1985.33	2062.18	2113.27
Q92600	Q92600	CNOT9_HUMAN	CNOT9	CCR4-NOT transcription complex subunit 9						355.937	245.817	785.625					478.38	516.713	823.018	493.92			388.295				646.601		360.266		1042.74								164.41			278.611		1068.97	382.267	393.906	604.717							
Q92615	Q92615	LAR4B_HUMAN	LARP4B	La-related protein 4B					783.751	829.212					495.779		608.423	549.849		456.451	167.277		175.833	163.716	812.252	190.313		1310.81	716.888	867.821	1330					721.814		515.348	903.804		741.65		748.697		259.379		1098.24			1637.78			1165.29	
Q92616	Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	2660.31	2708.38	2519.62	2158.16	2553.53	2553.99	2240.2	2525.1	2362.69	2617.67	2180.17	2465.6	2564.9	2472.22	2271.31	2110.62	2091.24	2324.28	2413.02	2415.12	2568.63	2077.26	2451.68	2284.14	2341.98	2449.58	2593.9	2683.9	2766.77	2998.18	2782.43	2582.15	2385.38	2496.19	2469.62	2236.42	2266.32	2394.66	2248.24	2601.25	2429.28	2119.51	2469.54	2373.43	2244.44	2575.26	2316.17	2257.66	2526.02	2562.81
Q92621	Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205	1348.18	693.662		704.302	680.8	800.954	943.513	752.219	673.182	1211.54	836.137	1028.72	1046.89	992.165	998.348	946.782	668.543	862.315	1007.47	1024.93	1167.93	1136.74	1256.15	1344.32	934.254	886.552	2346.65	1392.71	807.075	551.968	492.197	1143.73	930.019	1060.36	1142.85	693.597	971.161	1021.61	1127.7	1025.22	898.117	1324.13	821.712	1817.36	1087.52	773.2	738.478	736.282	859.601	1465.74
Q92626	Q92626	PXDN_HUMAN	PXDN	Peroxidasin homolog		895.251	886.238		821.737	924.832		860.677	349.955		962.896	1019.29	1025.17	925.274	929.656	607.168	672.448	664.47		688.275	1103.23	818.858	808.465	830.249	899.832			738.42			836.584	1061.73	698.892	1408.18	645.11	625.05	429.685		910.178	886.995	531.833	394.086	718.681	791.955	733.258	661.539	1178.89	441.012	778.982	1262.19
Q92643	Q92643	GPI8_HUMAN	PIGK	GPI-anchor transamidase																				455.641													426.52			322.178	107.848						521.158	624.716	521.906	291.873		619.305		
Q92665	Q92665	RT31_HUMAN	MRPS31	28S ribosomal protein S31, mitochondrial								611.883				489.401			457.663	269.254		496.276	265.15							750.024		297.017						266.63									537.918				697.863			
Q92688	Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	5217.86	5142.94	5402.28	5200.24	5285.85	5459.65	5905.35	5353.37	5398.13	5442.47	5761.63	5570.56	5523.73	6179.33	5283.47	5395.06	6021.82	5037.23	4790.24	5948.35	6176.95	5397.98	5325.51	5915.27	4939.35	4336.58	5963.77	5545.52	6132.65	5550.72	5154.28	5581.31	4566.78	5229.34	5529.37	4902.76	5644.11	4969.45	6134.59	6236.14	4907.9	5436.62	5931.79	5177.31	5866.37	5415.59	5493.68	5156.35	5827.31	5141.81
Q92692	Q92692	NECT2_HUMAN	NECTIN2	Nectin-2																118.235	361.757				235.295																					509.438								
Q92696	Q92696	PGTA_HUMAN	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha																																							2117.31											
Q92734	Q92734	TFG_HUMAN	TFG	Protein TFG	3102.37	2190.48	2109.63		1937.66	1834.91	1964.33	2089.18	1518.68	2735.36	2548.8	1512.3	2426.64	2179.64	1840.38	2455.86	2308.84	1472.56	2438.34	2156.74	2191.95	2454.64	2384.38	1934.05	2338.2	1802.47		2078.49	2479.02	2277.3	2056.18	2180.55	2462.54	2092.64	1928.11	2230.31	2180.61	1459.32	2071.01	1601.2	1885.43	2027.44	2151.7	2004.31	1791.64	1715.26	2156	1912.73	2132.16	2571.01
Q92747	Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A		2486.28				2099.94	1573.97	2121.31	2501.35	1530.15	2126.67	1984.96	1984.24	1915.85	3126.21	1693.67	1630.46	2271.28	2089.56	2662.31	2241.48	2167.05	1706.6	2991.32	1451.67		1625.13	3320.61	1650.1	1562.27		1902.69	1774.56	1182.26	1380.2	1810.59	2191.16	1691.88	1700.24	1658.03	1660.68	2552.94	1861.44	1312.93	2249.07	1835.58	1492.55	1661.28	1800.98	1934.33
Q92769	Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2	1452.47	1640.44			1684.84	720.991	1443.63	1313.56	1227.8	1467.79	1366.93	1287.16	1370.6	1642.03	1340.27	1698.62	1516.52	1598.17	1391.72		1517.01	1581.53	1330.26	1319.52	1573.1		1729.75	1393.63	1039.49	2111.76	1526.29	1991.76	1393.2	1558.56	1379.2	1641.85	1844.03	1895.17		1481.43	1124.59	1274.57	1446.04	1411.31	1343.44	1876.26	908.289	1936.27	1288.76	1646.78
Q92783	Q92783	STAM1_HUMAN	STAM	Signal transducing adapter molecule 1	622.589	657.913			668.437		680.468	778.67	732.747	683.284	421.593	447.257		756.917	548.616	662.256	529.427	617.029	647.78		407.146	270.534	605.067	674.881	607.64	523.548		834.142			563.638	443.242	747.454			592.72	1325.71	952.403		265.1		911.551	988.839	683.968	679.691	1032	659.866	656.154	893.953	
Q92791	Q92791	SC65_HUMAN	P3H4	Endoplasmic reticulum protein SC65	1311.7	1194.15		828.462	575.67	819.946		941.064	667.782	878.88	1270.27	895.855	614.071	813.027	815.408	770.03	878.365	763.997	997.679	934.437	1243.86	682.558	612.047	1015.57	1129.12	1108.63	967.603	1298.89	935.723		1279.89	915.384	878.773	1089.1	859.719	746.692	1156.91	717.919	751.224	1179.85	956.947	827.749	933.438	945.12	1241.21	623.451	874.407	1566.03	1073.31	841.752
Q92797	Q92797	SYMPK_HUMAN	SYMPK	Symplekin						536.204	432.877		547.531		473.743	192.476	473.334					166.55		542.872				289.172					773.712				591.275	496.385			359.333		370.719		288.524			551.943			267.238	369.404	893.645	572.822
Q92804	Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N				411.997			887.737	677.171			683.173	867.273	556.306	649.908	813.561	718.526	453.183	371.069	1014.57	679.33	819.072	753.161		1189.69	791.234							741.998	940.871	1022.43			1316.48	750.305		717.985	470.433		735.808		958.614	748.856	524.685	330.083	798.353	502.092
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	2294.04	2250.38	2711.33	2091.19	2544.35	2068.42	2097.62	2135.29	2032.87	1858.96	2516.63	2378.55	2857.5	2417.39	2613	2091.81	2491.85	2113.81	2034.76	2479.34	2241.47	2157.59	1935.37	1763.38	2398.36	2055.39	1611.24	1948.77	1798.71	3435.11	1676.28	2889.95	2639.53	3176.62	2272.99	2677.75	2336.76	2887.64	2085.68	2037.78	2288.17	2206.54	2764.06	2825.04	2783.38	1978.89	1788.01	3548.08	2290.02	1746.12
Q92839	Q92839	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1	4171.67	5095.93	5413.12	3347.88	4335.97	4898.21		4057.6	5742.91	4969.34			6205.75	4433.76	5328.41	5098.58		4252.21			4419.79		3773.28	5488.4		4476.06	4275.58	6497.73	4218.01	4972.39	4479.4	5324.13		4997.31	4412.17	4148.66	4571.41	4844.87	3974.34		4267.43	3766.2	5262.95	4961	5641.84			4484.26	4952.52	4485.64
Q92841	Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	10197.7	10812.7	10549.4	11001.9	10395.2	11055.8	10650.8	10615.1	10206.1	10907.4	9785.41	10827.7	10326.9	9800.4	10013.7	10175.8	10318.1	9309.21	10619.3	10167	10127.5	10587.4	10357.3	10334.4	10342.4	10408	10439.1	10013.3	10763.7	10976.8	10723.6	10691.1	10674.9	10420.3	10577.8	10583.7	10063.6	10408.2	11418.4	10530.3	11394.5	10522.5	10800	10940.3	10704.1	11273.7	11169.1	10697.7	10413.3	10708.7
Q92878	Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	1604.73	989.109	1745.38		1519.72	1498.97	1884.91	1199.15	2092.86	1084.21	816.133	1236.66	1102.3	1069.08	1189.58	1250.64	1373.25	894.7	1088.18	1362.74	1620.08	1283.07	951.231	1156.54	1412.23	969.141	910.563	1294.23		1463.64		1327.91	1692.4	1372.31	1304.19	1061.34	1329.6	1367.69	1422.78	1104.37	813.984	1391.35	1086.31	885.859	1328.58	1280.48	1511.62	1245.23	1066.26	1211.01
Q92879	Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1	2240.04	1989.18		2609.8	1494.42	1995.41	1391.3	1663.15	1682.61	2113.24	2166.72	2132.02	1737.13	1419.86	1884.21	1978.77	1796.12	2131.39	2127.29	1851.71	2475.21	1596.4	2278.94	1453.93	1692.18	1283.71	1677.14	1797.11	1203.69	1371.07	2774.03	1207.64	2232.6	2456.81	2227.14	1693.9	1801.64	1525.42		2239.33	1730.4	1583.93	2590.28	2279.91	1861.7	2065.26		1691.45	1751.45	2615.51
Q92882	Q92882	OSTF1_HUMAN	OSTF1	Osteoclast-stimulating factor 1		948.742			941.018		945.817	874.385			625.766	1073.97		427.622	446.142	614.405						682.317			109.346			347.76		825.475				1007.61								649.826	599.186					1296.52		
Q92888	Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1						1013.24	1361.44	701.553	170.592		457.275	337.356			161.845	444.176			551.963	732.733	508.12					3722.38				2986.59	1424.37	508.191	452.691					653.157	548.986	385.464	537.967		474.48	192.709	434.348	615.065		880.41	752.223	1078.06
Q92890	Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1	1286.69	1463.24	1614.16	2719.95	1192.64	1330.68	1608.97	1643.78	1306.48	1807.48	1374.09	1506.3	1662	1543.65	1327.15	1735.02	1653.6	1516.76	1528.97	1252.26	1526.53	2172.79	1165.12	2024.54	1931.39	2777.03	1733.51		2041.29	1766.17	1532.32	1493.29	2022.03	774.405	1258.7	2197.92	1480.06	1449.23	1528.86	1857.43	1461.94	1575.97	1688.16	2022.19	1978.17	1799.96	1709.44	1235.71	1932.68	1747.35
Q92896	Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1		575.808	1035.79	2005.34	1142.65		717.277	927.5	875.091	917.084	752.024	534.789	947.404	797.948	866.552	1097.05	892.284	789.829	937.761	705.97	601.967	664.973	572.827	658.991	662.982		963.673	711.196	813.6	1981.3	1018.97	1148.14	362.163	1057.84	749.836	543.488	459.53	716.01	820.135	497.458	576.172	913.142	980.273	880.753	1102.16	787.578	934.582	863.679	758.656	965.886
Q92900	Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	1528.13	1595.9	818.774	1272.45	1162.3	1103.98	1512.61	989.157	1108.17	895.039	1150.5	1118.03	1101.09	1097.38	890.831	1057.28	982.49	1027.5	1098.75	900.746	1183.85	807.135	1057.96	1085.95	913.911	1300.17	1675.18	2067.14	1454.12	1715.57	1315.67	1338.28	1262.85	1258.21	1959.91	1067.4	1463.38	2075.4	1193.42	2232.69	1171.32	1196.1	828.885	1719.66	907.44	1969.64	1157.24	1646.86	1398.19	783.992
Q92905	Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	1501.12	3203.41	2091.39	2017.87	2038.65	1760.59	1536.2	1549.6	1003.29	1703.29	1337.2	1617.24	1858.52	1452.14	1596.32	1386.23	1183.71	1686.32	1141.19	1360.67	1283.46	1094.68	1230.07	1416.65	1234.61	1770.95	2145.91	1379.22	1801.89	2250.97	1418.55	1332.87	1117.17	2100.66	1713.93	870.285	1418.68	1212.88	1805.87	1612.95	1800.44	1600.58	1312.48	2007.47	978.758	1623.5	1731.04	1923.14	1816.74	1364.87
Q92917	Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein			1636.55			1478.7	872.065	877.588			870.758	601.696		1225.8	1077.7	910.908	948.078	966.435		787.044	725.812	913.707	1021.07	1883.16	532.794	1268.38					1157.95				1610.77	730.556	680.672	1983.09	738.748	1024.35	898.983	1006.2	1174.2	688.289	1465.27	966.083	848.004	1213.43	1089.55	1027.31
Q92922	Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1	1048.71	1017.25		776.84		703.6				2464.76	754.33	749.169	674.911	1067.46		808.295	671.704	744.53	403.734	580.166	738.261	814.612			800.066									1346.72	549.114	971.809	1099.41		909.385	1012.79	896.335	1267.61	933.884	901.547	1276.45		531.221	590.025	802.556	
Q92934	Q92934	BAD_HUMAN	BAD	Bcl2-associated agonist of cell death																																		496.92	809.053															
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	4185.06	3676.81	3568.67	3811.47	3798.53	3575.73	4045.74	3565.41	4004.08	3140.46	3455.11	3583.51	3490.4	3468.57	3223.96	3385.66	3150.41	3149.26	3788.68	3297.1	3634.49	3407.11	3866.22	3756.33	3366.72	3443.52	4329.51	4066.99	4918.34	3754.5	3421.4	3688.41	3660.26	4203.5	3536.39	3549.43	3267.85	3911.43	3697.64	3233.27	3890.69	3652	3924.31	3675.23	3749.57	3087.49	3644.7	4119.97	3240.43	3677.09
Q92947	Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	322.091	1680.87	1225.35	796.845		517.244	657.865	844.947	933.767	578.458	699.825	883.846	807.342	921.464	558.57	1003.14	813.684	847.674	792.433	760.026	713.368	859.831	414.197	434.91	1080.63	1007.32			670.458	593.95	917.727		717.525		821.813	740.738	724.389	745.032	425.484	821.925	982.488	1044.91	562.742		1269.52	253.708		681.068	1484.12	
Q92973	Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	3708.47	2991.53	2938.95	3606.18	3248.54	2966.8	3319.29	3308.72	3041.14	2890.4	3188.22	3240.8	3280.2	3227.46	3234.08	2722.92	3094.82	3024.05	3328.21	3166.41	3376.66	3290.53	3455.65	3037.15	3281.25	3369.17	3264.74	2802.14	3013.79	3144.45	3407.35	2581.65	2859.95	3283.76	3364.13	3427.9	3232.24	3103.18	3548.6	3531.21	3116.57	3029.16	2944.05	3278.06	3234.92	3045.32	3765.94	3285.55	3111.69	3450.88
Q92974	Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2				823.996				449.843		265.565	707.103	901.127		591.538	867.661		843.113		879.971			550.434	587.467											1336.48	667.356	1018.22			1086.31	984.14	830.686			2783.34	1799.71	2034.37		1222.26		
