Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score CHIMERYS Identification: CHIMERYS Identification,# Peptides (by Search Engine): CHIMERYS Identification,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Gene Symbol,Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,Abundances (Grouped): Diffrentiated,Abundances (Grouped): Undiffrentiated,Abundances (Grouped) CV [%]: Diffrentiated,Abundances (Grouped) CV [%]: Undiffrentiated,"Abundance: F223: Sample, Diffrentiated","Abundance: F231: Sample, Diffrentiated","Abundance: F233: Sample, Diffrentiated","Abundance: F234: Sample, Diffrentiated","Abundance: F235: Sample, Diffrentiated","Abundance: F201: Sample, Undiffrentiated","Abundance: F215: Sample, Undiffrentiated","Abundance: F216: Sample, Undiffrentiated","Abundance: F217: Sample, Undiffrentiated","Abundance: F218: Sample, Undiffrentiated","Found in Sample: F223: Sample, Diffrentiated","Found in Sample: F231: Sample, Diffrentiated","Found in Sample: F233: Sample, Diffrentiated","Found in Sample: F234: Sample, Diffrentiated","Found in Sample: F235: Sample, Diffrentiated","Found in Sample: F201: Sample, Undiffrentiated","Found in Sample: F215: Sample, Undiffrentiated","Found in Sample: F216: Sample, Undiffrentiated","Found in Sample: F217: Sample, Undiffrentiated","Found in Sample: F218: Sample, Undiffrentiated",# Protein Groups,Modifications
FALSE,High,Master Protein,P62832,Large ribosomal subunit protein uL14 OS=Rattus norvegicus OX=10116 GN=Rpl23 PE=2 SV=1,0,FALSE,7.723,25,2,9,2,140,14.9,10.51,1.25,2,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,enzyme regulator activity;nucleic acid binding activity;other molecular function,Pf00238,29282,,Rpl23,P23131; P24048; P62832; Q29246; rno:29282,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol,,7,,660590.2188,,40.25,,,,,,660590.2188,224613.3125,542179.5156,744692.4375,865738.8438,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,B2GV72,Carbonyl reductase [NADPH] 3 OS=Rattus norvegicus OX=10116 GN=Cbr3 PE=1 SV=1,0,FALSE,7.711,15,2,12,1,277,30.8,6.9,2.41,2,other metabolic processes;other biological processes,cytosol,other molecular function,"Pf00106, Pf13561",304078,ENSRNOG00000001701,Cbr3,B2GV72; rno:304078,Phase I - Functionalization of compounds,,1,199598.2656,146609.0314,39.88,113.92,129880.5781,112105.1641,304604.625,219172.4688,199598.2656,446762.5,,48111.03906,,,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A8I5ZV30,Stathmin 2 OS=Rattus norvegicus OX=10116 GN=Stmn2 PE=1 SV=1,0,FALSE,7.703,8,2,42,1,224,25.7,8.69,21.86,2,other biological processes,,,,,ENSRNOG00000011705,Stmn2,A0A8I5ZV30,,,0,401223.5547,5447093.5,90.12,45.57,163974.5938,401223.5547,1321715.938,108222.0547,839983.5313,895922.4375,5174017,5602166.766,6023652.5,5447093.5,n/a,n/a,High,n/a,High,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A6HAQ9,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ddx1 PE=4 SV=1",0,FALSE,7.666,4,3,19,3,740,82.4,7.23,4,3,,,,,,,Ddx1,A6HAQ9,,,0,556377.9375,1068141.375,49.56,17.75,556377.9375,485757.2188,1262832.133,553718.5,1302973.98,1510416.703,986408.5391,1179593.391,1067600.188,1068141.375,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A6HL00,"Similar to splicing factor, arginine/serine-rich 2, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Sfrs2 PE=4 SV=1",0,FALSE,7.662,7,2,40,2,221,25.5,11.85,22.97,2,,,,,,,Sfrs2,A6HL00,,,0,449582.875,4260591.281,69.26,18.45,253824.3047,455157.8438,1111655.031,449582.875,266060.0625,2763370.25,4056029.883,4260591.281,4629980.711,4478818,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,F2Z3T7,Isochorismatase domain containing 1 OS=Rattus norvegicus OX=10116 GN=Isoc1 PE=1 SV=1,0,FALSE,7.659,9,2,14,2,297,32,7.39,4.61,2,,,,Pf00857,,ENSRNOG00000019711,Isoc1,F2Z3T7,,,0,110652.2757,367953.9063,93.25,28.12,71646.21875,124551.4297,436033.5625,,98304.17969,549201.0156,267879.875,327308.4688,456708.7656,367953.9063,Peak Found,High,High,n/a,Peak Found,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,A0A8I6GM43,Polysaccharide biosynthesis domain containing 1 OS=Rattus norvegicus OX=10116 GN=Pbdc1 PE=4 SV=1,0,FALSE,7.646,11,2,12,2,198,22.4,4.53,3.62,2,,,,,363485,ENSRNOG00000002662,Pbdc1,A0A8I6GM43; rno:363485,,,0,,385595.7912,,25.13,,,,,,,399062.3125,372583.7031,220273.5938,409148.0156,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A9CMC9,DNA replication licensing factor MCM6 OS=Rattus norvegicus OX=10116 GN=Mcm6 PE=3 SV=1,0,FALSE,7.644,3,2,14,2,821,92.8,5.45,2.77,2,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00493, Pf14551, Pf17207, Pf17855, Pf18263",,,Mcm6,A9CMC9,,,0,,498329.3438,,37.62,,,,,,185887.3125,431524.8438,498329.3438,624653.6563,601287.5313,n/a,n/a,n/a,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8J8YHW4,Secretory carrier-associated membrane protein OS=Rattus norvegicus OX=10116 GN=Clk2 PE=1 SV=1,0,FALSE,7.644,2,1,12,1,799,92.5,9.26,2.75,1,protein metabolism;other metabolic processes;transport;other biological processes,other membranes;ER/Golgi;nucleus,kinase activity;other molecular function,,,ENSRNOG00000020500,Clk2,A0A8J8YHW4,,mRNA processing,1,130506.0955,356091.1875,59.51,41.04,,83326.48438,204398.8906,,,500361.1875,171740.8125,212304.125,368815.625,356091.1875,n/a,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,A0A0G2K931,Phosphoserine aminotransferase OS=Rattus norvegicus OX=10116 GN=Psat1 PE=1 SV=2,0,FALSE,7.628,6,2,10,2,370,40.6,7.69,3.11,2,other metabolic processes,other cell component,other molecular function,Pf00266,,ENSRNOG00000013971,Psat1,A0A0G2K931,Serine biosynthesis,,1,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,Q6XLI7,Copine 1 OS=Rattus norvegicus OX=10116 GN=Rbm12 PE=1 SV=1,0,FALSE,7.617,4,3,10,3,1032,106.2,8.32,1.92,3,other biological processes,nucleus;other cell component,nucleic acid binding activity,Pf00076,652928,ENSRNOG00000019723,Rbm12,D4A116; Q6XLI7; rno:652928,,,0,,233403.8877,,44.75,,,,,,,201214.0313,268521.7344,472704.1172,202878.8281,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A6KA27,Similar to myo-inositol 1-phosphate synthase A1 OS=Rattus norvegicus OX=10116 GN=LOC290651 PE=4 SV=1,0,FALSE,7.612,7,3,8,3,557,60.8,6.04,1.46,3,,,,,,,LOC290651,A6KA27,,,0,257962.4283,749609.9531,51.3,14.94,,104244.0313,374786.625,187799.8438,354337.9648,554128.2031,688250.2969,844039.6094,749609.9531,756026.7188,n/a,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,A6K3W9,"Prosaposin, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Psap PE=4 SV=1",0,FALSE,7.602,4,2,17,2,557,61.5,5.2,6.52,2,,,,,,,Psap,A6K3W9,,,0,196133.4375,332095.2713,49.78,116.92,131085.6719,196133.4375,432426.125,231626.0469,179635.5938,1078293.25,,,102279.4766,,High,High,High,High,High,High,n/a,n/a,Peak Found,n/a,1,
FALSE,High,Master Protein,A0A8I6G1X8,LIM and SH3 domain protein 1 OS=Rattus norvegicus OX=10116 GN=Lasp1 PE=1 SV=1,0,FALSE,7.588,8,2,21,2,274,31.1,6.79,6.61,2,transport,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,,,ENSRNOG00000004132,Lasp1,A0A8I6G1X8,,,0,89363.6214,1651018,51.07,33.5,,61222.75781,130439.3516,,,637240.875,1736638.129,1807121.406,1335577.453,1651018,n/a,Peak Found,High,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I5ZTU5,RAN binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ranbp1 PE=1 SV=1,0,FALSE,7.571,8,2,33,2,219,25.4,5.16,21.81,2,cell cycle OR cell proliferation;cell organization and biogenesis;transport;other biological processes,cytoskeleton;nucleus;other cell component,enzyme regulator activity,,,ENSRNOG00000001884,Ranbp1,A0A8I5ZTU5,,,0,404888.1865,4215833.5,38.7,40.01,481849.4063,,709269.25,320663.9375,340219.25,1165945.25,3804598.25,4748342.5,4215833.5,4792964.5,Peak Found,High,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6K337,"Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Anp32e PE=4 SV=1",0,FALSE,7.551,5,2,10,2,258,29.4,3.89,3.48,2,,,,,,,Anp32e,A6K337,,,0,195852.7232,1414345.625,110.36,54.23,68790.38281,,557611.2188,,,117161.9453,1414345.625,1596404.75,1976670.031,1348687.406,Peak Found,n/a,Peak Found,n/a,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Q6AXR6,Glutathione S-transferase omega OS=Rattus norvegicus OX=10116 GN=Gsto1 PE=3 SV=1,0,FALSE,7.52,10,2,4,2,241,27.7,7.01,0.89,2,other metabolic processes;other biological processes,other cell component,other molecular function,"Pf00043, Pf13417",114846,ENSRNOG00000028746,Gsto1,Q6AXR6; rno:114846,,Metapathway biotransformation; Myometrial relaxation and contraction pathways,2,408679.2188,548367,28.09,18.66,356657.7813,408679.2188,637221.5625,446450.8125,326072.5313,730432.3125,443670.4375,526639,548367,608177.875,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,E9PU01,DNA helicase OS=Rattus norvegicus OX=10116 GN=Chd4 PE=1 SV=4,0,FALSE,7.518,2,3,3,3,1928,218.9,5.86,0.56,3,cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes,cytoskeleton;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00176, Pf00271, Pf00385, Pf00628, Pf06461, Pf06465, Pf08073, Pf08074",117535,ENSRNOG00000018309,Chd4,E9PU01,HDACs deacetylate histones; RNA Polymerase I Transcription Initiation; Regulation of PTEN gene transcription; Regulation of TP53 Activity through Acetylation; NGF-stimulated transcription,,5,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,High,1,
FALSE,High,Master Protein,A6J1V2,"Splicing factor, arginine/serine rich 9, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Sfrs9 PE=4 SV=1",0,FALSE,7.512,9,2,13,2,221,25.5,8.51,3.51,2,,,,,,,Sfrs9,A6J1V2,,,0,96100.74219,751943.3407,33.74,4.51,154960.0781,84579.21875,,96100.74219,,,757703.3594,746227.1094,804199.1875,722990.5625,Peak Found,Peak Found,n/a,Peak Found,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2JUC7,Dynactin subunit 2 OS=Rattus norvegicus OX=10116 GN=Dctn2 PE=1 SV=1,0,FALSE,7.491,4,2,28,2,420,46.2,5.5,9.01,2,cell cycle OR cell proliferation;cell organization and biogenesis;transport;other biological processes,cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,Pf04912,,ENSRNOG00000025481,Dctn2,A0A0G2JUC7,,,0,369912.875,808884.9375,55.75,26.05,185791.7656,178037.9844,664466.875,374960.3438,369912.875,829795.8125,690547.9688,910538.875,808884.9375,421416.5625,Peak Found,High,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2R4T4,Jupiter microtubule associated homolog 2 OS=Rattus norvegicus OX=10116 GN=Jpt2 PE=1 SV=1,0,FALSE,7.482,20,2,10,2,193,20.2,9.32,2.54,2,,nucleus;other cell component,,,,ENSRNOG00000024661,Jpt2,A0A8L2R4T4,,,0,288201.2734,378813.1563,,41.12,,,288201.2734,,,772969.375,378813.1563,354393.7813,422885.5,318114.3438,n/a,n/a,High,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A6HUW7,"RCG28672, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_28672 PE=4 SV=1",0,FALSE,7.471,8,2,15,2,218,25.6,6.55,6.29,2,,,,,,,,A6HUW7,,,0,169507.5459,148108.8906,76.26,115.64,525012.9375,119619.7813,179310.7344,,160240.3125,137724.4531,,148108.8906,1004133.188,,High,Peak Found,Peak Found,n/a,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,P29419,"ATP synthase subunit e, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5me PE=1 SV=3",0,FALSE,7.451,32,2,20,2,71,8.2,9.35,8.08,2,other metabolic processes;transport,other membranes;mitochondrion,transporter activity;other molecular function,Pf05680,140608,,Atp5me,P29419; rno:140608,Formation of ATP by chemiosmotic coupling; Cristae formation,Oxidative phosphorylation,3,360134.9375,330424.875,61.49,114.52,247658.1719,340905.6563,936255.9688,361355.5,360134.9375,2043867,225942.9844,330424.875,324416.5625,438336.875,High,High,High,High,High,High,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,A0A8I6G776,Ribosomal protein L19 OS=Rattus norvegicus OX=10116 GN=Rpl19 PE=1 SV=1,0,FALSE,7.448,13,2,17,2,197,23.6,11.47,9.36,2,protein metabolism;other metabolic processes,cytosol;translational apparatus,nucleic acid binding activity;other molecular function,,,ENSRNOG00000004741,Rpl19,A0A8I6G776,,,0,202266.5469,149126.5313,53.33,,202266.5469,276446.0313,367847.5313,50836.09375,196946.7656,149126.5313,,,,,High,High,High,High,High,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A0G2K428,Dynactin subunit 1 OS=Rattus norvegicus OX=10116 GN=Dctn1 PE=1 SV=2,0,FALSE,7.441,2,2,5,2,1281,141.9,5.9,1.24,2,cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes,other membranes;cytosol;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,"Pf01302, Pf12455",,ENSRNOG00000010048,Dctn1,A0A0G2K428,,,0,,252622.745,,19.26,,,,,,,223572.5938,332943.25,279488.8828,228339.1406,n/a,n/a,n/a,n/a,n/a,n/a,High,High,Peak Found,High,1,
FALSE,High,Master Protein,D3ZXF9,Mitochondrial ribosomal protein L12 OS=Rattus norvegicus OX=10116 GN=Mrpl12 PE=1 SV=1,0,FALSE,7.427,4,2,17,2,276,29.4,9.66,5.38,2,protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,mitochondrion;translational apparatus,nucleic acid binding activity;other molecular function,"Pf00542, Pf16320",303746,ENSRNOG00000036695,Mrpl12,D3ZXF9; rno:303746,Mitochondrial translation elongation; Mitochondrial translation termination,,2,,1611189.394,,28.59,,,,,,,1075611.125,1856048.875,1398633.031,2103755.125,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,F1M927,Ubiquitin-40S ribosomal protein S27a OS=Rattus norvegicus OX=10116 GN=Rps27a-ps5 PE=3 SV=2,0,FALSE,7.409,14,2,101,1,154,17.9,9.72,67.13,2,protein metabolism;other metabolic processes,cytosol;translational apparatus,other molecular function,"Pf00240, Pf01599",,ENSRNOG00000032132,Rps27a-ps5,F1M927,,,0,3868975,47242264,39.27,36.27,1993005.25,4365147.5,6464443,3868975,3728451.5,14365887,47242264,47995228,48331436,45688932,n/a,n/a,High,n/a,n/a,High,n/a,High,High,High,1,
FALSE,High,Master Protein,D4AAZ8,Interferon regulatory factor 2 binding protein 1 OS=Rattus norvegicus OX=10116 GN=Irf2bp1 PE=1 SV=1,0,FALSE,7.393,4,2,4,2,584,61.8,8.18,0.77,2,protein metabolism;other metabolic processes;other biological processes,nucleus,other molecular function,"Pf00097, Pf11261",308404,ENSRNOG00000014252,Irf2bp1,D4AAZ8; rno:308404,,,0,754688.9741,222473.4531,28.75,15.17,,614108.6875,927450.5625,,,167368.5938,194548.0781,251406.7813,222473.4531,225766.2969,n/a,Peak Found,Peak Found,n/a,n/a,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,A0A8L2Q8H0,"Mago homolog, exon junction complex subunit OS=Rattus norvegicus OX=10116 GN=Magoh PE=3 SV=1",0,FALSE,7.378,12,2,14,2,161,18.9,6.54,3.99,2,RNA metabolism OR transcription;other metabolic processes,nucleus,,,298385,ENSRNOG00000012778,Magoh,A0A8L2Q8H0,,,0,,1348267.344,,28.99,,,,,,754363.4375,1190914.625,1764907.344,1348267.344,1547016.75,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Q6AYZ4,Serine/threonine-protein phosphatase OS=Rattus norvegicus OX=10116 GN=Ppp1cc PE=2 SV=1,0,FALSE,7.365,6,2,3,2,337,38.5,6.13,1.01,2,protein metabolism;other metabolic processes;other biological processes,other membranes;mitochondrion;nucleus;other cell component,other molecular function,"Pf00149, Pf16891",24669,,Ppp1cc,Q6AYZ4,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,High,High,n/a,High,n/a,1,
FALSE,High,Master Protein,G3V8V1,Granulin precursor OS=Rattus norvegicus OX=10116 GN=Grn PE=3 SV=1,0,FALSE,7.351,5,2,4,2,602,65.1,6.73,1.12,2,cell organization and biogenesis;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle,other molecular function,Pf00396,29143,ENSRNOG00000021031,Grn,G3V8V1; rno:29143,,,0,128151.9609,622755.8125,,,,,128151.9609,,,622755.8125,,,,,n/a,n/a,Peak Found,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q6AYD5,G1 to S phase transition 1 OS=Rattus norvegicus OX=10116 GN=Gspt1 PE=3 SV=1,0,FALSE,7.33,3,2,33,2,636,68.7,5.21,12.88,2,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;other cell component,nucleic acid binding activity;other molecular function,"Pf00009, Pf03143, Pf03144, Pf07145",24420,ENSRNOG00000046271,Gspt1,Q6AYD5; rno:24420,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Eukaryotic Translation Termination,,3,88745.38281,547192.1094,51.96,15.73,,,187267.6094,88745.38281,75867.69531,658422.625,456457.6563,662415.6406,547192.1094,521852.3438,n/a,n/a,High,High,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,A6JK82,"Similar to Ubiquitin-like protein SMT3A (Ubiquitin-related protein SUMO-2), isoform CRA_c OS=Rattus norvegicus OX=10116 GN=LOC499417 PE=4 SV=1",0,FALSE,7.318,10,1,31,1,125,14.1,5.48,16.53,1,,,,,,,LOC499417,A6JK82,,,0,681777.4854,13317139,90.62,24.56,,319022.3438,1457015.625,,,6961069.5,13317139,13843846,14254956,13258133,n/a,Peak Found,High,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,P55770,NHP2-like protein 1 OS=Rattus norvegicus OX=10116 GN=Snu13 PE=2 SV=4,0,FALSE,7.303,19,2,8,2,128,14.2,8.46,2.21,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf01248,100359574; 300092,ENSRNOG00000006762; ENSRNOG00000025154,Snu13,P55770; Q6PDV0; rno:100359574; rno:300092,Major pathway of rRNA processing in the nucleolus and cytosol,mRNA processing,2,140460.3594,204438.0313,,67.18,,,140460.3594,,,647838.25,204438.0313,199672.5625,262166.6563,168772.9063,n/a,n/a,High,n/a,n/a,High,High,Peak Found,High,High,1,
FALSE,High,Master Protein,A0A8I5ZP83,Charged multivesicular body protein 4B OS=Rattus norvegicus OX=10116 GN=Chmp4b PE=1 SV=1,0,FALSE,7.295,9,2,19,2,224,24.9,4.82,5.77,2,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,other molecular function,,,ENSRNOG00000046585,Chmp4b,A0A8I5ZP83,,,0,67728.46094,612837.7031,71.05,41.67,,52584.125,184519.6094,,67728.46094,146710.7656,612837.7031,717137.2813,624687.6563,585895.0625,n/a,Peak Found,Peak Found,n/a,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A6KQK5,"Ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast) (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Ube2m_predicted PE=4 SV=1",0,FALSE,7.238,10,2,10,2,183,20.9,7.69,3.45,2,,,,,,,Ube2m_predicted,A6KQK5,,,0,369749.5,1334279.613,41.21,12.21,370119.4922,274902.4922,422546.5313,101896.5313,369749.5,1334279.613,1165109.156,1199583.953,1539761.25,1471100.672,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,A0A8I6AKG3,Elongation factor 1-gamma OS=Rattus norvegicus OX=10116 GN=ENSRNOG00000065253 PE=3 SV=1,0,FALSE,7.194,10,2,9,1,241,27,8.41,3.11,2,,,,,,,ENSRNOG00000065253,A0A8I6AKG3,,,0,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I5ZKK6,Protein S100-A10 OS=Rattus norvegicus OX=10116 GN=S100a10 PE=1 SV=1,0,FALSE,7.157,14,2,58,2,125,14.7,7.34,18.19,2,,other membranes,other molecular function,,,ENSRNOG00000023226,S100a10,A0A8I5ZKK6,,,0,328073.5625,4233015.995,90.97,16.16,196256.2188,328073.5625,1549107.813,209153.8594,1051970.375,,3951187.5,4642054.797,4534946.625,3204395.625,Peak Found,High,High,Peak Found,High,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2Q4X8,Glyoxalase domain containing 4 OS=Rattus norvegicus OX=10116 GN=Gemin4 PE=1 SV=1,0,FALSE,7.137,8,2,8,2,332,37.3,5.71,1.57,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes,cytosol;nucleus;other cell component,other molecular function,,,ENSRNOG00000007788,Gemin4,A0A8L2Q4X8,,,0,65865.08124,265966.8721,24.57,7.29,,55261.14063,78503.78906,,,,262954.6563,285906.625,269013.5938,239370.9375,n/a,Peak Found,High,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6AI63,Small ubiquitin-like modifier 1 OS=Rattus norvegicus OX=10116 GN=Sumo1 PE=1 SV=1,0,TRUE,7.128,9,2,24,2,175,19.9,9.73,11.88,2,,,,,,ENSRNOG00000016133,Sumo1,A0A8I6AI63,,,0,155600.2528,1416858.25,74.12,8.51,,91565.95313,441091.5469,150788.3906,160565.668,1587250.883,1283032,1311973.875,1417594.813,1416858.25,n/a,Peak Found,High,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,F1LMW7,Myristoylated alanine rich protein kinase C substrate OS=Rattus norvegicus OX=10116 GN=Marcks PE=1 SV=4,0,FALSE,7.108,6,1,14,1,309,29.8,4.34,5.76,1,cell organization and biogenesis;stress response;developmental processes;other biological processes,other membranes;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,Pf02063,,ENSRNOG00000000579,Marcks,F1LMW7; rno:25603,,,0,,1762182.586,,6.62,,,,,,,1838989.25,1605959.375,1838183.75,1689323.75,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A6JXS7,"RCG32197, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_32197 PE=4 SV=1",0,FALSE,7.099,20,2,9,2,134,15.2,4.67,1.4,2,,,,,,,,A6JXS7,,,0,159379.875,152559.2969,1.33,,,,159692,155895.6406,159379.875,152559.2969,,,,,n/a,n/a,High,Peak Found,Peak Found,High,High,High,High,High,1,
