Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Unique Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Unique Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Unique Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Unique Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Unique Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Unique Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Unique Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Unique Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Total Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Total Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Total Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Total Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Total Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Total Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Total Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Total Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Intensity	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Intensity	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Intensity	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Intensity	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Intensity	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Intensity	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Intensity	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Intensity	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 MaxLFQ Intensity	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 MaxLFQ Intensity	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 MaxLFQ Intensity	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 MaxLFQ Intensity	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 MaxLFQ Intensity	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 MaxLFQ Intensity	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 MaxLFQ Intensity	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 MaxLFQ Intensity	Indistinguishable Proteins
sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-2 complex subunit beta	1	0.999	24	99	42	99	19	33	34	12	0	0	1	0	9	13	14	5	0	0	1	0	19	33	34	12	0	0	1	0	291209.97	532874	495752.16	263855.38	0	0	0	0	42753.562	48886.465	45988.2	43917.348	0	0	0	0	
sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1	0.999	9	36	0	36	10	11	11	4	0	0	0	0	0	0	0	0	0	0	0	0	10	11	11	4	0	0	0	0	98650.695	179899.92	201390.28	93512.164	0	0	0	0	52832.566	80281.43	76959.12	67900.64	0	0	0	0	sp|Q5JWF2|GNAS1_HUMAN
sp|P63096|GNAI1_HUMAN	P63096	GNAI1_HUMAN	GNAI1	354	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(i) subunit alpha-1	1	0.999	9	9	9	47	2	2	4	1	0	0	0	0	2	2	4	1	0	0	0	0	10	13	16	7	0	0	1	0	29240.387	18586.549	20954.61	8377.077	0	0	0	0	17356.24	10693.808	12389.226	0	0	0	0	0	
sp|P63098|CANB1_HUMAN	P63098	CANB1_HUMAN	PPP3R1	170	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcineurin subunit B type 1	1	0.999	3	11	11	11	4	2	2	3	0	0	0	0	4	2	2	3	0	0	0	0	4	2	2	3	0	0	0	0	61841.668	16156.569	19473.352	34508.88	0	0	0	0	17394.432	12059.241	15180.927	19811.703	0	0	0	0	
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	1	0.999	12	175	151	213	44	39	40	22	2	12	16	0	41	34	33	18	2	10	13	0	52	47	49	30	4	13	18	0	1824491.9	2522860.5	2505597.5	1662445	281911.16	1031910.56	1448026.6	0	428197.44	500092.28	578511.4	443765.84	0	400924.4	405541.88	0	
sp|P63151|2ABA_HUMAN	P63151	2ABA_HUMAN	PPP2R2A	447	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	1	0.999	12	41	18	41	5	16	12	8	0	0	0	0	2	7	4	5	0	0	0	0	5	16	12	8	0	0	0	0	94612.48	243513.31	151072.27	155010.92	0	0	0	0	31970.936	37365.863	39462.824	34059.277	0	0	0	0	
sp|P63165|SUMO1_HUMAN	P63165	SUMO1_HUMAN	SUMO1	101	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 1	1	0.999	5	31	18	31	6	8	9	8	0	0	0	0	3	4	6	5	0	0	0	0	6	8	9	8	0	0	0	0	157799.55	231602.34	223357.58	181048.36	0	0	0	0	55756.62	56973.19	57022.188	53992.883	0	0	0	0	
sp|P63167|DYL1_HUMAN	P63167	DYL1_HUMAN	DYNLL1	89	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Dynein light chain 1, cytoplasmic"	0.9997	0.999	3	25	10	25	3	8	6	6	0	1	1	0	2	2	2	2	0	1	1	0	3	8	6	6	0	1	1	0	125313.21	225197.7	216191.83	169570.83	0	121928.125	145543.22	0	81376.04	106950.734	121591.36	122531.164	0	0	0	0	
sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L38	1	0.999	5	42	42	42	8	11	12	9	0	1	1	0	8	11	12	9	0	1	1	0	8	11	12	9	0	1	1	0	208762.92	386276.2	385627	186404.5	0	0	47442.402	0	121596.83	122359.98	133066.42	112197.08	0	0	0	0	
sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	Homo sapiens OX=9606	1:Experimental evidence at protein level	S-phase kinase-associated protein 1	1	0.999	7	38	38	38	7	12	10	7	0	1	1	0	7	12	10	7	0	1	1	0	7	12	10	7	0	1	1	0	158518.77	278584.22	253197.42	192283.1	0	0	52422.51	0	63636.77	73343.07	75161.72	71153.87	0	0	0	0	
sp|P63218|GBG5_HUMAN	P63218	GBG5_HUMAN	GNG5	68	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	1	0.999	2	6	5	6	3	1	1	1	0	0	0	0	2	1	1	1	0	0	0	0	3	1	1	1	0	0	0	0	36721.832	13523.305	11655.949	13949.935	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S21	1	0.999	5	57	57	57	12	18	14	7	0	3	3	0	12	18	14	7	0	3	3	0	12	18	14	7	0	3	3	0	298192.62	539622	414068.6	332412.06	0	261923.48	280045.2	0	133781.22	200278.56	172723.55	162011.69	0	96030.305	115991.625	0	
sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1	0.999	12	167	28	167	17	51	53	28	1	6	11	0	3	7	9	7	0	1	1	0	17	51	53	28	1	6	11	0	745847.3	1937139.4	1867996.4	923926.06	0	628269.25	746256	0	310146.34	429893.97	396902.03	267021.3	0	300703.88	340122	0	
sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor of activated protein C kinase 1	1	0.999	18	123	123	123	14	42	36	18	0	7	6	0	14	42	36	18	0	7	6	0	14	42	36	18	0	7	6	0	521332.3	1211104.8	1098972.4	782446.6	0	429563.38	471797.72	0	115203.67	178040.5	154899.92	129091.99	0	102718.56	118103.36	0	
sp|P63272|SPT4H_HUMAN	P63272	SPT4H_HUMAN	SUPT4H1	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor SPT4	1	0.999	3	5	5	5	1	3	1	0	0	0	0	0	1	3	1	0	0	0	0	0	1	3	1	0	0	0	0	0	12208.945	30822.418	20822.072	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P63279|UBC9_HUMAN	P63279	UBC9_HUMAN	UBE2I	158	Homo sapiens	1:Experimental evidence at protein level	SUMO-conjugating enzyme UBC9	1	0.999	7	40	40	40	4	13	16	7	0	0	0	0	4	13	16	7	0	0	0	0	4	13	16	7	0	0	0	0	48765.65	296032.03	315158.34	70542.14	0	0	0	0	27311.555	71161.96	53969.746	31284.406	0	0	0	0	
sp|P63313|TYB10_HUMAN	P63313	TYB10_HUMAN	TMSB10	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymosin beta-10	1	0.999	5	65	65	65	10	19	21	7	2	3	3	0	10	19	21	7	2	3	3	0	10	19	21	7	2	3	3	0	386263.22	1322661.5	1258782	350222	1149083.4	83663.11	278243.47	0	157720.53	571538.6	460136.9	233032.02	1037412.5	0	176816.06	0	
sp|P67775|PP2AA_HUMAN	P67775	PP2AA_HUMAN	PPP2CA	309	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	1	0.999	9	30	9	30	3	13	12	2	0	0	0	0	1	4	4	0	0	0	0	0	3	13	12	2	0	0	0	0	77130.24	138844.73	105482.03	35058.293	0	0	0	0	28193.258	29400.48	27070.33	27514.326	0	0	0	0	
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	Homo sapiens OX=9606	1:Experimental evidence at protein level	Y-box-binding protein 1	1	0.999	16	184	124	184	35	55	63	18	0	4	9	0	29	38	42	8	0	3	4	0	35	55	63	18	0	4	9	0	840902.56	1183164.2	1161291.5	540173.2	0	85942.664	342392.5	0	248272.3	283598.62	271150.6	186220.9	0	0	165963.48	0	
sp|P67812|SC11A_HUMAN	P67812	SC11A_HUMAN	SEC11A	179	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal peptidase complex catalytic subunit SEC11A	1	0.999	3	10	10	10	2	4	2	2	0	0	0	0	2	4	2	2	0	0	0	0	2	4	2	2	0	0	0	0	14576.982	60185.355	65668.516	36870.14	0	0	0	0	0	31279.645	38003.88	20824.043	0	0	0	0	
sp|P67870|CSK2B_HUMAN	P67870	CSK2B_HUMAN	CSNK2B	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	Casein kinase II subunit beta	1	0.999	4	16	16	16	3	6	4	3	0	0	0	0	3	6	4	3	0	0	0	0	3	6	4	3	0	0	0	0	61390.2	82904.66	85661.78	59809.598	0	0	0	0	21065.691	25916.488	28980.375	26060.08	0	0	0	0	
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tropomyosin alpha-4 chain	1	0.999	25	284	118	284	63	74	80	42	3	7	15	0	25	35	37	13	0	3	5	0	63	74	80	42	3	7	15	0	1824750.5	3090039.2	3241172.2	1889318	362558.72	1268696.2	1447641.9	0	346544.2	343059.34	413636.47	350135.06	0	395623.72	334358.9	0	
sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Actin, alpha cardiac muscle 1"	1	0.999	19	84	0	700	7	30	29	8	6	2	1	1	0	0	0	0	0	0	0	0	111	183	176	103	41	37	45	4	85774.95	1458218.1	605766.56	240867.25	1858983.4	0	23842.719	0	53314.434	229688.12	192045.53	99714.234	2059278.8	0	0	0	sp|P68133|ACTS_HUMAN
sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 L3	1	0.999	6	38	14	38	9	8	12	6	0	0	3	0	4	3	3	3	0	0	1	0	9	8	12	6	0	0	3	0	197577.77	246904.9	270743.9	225222.17	0	65541.016	157182.94	0	60859.41	70063.47	79928.63	75610.484	0	0	79003.09	0	
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	1	0.999	19	222	0	222	39	49	51	39	9	16	19	0	0	0	0	0	0	0	0	0	39	49	51	39	9	16	19	0	4124780.8	5814975.5	5701163.5	5517901.5	2471720	3663984.2	3964199.5	0	1006446.75	1022527.6	1057389.4	1167174.6	1018316.56	933320.6	944602.8	0	sp|Q5VTE0|EF1A3_HUMAN
sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha-4A chain	1	0.999	17	36	22	258	6	11	5	7	3	2	2	0	6	4	3	4	1	2	2	0	36	72	82	32	12	10	14	0	240767.6	371768.34	421990.88	245773.62	0	156474.75	144465.12	0	143132.05	182366.1	217877.53	132450.44	0	93602.055	85671.68	0	
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-4B chain	1	0.999	19	379	20	571	70	111	100	49	9	18	22	0	3	6	5	3	1	1	1	0	94	174	154	74	26	22	27	0	2630502.8	5151439.5	4523793	2957999.2	1570926.5	1795601.2	2274081	0	489918	1049988.4	978257.94	585386.7	942763.1	543417.9	675463.75	0	
sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	Homo sapiens OX=9606	1:Experimental evidence at protein level	Casein kinase II subunit alpha	1	0.999	6	22	0	22	4	8	9	1	0	0	0	0	0	0	0	0	0	0	0	0	4	8	9	1	0	0	0	0	32002.355	74070.68	65910.92	25549.375	0	0	0	0	15168.41	20588.236	22051.707	0	0	0	0	0	sp|Q8NEV1|CSK23_HUMAN
sp|P68402|PA1B2_HUMAN	P68402	PA1B2_HUMAN	PAFAH1B2	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit alpha2	1	0.999	2	19	19	19	3	5	5	6	0	0	0	0	3	5	5	6	0	0	0	0	3	5	5	6	0	0	0	0	31180.633	41073.375	46861.1	36860.867	0	0	0	0	18831.156	17342.508	20522.223	21631.322	0	0	0	0	
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C12	136	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H3.1	1	0.999	7	154	0	154	22	30	30	27	7	18	19	1	0	0	0	0	0	0	0	0	22	30	30	27	7	18	19	1	3747070.8	4060031.2	4083096.2	6788044	0	6120321.5	6017293.5	0	1440481.5	1597338.8	1779328.1	2101350.5	0	1824010.1	1837890.2	0	"sp|P84243|H33_HUMAN, sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN"
sp|P69849|NOMO3_HUMAN	P69849	NOMO3_HUMAN	NOMO3	1222	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nodal modulator 3	1	0.999	12	37	0	37	6	12	13	6	0	0	0	0	0	0	0	0	0	0	0	0	6	12	13	6	0	0	0	0	93886.484	149025.06	174096.78	71723.46	0	0	0	0	24595.84	24548.814	27359.29	28874.018	0	0	0	0	sp|Q5JPE7|NOMO2_HUMAN
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA1	142	Homo sapiens	1:Experimental evidence at protein level	Hemoglobin subunit alpha	0.9974	0.999	2	2	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	6833.539	0	4685.858	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P78310|CXAR_HUMAN	P78310	CXAR_HUMAN	CXADR	365	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coxsackievirus and adenovirus receptor	1	0.999	4	8	8	8	1	3	4	0	0	0	0	0	1	3	4	0	0	0	0	0	1	3	4	0	0	0	0	0	15992.626	34803.3	36902.69	0	0	0	0	0	0	14684.509	13839.966	0	0	0	0	0	
sp|P78316|NOP14_HUMAN	P78316	NOP14_HUMAN	NOP14	857	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 14	1	0.9989	2	2	2	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15790.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P78318|IGBP1_HUMAN	P78318	IGBP1_HUMAN	IGBP1	339	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin-binding protein 1	1	0.999	7	22	22	22	4	9	8	1	0	0	0	0	4	9	8	1	0	0	0	0	4	9	8	1	0	0	0	0	17496.484	73392.14	70012.7	12688.708	0	0	0	0	9224.164	19948.29	29233.002	0	0	0	0	0	
sp|P78330|SERB_HUMAN	P78330	SERB_HUMAN	PSPH	225	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoserine phosphatase	1	0.999	6	17	17	17	3	6	5	3	0	0	0	0	3	6	5	3	0	0	0	0	3	6	5	3	0	0	0	0	61554.008	116906.54	101243.45	70257.2	0	0	0	0	25804.676	23295.84	25383.924	29754.297	0	0	0	0	
sp|P78332|RBM6_HUMAN	P78332	RBM6_HUMAN	RBM6	1123	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 6	1	0.9988	5	4	4	5	2	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	2	2	1	0	0	0	0	0	4726.1978	8721.832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P78337|PITX1_HUMAN	P78337	PITX1_HUMAN	PITX1	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pituitary homeobox 1	0.9998	0.9975	2	2	1	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9940.99	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P78344|IF4G2_HUMAN	P78344	IF4G2_HUMAN	EIF4G2	907	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 2	1	0.999	22	80	80	80	13	27	27	13	0	0	0	0	13	27	27	13	0	0	0	0	13	27	27	13	0	0	0	0	211112.83	441782.62	405889.56	189228.7	0	0	0	0	29333.27	34559.75	37235.57	28260.863	0	0	0	0	
sp|P78345|RPP38_HUMAN	P78345	RPP38_HUMAN	RPP38	283	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease P protein subunit p38	0.9985	0.9962	3	5	5	5	1	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	5646.8975	39282.19	42197.367	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P78346|RPP30_HUMAN	P78346	RPP30_HUMAN	RPP30	268	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease P protein subunit p30	1	0.999	3	4	4	4	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	16735.05	14511.927	0	0	0	0	0	0	10709.315	8434.635	0	0	0	0	0	
sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor II-I	1	0.999	30	111	107	111	19	37	37	18	0	0	0	0	18	36	36	17	0	0	0	0	19	37	37	18	0	0	0	0	294689.94	589053.2	591847.44	326887.88	0	0	0	0	40442.332	47112.57	50062.07	43865.613	0	0	0	0	
sp|P78356|PI42B_HUMAN	P78356	PI42B_HUMAN	PIP4K2B	416	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	1	0.999	3	4	2	4	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	8775.805	14273.518	0	0	0	0	0	0	6989.8193	7136.0396	0	0	0	0	0	
sp|P78357|CNTP1_HUMAN	P78357	CNTP1_HUMAN	CNTNAP1	1384	Homo sapiens OX=9606	1:Experimental evidence at protein level	Contactin-associated protein 1	1	0.999	4	9	9	9	0	5	4	0	0	0	0	0	0	5	4	0	0	0	0	0	0	5	4	0	0	0	0	0	0	17987.344	21869.805	0	0	0	0	0	0	12582.756	11968.087	0	0	0	0	0	
sp|P78362|SRPK2_HUMAN	P78362	SRPK2_HUMAN	SRPK2	688	Homo sapiens OX=9606	1:Experimental evidence at protein level	SRSF protein kinase 2	1	0.999	6	4	4	11	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	4	2	1	0	0	0	0	15903.303	5402.7812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit beta	1	0.999	21	151	151	151	29	41	47	27	0	1	6	0	29	41	47	27	0	1	6	0	29	41	47	27	0	1	6	0	623834.4	1347020.8	1369757.5	803074.44	0	120940.09	312857.12	0	106367.016	125367.47	127184.555	117528.805	0	0	122123.664	0	
sp|P78406|RAE1L_HUMAN	P78406	RAE1L_HUMAN	RAE1	368	Homo sapiens OX=9606	1:Experimental evidence at protein level	mRNA export factor RAE1	1	0.999	8	26	26	26	5	10	9	2	0	0	0	0	5	10	9	2	0	0	0	0	5	10	9	2	0	0	0	0	125213.34	114759.25	95060.04	18384.137	0	0	0	0	79686.19	29544.336	26886.656	0	0	0	0	0	
sp|P78417|GSTO1_HUMAN	P78417	GSTO1_HUMAN	GSTO1	241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase omega-1	1	0.999	14	99	99	99	21	29	25	20	0	1	3	0	21	29	25	20	0	1	3	0	21	29	25	20	0	1	3	0	431623.12	648284.25	686286.4	434832.28	0	0	0	0	87954.914	95095.54	99178.12	79903.805	0	0	0	0	
sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-dependent protein kinase catalytic subunit	1	0.999	158	810	810	810	164	237	245	136	0	9	19	0	164	237	245	136	0	9	19	0	164	237	245	136	0	9	19	0	3143045	5047990.5	5159251.5	3461997.5	0	367275.75	771074.4	0	85162.37	110931.1	109291.5	106927.25	0	107485.086	98023.68	0	
sp|P78537|BL1S1_HUMAN	P78537	BL1S1_HUMAN	BLOC1S1	153	Homo sapiens OX=9606	1:Experimental evidence at protein level	Biogenesis of lysosome-related organelles complex 1 subunit 1	1	0.9985	2	3	3	3	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	4539.1133	4895.2227	7594.303	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P78559|MAP1A_HUMAN	P78559	MAP1A_HUMAN	MAP1A	2803	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microtubule-associated protein 1A	1	0.999	6	6	6	10	0	2	4	0	0	0	0	0	0	2	4	0	0	0	0	0	0	4	5	1	0	0	0	0	0	10868.814	17515.355	0	0	0	0	0	0	6966.086	7908.8296	0	0	0	0	0	
sp|P80303|NUCB2_HUMAN	P80303	NUCB2_HUMAN	NUCB2	420	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleobindin-2	1	0.999	8	29	29	29	5	12	10	2	0	0	0	0	5	12	10	2	0	0	0	0	5	12	10	2	0	0	0	0	52435.484	94445.805	73005.82	17715.62	0	0	0	0	19500.643	18482.377	21333.447	18692.371	0	0	0	0	
sp|P80723|BASP1_HUMAN	P80723	BASP1_HUMAN	BASP1	227	Homo sapiens OX=9606	1:Experimental evidence at protein level	Brain acid soluble protein 1	1	0.999	19	359	359	359	71	103	113	35	0	12	25	0	71	103	113	35	0	12	25	0	71	103	113	35	0	12	25	0	3219058.8	4236934.5	4306900	2211615.8	0	1468711.5	1834974.1	0	736399.06	632057.25	690982.44	589336.5	0	480622.56	526944.7	0	
sp|P82094|TMF1_HUMAN	P82094	TMF1_HUMAN	TMF1	1093	Homo sapiens OX=9606	1:Experimental evidence at protein level	TATA element modulatory factor	1	0.999	6	8	8	8	3	2	3	0	0	0	0	0	3	2	3	0	0	0	0	0	3	2	3	0	0	0	0	0	19297.139	11199.447	17787.781	0	0	0	0	0	6702.017	0	7111.872	0	0	0	0	0	
sp|P82650|RT22_HUMAN	P82650	RT22_HUMAN	MRPS22	360	Homo sapiens OX=9606	1:Experimental evidence at protein level	"28S ribosomal protein S22, mitochondrial"	1	0.999	9	23	23	23	5	9	9	0	0	0	0	0	5	9	9	0	0	0	0	0	5	9	9	0	0	0	0	0	46830.4	94529.42	69923.82	0	0	0	0	0	15103.496	17367.043	16855.629	0	0	0	0	0	
sp|P82663|RT25_HUMAN	P82663	RT25_HUMAN	MRPS25	173	Homo sapiens OX=9606	1:Experimental evidence at protein level	"28S ribosomal protein S25, mitochondrial"	1	0.999	5	13	13	13	7	3	3	0	0	0	0	0	7	3	3	0	0	0	0	0	7	3	3	0	0	0	0	0	44217.18	32776.8	24772.133	0	0	0	0	0	12374.393	16726.842	15085.612	0	0	0	0	0	
sp|P82664|RT10_HUMAN	P82664	RT10_HUMAN	MRPS10	201	Homo sapiens OX=9606	1:Experimental evidence at protein level	"28S ribosomal protein S10, mitochondrial"	0.9784	0.9989	1	4	4	4	0	3	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	13724.889	12666.382	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P82673|RT35_HUMAN	P82673	RT35_HUMAN	MRPS35	323	Homo sapiens OX=9606	1:Experimental evidence at protein level	"28S ribosomal protein S35, mitochondrial"	1	0.999	3	8	8	8	2	2	3	1	0	0	0	0	2	2	3	1	0	0	0	0	2	2	3	1	0	0	0	0	22099.055	16931.611	15906.461	0	0	0	0	0	11952.397	8982.258	8432.837	0	0	0	0	0	
