Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d		
Q15032	Q15032	R3HD1_HUMAN	R3HDM1	R3H domain-containing protein 1															2460.3				5205.53																		
Q15036	Q15036	SNX17_HUMAN	SNX17	Sorting nexin-17	4378.15		5245.79																11852.7								5586.35					2870.23					
Q15042	Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	1573.67		3412.06		4759.92	11607.9	2355.87		5354.62				2405.34		2529.9				6102.07		772.565	8781.53				6161.01		9668.47			10804.4		6861.68				
Q15043	Q15043	S39AE_HUMAN	SLC39A14	Metal cation symporter ZIP14									1641.01																	2011.86						2023.02	2503.33		1979.04		
Q15046	Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	10014.2	7816.18	6848.72	9231.92	9476.71	10567.1	8618.53	2541.98	11069.2	9836.44	9542.72	6141.88	9724.01	12680.5	12739.3		9753.04	7596.43	9335.48	11709.1	10368.1	11489.7	3455.56	10903.5	10810	11147.9	9753.17	13906.4	11835.2	11812.7	12262.6	14426.2	11583.3		12936.9		
Q15050	Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	3066.05												40090.4			3191.3	35802.4							14243.1											4615.21		
Q15052	Q15052	ARHG6_HUMAN	ARHGEF6	Rho guanine nucleotide exchange factor 6																																16949.2					
Q15054	Q15054	DPOD3_HUMAN	POLD3	DNA polymerase delta subunit 3					5843.31	5188.61				2265.37				1809.19	1378.14				3686.22																2382.13		
Q15056	Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	19812.6	18411.6	18793.2	24802.7	19823.5	25044.7	18970.7	20746.9	17703.6	23415.9	19843.5	27343.8	15550.7	15968.9	21127.9		8154.95	23013.1	24658.5	18826.4	25075.9	20694.6	4191.46	21100.8	25100	24280.6	26031	26308.9	21804.2	24271.3	25200.5	30962.9	17064.6		36648.1		
Q15057	Q15057	ACAP2_HUMAN	ACAP2	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"	2040.01				3843.39				5393.97			9171.05										2626.37			2823.4												
Q15061	Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43					3333.08			3364.74	1343.85		2779.81				3289.49				4458.6	4821.3	4429.76	4009.25									4751.25	5154.62		12138.2	7076.72		
Q15063	Q15063	POSTN_HUMAN	POSTN	Periostin				9091.3																	1787.62																
Q15067	Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1	4919.57	6470.49	8085.52	3049.88	4089.54	7544.44		6904.6	4268.8			11450.6	8843.41		5238.74	8017.76	5537.92		5378.73	5268.42	2260.42		4103.96	9794.27	7489.48	9588.66	4610.46	3794.67		5030.13	10918.9	4768.28	5193.85	6645.07	2587.23		
Q15070	Q15070	OXA1L_HUMAN	OXA1L	Mitochondrial inner membrane protein OXA1L	2832.2			4037.21	2324.73				2376.57	13529.3		1064.78						9356.72	2021.43				6684.12				3932.27						8863.86		4642.32		
Q15075	Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1	4378.13			5491.22	3379.57		4630.17	13229.7	3050.24	2982.35		15841.7			3895.73		1065.47		2343.79	9647.15	4551.65	2629.02	3678.51		2719.43	4727.68	4628.73	4140.25	4639.46	2585.76	6170.75	3271.1	5023.58	3177.35	8720.35		
Q15084	Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	52559.8	47014.8	57621.2	54400.1	42043.6	58305.5	50574.4	56765.1	58118.9	58719.8	46677.6	52513.6	44398.2	38453.7	44827.8	68341.7	60809.5	34757.3	48458.4	48443.8	40603.1	55298.8	69528.8	46219.4	43134.6	66138.2	40389	49385.1	62081.7	56626.3	56704.6	35072.4	69873.5	45339.4	38732.5		
Q15102	Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	10933.4	9105.74	12062.7	5758.93	18568.8	13996.3	13244.6	9283.64	9201.35	9554.35	12357.5	15742.2	17326.9	8948.12	9477.41	1157.17	4135.53	10916.6	11947.7	14535.3	9742.97	9551.3		9633.62	13815.6	8215.93	11013.1	9390.8	13262.3	13798.8	9121.07	6854.51	13292.8		6947.45		
Q15118	Q15118	PDK1_HUMAN	PDK1	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"						4780.16		6308.92	11937.7							3946.15																3823.8					
Q15119	Q15119	PDK2_HUMAN	PDK2	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"																										2419.75											
Q15120	Q15120	PDK3_HUMAN	PDK3	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial"								27668.3																													
Q15121	Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	9069.93					10574.4			7209.07												6823.26					19781.3			1438.11		23859.1	5561.9			7763.03		
Q15126	Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	3296.66	3816.83	4894.08	3419.33	5035.97	4451.99	6548.76	4998.63	4662.47						3539.41			2488.95			3031.63			3183.12	8811.08	4320.63	3056.82	3073.68				4067.4	4629.45		3631.93		
Q15139	Q15139	KPCD1_HUMAN	PRKD1	Serine/threonine-protein kinase D1							18935.5																														
Q15147	Q15147	PLCB4_HUMAN	PLCB4	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4"																																1987.79					
Q15149	Q15149	PLEC_HUMAN	PLEC	Plectin	30195.3	29720.3	28487.4	34202.7	28051.4	22911.9	25890.5	24226.9	25621.9	21110.1	23852.4	26281.3	20671.8	27985.2	20273.6	29139.6	18073.8	23823.9	30717.3	17509.2	18788.8	21451.6	25088.1	33416	33354.9	39263.7	18938.4	19676.9	31284.7	25614.8	24877.7	25774.7	24044.6	31253.9	23999.7		
Q15154	Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein				2287.58	4782.61	2084.87	1758.04		2547.91									3831.27							2688.84								3045.87				
Q15155	Q15155;P69849;Q5JPE7	NOMO1_HUMAN	NOMO1	Nodal modulator 1	7283.62		6492.72	4480.13	5467.94	7325.72	6488.21	11992.5	6083.31	6914.33	4496.69	10999.9	7901.8	5460.57	6956.22	9702.51	8380.02	2787.56	5057.07	7530.48	8936.54	6403.93	8209.53	6761.31	8914.37	8140.78	4300.16		7055.63	6619.27	6565.72	7201.74	8826.23	11650.7	8568.21		
Q15165	Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	5735.61		3873.11	5009.92	7424.67	4499.12	7490.06	11677.9	2211.49	6124.05			8742.51		5057.81	10255.5	5551.75		3769.03	8222.39	8443.87	6226.74	11022	3919.71	10695.3	5853.47	5018.35	5335.75	7388.67	3479.97	2533.41	6808.53	6645.42	11601.2	9438.44		
Q15172	Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform																														9553.16							
Q15181	Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	43821	36790.3	34017.5	43950.2	37820.3	47929.8	21034.4	42331.2	36637.5	29864.4	19442	33538.1	38711.2	25795.8	26981.7		8707.18	32283.1	15151.3	46561	50148.6	30842.2		37090.9	32422.2	44898.8	41442.4	46140.4	29080.8	33862.2	31497.9	46663.9	44003.6		34831.8		
Q15185	Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3															10275																						
Q15208	Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38								3792.99					19593.9																								
Q15233	Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	16899.6	20588.9	18391	16350.3	15708	14970.3	15471.1	19598.5	12502.3	13162.2	19176.2	15047.1	15449.6	17829	15916.6	17734.4	22227	19148	19954.3	15920.9	14732.5	13652	10120.9	15138.8	15527.7	10869.4	16020	21120.2	17811.2	18777.5	18249.4	18209.5	17539.1	10604.1	14395.5		
Q15257	Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator			7639.19		6785.83	5663.45	2760.62	2219.67	5326.47	6561.52	4544.76			13471.7	4727.26			4442.21	7092.57	4575.07	6613.57	5909.64		2903.54	4826.7	6440.82	5880.22	4101.02	3404.8		4398.38	3911.97			10149.5		
Q15269	Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog				5001.35											2653.84						3544.04		1815.91										5329.61				
Q15276	Q15276	RABE1_HUMAN	RABEP1	Rab GTPase-binding effector protein 1	5367.64		6207.33		6118.58		2582.8	7554.25	2334.69						2611.18		5214.75		1434.47		6962.86	3454.88			2314.98	6656.75	2157.45			6312.2	2406.85						
Q15286	Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	3620.22		17172	7897.73	40883.7		43244.9		16545	32298.4	31734.8				16026.1			29075.4	20099.5				1120.93		38469.8	30767.3				32472	32661.5	5353.06	34815.7	24397.3	29286		
Q15287	Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	11594.2	11157.1	5404.86	7370.86	4722.81	9747.88	6288.63		6791.19	14050.6	9375.77	9199.16	3771.33		7474	8611.65	11242.7	8218.87	9272.19	9567.79	8577.83	8067.64	8251.27	6591.3	15024.3	6510.95	9473.36	9669.52	10082.9	6235.72	10889.7	9282.74	19953.8	8232.98	9278.17		
Q15291	Q15291	RBBP5_HUMAN	RBBP5	Retinoblastoma-binding protein 5		14653.6													1181.4				2804.6								1091.48					2451.37			3716.83		
Q15293	Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	13830	17902.1	18964.4	17830.7	23483.8	24576.5	16554.9	19299.9	20307.3	18662.8	16824.7	28186.9	17418.7	20170.7	23434.5	30397.2	19487.5	14112.6	12736.7	15698.4	22822.6	25627	33492	19654.5	27488.8	31840.4	19760.5	23011.5	15825.7	21234.3	19362.2	27741.2	30595.5	36059.8	23181.8		
Q15311	Q15311	RBP1_HUMAN	RALBP1	RalA-binding protein 1																		5948.23																			
Q15334	Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1	3774.32	5704.32	4396.99	5366.24	3344.84	10205.3	3658.41	1469.84	4608.16		2097.16	4962.4	6485.51		2920.28		6833.42	8997.77	4133.75	3681.89	3757.15	3213.15		5454.38	2940.78	4007.2	4558.28		1794.65	3716.02		1922.82	4674.7		1136.84		
Q15345	Q15345	LRC41_HUMAN	LRRC41	Leucine-rich repeat-containing protein 41				845.673																																	
Q15363	Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	2137.77				3907.95				2465.68				7491.21			7473.27	5331.26		5097.48			3407.58	2063.3	6638.25	6977.59	6560.74	2294.57			3170.25		4820.66	5791.16	5775.73	3585.59		
Q15365	Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	36355.8	30756.6	34660.3	35478.6	34326.1	36697.9	42679.2	34202.1	36440.7	30540.1	37087.2	26730.3	29155	21466	30792.4	2981.55	11889.4	22295.2	35776.6	32048.1	36151.1	32055.7	8348.7	23114.8	31518.1	30910.1	36626.8	30493.6	34648.3	36965	37615.5	34681.1	36377.4	3914.51	33215.5		
Q15366	Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	22630.2	22363.1	24260.2	24667.1	39593.2	26888.3	48439.7	28815.2	22931.3	26142.4	26592.2	18822.6	31128.4	22785.6	33138.6	3407.65	18526.2	27305.2	45738.3	27300.9	35324.1	29582.6		32212.8	30833	24640.5	31933.9	20688	24575.8	34696.3	33717.1	41862	26092.4	1330.98	35673.5		
Q15369	Q15369	ELOC_HUMAN	ELOC	Elongin-C	11397.2	7430.55	4368.95	10686.7	10809.7	6725.53	11902.8	4468.55	9509.43	5886.42	6346.34		2054.44	13023.1	6329.72		7596.75	7713.26	3749.02	1702.66	8187.04			5893.11	2532.66	7345.16	8142.64	5996.19		4562.44	6583.8	10647	5794.11		5056.11		
Q15370	Q15370	ELOB_HUMAN	ELOB	Elongin-B	3889.73			4380.52	4122.98	4367.38	7851		3115.41	1317.39		4792.38			4026.62				4655.95		4051.45	6713.51		6093.96	6722.2	6649.94	4181.63		10952.7	5716.91	4168.15	4509.27	6740.31		7330.37		
Q15382	Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	8934.56	9948.17	12799.5	8205.82	10843.3		8305.38	11437.3	6376.96	8657.03	9017.58			12005.8	5944.66			4088.69	6452.72	9428.07	5586.74	10057.8		18708.9	10438.9	6968.58	9969.14		12268.1	9262.22	13754.9	7932.95			10359.4		
Q15386	Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C			5991.13		5390.29			3584.01	4287.72			4333.74	3893.89		3142.27				1337.34	4404.38				4951.7	4426.05			2612.54			8804.15	4423.58			3812.55		
Q15388	Q15388	TOM20_HUMAN	TOMM20	Mitochondrial import receptor subunit TOM20 homolog	3929.95	3363.77		3223.22	7105.95		9958.72		1291.45	3927.5	9147.78			10376.7	10003.2	9609.45		15169.9	4377.72		8715	7202.71	9256.4	7019.33	6171.6	6137.37		3539.28		6546.68	3156.71	3645.15	5061.36	8420.95			
Q15393	Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	16734.6	18177	13097.8	18018.1	16190.7	16198.6	16143	11164	13589.8	18222.3	16251	14497.3	14674.1	13146.1	13781.7	12793.5	14123	19077.1	18672.6	16516.4	15013	11414.2	14747.7	14486.7	11218.4	9289.23	16228.8	15169.6	17616.2	14941.3	16500.5	14215.4	13209.3	6853.52	14053.9		
Q15397	Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3					3041.01				9208.49																					5104.42		8985.3	15485.5		28132.8		
Q15398	Q15398	DLGP5_HUMAN	DLGAP5	Disks large-associated protein 5			10418	7251.26					7139.19											11870.7											18445.8						
Q15404	Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	6875.06		16764.8		7540	6877.69		11012	15386.9					11483.9	752.051					13647.2	6402.31	30253.1		10011.1	5818.39		18441.2	6802.95	17044.3	11961.8	6147.46	7562.4	1643		9248.62		
Q15417	Q15417	CNN3_HUMAN	CNN3	Calponin-3	25736.8	19303.2	16171.1	19172.9	4067.41	17062.5	23756	26067.5	6432.89	18889.9	17522.7	19168	15547.5	14720.7	8900.48		12834.8	11044.3	16486.4	11749.3	15535.9	9606.49		18667.4	18556.1	15100.6	25509.7	13081.7	14442.8	15581.8	24453.2	29650.3	20678.3		25783.2		
Q15424	Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	5814.42	9068.53	7481.75	7411.48	7031.28	8494.4	12040.8	5680.92	7481.34	14801.3	5888.93	9285.1		3181.3	6796.23	7240.33	8647.12	10796.9	7804.84	4787.27	7675.45	10183.8	4701.69	7765.08	9528.81	10597.2	5331.13	11614.7	10203	8201.49	7243.79	6419.65	8084.73	3457.97	10352.2		
Q15428	Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	6247.09	3900.61	5116.9	6330.78	2978.03	2692.06	3416.34		3210.72	5500.05	21835.8				5333.99	4991.07	9947.76	29952.9	8963.31	5838.75	6295.93			3759.74	8304.66	5819.44	6925.98	4221.22	5255.83	3196.58	4314.4	8472.11	6363.14	7229.33	10704.8		
Q15434	Q15434	RBMS2_HUMAN	RBMS2	"RNA-binding motif, single-stranded-interacting protein 2"					1741.73										1151.58																						
Q15435	Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	9967.17	4433.48	5838.32	7763.08	8326.15	8292.48	7907.91	7117.29	8693.15	6696.44	6361.87	6807.23	5116.22	5206.24	5881.9			6398.69	4309.37	8254.32	5730.02	5456.69		5575.6	7445.27	8942.06	6239.85	8215.29	6430.67	5435.31	7913.37	6201.4	7745.89		9340.13		
Q15436	Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	12685.1	16484.8	8839.59	13073.8	9867.03	10630.3	11912	12286	11658.2	14895.3	10828.6	8787.94	9099.98	8598.89	10914.8		10857	11065.9	11806.8	15383.2	8951.75	10322.8		7708.43	12732.5	15471.8	12459.1	11762.6	8491.41	11675.9	10917.7	14190	9913.75		13916.5		
Q15437	Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B					1901.91				3499.19																					21929.5							
Q15459	Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	3108.08	6491.62	6463.53	6727.52	4996.08	4116.05	6381.19	4890.06	7692.79	6390.87			3484.1	5180.15	3989.24	5695.11	8813.68		8330.65	10033.3	9371.08	6660.03	5757.82	2699.9	6030.45		6915.21	4743.05	2248.54	3597.57	7550.27	5893.98	6048.96	2119.54	9415.8		
Q15477	Q15477	SKIV2_HUMAN	SKIV2L	Helicase SKI2W	8124.9			6205.8	2940.04		7068.95	8327.78	1648.89						7730.6				8648.43						2488.67	1825.52	9723.94		2848.71			3837.83			7734.6		
Q15517	Q15517	CDSN_HUMAN	CDSN	Corneodesmosin	16047.1	36743.6	19418.8	12657.2	15423.8	17357.9	18152.3	16948.4	12323.9	19529	19460.1	22261.6	34630.5	21931	8798.36	26182.4	26390.4	30850.7	25427.8	25254.2	18187.2	25814.4	16352.1	26276.4	19153.8	13425.5	16275.7	22268.5	21625.5	20327.9	19517.4	8755.58	14156.5	11984	12339.9		
Q15526	Q15526	SURF1_HUMAN	SURF1	Surfeit locus protein 1	17228.2														26589.4									2022.12		6387.87								10230.7			
Q15532	Q15532	SSXT_HUMAN	SS18	Protein SSXT							24114.8																														
Q15555	Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2															3138.3																						
Q15582	Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3				4923.77	10567.8	2214.17		9670.53				10580.7		14625.1	1099.36				2466.23		1883.62		4101.57	3151.86		9596.58					5210.43	10025.5		6837.08	8874.97		
Q15596	Q15596	NCOA2_HUMAN	NCOA2	Nuclear receptor coactivator 2																			1703.53																		
Q15599	Q15599	NHRF2_HUMAN	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	3794.23			2964.28	1867.89	4193.78	4015.29		4425.91						3021.51					587.95					5708.75		4133.32	6969.48		4262.51		2993.41			3546.33		
Q15629	Q15629	TRAM1_HUMAN	TRAM1	Translocating chain-associated membrane protein 1	4558.07					2000.37	1574.02		3106.29		6226.55		27633.6							4287.39			4494.76			3434.57						2360.4	5189.57	2535.73			
Q15631	Q15631	TSN_HUMAN	TSN	Translin	5228.64		8058.57		14550.1	13064.2	6212.7	3791.06	6506.84			11451.7	4592.83		8062.44		6021.52	8544.52	8355.84	5442.54	7579.01	20211.1		10584.9	5527.24	6943.88	6754.59	11014.4	6372.6	8711.52	6630.19	3874.02	5540.02		5256.07		
Q15637	Q15637	SF01_HUMAN	SF1	Splicing factor 1	6414.2	12183	3207.1	6004.42	3844.1	4218.96	9215.22	9025.09	6691.61	6226.26		3072.06		7123.65	6428.67			8308.17	5834.33	9258.19		8421.07			9478.65	12395.8		5677.4			3867.31	16037.1					
Q15642	Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	4436.09			3904.19	2681.21										3538.44						7202.41									8229.04					4901.95		
Q15643	Q15643	TRIPB_HUMAN	TRIP11	Thyroid receptor-interacting protein 11				2466.24					8712.04												4606.11			9887.14			11762.4			6085.56		3970.17					
Q15645	Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog				4808.17			1351.4												2178.68			4010.57			5071.4												
Q15648	Q15648	MED1_HUMAN	MED1	Mediator of RNA polymerase II transcription subunit 1																										3747.02											
Q15650	Q15650	TRIP4_HUMAN	TRIP4	Activating signal cointegrator 1	7308.48					7624.75		3604.66							3442.11										5927.99					8188.51							
Q15654	Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	3391.75			4836.5											6006.52																	4693.46					
Q15691	Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	6779.94	5850.54	8571.21	9692.61	6834.31	11558.9	10810.5	10272.6	8580.79	3422.33	6084.81	4191.64	8071.73	9635.1	6588.87		4712.93	7982.28	8694.1	8786.58	7807.2	8629.5		6391.79	9979.66	7474.39	6882.46	8177.19	11336.1	9170.39	12030.8	9843.78	8890.41		13695.5		
Q15714	Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1							1398.86		1415.28																							2510.17					
Q15717	Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	10383.7	10019.6	11934.6	10442	11391.1	10980	11785	11886.3	11346.1	10656.4	11295.9	11816.7	9659.73	12374.5	12058.1	11696.6	12098.4	11530.8	14085.9	8279.37	11285.9	7150.76	10873.6	10778.4	13620.9	7675.46	11102.2	6756.02	9118.89	15221.2	12723.1	13178.4	11208.6	5348.78	11692.9		
Q15738	Q15738	NSDHL_HUMAN	NSDHL	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"																							5076.51									2719.12	2853.01	6504.92			
Q15746	Q15746	MYLK_HUMAN	MYLK	"Myosin light chain kinase, smooth muscle"	10045.8	14356.9	13598.3	8055.15	12087.8	12161.8	8226.94	10265.5	9379.17	8490.39	11325.4	12904.6	9155.57	5548.81	8143.59	5021.59	7544.69	12894.1	5954.22	12076.1	14637.1	5640.7		18071.3	17055.3	17186.1	11515.8	8632.66	10634.2	11951.8	11224.8	8577.88	11943.7		5478.1		
Q15750	Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1					4612.9				4517.2						5355.99					2710.47	3201.81			12238.4			8449.54				7199.18		12004.9		4689.26		
Q15751	Q15751	HERC1_HUMAN	HERC1	Probable E3 ubiquitin-protein ligase HERC1				2024.52																																	
Q15758	Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	18250.4		5132.65	5645.15	4372.99	10013.5			13074.7	5365.07	11558.7	7888.33	10720.8		10033.4	5239.37		7571.14	7224.34	8799.2	9524.68	13984	7875.33	10673.2		5831.11	6878.45	10508.1	13559.8		7401.62	5465.93	8870.86	5455.53	7405.36		
Q15771	Q15771	RAB30_HUMAN	RAB30	Ras-related protein Rab-30				2218.03																																	
Q15772	Q15772	SPEG_HUMAN	SPEG	Striated muscle preferentially expressed protein kinase																																					
Q15773	Q15773	MLF2_HUMAN	MLF2	Myeloid leukemia factor 2															2383.52																5144.87						
Q15785	Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	3323.66			4853.44	8433.4		5666.26	5769.48	1130.23	4667.56					6714.36			27096.1	1320.21		3629.44			4790.39		2964.4	5190.96		5256.26			4868.03	4368.93		4562.33		
Q15796	Q15796	SMAD2_HUMAN	SMAD2	Mothers against decapentaplegic homolog 2	1744.05					6376.55	6431.55	2008.52	3261.59	3363.76		3113.01			2821.96				4139.62									6690.72		4096.31	1565.84	3604.11	4932.4				
Q15811	Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1				1662.85	4685.73																											6072.19					
Q15813	Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	12527.8			1742.63		13240.7	13941.7		4959.36			15876			1247.22				1211.07	3399.91							6525.98					11255.1	9712.56		5809.95		
Q15814	Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	3636.82			1784.11	3994.19	6319.18	7259.07		3525.42				9368.5							4435.95							2298.64					3025.85	3609.53				
Q15819	Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	2500.02				10802	7080.32		4621.72	8970.47	22889.6					8732.77					12964.3								1285.68	2291.49		3346.63						
