Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-04_3862.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-05_3863.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3856.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3859.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-24-2024_Slot2-03_3860.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q13867	Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	23979.1	20947.3	22344	16118.5	25732.4	26680.3		19361.4	20221.1	25939.4	25240.5	23911.2
Q13868	Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	6973.1	4377.07	4452.3		4976.36	6500.56		4068	5675	5380.53	6632.75	4827.1
Q13873	Q13873	BMPR2_HUMAN	BMPR2	Bone morphogenetic protein receptor type-2	3461.65	2807.64	3211.84		3021.9	2555.9		3145.68	2786.83	2550.44	2794.64	2382.95
Q13884	Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	2480.47	2645.85	2520.83		2533.64	2524.77		3908.86	4433.64	4732.18	4598.38	4098.95
Q13885	Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	190640	87084.3	164315	148716	263816	310494		75970.6	91035.9	229459	191288	205318
Q13888;Q6P1K8	Q6P1K8;Q13888	T2H2L_HUMAN;TF2H2_HUMAN	GTF2H2;GTF2H2C	General transcription factor IIH subunit 2	4981.13	3960.38	5827.75		3788.46	4496.2		4102.08	4944.12	3795.96	3160.43	5118.23
Q13889	Q13889	TF2H3_HUMAN	GTF2H3	General transcription factor IIH subunit 3	19468.1	19013	17400.3		15826	18244.6		23960.5	17952.6	13449	15540.6	14028.8
Q13895	Q13895	BYST_HUMAN	BYSL	Bystin	6916.45	8658.86	8386.75	20658.9	9379.09	7192.26		9340.51	8050.39	7554.57	7530.43	8394.96
Q13901	Q13901	C1D_HUMAN	C1D	Nuclear nucleic acid-binding protein C1D	4678.03	6932.16	5869.5		6866.34	9271.73		7501.02	7461.91	6545.86	5657.81	6943.99
Q13905	Q13905	RPGF1_HUMAN	RAPGEF1	Rap guanine nucleotide exchange factor 1	3898.06	2422.02	3461.59		2719.18	3975.66		2754.4	3388.98	2673.01	3053.69	3351.1
Q13907	Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	11236.7	10143.6	9077	95688.1	12880.6	9170.01		10235.1	12091.9	15802.4	11269.5	15100
Q13938	Q13938	CAYP1_HUMAN	CAPS	Calcyphosin	8914.07	12685.7	8367.66	67953.4	12004.4	5339.26		5373.2	8183.27	7324.29	6007.68	6927.81
Q13948	Q13948	CASP_HUMAN	CUX1	Protein CASP	6224.39	5307.2	5375.43		6024.44	5824.03		5360.56	4990.37	5410	5873.6	4966.78
Q13950	Q13950;Q13761	RUNX2_HUMAN	RUNX2	Runt-related transcription factor 2	5031.21	5686.89	3720.24		3937.55	3141.95		4280.97	4632.54	2967.53	3328.63	3071.56
Q13951	Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	17233.1	21048.2	18136.3	42832.7	22857	17616.7		15769.3	15136.7	15812.3	14055.4	16883.8
Q13952	Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	5486.97	11347	7442.34		10620.7	4957.05		10497.8	12932	7944.25	9781.73	8735.52
Q13976	Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	1019.44	2522.76	1144.15		529.825	1672.04				784.047	721.504	899.836
Q14004	Q14004	CDK13_HUMAN	CDK13	Cyclin-dependent kinase 13	2831.09	2323.97	2517.43		2629.37	3271.7		3206.39	1906.9	2504.72	2979.85	2614.69
Q14008	Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	19882.5	18461.3	20465.2	160725	20078.6	20777.3		20402.2	20957.5	20563.7	22216.1	19930
Q14011	Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	26111.2	30007.3	23246.2	50695.8	33829.8	31106.5		27083.5	28193.8	32704.2	30273.1	34603
Q14012	Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	3503.39	3835.02	2964.28	161602	3550.35	2971.73		2697.42	2667.13	3356.86	2995.97	3288.01
Q14019	Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	277656	326627	278427	248570	309757	187957		276125	256488	226903	228290	212213
Q14031	Q14031	CO4A6_HUMAN	COL4A6	Collagen alpha-6(IV) chain	339.507				574.735	405.431		184.164	447.658	1065.16	671.413	805.138
Q14055	Q14055	CO9A2_HUMAN	COL9A2	Collagen alpha-2(IX) chain	562.727	336.21	1149.33		966.727	3517.65			312.845			840.271
Q14061	Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	23031.8	36065.1	19580.2		38090.7	25720.9		33293.5	34327.3	45537.6	37598.7	44273.6
Q14103	Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	175728	249502	185648	221364	270520	178573		213593	232449	252277	220691	248309
Q14108	Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	70513.8	98253.4	69274.7	141930	80465.6	54570		82577.2	90116.9	76078.1	81800.5	76157.1
Q14112	Q14112	NID2_HUMAN	NID2	Nidogen-2	8799.92	7315.61	7591.41		8490.16	8248.49		6463.76	6498.1	7170.33	7212.48	7296.39
Q14114	Q14114	LRP8_HUMAN	LRP8	Low-density lipoprotein receptor-related protein 8	2666.67		1604.68		2264.33	1964.02		2331.82	2716.41	3131.95	3574.78	3071.72
Q14116	Q14116	IL18_HUMAN	IL18	Interleukin-18	3836.39	7138.66	4345.71		5371.36	3375.89		27365.1	26586.8	27867.7	27366.9	27844
Q14118	Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	7300.22	7372.35	7296.91	39195.9	10616.2	9213.65		6839.87	7752.98	10900.2	8733.93	9984.38
Q14119	Q14119	VEZF1_HUMAN	VEZF1	Vascular endothelial zinc finger 1		1497.92	1386.5		1792.02	1791.65			1231.72	2155.27	1548.31	1683.13
Q14123	Q14123	PDE1C_HUMAN	PDE1C	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"	9846.03	11444.1	10065.1		10278.9	11024.9		15074.1	15910.3	15706.8	16840.9	13577.3
Q14126	Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	10997.9	11902.8	10326.1	201794	11328.8	12721.9		13768.5	14855	15723.9	15684.9	17218.3
Q14135	Q14135	VGLL4_HUMAN	VGLL4	Transcription cofactor vestigial-like protein 4	1081.16	1613.79	937.425		3272.25	1085.56		982.237	1271.22	2139.76	1121.9	1256.92
Q14137	Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	10613.7	10012.2	10699.9		12920.3	13299.7		11004.5	8419.86	11059.7	13252.7	11836.9
Q14139	Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	8537.77	8337.87	8531.58	43305.7	8475.89	9644.44		7411.4	7917.18	8103.8	8861.11	8478.99
Q14141	Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	9083.02	7213.71	8280.32		9077.31	8947.5		5874.55	5648.75	6985.78	9183.36	8317.24
Q14145	Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	6732.37	5861.98	7613.91		6911.03	7633.89		5910.41	6166.03	5620.51	6753.48	5943.46
Q14146	Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog	2774.02	3670.27	3630.16		2748.18	3624.08		3379.94	4605.65	3427.46	4420.49	3847.52
Q14147	Q14147	DHX34_HUMAN	DHX34	Probable ATP-dependent RNA helicase DHX34	1817.38	3049.55	1906.04		2377.79	2701.56		1491.44	2014.91	3152.62	2012.62	2872.99
Q14149	Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	2371.64	1845.86	2848.01		1984.95	2184.86		1863.33	2332.39	1745.76	2301.66	2029.05
Q14151	Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	15748.4	17531.9	15622.4	53649.1	15285.3	18500.9		18701.9	17492.1	14267.1	17239.9	16627.8
Q14152	Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	67210.4	75894.7	75560.4	108385	75988.4	68992		69197.8	69760.3	70929.6	72399.2	71809.2
Q14155	Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	13928.4	15587.1	14025.1	109421	15986	16040.7		13610.9	16015.3	20120.7	16420.2	18866.9
Q14156	Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A	2945.71	2980.51	3185.05		3323.13	3624.42		2405.93	2488.29	3238.08	3320.07	4022.73
Q14157	Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	32560.1	37254.8	32599.9	54757.2	48623.7	35789.3		30409.4	33915.5	42192.7	37397.2	42205
Q14160	Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	26827.8	24256.4	23224.7	64620.8	23880.4	23467		27616.4	24911.7	24019.6	27483.1	23537.6
Q14161	Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	11616	15018.1	12198.2	18764	12368.4	10928		11022.7	12611.5	11965.2	9971.19	12612.6
Q14165	Q14165	MLEC_HUMAN	MLEC	Malectin	85419.8	70424.5	77729.4	145444	74467.1	65363.8		61946.4	62604.5	68359.8	67317.9	60930.2
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	26760.3	21813.4	27380.4		30047.4	30268.4		23679.9	26273.8	31978	32263.3	31414.1
Q14168	Q14168	MPP2_HUMAN	MPP2	MAGUK p55 subfamily member 2	8865.77	7817.61	7832.9		8036.15	7583.13		8762.84	7541.16	7538.85	7704.09	5522.64
Q14181	Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B	3615.4	4757.16	2985.84		2302.92	2629.81		4635.53	4515.56	4188.43	2895.06	3005.97
Q14185	Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	11531.8	12577.1	13006.1	1.24E+06	12060.8	12994		11704.9	10904.4	11556.8	12167	12120.7
Q14186	Q14186	TFDP1_HUMAN	TFDP1	Transcription factor Dp-1	3008.62	2897.71	2052.14		3114.46	2858.24		1154.25		2248.66	2558	2074.08
Q14191	Q14191	WRN_HUMAN	WRN	Werner syndrome ATP-dependent helicase	1172.78	796.869			617.849	526.853		755.997	319.469	1271.01	993.133	792.229
Q14192	Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	34561.6	47013.3	33063.2	46205	40830.3	28150.1		37138.8	53163.8	43452.4	31569.2	44034.2
Q14194	Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	56979.8	61602.4	60199.1	57284.3	59050.9	48930.6		60952.4	62782.2	58715	53687.9	55864.6
Q14195	Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	273339	322954	285253	178846	382940	306614		260463	287681	346754	309250	324016
Q14197	Q14197	ICT1_HUMAN	MRPL58	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"	17568.1	19766.9	21536.3	23557.3	19102.7	17604		25504	24901.8	22951.2	28297.6	22810.3
Q14202	Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3	2882.03	3429.37	2821.52		2676.66	2041		4962.9	4589.91	4482.5	4340.58	3742.29
Q14203	Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	48092.8	46919.7	48277.4	71006.4	52606.1	51967.7		41312	47205.5	51222.3	48178.9	49676.8
Q14204	Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	175796	165897	188053	212160	169166	183069		173031	169934	173618	179342	172901
Q14206	Q14206	RCAN2_HUMAN	RCAN2	Calcipressin-2	2334.02	2279.57	4315.13		1888.6	1686.74		714.957			550.808	
Q14232	Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	12991.8	13427.2	14506.2		13093.5	13091.2		13555.5	12924.1	13323.4	11915.3	11566.7
Q14240	Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	24243.5	20674.6	28199.5	112143	26358.5	24993.1		19160	20547	21692.8	20334.6	19747.6
Q14241	Q14241	ELOA1_HUMAN	ELOA	Elongin-A	3037.21	2200.58	2035.56		2238	3556.2		2714.5	2232.23	2963.25	2584.82	3331.94
Q14244	Q14244	MAP7_HUMAN	MAP7	Ensconsin	2656.04	3206.23	2763.91		2118.77	2317.83		2132.51	2757.39	2225.62	3018.03	2355.44
Q14247	Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	114394	144556	119247	150567	145318	115886		122905	137335	129939	123782	130876
Q14249	Q14249	NUCG_HUMAN	ENDOG	"Endonuclease G, mitochondrial"	10244.9	8625.43	10123.6	38536.9	10155.6	10288.8		6381.43	8652.43	8081.37	9342.52	7708.78
Q14254	Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	34236.3	23892.7	29632.2	92407.2	26753.6	27258.7		27290.3	23045	24525.2	28565.3	23490.5
Q14257	Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	76809.1	85423.9	79355.3	108795	98553.7	89103.2		114546	119214	122517	139386	120391
Q14258	Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	23323.8	21166.3	25158.1	30623.6	23749.2	26082		15304.2	14870.7	16121.1	16929.6	16239.5
Q14296	Q14296	FASTK_HUMAN	FASTK	Fas-activated serine/threonine kinase	11413.9		411.652		189.698	203.184			450.878	254.747	461.644	295.903
Q14315	Q14315	FLNC_HUMAN	FLNC	Filamin-C	276449	249145	279902	297755	253987	255309		224328	229890	236027	234437	228633
Q14318	Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	22974.9	19503.1	19931	78614.6	20517.5	22569.9		23492.9	24011	19574.4	23435.3	19832.4
Q14320	Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	10431	15217.9	12560.6		16284.9	12027.5		16592.3	15791.3	17321.2	17204.3	15481
Q14331	Q14331	FRG1_HUMAN	FRG1	Protein FRG1	2067.4	1923.26	2075.1		2646.12	2463.53		2111.94	1603.33	2332.49	2335.5	2800.25
Q14332	Q14332	FZD2_HUMAN	FZD2	Frizzled-2	13159.6	13516.1	11091.9	26322.9	12138.8	8789.37		16265.2	14469.2	12257.5	12172.6	11998.5
Q14344	Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	35010	32065.4	32366		36653.4	37990.7		39882.4	34616.2	36870.6	38529.4	37429.1
Q14353	Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	7452.37	14347.1	7937.45		31270.2	18347.3		8850.91	14604.1	30198.5	25202	25404.8
Q14376	Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	13366.7	17462.6	17239.9		15320.8	15366.4		15782.5	20160.9	19063.5	16986.2	16504.8
Q14393	Q14393	GAS6_HUMAN	GAS6	Growth arrest-specific protein 6	2666.76	2370.89	2901.34		3265.74	3270.52		2816.12	2110	2416.61	3743.78	3061.78
Q14432	Q14432	PDE3A_HUMAN	PDE3A	"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"	2338.16	1570.45	1842.01		2138.14	2655.96		1227.74	1143.94	1317.26	1489.9	1960.16
Q14435	Q14435	GALT3_HUMAN	GALNT3	Polypeptide N-acetylgalactosaminyltransferase 3	1372.94		1217.93			1454.69					1014.66	
Q14439	Q14439	GP176_HUMAN	GPR176	G-protein coupled receptor 176	2591.95	2036.05	1934.03		3024.18	3840.51		3055.85	2051.99	1795.71	2408.8	2755.82
Q14444	Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	147940	245074	165249	159667	236755	154866		191138	247043	230973	191853	225673
Q14449	Q14449	GRB14_HUMAN	GRB14	Growth factor receptor-bound protein 14		729.777				665.456		1083.77	1563.29	1949.03	1831.63	1343.38
Q14457	Q14457	BECN1_HUMAN	BECN1	Beclin-1	4239.89	5126.02	3950.98		5824.51	7037.54		3943.17	4282.73	5227.81	5788.72	6357.47
Q14493	Q14493	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein	1722.08	1518.51	1813.34		1757.4	1165.63		2235.54	2595.75	2542.51	2186.5	2052.1
Q14498	Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	41844.8	38704.2	45884.4	76573.7	41929	44912.8		34793.9	36616.5	39125.7	41815.3	41492.3
Q14511	Q14511	CASL_HUMAN	NEDD9	Enhancer of filamentation 1	2116.46	1708.68	1725.01		1452.91	2216.76		2056.3	2085.44	2487.87	2770.47	2769.64
Q14517	Q14517	FAT1_HUMAN	FAT1	Protocadherin Fat 1	14949.6	11514.4	14047.3		12407.2	13369.4		20896.7	20649	19276.6	22910.8	20010.5
Q14520	Q14520	HABP2_HUMAN	HABP2	Hyaluronan-binding protein 2	2605.7	2311.53	1585.42		3963.13	3558.85		2241.67	2114.9	4312.87	3609.03	3663.26
Q14527	Q14527	HLTF_HUMAN	HLTF	Helicase-like transcription factor	6007.43	4998.69	4722.75		5528.7	6244.95		4249.66	3228.6	5257.42	5888.58	4635.2
Q14534	Q14534	ERG1_HUMAN	SQLE	Squalene monooxygenase	3443.64	2056.36	3441.59		4006.28	4055.69		2342.99	2641.44	4811.11	4643.79	5282.76
Q14542	Q14542	S29A2_HUMAN	SLC29A2	Equilibrative nucleoside transporter 2	634.693	448.936	727.087		851.441	865.413				710.772	1157.35	1326.65
Q14554	Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	21232.5	15616.3	18136	60380.8	18520.6	16769.5		21680.4	19044.9	17910.9	19533.5	18870.7
Q14558	Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	2774.72	2802.83	2553.3		2873.87	2665.79		2500.81	3406.15	3129.48	3299.34	3346.61
Q14562	Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	1322.55	542.852	1545.06		1643.76	2265.4		2156.72	1203.72	1554.52	1385.12	1691.88
Q14566	Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	9135.85	9220.75	10844.2	15749	10546.8	9864.17		13305.8	13034.7	14549.5	15759.1	14291.4
Q14571	Q14571	ITPR2_HUMAN	ITPR2	"Inositol 1,4,5-trisphosphate receptor type 2"	8559.12	6831.07	8290.55		6594.17	8067.7		8379.04	5967.84	5676.78	8090.05	5539.13
Q14573	Q14573	ITPR3_HUMAN	ITPR3	"Inositol 1,4,5-trisphosphate receptor type 3"	2497.86		2164.51		2273.91	2620.12		868.484	1911.92		2514.04	1738.19
Q14592	Q14592	ZN460_HUMAN	ZNF460	Zinc finger protein 460	2498.51	2280.53	2482.78		3257.46	2907.23		2926.79	1924.13	2481.29	2170.24	2833.92
Q14642	Q14642	I5P1_HUMAN	INPP5A	Inositol polyphosphate-5-phosphatase A	2535.63	1303.54	2624.11		2157.31	2700.34		1760.87	2737.53	1859.73	2199.47	1869.22
Q14643	Q14643	ITPR1_HUMAN	ITPR1	"Inositol 1,4,5-trisphosphate receptor type 1"	6431.97	3800.74	5368.58		4899.91	6107.34		3163.01	3279.77	2701.19	3667.4	2810.47
Q14644	Q14644	RASA3_HUMAN	RASA3	Ras GTPase-activating protein 3	7896.89	6106.45	6798.51		6780.86	6365.66		5936.48	5699.18	5750.55	6114.78	5798.82
Q14651	Q14651	PLSI_HUMAN	PLS1	Plastin-1	9052.58	9525.06	9056.35		10712	9963.09		13454	14371.8	15280.3	12752.1	14771
Q14653	Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3	12238	17059.2	12047		17279.9	12148.1		12095.8	15444.6	14076.5	11034.7	13477.6
Q14667	Q14667	K0100_HUMAN	KIAA0100	Protein KIAA0100	1135.49	2020.39	2482.91		1828.05	2344.91		1699.27	1286.64	1827.97	1898.63	2484.19
Q14669	Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	12975.4	11721	12116.6		12495.1	11466		11729.3	10747.5	11319.4	12269.6	11371.6
Q14671	Q8TB72;Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	10857.6	15303.6	12974.1		16108.5	13452.3		13387.2	13634.3	15083.2	14552.8	15728.6
Q14676	Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1	24954.9	16435.7	23290.2		25448.5	25208.3		22867.2	20895.8	24160.8	25186.5	25977.8
Q14677	Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	17226	20065.6	17282.1	40294.1	21719.2	20095.2		17912.8	16463.2	20877.3	20337.2	20249.6
Q14678	Q14678	KANK1_HUMAN	KANK1	KN motif and ankyrin repeat domain-containing protein 1	4271.65	3380.62	3024.18		3676.41	4131.63		3505.7	3071.72	3067.17	3692.23	3453.19
Q14680	Q14680	MELK_HUMAN	MELK	Maternal embryonic leucine zipper kinase					1155.43	680.572				1083.21	1118.28	1215.18
Q14681	Q14681	KCTD2_HUMAN	KCTD2	BTB/POZ domain-containing protein KCTD2	762.815	801.095	477.532		611.254	793.952		899.913		430.713	693.258	1009.55
Q14683	Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	13923.5	12149.2	13541.8	41020	11460.6	11932.1		13620.3	11954.4	10484.8	14200	11520.2
Q14684	Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B	12052.7	10244.5	13504.3		11495.5	12512		10331.9	9265.81	9642.44	11229.5	9844.37
Q14686	Q14686	NCOA6_HUMAN	NCOA6	Nuclear receptor coactivator 6	1793.82	1139.01	2044.84		2211.73	1903.96		1182.73	1806.65	1821.81	1562.31	2015.59
Q14687	Q14687	GSE1_HUMAN	GSE1	Genetic suppressor element 1	827.09	2265.47			1092.95	1340.32		738.316	1228.38	2102.5	2087.95	1687.84
Q14689	Q14689	DIP2A_HUMAN	DIP2A	Disco-interacting protein 2 homolog A	2358.02	1253.33	1759.41		2360.93	2747.47		1134.73	830.391	2700.29	2664.29	2928.11
Q14690	Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	16224.8	11188.1	16128.7	95249.2	14063.6	16953		13777.9	13342.3	12151.1	18250.4	13120.5
Q14691	Q14691	PSF1_HUMAN	GINS1	DNA replication complex GINS protein PSF1	428.845		291.408		363.907	434.115		451.058			590.188	560.252
Q14692	Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	12170.5	10836.8	11182.2		10923.3	12059.2		13393.2	11773.5	10900.2	14025.5	10217
Q14693	Q14693	LPIN1_HUMAN	LPIN1	Phosphatidate phosphatase LPIN1	16964.1	14387.4	16887.2		14913	15391.6		10648.8	13116.1	10831.6	10461.8	9161.68
Q14694	Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	33135.5	28116.3	31718.7	175705	32448.7	33781.3		26768.9	28131.9	30568.5	28101.2	27788.4
Q14696	Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	45605.1	60708.9	47678.9		63762.1	44534.1		66669.9	60160.9	61767.9	69960.7	60059.6
Q14697	Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	232694	244629	260302	276537	274263	231931		251947	249971	282728	262212	267180
Q14699	Q14699	RFTN1_HUMAN	RFTN1	Raftlin	19643.1	17024.5	21205	9294.11	20927.3	20660.2		16916.5	18930.3	20072.9	20378.3	20803.4
Q14728	Q14728	MFS10_HUMAN	MFSD10	Major facilitator superfamily domain-containing protein 10	25920	14133	24451.5		14790.2	18020.3		23858.5	15969.8	14355.5	22128.8	14294.7
Q14738	Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	14923.2	17290.4	18888.9	19657.3	18938.7	16900.4		15257	16161.4	17194.7	15950.2	15674.9
Q14739	Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	36738.4	28348.4	33866.9	34687.9	29714.3	32289.5		46420.2	33500	30068.4	45246.2	31966.4
Q14746	Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	2979.56	4595.79	4051.8		5408.85	3721.54		3118.82	3862.59	4725.33	4631.56	4782.1
Q14764	Q14764	MVP_HUMAN	MVP	Major vault protein	191652	199425	210916	230431	206179	182010		139552	148979	140496	133772	135054
Q14766	Q14766	LTBP1_HUMAN	LTBP1	Latent-transforming growth factor beta-binding protein 1	5164.96	5114.65	4534.41		5538.18	5307.56		8400.92	7374.22	8333.46	9315.31	8022.78
Q14767	Q14767	LTBP2_HUMAN	LTBP2	Latent-transforming growth factor beta-binding protein 2	9673.99	9718.83	8523.2		9665.68	8495.38		3739.8	4699.32	3519.09	4154.64	4803.54
Q14789	Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	13678.7	11029.3	11982.1	98638.4	11692.1	11893.2		13453.3	12933.7	12467.6	14011.3	12571.1
Q14790	Q14790	CASP8_HUMAN	CASP8	Caspase-8	2418.4	2156.27	3168.45		4679.26	4205.29		1933.41	2692.52	4736.31	4329.65	4516.59
Q147X3	Q147X3	NAA30_HUMAN	NAA30	N-alpha-acetyltransferase 30	5996.78	3004.06	4839.14	21179.8	5990.83	7921.03		5057.97	3935.24	6219	6930.84	5950.29
Q14807	Q14807	KIF22_HUMAN	KIF22	Kinesin-like protein KIF22	1663.41	1809.19	1623.98					1288.24	1710.93	1923.22	1775.36	1455.64
Q14814	Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	3491.17	3051.06	3194.03		4027.88	2926.37		2484.3	3994.13	3651.3	3698.89	4209.92
Q14839	Q14839;Q8TDI0	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	19653.1	19062.4	21612.7	20452	19759.5	22458.2		23166.6	20621.3	20543.3	25182.2	21949.2
Q14847	Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	140905	179525	133560	81319.7	193060	136599		116228	160920	173212	131572	182024
Q14849	Q14849	STAR3_HUMAN	STARD3	StAR-related lipid transfer protein 3	2052.97		1997.57		754.263	1435.92			1375.37	1325.41	1490.16	1334.51
