Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-53_3748.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-66_3767.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-83_3774.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q8N0X4	Q8N0X4	CLYBL_HUMAN	CLYBL	Citramalyl-CoA lyase, mitochondrial																																								741.408	865.968	904.103	938.748	1001	962.367
Q8N0X7	Q8N0X7	SPART_HUMAN	SPART	Spartin	32379.1		12933.4	9940.32	2689.85				9365.22						7042.25						7262.17	25482.5													4762.29					2507.44	1920.95	2549.82	1864.92	1513.7	1601.47
Q8N0Z3	Q8N0Z3	SPICE_HUMAN	SPICE1	Spindle and centriole-associated protein 1																																								259.954	319.135	391.096	254.12	273.976	292.522
Q8N0Z6	Q8N0Z6	TTC5_HUMAN	TTC5	Tetratricopeptide repeat protein 5					1620.2																												1468.63							832.932	1011.04	1170.75	1079.28	827.782	1052.27
Q8N0Z8	Q8N0Z8	PUSL1_HUMAN	PUSL1	tRNA pseudouridine synthase-like 1																																								348.627	306.918	553.919	384.505	569.545	502.013
Q8N108	Q8N108	MIER1_HUMAN	MIER1	Mesoderm induction early response protein 1																						1411.15																		267.775	432.997	459.795	382.085	288.831	349.278
Q8N111	Q8N111	CEND_HUMAN	CEND1	Cell cycle exit and neuronal differentiation protein 1																																								1776.87	1873.81	2708.52	3673.89	2691.28	2983.3
Q8N122	Q8N122	RPTOR_HUMAN	RPTOR	Regulatory-associated protein of mTOR									1250.38						3304.69																									955.749	941.076	1240.44	948.98	853.052	1040.49
Q8N128	Q8N128	F177A_HUMAN	FAM177A1	Protein FAM177A1	2444.47				1336.58		2018.98				3663.03				764.346					1810.68				2470.06								1632.23	1399.71							1677.27	2194.5	2529.25	2644.4	2183.66	2697.27
Q8N129	Q8N129	CNPY4_HUMAN	CNPY4	Protein canopy homolog 4	4924.9		1556.29	6679.82				6449.85	4989.73		3419.77				4079.49		5599.1	2622.98		6226.96	3857.04	3598.54	4947.15	5654.2	6026.32	7043.87	5041.05				5816.64				4256.14			5966.66	3027.34	788.057	1116.87	1501.64	1526.13	1086.82	1405.51
Q8N131	Q8N131	PORIM_HUMAN	TMEM123	Porimin	4540.34		1871.32		4715.61		8733.98		7929.57	5722.06	7193.81				3081.53		7359.67	4835.71		4851			1144.26	7087.99	5379.49	4078.7					3979.17	1664.6	3887.52			4988.96	1959.4	3906.6		5683.91	4751.27	4788.19	6220.57	4479.23	4531.47
Q8N138	Q8N138;Q9P0S3	ORML3_HUMAN	ORMDL3	ORM1-like protein 3																	2055.01																				2062.51	2615.93		2250.43	2019	2483.29	2062.52	2926.61	2017.48
Q8N163	Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	5354.01	5356.35	8205.25	5781.96	5781	7394.31	6102.57	5971.51	5568.12	4774.33	5743.87	7955.23	6483.4	6944.02	4236.2		6567.48	7036.23	9807.16	6635.81	6714.03	3876.92	4467.12	5797.08	5813.87	3479.32	2784.95	4710.21		8445.77	6376.51	7599.78	8766.82		5667.37	4553.91	5506.57	2944.47	6745.48	4099.79	5177.7	5758.59	5992.59	5835.59	6389.1
Q8N183	Q8N183	NDUF2_HUMAN	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2			2581.95		4809.89		1593.31		2417.44					4248.54	3648.55							2555.52		7250.96		7545.19	6752.38	3155.88									6276.73	7289.11		2081.95	4218.73	2727.09	4667.32	3911.62	5406.95
Q8N1B4	Q8N1B4	VPS52_HUMAN	VPS52	Vacuolar protein sorting-associated protein 52 homolog			4373.37		3259.19	3285.09		5767.68	4199.12						4768.93			5549.97		3535.43		5307.25																	3984.55	770.639	747.545	1435.76	922.799	864.069	839.553
Q8N1F7	Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	7149.06	16623.1	9118.6	7036.48	7495.8	9857.19	6022.24	4553.1	5406.25	10311.2	11263.5	8628.74	5979.77	7136.57	4968.38		8378.6	9591.66	7529.68	9753.18	7465.81	6729.94	7488.04	3651.37	8429.61	18079.9	5330.03	6326.39		11185.1	6391.65	7409.15	11232.1		6724.53	3198.07	7490.38	5911.44	9447.53	4136.03	3497.47	4424.25	3918.17	3758.99	3539
Q8N1F8	Q8N1F8	S11IP_HUMAN	STK11IP	Serine/threonine-protein kinase 11-interacting protein																																								1013.87	1135.27	1463.32	1205.84	1297.7	1265.26
Q8N1G0	Q8N1G0	ZN687_HUMAN	ZNF687	Zinc finger protein 687																																								533.514	525.869	567.089	493.614	687.788	643.168
Q8N1G2	Q8N1G2	CMTR1_HUMAN	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	1970.02			5188.37					4070.13	5312.79										6921.36	3478.91	4254.46													4481.32					1716.96	1644.83	1738.15	1785.28	1792.11	1814.67
Q8N1G4	Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	7978.61	5034	8054.1	7356.29	7738.01	6599.34	9394.18	8966.35	9102.81	6242.69	8578.25	5959.83	4680.36		8249.87			6659.54	5255.66	6685	9190.54	10692.1	5938.42		10484.1	7321.85	4409.42	8922.02		9217.75	7610.15	7927.46	6960.25		7486.1		10356		6971.27	7718.74	6163.21	4674.62	5920.13	6159.5	4890.49
Q8N1I0	Q8N1I0	DOCK4_HUMAN	DOCK4	Dedicator of cytokinesis protein 4																																								736.361	799.046	1054.96	478.909	497.702	600.475
Q8N1N4	Q8N1N4;CONT|Q8N1N4|K2C78_HUMAN	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	7227.22	12843	10386.8	7743.65	9409.55	10722.6	6940.08	10293.6	5093.31	5001.47	16703.3	18171	14730	17612.4	5215.41	7196.67	11818.9	12352.3	12741.3	8453.39	7074.09	11317.8	11406.8	7646.07	10609.2	11163.6	8747.32	11356.9	12058.4	15674.1	10796.5	5279.16	9228.42	17087	5713.38	14087.8	5669.18	7026.21	10153.7	205.878	474.701		556.863	1602	681.685
Q8N1Q1	Q8N1Q1	CAH13_HUMAN	CA13	Carbonic anhydrase 13																																								897.864	773.697	759.396	466.901	518.057	456.442
Q8N1S5	Q8N1S5	S39AB_HUMAN	SLC39A11	Zinc transporter ZIP11																																					1140.75			336.888	271.041	118.065	250.758	289.229	269.399
Q8N201	Q8N201	INT1_HUMAN	INTS1	Integrator complex subunit 1		6134.34			12097			12061.3	11241.1		3465.37		6094.61		3380.56			4768.19	7369.96	7087.65	9286.88	5931.31	9265.85		4946.03	5224.83	10733.5			8703.75	7017.74	8111.27	5143.74		5701.02					4808.72	4175.29	6480.72	4718.43	5231.46	5316.14
Q8N257	P23527;Q99880;Q6DN03;Q99879;Q16778;Q8N257;Q93079;P58876;Q6DRA6;O60814;Q99877;P62807;P06899;Q5QNW6;P33778	H2B3B_HUMAN	H2BU1	Histone H2B type 3-B	47370.1	40648	63839.4	96867.2	95380.4	59497.2	88767.6	28280	164335	69593.9	68712.4	51946.1	34545	71986.9	76286.9		90075.1	84039.2	46827.9	168834	75054.9	80117.7	94913.4	78406.8	41352	49030.4	35450.1	87142.9		68699.2	95933.2	76362.2	98534.2		56544.4	96205.5	61134	85117.2	60956.5	49700.1	54438.3	30800.3	53673.8	68474	44308.2
Q8N2F6	Q8N2F6	ARM10_HUMAN	ARMC10	Armadillo repeat-containing protein 10									2319.76																								2911.37					3376.85		3401.21	3107.67	2250.47	3236.98	3195.06	3366.72
Q8N2G4	Q8N2G4	LYPD1_HUMAN	LYPD1	Ly6/PLAUR domain-containing protein 1																																									364.06		1228.71	855.953	1445.16
Q8N2G6	Q8N2G6	ZCH24_HUMAN	ZCCHC24	Zinc finger CCHC domain-containing protein 24																																								728.115	719.218	775.547	591.843	604.121	689.836
Q8N2G8	Q8N2G8	GHDC_HUMAN	GHDC	GH3 domain-containing protein					1131.72				812.343						2638.38		1932.8										1739.17											4293.95		1679.45	1115.97	1709.65	1270.02	1490.62	1279.77
Q8N2H3	Q8N2H3	PYRD2_HUMAN	PYROXD2	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2																																								1017.49	1197.05	1290.6	1415.52	1708.68	1598.45
Q8N2K0	Q8N2K0	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12	3585.89	4620.05	6108.69		4513.34	3988.05	4900.75	9543.63	4070.36						4705.21		3793.99	4593.24		8329.56		6899.55		5242.7			6884.61	1437.36			5379.2				1213.44			9611.83		3564.12	2958.13	3932.99	4178.54	4653.3	4479.03
Q8N2K1	Q8N2K1	UB2J2_HUMAN	UBE2J2	Ubiquitin-conjugating enzyme E2 J2																																								3241.07	4966.06	7356.08	6541.82	5829.18	6362
Q8N2M8	Q8N2M8	CLASR_HUMAN	CLASRP	CLK4-associating serine/arginine rich protein																																								337.986	559.49	702.744	647.098	612.396	835.589
Q8N2Q7	Q8NFZ4;Q8N2Q7;Q8N0W4;Q8NFZ3	NLGN1_HUMAN	NLGN1	Neuroligin-1																																								2790.99	4436.95	7152.7	5905.58	5265.83	6007.11
Q8N2U9	Q8N2U9	S66A2_HUMAN	SLC66A2	Solute carrier family 66 member 2																																								37.5814	111.538	168.96	74.2418	84.5804	106.762
Q8N302	Q8N302	AGGF1_HUMAN	AGGF1	Angiogenic factor with G patch and FHA domains 1																																								425.676	372.701	438.593	487.846	231.978	466.722
Q8N335	Q8N335	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein						8512.71	3954.39			10378					3418.03										4971.46	5414.94	6893.87								4097.95		5927.15		2897.24	3224.52	2821.99	2324.38	2617.4	2298.23	2503.77
Q8N350	Q8N350	CBARP_HUMAN	CBARP	Voltage-dependent calcium channel beta subunit-associated regulatory protein																																								880.639	1056.39	948.191	1027.55	850.653	1005.87
Q8N357	Q8N357	S35F6_HUMAN	SLC35F6	Solute carrier family 35 member F6																																								2845.84	3364.67	3485.75	3311.11	3513.22	4167.76
Q8N370	Q8N370	LAT4_HUMAN	SLC43A2	Large neutral amino acids transporter small subunit 4																																								303.173	211.995	335.832	422.548	492.109	411.503
Q8N392	Q8N392	RHG18_HUMAN	ARHGAP18	Rho GTPase-activating protein 18	8334.6			4611.8																							2332.66								5786.77					2198	2338.11	3025.91	2922.1	2555.93	2938.17
Q8N3C0	Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3	4777.4		6140.72	3319.24	3982.45	3605.73	3223.52	4200.43	3963.62	21439.4	7913.57	5095.86	10113		4057.97			11109.4	13361.7	7490.7	6076.12	3923.8				4463.04	3600.59	7543.27		11952.1	4538.36	13579.9	5759.09		4712.74		5075.89	10688.3	8407.02	1952.77	1658.99	2180.28	1809.03	1809.44	2196.44
Q8N3D4	Q8N3D4	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1																																								1033.64	954.12	1528.89	940.507	854.959	903.184
Q8N3E9	Q8N3E9	PLCD3_HUMAN	PLCD3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3																																								2492.66	2541.15	3411.15	2918.15	2707.39	3128.36
Q8N3F8	Q8N3F8	MILK1_HUMAN	MICALL1	MICAL-like protein 1																																								1235.04	1618.5	1705.64	2286.85	1875.14	2603.66
Q8N3P4	Q8N3P4	VPS8_HUMAN	VPS8	Vacuolar protein sorting-associated protein 8 homolog				1751.47																															1441.34					1095	920.014	1264.47	809.574	867.684	987.954
Q8N3R3	Q8N3R3	TCAIM_HUMAN	TCAIM	T-cell activation inhibitor, mitochondrial																																								120.988	196.538	229.469	190.322	327.154	179.275
Q8N3R9	Q8N3R9	PALS1_HUMAN	PALS1	Protein PALS1																																			2430.57					781.392	957.775	1165.24	1063.29	951.441	1224.81
Q8N3U4	Q8WVM7;Q8N3U4	STAG2_HUMAN	STAG2	Cohesin subunit SA-2																																								1074.62	908.179	1420.36	948.49	1156.56	1011.95
Q8N3V7	Q8N3V7	SYNPO_HUMAN	SYNPO	Synaptopodin							6154.95										4607.56						3014.24					4115.45				5113.18								1478.03	2344.1	2153.97	3222.99	2866.78	3523.97
Q8N3X1	Q8N3X1	FNBP4_HUMAN	FNBP4	Formin-binding protein 4																																6522.1								1026.81	1011.78	1304.56	1122.97	1086.24	1349.01
Q8N3Y1	Q8N3Y1	FBXW8_HUMAN	FBXW8	F-box/WD repeat-containing protein 8																																								486.088	698.875	850.086	548.738	523.356	673.954
Q8N441	Q8N441	FGRL1_HUMAN	FGFRL1	Fibroblast growth factor receptor-like 1																																								420.764	512.189		447.286	308.433	503.313
Q8N442	Q8N442	GUF1_HUMAN	GUF1	Translation factor GUF1, mitochondrial																																								294.19	189.238	451.76	706.773	785.955	809.993
Q8N465	Q8N465	D2HDH_HUMAN	D2HGDH	D-2-hydroxyglutarate dehydrogenase, mitochondrial																																								705.968	640.406	927.057	1086.18	1114.42	1224.42
Q8N474	Q8N474	SFRP1_HUMAN	SFRP1	Secreted frizzled-related protein 1																																								370.998	404.394	231.598	718.061	563.716	616.832
Q8N488	Q8N488	RYBP_HUMAN	RYBP	RING1 and YY1-binding protein																																								260.387	562.354	1096.59	562.402	575.551	884.186
Q8N4A0	Q8N4A0	GALT4_HUMAN	GALNT4	Polypeptide N-acetylgalactosaminyltransferase 4																																								632.033	636.59	985.001	721.221	634.247	744.027
Q8N4B1	Q8N4B1	SESQ1_HUMAN	PHETA1	Sesquipedalian-1																																									328.348	643.844	429.283	374.932	439.276
Q8N4C8	Q8N4C8	MINK1_HUMAN	MINK1	Misshapen-like kinase 1									2653.85																															656.341	896.504	972.112	1041.1	843.139	1049.98
Q8N4H5	Q8N4H5	TOM5_HUMAN	TOMM5	Mitochondrial import receptor subunit TOM5 homolog									4043.91															12543.8			8124.16	11772.9							10609.2			7457.45		3402.92	4198.48	1249.99	3889.02	3804.47	3355.6
Q8N4L2	Q8N4L2	PP4P2_HUMAN	PIP4P2	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase																																								1159.71	819.421	1600.88	1302.25	1395.85	1277.14
Q8N4Q0	Q8N4Q0	PTGR3_HUMAN	ZADH2	Prostaglandin reductase 3																																								1195.7	1113.77	1396.18	801.463	1257.68	938.185
Q8N4T8	Q8N4T8	CBR4_HUMAN	CBR4	3-oxoacyl-[acyl-carrier-protein] reductase																																								2341.37	1456.42	2258.77	1809.99	2264.25	2069.3
Q8N4V1	Q8N4V1	EMC5_HUMAN	MMGT1	ER membrane protein complex subunit 5									4903.68																															4039.35	4411.88	6976.61	6369.55	5289.61	6717.12
Q8N4X5	Q8N4X5	AF1L2_HUMAN	AFAP1L2	Actin filament-associated protein 1-like 2																																								1409.09	1832.59	2027.3	613.542	474.598	644.382
Q8N511	Q8N511	TM199_HUMAN	TMEM199	Transmembrane protein 199																						3839.64																		2424.54	2340.5	3884.2	2753.62	2692.92	3086.25
Q8N543	Q8N543	OGFD1_HUMAN	OGFOD1	Prolyl 3-hydroxylase OGFOD1																										3613.64														735.814	835.738	666.701	970.833	769.012	797.426
Q8N556	Q8N556	AFAP1_HUMAN	AFAP1	Actin filament-associated protein 1	1511.31							8552.21			2750.9					11352											2266.97	2770.72			4430.42				4068.72					2398.3	2318.71	3025.93	2640.77	2892.17	2940.04
Q8N568	Q8N568	DCLK2_HUMAN	DCLK2	Serine/threonine-protein kinase DCLK2				5537.08																						632.496					2184.84	1582.57								664.656	534.856	744.315	1101.66	748.018	1125.62
Q8N573	Q8N573	OXR1_HUMAN	OXR1	Oxidation resistance protein 1				3345		30330.2			11626					63076.6			11811.1																							596.597	994.649	897.262	875.197	777.351	1124.48
Q8N584	Q8N584	TT39C_HUMAN	TTC39C	Tetratricopeptide repeat protein 39C	2039.79																																							640.818	671.581	655.217	1020.92	993.979	1154.38
Q8N5A5	Q8N5A5	ZGPAT_HUMAN	ZGPAT	Zinc finger CCCH-type with G patch domain-containing protein																								3218.28																1434.81	1272.12	1314.06	1504.91	1541.06	1532.43
Q8N5B7	Q8N5B7	CERS5_HUMAN	CERS5	Ceramide synthase 5						2357.76																																		2142.03	1515.88	1602.1	1740.4	2517.94	1523.75
Q8N5C6	Q8N5C6	SRBD1_HUMAN	SRBD1	S1 RNA-binding domain-containing protein 1																										4224.5														1699.63	1757.36	2231.11	1636.71	1898.92	2022.93
Q8N5C8	Q8N5C8	TAB3_HUMAN	TAB3	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3																																								70.8351	194.193	395.324	144.117	202.274	340.391
Q8N5G0	Q8N5G0	SIM20_HUMAN	SMIM20	Small integral membrane protein 20					2083.37																						710.465													1565.86	3513.54	2580.8	4612.02	3988.4	5105.33
Q8N5G2	Q8N5G2	MACOI_HUMAN	MACO1	Macoilin															1200.58																									759.492	745.19	951.651	752.086	972.562	850.572
Q8N5H3	Q8N5H3	LRA25_HUMAN	FAM89B	Leucine repeat adapter protein 25																																								1420.2	1247.06	1198.92	1218.86	646.764	1222.4
Q8N5I2	Q8N5I2	ARRD1_HUMAN	ARRDC1	Arrestin domain-containing protein 1																																								207.113	249.007	229.681	344.434	326.573	258.267
Q8N5I4	Q8N5I4	DHRSX_HUMAN	DHRSX	Dehydrogenase/reductase SDR family member on chromosome X															3138.61								1289.13												1311.61					503.141	438.683	882.68	449.307	297.541	388.656
Q8N5I9	Q8N5I9	NOPC1_HUMAN	NOPCHAP1	NOP protein chaperone 1									2952.07																										2650.14					413.36	800.109	767.191	1208.48	883.46	1247.92
Q8N5J2	Q8N5J2	MINY1_HUMAN	MINDY1	Ubiquitin carboxyl-terminal hydrolase MINDY-1																																								310.747	363.758	613.179	410.385	491.388	345.754
Q8N5K1	Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2			6933.64		2570.07		6556.66	2867.33				2687.29			6999.49		5187.95	3410.63		7625.9	9988.98	9595.29								3673.88		8555.9	4180.73		8019.71		2845.09	3839.19		2052.07	1926.35	1130.61	2166.97	2460.1	2068.9
Q8N5L8	Q8N5L8	RP25L_HUMAN	RPP25L	Ribonuclease P protein subunit p25-like protein						1989.13			2013.57						575.76																									2779.05	2154.48	2737.05	2434.34	2212.85	2480.71
Q8N5M1	Q8N5M1	ATPF2_HUMAN	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2																																								1195.36	1371.67	1943.11	2016.74	1707.91	1894.07
Q8N5M4	Q8N5M4	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	6047			3627.39	4249.81	4416.23			3581.34	2635.6										5992.16					5144.63	8551.28	2679.06	7954.98		5000.59	3553.01		3670.29		6320.87		6882.6		2780.02	1173.66	1732.96	3022.26	1861.16	1485.04	2154.96
Q8N5M9	Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1																																						5863.74		1892.13	1677.34	2368.13	2561.45	3148.88	3064.28
Q8N5N7	Q8N5N7	RM50_HUMAN	MRPL50	39S ribosomal protein L50, mitochondrial	4234.2				3485.55		4575.59											9278.27														5962.47				7927.9				653.535	1602.92	2225.49	2035.91	1633.31	1921.73
Q8N5P1	Q8N5P1	ZC3H8_HUMAN	ZC3H8	Zinc finger CCCH domain-containing protein 8																																								265.552	406.643	352.474	347.159	443.03	421.388
Q8N5R6	Q8N5R6	CCD33_HUMAN	CCDC33	Coiled-coil domain-containing protein 33			9264.53	12717.1	8401.22	8930.61	6530.64	9655.19	8801.41	2827.59		5290.7		6913.49								7715.44				5359.6	7462.31	6336.83			4749.67		7163.05		5796.22		8568.21			6971.21	9256.8	8039.16	6975.02	4741.79	6622.54
Q8N5Z0	Q8N5Z0	AADAT_HUMAN	AADAT	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial																																								400.805	368.404	747.994	547.821	591.936	597.929
Q8N612	Q8N612	FHI1B_HUMAN	FHIP1B	FHF complex subunit HOOK interacting protein 1B																																								936.494	862.47	1090.73	919.525	839.857	992.058
Q8N653	Q8N653	LZTR1_HUMAN	LZTR1	Leucine-zipper-like transcriptional regulator 1																																								305.949	290.236	437.898	382.231	378.046	273.266
Q8N668	Q8N668	COMD1_HUMAN	COMMD1	COMM domain-containing protein 1															987.586																									681.197	875.555	765.723	617.669	760.826	930.221
Q8N684	Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	8845.23		5467.02	2199.15	3978.43			3506.8	2901.83	5574.25	7042.5				4182.46		2539.98		3294.62	16646.9		3748.83		2863.95	16070.8	3528.58		3430.02		4691.7		5928.08	6938.37		4895.55		4761.98		4027	2797.66	2668.89	4039.67	3411.02	3051.12	4034.77
Q8N697	Q8N697	S15A4_HUMAN	SLC15A4	Solute carrier family 15 member 4																																								1783.24	712.734	1272.56	895.518	1371.72	982.497
Q8N6G6	Q8N6G6	ATL1_HUMAN	ADAMTSL1	ADAMTS-like protein 1																																								821.855	989.771	990.22	1100.07	1360.46	1196.15
Q8N6H7	Q8N6H7	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	2626.18	8776.89	5155.19	3440.37	4572.84	2742.25	4613.88	2418.17	7322.75	4053.62		8435.98	10579.4		7052.56				4385.65		2988.42	7043.17	8022.52		4716.34	4640.28	5573.19	4986.35		2821.33		8696.22	14913.5		5278.09		4415.16			2683.94	2990.52	3152.47	3132.86	2950.69	3382.24
Q8N6L1	Q8N6L1	KTAP2_HUMAN	KRTCAP2	Keratinocyte-associated protein 2																																								952.463	675.169	2435.18	890.248	1252.44	812.967
Q8N6M0	Q8N6M0	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B								1926.14							1213.68			2182			1743.22		5235.99												5126.95				2502.93	1996.34	2093.4	2710.89	2580.37	1927.18	2946.77
Q8N6M3	Q8N6M3	FITM2_HUMAN	FITM2	Acyl-coenzyme A diphosphatase FITM2																																								356.342	386.983	583.03	394.695	475.746	371.894
Q8N6N3	Q8N6N3	CA052_HUMAN	C1orf52	UPF0690 protein C1orf52																																									294.984	437.469	289.115	268.468	466.708
Q8N6N7	Q8N6N7	ACBD7_HUMAN	ACBD7	Acyl-CoA-binding domain-containing protein 7																																								191.167	254.274	306.255	1570.05	1194.56	1812.58
Q8N6R0	Q8N6R0	EFNMT_HUMAN	METTL13	eEF1A lysine and N-terminal methyltransferase					7467.26																					18085.2														2132.12	2065.34	2425.58	2110.21	1893.28	1823.61
