Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_33_1_1 Spectral Count	female_33_2_2 Spectral Count	female_33_3_3 Spectral Count	female_37_1_1 Spectral Count	female_37_2_2 Spectral Count	female_37_3_3 Spectral Count	male_33_1_1 Spectral Count	male_33_2_2 Spectral Count	male_33_3_3 Spectral Count	male_37_1_1 Spectral Count	male_37_2_2 Spectral Count	male_37_3_3 Spectral Count	female_33_1_1 Unique Spectral Count	female_33_2_2 Unique Spectral Count	female_33_3_3 Unique Spectral Count	female_37_1_1 Unique Spectral Count	female_37_2_2 Unique Spectral Count	female_37_3_3 Unique Spectral Count	male_33_1_1 Unique Spectral Count	male_33_2_2 Unique Spectral Count	male_33_3_3 Unique Spectral Count	male_37_1_1 Unique Spectral Count	male_37_2_2 Unique Spectral Count	male_37_3_3 Unique Spectral Count	female_33_1_1 Total Spectral Count	female_33_2_2 Total Spectral Count	female_33_3_3 Total Spectral Count	female_37_1_1 Total Spectral Count	female_37_2_2 Total Spectral Count	female_37_3_3 Total Spectral Count	male_33_1_1 Total Spectral Count	male_33_2_2 Total Spectral Count	male_33_3_3 Total Spectral Count	male_37_1_1 Total Spectral Count	male_37_2_2 Total Spectral Count	male_37_3_3 Total Spectral Count	female_33_1_1 Intensity	female_33_2_2 Intensity	female_33_3_3 Intensity	female_37_1_1 Intensity	female_37_2_2 Intensity	female_37_3_3 Intensity	male_33_1_1 Intensity	male_33_2_2 Intensity	male_33_3_3 Intensity	male_37_1_1 Intensity	male_37_2_2 Intensity	male_37_3_3 Intensity	female_33_1_1 MaxLFQ Intensity	female_33_2_2 MaxLFQ Intensity	female_33_3_3 MaxLFQ Intensity	female_37_1_1 MaxLFQ Intensity	female_37_2_2 MaxLFQ Intensity	female_37_3_3 MaxLFQ Intensity	male_33_1_1 MaxLFQ Intensity	male_33_2_2 MaxLFQ Intensity	male_33_3_3 MaxLFQ Intensity	male_37_1_1 MaxLFQ Intensity	male_37_2_2 MaxLFQ Intensity	male_37_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q14558|KPRA_HUMAN	Q14558	KPRA_HUMAN	PRPSAP1	356	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.0	0.999	8	31	31	45	0	7	4	0	2	2	6	5	2	0	1	2	0	7	4	0	2	2	6	5	2	0	1	2	1	8	5	1	3	4	8	5	4	1	2	3	0.0	8.855296E7	6.6266276E7	0.0	6193831.0	2.4934452E7	4.3039488E7	9.7273728E7	7.1149728E7	0.0	1.2263259E7	2.8380486E7	0.0	3.6017612E7	2.6552902E7	0.0	0.0	1.4829945E7	2.8395714E7	4.5414816E7	4.6730372E7	0.0	0.0	0.0	
sp|Q14562|DHX8_HUMAN	Q14562	DHX8_HUMAN	DHX8	1220	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX8	1.0	0.999	8	7	7	30	0	0	2	0	0	0	1	0	0	3	1	0	0	0	2	0	0	0	1	0	0	3	1	0	2	1	5	2	2	4	2	0	2	5	3	2	0.0	0.0	0.0	0.0	0.0	0.0	4375125.0	0.0	0.0	874915.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	1.0	0.999	16	91	91	91	8	5	5	8	10	5	6	9	10	9	9	7	8	5	5	8	10	5	6	9	10	9	9	7	8	5	5	8	10	5	6	9	10	9	9	7	8.3331688E7	1.00835096E8	5.9993908E7	1.09195568E8	2.03084192E8	1.08593416E8	1.3317928E8	1.35654848E8	1.70313776E8	9.651068E7	1.11863848E8	8.2998848E7	2.2544598E7	2.3923066E7	2.0354464E7	2.6295508E7	3.2744584E7	2.3421024E7	2.86848E7	2.8331098E7	2.8540306E7	2.7566542E7	2.075992E7	2.773229E7	
sp|Q14571|ITPR2_HUMAN	Q14571	ITPR2_HUMAN	ITPR2	2701	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate receptor type 2	0.9842	0.9958	3	3	2	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2668215.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14644|RASA3_HUMAN	Q14644	RASA3_HUMAN	RASA3	834	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein 3	1.0	0.9986	11	25	20	25	3	1	2	2	3	5	1	0	1	3	2	2	3	1	1	1	3	4	0	0	1	3	2	1	3	1	2	2	3	5	1	0	1	3	2	2	0.0	0.0	7760966.0	0.0	2.3320964E7	1.639958E7	3193009.0	0.0	0.0	1.563893E7	0.0	0.0	0.0	0.0	0.0	0.0	1.4245226E7	0.0	0.0	0.0	0.0	7762782.5	0.0	0.0	
sp|Q14651|PLSI_HUMAN	Q14651	PLSI_HUMAN	PLS1	629	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plastin-1	1.0	0.999	10	33	33	104	2	2	2	1	2	3	2	4	3	5	4	3	2	2	2	1	2	3	2	4	3	5	4	3	11	6	12	6	5	11	7	8	6	12	10	10	1.1542278E7	1.9470218E7	2.0147248E7	1.3539211E7	1.912206E7	2.5686884E7	5.0976904E7	5.9338328E7	5.511E7	4.0155624E7	6.1651832E7	4.8480072E7	0.0	1.1193048E7	1.15455E7	0.0	1.4216567E7	1.5252564E7	3.197079E7	2.6919066E7	3.149416E7	4.004252E7	2.9821918E7	2.5758754E7	
sp|Q14653|IRF3_HUMAN	Q14653	IRF3_HUMAN	IRF3	427	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon regulatory factor 3	1.0	0.999	5	17	17	17	1	2	2	1	2	2	1	1	2	1	2	0	1	2	2	1	2	2	1	1	2	1	2	0	1	2	2	1	2	2	1	1	2	1	2	0	4541141.0	1.0067654E7	0.0	6847532.0	5273118.0	2.8852164E7	1.3225235E7	1.793835E7	2.7029106E7	2.296219E7	3.2759852E7	0.0	0.0	0.0	0.0	0.0	0.0	1.6905402E7	0.0	0.0	1.7960504E7	0.0	2.4564312E7	0.0	
sp|Q14657|LAGE3_HUMAN	Q14657	LAGE3_HUMAN	LAGE3	143	Homo sapiens OX=9606	1:Experimental evidence at protein level	EKC/KEOPS complex subunit LAGE3	0.9651	0.999	1	10	10	10	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1.1263466E7	0.0	0.0	0.0	7589525.0	0.0	0.0	9492154.0	0.0	7468423.5	6741117.5	9784266.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14669|TRIPC_HUMAN	Q14669	TRIPC_HUMAN	TRIP12	1992	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIP12	1.0	0.999	39	157	157	157	11	17	12	10	15	10	16	18	17	11	13	7	11	17	12	10	15	10	16	18	17	11	13	7	11	17	12	10	15	10	16	18	17	11	13	7	7.6325008E7	1.36268192E8	9.38198E7	6.0415264E7	1.15254256E8	7.4942096E7	1.71459888E8	1.79492368E8	1.66953296E8	1.08492256E8	1.3992856E8	8.7095544E7	2.9249944E7	2.9012474E7	2.9220722E7	3.1568262E7	2.5412798E7	2.3756284E7	2.9551236E7	2.9631288E7	2.8118664E7	3.9671288E7	2.858279E7	2.3408028E7	
sp|Q14671|PUM1_HUMAN	Q14671	PUM1_HUMAN	PUM1	1186	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pumilio homolog 1	1.0	0.999	15	75	65	75	3	6	7	4	5	6	8	8	9	2	8	9	3	5	6	3	5	6	7	7	8	1	7	7	3	6	7	4	5	6	8	8	9	2	8	9	3.3795028E7	1.30221448E8	1.18121208E8	4.077656E7	7.3606856E7	5.1819568E7	1.83872672E8	1.7328776E8	1.20688768E8	7.8571944E7	1.85564496E8	1.47699504E8	3.8413904E7	4.0352656E7	4.1608988E7	3.236422E7	3.6300344E7	4.1532812E7	4.1948996E7	3.8135652E7	3.9145728E7	4.212556E7	4.1483116E7	3.7737344E7	
sp|Q14676|MDC1_HUMAN	Q14676	MDC1_HUMAN	MDC1	2089	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of DNA damage checkpoint protein 1	1.0	0.999	9	24	24	24	2	3	1	2	1	1	2	3	3	2	0	4	2	3	1	2	1	1	2	3	3	2	0	4	2	3	1	2	1	1	2	3	3	2	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1996425E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14677|EPN4_HUMAN	Q14677	EPN4_HUMAN	CLINT1	625	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clathrin interactor 1	1.0	0.999	16	114	114	114	8	7	10	8	12	10	9	13	11	10	10	6	8	7	10	8	12	10	9	13	11	10	10	6	8	7	10	8	12	10	9	13	11	10	10	6	1.24157128E8	1.85916048E8	1.50650608E8	1.55996544E8	3.57514496E8	2.99197984E8	1.22427992E8	2.25437872E8	1.4338208E8	1.67503088E8	1.87466112E8	6.3790032E7	4.1456656E7	4.7975632E7	4.712426E7	6.7882112E7	1.05625576E8	6.8761512E7	4.6329144E7	5.1376232E7	4.4992848E7	4.5678832E7	4.8917392E7	4.1470468E7	
sp|Q14683|SMC1A_HUMAN	Q14683	SMC1A_HUMAN	SMC1A	1233	Homo sapiens OX=9606	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 1A	1.0	0.999	37	188	180	188	23	10	14	17	18	12	18	18	13	16	13	16	23	9	13	16	18	11	17	16	12	16	13	16	23	10	14	17	18	12	18	18	13	16	13	16	2.5179072E8	8.8067776E7	1.84186128E8	1.79282752E8	1.92824032E8	1.19279008E8	2.26397872E8	2.11086416E8	2.0984144E8	1.624784E8	1.37505856E8	1.19370208E8	3.679422E7	2.7727754E7	3.6674396E7	2.9518056E7	3.6118772E7	3.1101456E7	3.9954656E7	3.3261912E7	3.4198604E7	3.4687836E7	3.1809058E7	3.85271E7	
sp|Q14684|RRP1B_HUMAN	Q14684	RRP1B_HUMAN	RRP1B	758	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog B	1.0	0.999	20	137	137	137	14	10	18	11	11	11	15	12	11	10	8	6	14	10	18	11	11	11	15	12	11	10	8	6	14	10	18	11	11	11	15	12	11	10	8	6	1.33022176E8	1.98010816E8	2.79532704E8	8.6893744E7	1.63642336E8	1.394776E8	2.2847408E8	1.60853728E8	1.68232096E8	1.09404784E8	8.1147952E7	4.2843372E7	4.6374084E7	4.6974876E7	5.048974E7	3.9540276E7	3.593098E7	3.4803324E7	4.2132992E7	3.2843156E7	3.2839784E7	3.4906232E7	2.724489E7	2.9300984E7	
sp|Q14690|RRP5_HUMAN	Q14690	RRP5_HUMAN	PDCD11	1871	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RRP5 homolog	1.0	0.999	30	119	119	119	12	14	8	13	14	11	10	8	6	8	7	8	12	14	8	13	14	11	10	8	6	8	7	8	12	14	8	13	14	11	10	8	6	8	7	8	1.70474912E8	1.21542272E8	1.1062136E8	1.664476E8	1.10585176E8	1.24884128E8	9.1555504E7	5.017278E7	4.4176364E7	1.58586896E8	9.073256E7	8.1136264E7	4.1598684E7	4.005468E7	3.6636904E7	2.9255132E7	3.5230516E7	3.2909026E7	2.5765138E7	2.0669748E7	2.2053828E7	2.9413366E7	3.6078012E7	2.0751146E7	
sp|Q14691|PSF1_HUMAN	Q14691	PSF1_HUMAN	GINS1	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication complex GINS protein PSF1	0.9637	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3021647.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14692|BMS1_HUMAN	Q14692	BMS1_HUMAN	BMS1	1282	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome biogenesis protein BMS1 homolog	1.0	0.999	12	46	46	46	4	4	6	2	3	4	6	1	7	3	2	4	4	4	6	2	3	4	6	1	7	3	2	4	4	4	6	2	3	4	6	1	7	3	2	4	1.3971994E7	3.4033748E7	6.4454704E7	6814633.0	2.052793E7	5605184.5	3.7452508E7	3648441.0	2.0004442E7	3.2811156E7	7753114.5	4523998.5	0.0	1.410674E7	1.4743103E7	0.0	0.0	0.0	1.2632809E7	0.0	1.1894427E7	0.0	0.0	0.0	
sp|Q14693|LPIN1_HUMAN	Q14693	LPIN1_HUMAN	LPIN1	890	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidate phosphatase LPIN1	1.0	0.999	5	8	8	8	1	2	1	0	1	0	1	0	1	0	1	0	1	2	1	0	1	0	1	0	1	0	1	0	1	2	1	0	1	0	1	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14694|UBP10_HUMAN	Q14694	UBP10_HUMAN	USP10	798	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 10	1.0	0.999	16	96	96	96	8	9	10	5	9	8	7	8	5	6	11	10	8	9	10	5	9	8	7	8	5	6	11	10	8	9	10	5	9	8	7	8	5	6	11	10	8.714544E7	1.5720096E8	1.63139536E8	7.7846136E7	2.03448592E8	2.45222144E8	1.58001664E8	1.19262136E8	9.8427488E7	1.02689952E8	1.857184E8	2.06047488E8	2.6120624E7	2.859439E7	2.9693618E7	4.628904E7	4.3427176E7	4.847864E7	3.0525862E7	3.1820788E7	2.6364716E7	4.7370196E7	3.751994E7	3.8295392E7	
sp|Q14696|MESD_HUMAN	Q14696	MESD_HUMAN	MESD	234	Homo sapiens OX=9606	1:Experimental evidence at protein level	LRP chaperone MESD	1.0	0.999	9	54	54	54	4	2	6	4	3	7	6	6	4	2	4	6	4	2	6	4	3	7	6	6	4	2	4	6	4	2	6	4	3	7	6	6	4	2	4	6	1.11806456E8	1.12162856E8	2.54195904E8	3.28569344E8	1.27589968E8	2.2730048E8	3.61085856E8	3.11226944E8	2.89615648E8	2.722E7	3.62878976E8	3.50720992E8	9.42968E7	1.23751576E8	1.1566136E8	1.59339376E8	1.264636E8	1.37784256E8	1.32035872E8	1.28930312E8	1.42142608E8	0.0	1.5279272E8	1.53505408E8	
sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	GANAB	944	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neutral alpha-glucosidase AB	1.0	0.999	46	785	785	785	67	57	53	87	56	63	72	54	61	71	69	75	67	57	53	87	56	63	72	54	61	71	69	75	67	57	53	87	56	63	72	54	61	71	69	75	6.898391E9	8.9024748E9	9.1605934E9	9.7283041E9	1.12913736E10	1.07709522E10	1.01947423E10	1.08015892E10	1.10621942E10	7.7267359E9	1.26993879E10	1.04905052E10	9.240583E8	1.09112742E9	1.03876691E9	1.30875162E9	1.27823718E9	1.21880486E9	1.05905805E9	1.16965914E9	1.12447757E9	1.22266278E9	1.3380576E9	1.28030144E9	
sp|Q14699|RFTN1_HUMAN	Q14699	RFTN1_HUMAN	RFTN1	578	Homo sapiens OX=9606	1:Experimental evidence at protein level	Raftlin	1.0	0.999	19	149	149	149	10	13	11	13	14	13	10	9	11	17	13	15	10	13	11	13	14	13	10	9	11	17	13	15	10	13	11	13	14	13	10	9	11	17	13	15	2.61372992E8	2.94324576E8	2.58712672E8	3.56578304E8	5.6863533E8	3.82564928E8	3.07336E8	1.97683344E8	2.99938272E8	1.78058432E8	5.553079E8	4.97803648E8	8.419464E7	8.5260448E7	8.0120864E7	1.1482368E8	1.1279924E8	1.14911448E8	7.1964064E7	6.9222144E7	7.612596E7	1.09373888E8	1.07090112E8	1.10010096E8	
sp|Q14728|MFS10_HUMAN	Q14728	MFS10_HUMAN	MFSD10	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Major facilitator superfamily domain-containing protein 10	1.0	0.999	4	19	19	19	1	0	1	3	2	2	1	0	0	2	3	4	1	0	1	3	2	2	1	0	0	2	3	4	1	0	1	3	2	2	1	0	0	2	3	4	8798167.0	0.0	5029655.5	8.3103488E7	7.344044E7	1.0556657E7	0.0	0.0	0.0	8.9522048E7	9.462996E7	9.9984072E7	0.0	0.0	0.0	4.6247408E7	7.0446976E7	0.0	0.0	0.0	0.0	0.0	6.1879128E7	6.7353384E7	
sp|Q14738|2A5D_HUMAN	Q14738	2A5D_HUMAN	PPP2R5D	602	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.0	0.999	19	151	123	151	7	16	12	14	14	10	12	15	18	11	12	10	6	14	9	11	13	9	10	13	14	6	9	9	7	16	12	14	14	10	12	15	18	11	12	10	2.5337664E8	1.99093008E8	2.64599536E8	2.86924384E8	2.95767456E8	2.54620336E8	2.54694784E8	3.29094784E8	3.3275344E8	2.00034048E8	1.76443296E8	1.87000976E8	6.4873956E7	5.4272644E7	6.2126564E7	6.3530736E7	6.6166912E7	6.147436E7	6.7580896E7	6.303148E7	5.5658624E7	5.4249544E7	4.9753192E7	5.3418184E7	
sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	Homo sapiens OX=9606	1:Experimental evidence at protein level	Delta(14)-sterol reductase LBR	1.0	0.999	11	73	73	73	3	4	6	5	6	5	11	7	9	7	5	5	3	4	6	5	6	5	11	7	9	7	5	5	3	4	6	5	6	5	11	7	9	7	5	5	2.0187134E7	6.7633616E7	5.573924E7	2.54773024E8	2.8200848E8	2.4434608E8	2.93101184E8	1.2636432E8	2.12534336E8	1.33442016E8	8.8408832E7	7.7386176E7	4.4959636E7	3.9339124E7	4.7438056E7	5.550386E7	5.7675508E7	4.8936912E7	6.5585656E7	6.8607832E7	7.6839552E7	1.25776864E8	1.06493936E8	1.0984424E8	
sp|Q14746|COG2_HUMAN	Q14746	COG2_HUMAN	COG2	738	Homo sapiens OX=9606	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 2	1.0	0.999	10	36	36	36	4	4	1	3	5	3	2	4	4	2	3	1	4	4	1	3	5	3	2	4	4	2	3	1	4	4	1	3	5	3	2	4	4	2	3	1	3.252825E7	2.4309062E7	2.5355964E7	1.8693316E7	4.1139932E7	1.9672888E7	2.711974E7	2.9408154E7	4.9642168E7	1.6100798E7	3.2417656E7	1.8731654E7	1.996515E7	0.0	0.0	1.1927673E7	1.8944324E7	0.0	1.5808383E7	1.6388934E7	1.7865274E7	0.0	2.0491724E7	0.0	
sp|Q14764|MVP_HUMAN	Q14764	MVP_HUMAN	MVP	893	Homo sapiens OX=9606	1:Experimental evidence at protein level	Major vault protein	1.0	0.999	65	741	741	741	81	73	71	59	63	76	50	53	60	43	55	57	81	73	71	59	63	76	50	53	60	43	55	57	81	73	71	59	63	76	50	53	60	43	55	57	8.4567916E9	8.6583665E9	7.9654277E9	5.8070292E9	8.225879E9	6.7195187E9	4.13178573E9	4.05893094E9	4.9831158E9	2.22371021E9	4.01089152E9	3.14779187E9	6.6085043E8	6.659735E8	6.5915571E8	6.6336563E8	6.4765478E8	6.4648595E8	3.75584832E8	3.90564032E8	3.75834208E8	3.63998368E8	3.46610368E8	3.610808E8	
sp|Q14766|LTBP1_HUMAN	Q14766	LTBP1_HUMAN	LTBP1	1721	Homo sapiens OX=9606	1:Experimental evidence at protein level	Latent-transforming growth factor beta-binding protein 1	1.0	0.999	21	107	104	107	8	8	7	15	16	14	3	5	5	9	9	8	8	8	7	14	15	14	3	5	5	9	8	8	8	8	7	15	16	14	3	5	5	9	9	8	1.84987664E8	9.5673952E7	1.19561328E8	2.91826272E8	5.20035936E8	3.554936E8	1.4582582E7	2.3633502E7	2.2739206E7	1.03912472E8	1.3967352E8	8.5650544E7	5.6975128E7	3.2533506E7	3.9107924E7	7.8617944E7	1.11205552E8	9.6156544E7	2.8446968E7	1.4233923E7	2.9165196E7	4.7082236E7	5.2458892E7	5.1109324E7	
sp|Q14767|LTBP2_HUMAN	Q14767	LTBP2_HUMAN	LTBP2	1821	Homo sapiens OX=9606	1:Experimental evidence at protein level	Latent-transforming growth factor beta-binding protein 2	1.0	0.999	12	64	64	64	4	4	7	9	10	9	2	2	1	6	5	5	4	4	7	9	10	9	2	2	1	6	5	5	4	4	7	9	10	9	2	2	1	6	5	5	3.522736E7	6.2071064E7	6.0798272E7	1.57846368E8	1.21576224E8	1.42994976E8	5919159.0	5806929.0	3659200.5	6.558066E7	3.0482982E7	2.176252E7	2.0520778E7	2.296916E7	1.9334726E7	4.3707536E7	4.03456E7	3.9769648E7	0.0	0.0	0.0	2.0839912E7	1.724729E7	1.6314372E7	
sp|Q14789|GOGB1_HUMAN	Q14789	GOGB1_HUMAN	GOLGB1	3259	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgin subfamily B member 1	1.0	0.999	91	382	381	382	19	26	34	31	48	36	17	35	27	27	43	39	19	26	34	31	48	36	17	34	27	27	43	39	19	26	34	31	48	36	17	35	27	27	43	39	1.58592912E8	2.16110528E8	2.07836112E8	4.05487392E8	5.5973645E8	3.51397888E8	1.2195008E8	3.84072672E8	1.9291728E8	2.74357504E8	3.72013728E8	2.99507712E8	4.2465676E7	4.3571108E7	4.3446704E7	5.1857156E7	5.09042E7	5.0296812E7	3.4331148E7	3.6102632E7	3.7325404E7	5.0471036E7	4.6741724E7	4.364282E7	
sp|Q14790|CASP8_HUMAN	Q14790	CASP8_HUMAN	CASP8	479	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caspase-8	1.0	0.999	3	8	8	8	2	1	0	0	1	0	0	1	2	0	1	0	2	1	0	0	1	0	0	1	2	0	1	0	2	1	0	0	1	0	0	1	2	0	1	0	1.0971538E7	7673986.5	0.0	0.0	0.0	0.0	0.0	1.7139584E7	2.8396892E7	0.0	0.0	0.0	6869924.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4772819E7	0.0	0.0	0.0	
sp|Q147X3|NAA30_HUMAN	Q147X3	NAA30_HUMAN	NAA30	362	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-alpha-acetyltransferase 30	1.0	0.999	3	16	16	16	2	1	1	0	2	2	1	1	1	1	2	2	2	1	1	0	2	2	1	1	1	1	2	2	2	1	1	0	2	2	1	1	1	1	2	2	1.2463056E7	1.0580431E7	1.1048555E7	0.0	1.0104527E7	1.5074445E7	1.3591268E7	0.0	1.0193706E7	1.7652372E7	9271765.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14814|MEF2D_HUMAN	Q14814	MEF2D_HUMAN	MEF2D	521	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myocyte-specific enhancer factor 2D	0.8812	0.9963	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 4	1.0	0.999	40	247	161	247	19	18	15	16	24	21	30	23	24	16	22	19	13	13	9	9	16	12	21	15	18	9	15	11	19	18	15	16	24	21	30	23	24	16	22	19	2.44160928E8	3.43034144E8	2.1142024E8	3.01470976E8	3.25595712E8	2.94199488E8	4.81904736E8	4.42735072E8	3.70240544E8	2.19918288E8	2.52901824E8	3.74064544E8	4.4388436E7	4.506422E7	5.0257284E7	4.563416E7	4.7547604E7	4.2317268E7	5.624368E7	4.7081564E7	4.59559E7	5.4264752E7	4.8639536E7	5.1317248E7	
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	LIM and SH3 domain protein 1	1.0	0.999	25	401	401	401	40	36	44	36	28	31	34	28	31	29	33	31	40	36	44	36	28	31	34	28	31	29	33	31	40	36	44	36	28	31	34	28	31	29	33	31	4.8508841E9	5.3210373E9	5.2015196E9	4.14010701E9	3.50163738E9	4.4175043E9	3.9432256E9	3.84580403E9	3.87811584E9	3.19217818E9	3.66479565E9	3.43742336E9	8.25024E8	8.4610829E8	8.4066771E8	7.0829754E8	6.6778803E8	7.4924595E8	6.8824109E8	6.5445939E8	7.3935718E8	6.462327E8	6.640007E8	6.330688E8	
sp|Q14894|CRYM_HUMAN	Q14894	CRYM_HUMAN	CRYM	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ketimine reductase mu-crystallin	0.9999	0.999	2	3	3	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7384647.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14914|PTGR1_HUMAN	Q14914	PTGR1_HUMAN	PTGR1	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prostaglandin reductase 1	1.0	0.999	12	72	72	72	10	9	7	8	8	8	4	5	3	3	4	3	10	9	7	8	8	8	4	5	3	3	4	3	10	9	7	8	8	8	4	5	3	3	4	3	3.60872192E8	1.92971379E9	1.19294512E8	6.1780608E7	3.02084192E8	1.33600056E8	3.421546E7	1.375296E8	1.22655032E8	1.26235776E8	8.2296344E7	3.0732284E7	6.692506E7	9.0344856E7	7.5050056E7	9.6380216E7	1.35904656E8	8.7872408E7	7.3910464E7	1.0657996E8	8.7269064E7	7.5815472E7	0.0	5.270568E7	
sp|Q14919|NC2A_HUMAN	Q14919	NC2A_HUMAN	DRAP1	205	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dr1-associated corepressor	1.0	0.999	3	27	27	27	3	2	1	3	2	2	2	3	2	3	2	2	3	2	1	3	2	2	2	3	2	3	2	2	3	2	1	3	2	2	2	3	2	3	2	2	3.0071356E7	4.285074E7	2.8591244E7	5.3097816E7	6.5439752E7	5.2509908E7	6.0154068E7	8.0303256E7	7.3326992E7	3.5958412E7	6.4704568E7	7.1190024E7	0.0	2.5971202E7	0.0	3.2839814E7	4.051294E7	3.2096748E7	3.6065444E7	4.6745616E7	4.4768264E7	0.0	3.9610328E7	4.3741916E7	
