Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Spectral Count	96_Lucy_astrolysis_M_60ng Spectral Count	97_Lucy_astrolysis_F_60ng Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Unique Spectral Count	96_Lucy_astrolysis_M_60ng Unique Spectral Count	97_Lucy_astrolysis_F_60ng Unique Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Total Spectral Count	96_Lucy_astrolysis_M_60ng Total Spectral Count	97_Lucy_astrolysis_F_60ng Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Intensity	96_Lucy_astrolysis_M_60ng Intensity	97_Lucy_astrolysis_F_60ng Intensity	102_Lucy_astrolysis_FT_60ng_reinject Unique Intensity	96_Lucy_astrolysis_M_60ng Unique Intensity	97_Lucy_astrolysis_F_60ng Unique Intensity	102_Lucy_astrolysis_FT_60ng_reinject Total Intensity	96_Lucy_astrolysis_M_60ng Total Intensity	97_Lucy_astrolysis_F_60ng Total Intensity	Indistinguishable Proteins
sp|Q9UNP9|PPIE_HUMAN	Q9UNP9	PPIE_HUMAN	PPIE	301	24.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase E	1.0000	0.9988	6	8	8	10	2	3	3	2	3	3	4	3	3	2.590029E7	4.0762484E7	2.167766E7	2.590029E7	4.0762484E7	2.167766E7	1.09128904E8	1.10006536E8	1.18682008E8	
sp|Q9UNS2|CSN3_HUMAN	Q9UNS2	CSN3_HUMAN	COPS3	423	15.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 3	1.0000	0.9990	6	23	23	23	7	10	6	7	10	6	7	10	6	2.48268768E8	2.23783232E8	2.75703168E8	2.48268768E8	2.23783232E8	2.75703168E8	2.48268768E8	2.23783232E8	2.75703168E8	
sp|Q9UNW1|MINP1_HUMAN	Q9UNW1	MINP1_HUMAN	MINPP1	487	10.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multiple inositol polyphosphate phosphatase 1	1.0000	0.9990	5	9	9	9	1	2	6	1	2	6	1	2	6	2.3736122E7	2.0019486E7	7106153.5	2.3736122E7	2.0019486E7	7106153.5	2.3736122E7	2.0019486E7	7106153.5	
sp|Q9UNZ2|NSF1C_HUMAN	Q9UNZ2	NSF1C_HUMAN	NSFL1C	370	53.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	NSFL1 cofactor p47	1.0000	0.9990	16	50	50	50	19	16	15	19	16	15	19	16	15	4.30557856E8	3.66078784E8	2.92378368E8	4.30557856E8	3.66078784E8	2.92378368E8	4.30557856E8	3.66078784E8	2.92378368E8	
sp|Q9UP83|COG5_HUMAN	Q9UP83	COG5_HUMAN	COG5	839	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 5	1.0000	0.9990	8	17	17	17	5	5	7	5	5	7	5	5	7	7.4600192E7	1.85510656E8	1.96999168E8	7.4600192E7	1.85510656E8	1.96999168E8	7.4600192E7	1.85510656E8	1.96999168E8	
sp|Q9UPN3|MACF1_HUMAN	Q9UPN3	MACF1_HUMAN	MACF1	7388	22.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5	1.0000	0.9990	140	308	185	308	92	102	114	52	65	68	92	102	114	1.00808659E9	8.125577E8	8.3877901E8	9.1342624E8	7.5992666E8	7.0548019E8	1.00808659E9	8.125577E8	8.3877901E8	
sp|Q9UPN6|SCAF8_HUMAN	Q9UPN6	SCAF8_HUMAN	SCAF8	1271	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	SR-related and CTD-associated factor 8	1.0000	0.9990	3	7	7	7	3	2	2	3	2	2	3	2	2	3.393356E7	1.0554694E7	3.4277688E7	3.393356E7	1.0554694E7	3.4277688E7	3.393356E7	1.0554694E7	3.4277688E7	
sp|Q9UPN7|PP6R1_HUMAN	Q9UPN7	PP6R1_HUMAN	PPP6R1	881	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 regulatory subunit 1	1.0000	0.9990	8	16	16	16	4	6	6	4	6	6	4	6	6	4.3831772E7	3.8140348E7	3.1877288E7	4.3831772E7	3.8140348E7	3.1877288E7	4.3831772E7	3.8140348E7	3.1877288E7	
sp|Q9UPQ0|LIMC1_HUMAN	Q9UPQ0	LIMC1_HUMAN	LIMCH1	1083	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	LIM and calponin homology domains-containing protein 1	1.0000	0.9990	4	4	4	4	0	4	0	0	4	0	0	4	0	0.0	6.1381056E7	0.0	0.0	6.1381056E7	0.0	0.0	6.1381056E7	0.0	
sp|Q9UPQ9|TNR6B_HUMAN	Q9UPQ9	TNR6B_HUMAN	TNRC6B	1833	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trinucleotide repeat-containing gene 6B protein	1.0000	0.9990	7	12	12	12	7	1	4	7	1	4	7	1	4	2.0064016E7	1.4494622E7	8452555.0	2.0064016E7	1.4494622E7	8452555.0	2.0064016E7	1.4494622E7	8452555.0	
sp|Q9UPT5|EXOC7_HUMAN	Q9UPT5	EXOC7_HUMAN	EXOC7	735	21.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 7	1.0000	0.9990	15	33	33	33	13	10	10	13	10	10	13	10	10	1.0545216E8	8.7624384E7	8.7270208E7	1.0545216E8	8.7624384E7	8.7270208E7	1.0545216E8	8.7624384E7	8.7270208E7	
sp|Q9UPT8|ZC3H4_HUMAN	Q9UPT8	ZC3H4_HUMAN	ZC3H4	1303	14.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 4	1.0000	0.9990	12	31	31	31	10	11	10	10	11	10	10	11	10	6.2500332E7	7.933056E7	9.459808E7	6.2500332E7	7.933056E7	9.459808E7	6.2500332E7	7.933056E7	9.459808E7	
sp|Q9UPU5|UBP24_HUMAN	Q9UPU5	UBP24_HUMAN	USP24	2620	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 24	1.0000	0.9988	5	6	6	6	2	1	3	2	1	3	2	1	3	0.0	9.3938024E7	2.1363226E7	0.0	9.3938024E7	2.1363226E7	0.0	9.3938024E7	2.1363226E7	
sp|Q9UPU7|TBD2B_HUMAN	Q9UPU7	TBD2B_HUMAN	TBC1D2B	963	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 2B	1.0000	0.9990	5	10	10	10	4	3	3	4	3	3	4	3	3	1.972772E7	1.2018206E7	1.5221876E7	1.972772E7	1.2018206E7	1.5221876E7	1.972772E7	1.2018206E7	1.5221876E7	
sp|Q9UPY3|DICER_HUMAN	Q9UPY3	DICER_HUMAN	DICER1	1922	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoribonuclease Dicer	1.0000	0.9990	4	6	6	6	1	3	2	1	3	2	1	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UPY8|MARE3_HUMAN	Q9UPY8	MARE3_HUMAN	MAPRE3	281	15.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microtubule-associated protein RP/EB family member 3	1.0000	0.9989	5	3	3	9	1	2	0	1	2	0	3	4	2	0.0	2.6128626E7	0.0	0.0	2.6128626E7	0.0	9.9534632E7	9.7153152E7	1.21802328E8	
sp|Q9UPZ3|HPS5_HUMAN	Q9UPZ3	HPS5_HUMAN	HPS5	1129	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	BLOC-2 complex member HPS5	1.0000	0.9990	3	3	3	3	1	0	2	1	0	2	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UQ03|COR2B_HUMAN	Q9UQ03	COR2B_HUMAN	CORO2B	480	16.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coronin-2B	1.0000	0.9990	8	21	21	21	6	7	8	6	7	8	6	7	8	7.0687248E7	1.0199308E8	7.2962392E7	7.0687248E7	1.0199308E8	7.2962392E7	7.0687248E7	1.0199308E8	7.2962392E7	
sp|Q9UQ35|SRRM2_HUMAN	Q9UQ35	SRRM2_HUMAN	SRRM2	2752	14.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine repetitive matrix protein 2	1.0000	0.9990	23	76	76	76	26	24	26	26	24	26	26	24	26	3.3831616E8	2.04404672E8	3.4314032E8	3.3831616E8	2.04404672E8	3.4314032E8	3.3831616E8	2.04404672E8	3.4314032E8	
sp|Q9UQ80|PA2G4_HUMAN	Q9UQ80	PA2G4_HUMAN	PA2G4	394	44.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proliferation-associated protein 2G4	1.0000	0.9990	19	57	57	57	25	16	16	25	16	16	25	16	16	1.50788736E9	1.41582029E9	1.46809958E9	1.50788736E9	1.41582029E9	1.46809958E9	1.50788736E9	1.41582029E9	1.46809958E9	
sp|Q9UQB8|BAIP2_HUMAN	Q9UQB8	BAIP2_HUMAN	BAIAP2	552	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Brain-specific angiogenesis inhibitor 1-associated protein 2	1.0000	0.9990	11	23	23	23	6	6	11	6	6	11	6	6	11	4.9707736E7	5.65767E7	2.8742684E7	4.9707736E7	5.65767E7	2.8742684E7	4.9707736E7	5.65767E7	2.8742684E7	
sp|Q9UQE7|SMC3_HUMAN	Q9UQE7	SMC3_HUMAN	SMC3	1217	25.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 3	1.0000	0.9990	26	54	54	54	16	18	20	16	18	20	16	18	20	1.29116584E8	1.21918808E8	1.28104784E8	1.29116584E8	1.21918808E8	1.28104784E8	1.29116584E8	1.21918808E8	1.28104784E8	
sp|Q9UQN3|CHM2B_HUMAN	Q9UQN3	CHM2B_HUMAN	CHMP2B	213	19.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 2b	1.0000	0.9990	4	10	10	10	2	4	4	2	4	4	2	4	4	1.0119716E8	8.0277856E7	9.6765376E7	1.0119716E8	8.0277856E7	9.6765376E7	1.0119716E8	8.0277856E7	9.6765376E7	
sp|Q9UQR1|ZN148_HUMAN	Q9UQR1	ZN148_HUMAN	ZNF148	794	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 148	1.0000	0.9990	5	8	8	8	3	3	2	3	3	2	3	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y217|MTMR6_HUMAN	Q9Y217	MTMR6_HUMAN	MTMR6	621	17.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myotubularin-related protein 6	1.0000	0.9990	6	11	11	11	5	3	3	5	3	3	5	3	3	4.6740056E7	3.5349864E7	5.2868632E7	4.6740056E7	3.5349864E7	5.2868632E7	4.6740056E7	3.5349864E7	5.2868632E7	
sp|Q9Y223|GLCNE_HUMAN	Q9Y223	GLCNE_HUMAN	GNE	722	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	1.0000	0.9990	3	5	5	5	2	1	2	2	1	2	2	1	2	3.0262848E7	3.090891E7	3.7680988E7	3.0262848E7	3.090891E7	3.7680988E7	3.0262848E7	3.090891E7	3.7680988E7	
sp|Q9Y224|RTRAF_HUMAN	Q9Y224	RTRAF_HUMAN	RTRAF	244	31.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA transcription, translation and transport factor protein	1.0000	0.9990	8	17	17	17	7	5	5	7	5	5	7	5	5	3.78463488E8	4.03467456E8	2.46883248E8	3.78463488E8	4.03467456E8	2.46883248E8	3.78463488E8	4.03467456E8	2.46883248E8	
sp|Q9Y230|RUVB2_HUMAN	Q9Y230	RUVB2_HUMAN	RUVBL2	463	34.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	RuvB-like 2	1.0000	0.9990	17	41	41	41	12	13	16	12	13	16	12	13	16	9.3611654E8	9.474384E8	2.15641056E8	9.3611654E8	9.474384E8	2.15641056E8	9.3611654E8	9.474384E8	2.15641056E8	
sp|Q9Y237|PIN4_HUMAN	Q9Y237	PIN4_HUMAN	PIN4	131	25.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	1.0000	0.9990	3	10	10	10	3	4	3	3	4	3	3	4	3	5.386124E7	6.1429648E7	5.7222512E7	5.386124E7	6.1429648E7	5.7222512E7	5.386124E7	6.1429648E7	5.7222512E7	
sp|Q9Y243|AKT3_HUMAN	Q9Y243	AKT3_HUMAN	AKT3	479	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	RAC-gamma serine/threonine-protein kinase	1.0000	0.9989	5	3	3	6	2	0	1	2	0	1	3	0	3	0.0	0.0	8991876.0	0.0	0.0	8991876.0	0.0	0.0	3.0823668E7	
sp|Q9Y262|EIF3L_HUMAN	Q9Y262	EIF3L_HUMAN	EIF3L	564	23.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit L	1.0000	0.9990	15	43	43	43	15	13	15	15	13	15	15	13	15	3.98721472E8	3.30973248E8	3.95417216E8	3.98721472E8	3.30973248E8	3.95417216E8	3.98721472E8	3.30973248E8	3.95417216E8	
sp|Q9Y263|PLAP_HUMAN	Q9Y263	PLAP_HUMAN	PLAA	795	20.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipase A-2-activating protein	1.0000	0.9990	15	37	37	37	13	10	14	13	10	14	13	10	14	1.12022488E8	1.45037312E8	1.15336192E8	1.12022488E8	1.45037312E8	1.15336192E8	1.12022488E8	1.45037312E8	1.15336192E8	
sp|Q9Y265|RUVB1_HUMAN	Q9Y265	RUVB1_HUMAN	RUVBL1	456	19.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	RuvB-like 1	1.0000	0.9990	11	30	30	30	8	10	12	8	10	12	8	10	12	4.53622432E8	4.75617248E8	3.98166912E8	4.53622432E8	4.75617248E8	3.98166912E8	4.53622432E8	4.75617248E8	3.98166912E8	
sp|Q9Y266|NUDC_HUMAN	Q9Y266	NUDC_HUMAN	NUDC	331	53.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear migration protein nudC	1.0000	0.9990	17	68	68	68	19	26	23	19	26	23	19	26	23	1.25849165E9	1.15414118E9	9.2451136E8	1.25849165E9	1.15414118E9	9.2451136E8	1.25849165E9	1.15414118E9	9.2451136E8	
sp|Q9Y277|VDAC3_HUMAN	Q9Y277	VDAC3_HUMAN	VDAC3	283	24.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 3	1.0000	0.9990	5	12	12	12	5	4	3	5	4	3	5	4	3	1.55774064E8	1.78236848E8	2.0951904E8	1.55774064E8	1.78236848E8	2.0951904E8	1.55774064E8	1.78236848E8	2.0951904E8	
sp|Q9Y281|COF2_HUMAN	Q9Y281	COF2_HUMAN	CFL2	166	45.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cofilin-2	1.0000	0.9990	9	16	16	40	4	7	5	4	7	5	11	15	14	4.26683008E8	2.55530368E8	3.842592E8	4.26683008E8	2.55530368E8	3.842592E8	5.5417805E9	1.23357164E10	8.9383721E9	
sp|Q9Y282|ERGI3_HUMAN	Q9Y282	ERGI3_HUMAN	ERGIC3	383	11.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum-Golgi intermediate compartment protein 3	1.0000	0.9990	5	12	12	12	5	4	3	5	4	3	5	4	3	1.19174584E8	9.9719168E7	1.2003296E8	1.19174584E8	9.9719168E7	1.2003296E8	1.19174584E8	9.9719168E7	1.2003296E8	
sp|Q9Y285|SYFA_HUMAN	Q9Y285	SYFA_HUMAN	FARSA	508	19.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phenylalanine--tRNA ligase alpha subunit	1.0000	0.9990	8	22	22	22	7	9	6	7	9	6	7	9	6	4.06282176E8	3.1717952E8	3.78681088E8	4.06282176E8	3.1717952E8	3.78681088E8	4.06282176E8	3.1717952E8	3.78681088E8	
sp|Q9Y291|RT33_HUMAN	Q9Y291	RT33_HUMAN	MRPS33	106	17.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S33, mitochondrial	1.0000	0.9990	2	4	4	4	1	1	2	1	1	2	1	1	2	3.2181316E7	4.051486E7	2.7245834E7	3.2181316E7	4.051486E7	2.7245834E7	3.2181316E7	4.051486E7	2.7245834E7	
sp|Q9Y295|DRG1_HUMAN	Q9Y295	DRG1_HUMAN	DRG1	367	20.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Developmentally-regulated GTP-binding protein 1	1.0000	0.9990	7	16	15	16	7	3	6	7	2	6	7	3	6	1.76781808E8	1.9941696E8	2.36056672E8	1.76781808E8	1.9941696E8	2.36056672E8	1.76781808E8	1.9941696E8	2.36056672E8	
sp|Q9Y2A7|NCKP1_HUMAN	Q9Y2A7	NCKP1_HUMAN	NCKAP1	1128	17.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nck-associated protein 1	1.0000	0.9990	16	44	44	44	13	13	18	13	13	18	13	13	18	2.68909056E8	2.42715744E8	2.91825792E8	2.68909056E8	2.42715744E8	2.91825792E8	2.68909056E8	2.42715744E8	2.91825792E8	
sp|Q9Y2B0|CNPY2_HUMAN	Q9Y2B0	CNPY2_HUMAN	CNPY2	182	41.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein canopy homolog 2	1.0000	0.9990	8	32	32	32	8	13	11	8	13	11	8	13	11	5.8954432E8	5.9000173E8	5.20098432E8	5.8954432E8	5.9000173E8	5.20098432E8	5.8954432E8	5.9000173E8	5.20098432E8	
sp|Q9Y2D5|AKAP2_HUMAN	Q9Y2D5	AKAP2_HUMAN	AKAP2	859	32.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	A-kinase anchor protein 2	1.0000	0.9990	26	86	86	86	32	24	30	32	24	30	32	24	30	8.0716416E8	3.40462528E8	9.0567475E8	8.0716416E8	3.40462528E8	9.0567475E8	8.0716416E8	3.40462528E8	9.0567475E8	
sp|Q9Y2G5|OFUT2_HUMAN	Q9Y2G5	OFUT2_HUMAN	POFUT2	429	14.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	GDP-fucose protein O-fucosyltransferase 2	1.0000	0.9990	5	7	7	7	3	2	2	3	2	2	3	2	2	5.7640072E7	5.8248496E7	5.3973752E7	5.7640072E7	5.8248496E7	5.3973752E7	5.7640072E7	5.8248496E7	5.3973752E7	
sp|Q9Y2H0|DLGP4_HUMAN	Q9Y2H0	DLGP4_HUMAN	DLGAP4	992	9.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disks large-associated protein 4	1.0000	0.9990	7	19	19	19	6	6	7	6	6	7	6	6	7	1.68891168E8	1.38554688E8	7.0182952E7	1.68891168E8	1.38554688E8	7.0182952E7	1.68891168E8	1.38554688E8	7.0182952E7	
sp|Q9Y2H1|ST38L_HUMAN	Q9Y2H1	ST38L_HUMAN	STK38L	464	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase 38-like	1.0000	0.9974	2	4	4	4	0	3	1	0	3	1	0	3	1	0.0	1.5576995E7	4974652.0	0.0	1.5576995E7	4974652.0	0.0	1.5576995E7	4974652.0	
sp|Q9Y2H2|SAC2_HUMAN	Q9Y2H2	SAC2_HUMAN	INPP5F	1132	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositide phosphatase SAC2	1.0000	0.9990	4	4	4	4	0	4	0	0	4	0	0	4	0	0.0	4.7718696E7	2.4743356E7	0.0	4.7718696E7	2.4743356E7	0.0	4.7718696E7	2.4743356E7	
sp|Q9Y2H6|FND3A_HUMAN	Q9Y2H6	FND3A_HUMAN	FNDC3A	1198	9.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibronectin type-III domain-containing protein 3A	1.0000	0.9990	9	15	15	15	4	6	5	4	6	5	4	6	5	9.403976E7	7.886064E7	6.703688E7	9.403976E7	7.886064E7	6.703688E7	9.403976E7	7.886064E7	6.703688E7	
sp|Q9Y2J4|AMOL2_HUMAN	Q9Y2J4	AMOL2_HUMAN	AMOTL2	779	13.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Angiomotin-like protein 2	1.0000	0.9990	7	14	14	14	7	1	6	7	1	6	7	1	6	5.6363236E7	2.9510688E7	3.3494532E7	5.6363236E7	2.9510688E7	3.3494532E7	5.6363236E7	2.9510688E7	3.3494532E7	
sp|Q9Y2J8|PADI2_HUMAN	Q9Y2J8	PADI2_HUMAN	PADI2	665	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein-arginine deiminase type-2	1.0000	0.9990	2	3	3	3	1	0	2	1	0	2	1	0	2	7751304.0	0.0	0.0	7751304.0	0.0	0.0	7751304.0	0.0	0.0	
sp|Q9Y2L1|RRP44_HUMAN	Q9Y2L1	RRP44_HUMAN	DIS3	958	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome complex exonuclease RRP44	1.0000	0.9990	6	16	16	16	3	6	7	3	6	7	3	6	7	3.6847776E7	6.8943408E7	5.801192E7	3.6847776E7	6.8943408E7	5.801192E7	3.6847776E7	6.8943408E7	5.801192E7	
sp|Q9Y2L5|TPPC8_HUMAN	Q9Y2L5	TPPC8_HUMAN	TRAPPC8	1435	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 8	1.0000	0.9990	3	6	6	6	2	2	2	2	2	2	2	2	2	0.0	9967477.0	1.1826279E7	0.0	9967477.0	1.1826279E7	0.0	9967477.0	1.1826279E7	
sp|Q9Y2P8|RCL1_HUMAN	Q9Y2P8	RCL1_HUMAN	RCL1	373	21.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase-like protein	1.0000	0.9990	7	12	12	12	3	4	5	3	4	5	3	4	5	5.546264E7	6.8315936E7	7.4416512E7	5.546264E7	6.8315936E7	7.4416512E7	5.546264E7	6.8315936E7	7.4416512E7	
sp|Q9Y2Q3|GSTK1_HUMAN	Q9Y2Q3	GSTK1_HUMAN	GSTK1	226	38.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase kappa 1	1.0000	0.9990	8	19	19	19	6	5	8	6	5	8	6	5	8	5.01922848E8	4.4307872E8	4.64687552E8	5.01922848E8	4.4307872E8	4.64687552E8	5.01922848E8	4.4307872E8	4.64687552E8	
sp|Q9Y2Q5|LTOR2_HUMAN	Q9Y2Q5	LTOR2_HUMAN	LAMTOR2	125	24.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR2	1.0000	0.9990	3	9	9	9	3	2	4	3	2	4	3	2	4	4.8904588E7	1.5202522E7	5.8744472E7	4.8904588E7	1.5202522E7	5.8744472E7	4.8904588E7	1.5202522E7	5.8744472E7	
sp|Q9Y2R0|COA3_HUMAN	Q9Y2R0	COA3_HUMAN	COA3	106	38.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	1.0000	0.9990	4	8	8	8	2	4	2	2	4	2	2	4	2	2.22482496E8	1.86095888E8	1.68482672E8	2.22482496E8	1.86095888E8	1.68482672E8	2.22482496E8	1.86095888E8	1.68482672E8	
sp|Q9Y2R9|RT07_HUMAN	Q9Y2R9	RT07_HUMAN	MRPS7	242	34.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S7, mitochondrial	1.0000	0.9990	7	20	20	20	6	5	9	6	5	9	6	5	9	1.38718816E8	1.5067952E8	1.26283264E8	1.38718816E8	1.5067952E8	1.26283264E8	1.38718816E8	1.5067952E8	1.26283264E8	
sp|Q9Y2S6|TMA7_HUMAN	Q9Y2S6	TMA7_HUMAN	TMA7	64	43.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation machinery-associated protein 7	1.0000	0.9990	3	15	15	15	6	6	3	6	6	3	6	6	3	6.1697261E8	6.474121E8	5.29817856E8	6.1697261E8	6.474121E8	5.29817856E8	6.1697261E8	6.474121E8	5.29817856E8	
sp|Q9Y2S7|PDIP2_HUMAN	Q9Y2S7	PDIP2_HUMAN	POLDIP2	368	15.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polymerase delta-interacting protein 2	1.0000	0.9990	5	11	11	11	4	4	3	4	4	3	4	4	3	6.8695896E7	9.0127592E7	7.3763056E7	6.8695896E7	9.0127592E7	7.3763056E7	6.8695896E7	9.0127592E7	7.3763056E7	
sp|Q9Y2T2|AP3M1_HUMAN	Q9Y2T2	AP3M1_HUMAN	AP3M1	418	18.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit mu-1	1.0000	0.9990	8	17	9	17	6	7	4	3	4	2	6	7	4	1.74869712E8	1.35892944E8	1.99036208E8	1.56735792E8	1.13241888E8	1.64466336E8	1.74869712E8	1.35892944E8	1.99036208E8	
sp|Q9Y2U8|MAN1_HUMAN	Q9Y2U8	MAN1_HUMAN	LEMD3	911	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inner nuclear membrane protein Man1	1.0000	0.9990	6	11	11	11	4	4	3	4	4	3	4	4	3	3.5499072E7	3.2331134E7	5.0588752E7	3.5499072E7	3.2331134E7	5.0588752E7	3.5499072E7	3.2331134E7	5.0588752E7	
sp|Q9Y2V7|COG6_HUMAN	Q9Y2V7	COG6_HUMAN	COG6	657	14.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 6	1.0000	0.9990	7	17	17	17	5	7	5	5	7	5	5	7	5	6.6912352E7	3.4495396E7	6.6542416E7	6.6912352E7	3.4495396E7	6.6542416E7	6.6912352E7	3.4495396E7	6.6542416E7	
sp|Q9Y2W2|WBP11_HUMAN	Q9Y2W2	WBP11_HUMAN	WBP11	641	22.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	WW domain-binding protein 11	1.0000	0.9990	10	24	24	24	6	7	11	6	7	11	6	7	11	1.2185544E8	1.3704192E8	1.418252E8	1.2185544E8	1.3704192E8	1.418252E8	1.2185544E8	1.3704192E8	1.418252E8	
sp|Q9Y2X0|MED16_HUMAN	Q9Y2X0	MED16_HUMAN	MED16	877	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 16	1.0000	0.9989	2	5	5	5	2	1	2	2	1	2	2	1	2	4610215.5	8150356.5	7811838.5	4610215.5	8150356.5	7811838.5	4610215.5	8150356.5	7811838.5	
sp|Q9Y2X3|NOP58_HUMAN	Q9Y2X3	NOP58_HUMAN	NOP58	529	26.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 58	1.0000	0.9990	12	26	26	26	8	7	11	8	7	11	8	7	11	1.52530432E8	1.88838496E8	2.2061912E8	1.52530432E8	1.88838496E8	2.2061912E8	1.52530432E8	1.88838496E8	2.2061912E8	
sp|Q9Y2X7|GIT1_HUMAN	Q9Y2X7	GIT1_HUMAN	GIT1	761	10.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	ARF GTPase-activating protein GIT1	1.0000	0.9990	8	16	16	18	6	5	5	6	5	5	7	6	5	5.3690764E7	4.5650856E7	4.8886188E7	5.3690764E7	4.5650856E7	4.8886188E7	9.2997448E7	9.8646264E7	9.5373536E7	
