Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-31_4280.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_18ng_3-12-2024_Slot2-32_4281.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_18ng_3-12-2024_Slot2-33_4282.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_18ng_3-12-2024_Slot2-34_4283.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_18ng_3-12-2024_Slot2-35_4284.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_18ng_3-12-2024_Slot2-36_4285.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-25_4274.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_18ng_3-11-2024_Slot2-26_4275.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_18ng_3-11-2024_Slot2-27_4276.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_18ng_3-11-2024_Slot2-28_4277.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_18ng_3-11-2024_Slot2-29_4278.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_18ng_3-11-2024_Slot2-30_4279.d
Q8TA86	Q8TA86	RP9_HUMAN	RP9	Retinitis pigmentosa 9 protein	3101.13	2394.67	2705.32	6875.72	5548.8	4242.81	4819.35	3991.39	4069.05	5221.85	5946.06	6740.84
Q8TAA9	Q8TAA9	VANG1_HUMAN	VANGL1	Vang-like protein 1	12869.3	10183	10349.5	12762.1	11313.2	18044.4	12012.5	11627.7	12239.9	10755.2	12379.9	17632.9
Q8TAB3	Q8TAB3	PCD19_HUMAN	PCDH19	Protocadherin-19	5543.07	5153.65	5267.71	2249.82	1513.38	3406.4			1196.64			2040.61
Q8TAC2	Q8TAC2	JOS2_HUMAN	JOSD2	Josephin-2	10303.5	10592.8	10019.4	10723.6	8479.84	9840.71	7910.07	6273.5	7552.94	7619.93	5833.15	7968.68
Q8TAD4	Q8TAD4	ZNT5_HUMAN	SLC30A5	Zinc transporter 5	4133.15	3191.2	5507.31				4875.87	4515.25	4160.68		2318.91	
Q8TAD7	Q8TAD7	OCC1_HUMAN	OCC1	Overexpressed in colon carcinoma 1 protein				8392.88	10836.6	11025.3			285.38	2449.1	1957.3	6447.29
Q8TAD8	Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1	4820.79	6328.31	5403.96	8955.47	7987.35	7885.75	6634.27	7652.82	6363.39	6794.09	7506.57	4131.86
Q8TAE6	Q8TAE6	PP14C_HUMAN	PPP1R14C	Protein phosphatase 1 regulatory subunit 14C					11453.8	10761.3				11699.9	10400.1	14470.2
Q8TAE8	Q8TAE8	G45IP_HUMAN	GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1	8301.61	8247.36	8217.86	13216.3	14711.5	14718.3	11980.5	11609.1	11755.5	13506.3	12587.7	17251.2
Q8TAF3	Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	25846	25694.9	29208	27703.3	23967.5	21357.1	23954.3	20181	21828.1	20514.8	20343.2	20463
Q8TAG9	Q8TAG9	EXOC6_HUMAN	EXOC6	Exocyst complex component 6	11865.9	8895.31	8522.02	12525.8	10879.9	11466.5	12425	12809.1	11442.4	13814.7	13147.9	10805.1
Q8TAM2	Q8TAM2	TTC8_HUMAN	TTC8	Tetratricopeptide repeat protein 8	9288.69	17750.4	12069.8	11322		6411.16	8343.87	8203.23	10861.9	6317.75	6687.12	
Q8TAP6	Q8TAP6	CEP76_HUMAN	CEP76	Centrosomal protein of 76 kDa	3935.33	3124.76	3904.26	3308.93	3225.6	2833.28	3449.61	3879.24	3081.78	3258.9	3610.46	3725.51
Q8TAQ2	Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	35870.3	32611.5	32464.3	33138.4	29121	28585.1	49912.3	48181.9	52866.5	42133.3	40239.3	43305
Q8TAS1	Q8TAS1	UHMK1_HUMAN	UHMK1	Serine/threonine-protein kinase Kist	1575.7	1303.74	2066.04	2039.17			1878.8	2287.1	2103.25	3960.72		2655.81
Q8TAT6	Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	70119.1	81001.1	74933.3	69189.8	63225.1	57938.2	60583.2	59653.1	60779.7	53552.2	54155	65130.4
Q8TB03	Q8TB03	CX038_HUMAN	CXorf38	Uncharacterized protein CXorf38	27648.5	21424.7	24418.5	33089.8	33137.8	30712.3	20396.3	24391.7	23236.2	29138.6	26372.7	28296
Q8TB22	Q8TB22	SPT20_HUMAN	SPATA20	Spermatogenesis-associated protein 20	16321.4	15205.7	15838.5	19025.3	12385.6	14744.1	7198.51	7155.58	7991.77	9821.68	9632.27	8717.96
Q8TB24	Q8TB24	RIN3_HUMAN	RIN3	Ras and Rab interactor 3	3717.14	3822.83	4286.93			2557.34	6176.55	5934.45	6592.73			
Q8TB36	Q8TB36	GDAP1_HUMAN	GDAP1	Ganglioside-induced differentiation-associated protein 1	15229.8	13318.3	13766.3	20149.7	14281.8	15311.4	7926.04	8628.48	8494.51	18234.4	16910.8	13487.9
Q8TB37	Q8TB37	NUBPL_HUMAN	NUBPL	Iron-sulfur protein NUBPL	12447.5	9061.54	9972.86	15231.3	9183.05	10804.5	6629.87	7408.35	7175.53	8645.48	8234.67	8494.91
Q8TB40	Q8TB40	ABHD4_HUMAN	ABHD4	(Lyso)-N-acylphosphatidylethanolamine lipase	14865.4	11022	12226.7	14758.2	10007	10795.4	13742.2	13101.5	13500.2	10057.7	10043.7	9784.94
Q8TB52	Q8TB52	FBX30_HUMAN	FBXO30	F-box only protein 30	9022.68	6301.23	7374.48	10472.8	8616.09	7111.76	8215.69	9364.34	9725.16	10472.1	10117.8	14114.3
Q8TB61	Q8TB61	S35B2_HUMAN	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	100329	57879.4	70158	63046.7	52866.6	55661.4	74278.3	84141.7	84918.7	60131.9	67441.6	63646.4
Q8TB72	Q8TB72	PUM2_HUMAN	PUM2	Pumilio homolog 2	25204.8	27488	25219.2	17516.4	22521.1	16795.5	31856.7	31128.7	32781.5	20769.3	22832.3	26751.5
Q8TB96	Q8TB96	TIP_HUMAN	ITFG1	T-cell immunomodulatory protein	21214.2	19694.6	18549.6	21497.1	41154.2	39430.5	12893.5	15539.2	11966.3	19685.3	24868.2	33560.1
Q8TBA6	Q8TBA6	GOGA5_HUMAN	GOLGA5	Golgin subfamily A member 5	21462.9	22194.5	22681	20924.4	16663.7	18468.5	18783.7	18729.8	19638.8	11966.6	12483.8	16060.5
Q8TBB5	Q8TBB5	KLDC4_HUMAN	KLHDC4	Kelch domain-containing protein 4	12781.6	11751	8987.64	18096.1	17881.1	19713.5	11182.3	10345.6	9736.52	14877.2	16879.6	22058.7
Q8TBB6	Q8TBB6	S7A14_HUMAN	SLC7A14	Probable cationic amino acid transporter	1187.63	2640.53	1617.64	2099.92								
Q8TBC3	Q8TBC3	SHKB1_HUMAN	SHKBP1	SH3KBP1-binding protein 1	11326.7	10424.8	11827.8	8423.16	11224.1	9059.07	14396.3	15219.1	15124	10408.7	9216.05	8304.82
Q8TBC4	Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	65863.9	54180.5	63867.5	70333.6	72315.6	76402.3	70509.5	68576.6	61495.4	69975.9	73577.6	100991
Q8TBC5	Q8TBC5	ZSC18_HUMAN	ZSCAN18	Zinc finger and SCAN domain-containing protein 18	7740.27	8766.38	8881.13	16171.4	15516.2	11932.3	8719.59	6723.77	6994.22	10922.7	8951.85	22788.1
Q8TBE1	Q8TBE1	CNIH3_HUMAN	CNIH3	Protein cornichon homolog 3	4654.42			3083.8						2241.07	6665.33	9118.52
Q8TBE9	Q8TBE9	NANP_HUMAN	NANP	N-acylneuraminate-9-phosphatase	3207.25	3716.45	3194.4	6418.18	4295.13	6274.89	3132.68	3939.17	2886.14	2111.36	2367.86	4935.79
Q8TBF2	Q8TBF2	PXL2B_HUMAN	PRXL2B	Prostamide/prostaglandin F synthase	7822.83	7518.73	7669.24	8364.8	5202.42	7631.73	9560.37	8870.88	9456.68	7551.39	6311.67	9436.57
Q8TBF4	Q8TBF4	ZCRB1_HUMAN	ZCRB1	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	3169.4	2234.18	2166.47	5585.32	5152.46	4468.14	3480.66	1659.6	2517.87	10507.8	12810.9	8275.83
Q8TBF5	Q8TBF5	PIGX_HUMAN	PIGX	Phosphatidylinositol-glycan biosynthesis class X protein	9172.62	4528.72	6355.39		7022.41		5905.05	5379.02	5845.86	6407.13	5363.64	8335.5
Q8TBK6	Q8TBK6	ZCH10_HUMAN	ZCCHC10	Zinc finger CCHC domain-containing protein 10	6423.83	8771.67	7430.41	7511.06		5868	6560.89	6538.75	7216.34	4798.41	3907.94	4877.06
Q8TBM7	Q8TBM7	TM254_HUMAN	TMEM254	Transmembrane protein 254	4860.68	4412.06	4897.39	4485.97		6898.37	3920.81	2651.46	3575.82	4626.91	5745.77	5451.07
Q8TBM8	Q8TBM8	DJB14_HUMAN	DNAJB14	DnaJ homolog subfamily B member 14	11116.3	14507.4	11027.7	10137.3	12773.4	11377.6	11260.7	12810.6	12391.8	8296.05	11223.3	11096.5
Q8TBP0	Q8TBP0	TBC16_HUMAN	TBC1D16	TBC1 domain family member 16	5229.38	5856.48	5388.38	4903.38		4818.42	4537.09	4061.54	4593.19	4059.66	4894.14	6192.64
Q8TBP5	Q8TBP5	F174A_HUMAN	FAM174A	Membrane protein FAM174A	900.651		686.233	864.261				660.558	1135.3		868.645	1265.2
Q8TBP6	Q8TBP6	S2540_HUMAN	SLC25A40	Probable mitochondrial glutathione transporter SLC25A40	3648.18	2299.55	3423.48	3626.88			5038.67	4199.01	4501.81	4120.57	5203.04	3473.53
Q8TBQ9	Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	22475	40634	36297	14994.6	22554.9	22793.6	22799.1	17505.6	18186.1	18207.4	36049.2	9736.25
Q8TBR7	Q8TBR7	TLC3A_HUMAN	TLCD3A	TLC domain-containing protein 3A	32646.1	26238.4	30211.9	31464.8	26727.7	31096.6	23324.5	23772.7	21522.4	27567.5	19666.1	19435.7
Q8TBX8	Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	27013.6	24681.9	28668.4	34488.2	32593.9	28910.4	37324.4	35835.2	35430.5	66240.5	55343.8	56661.7
Q8TBZ3	Q8TBZ3	WDR20_HUMAN	WDR20	WD repeat-containing protein 20	5542.67	4996.15	4642.76	5400.08	3654.35	3303.01	4636.42	3365.27	4289.75	4479.91	2868	3430.58
Q8TC07	Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	46879.4	51039.8	52111.5	48055.7	43696.2	40044.4	47416.2	46504	47576.3	40651.5	40199.9	44831.2
Q8TC12	Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	88464.2	104449	93729.5	68632.3	58102.6	59849.8	69215	68341.6	62633.2	48423.7	56282.3	48388.3
Q8TC26	Q8TC26	TM163_HUMAN	TMEM163	Transmembrane protein 163	9725.67	10461.4	11851.4	9207.83	10492.2	8202.89	9525.14	9679.58	7122.42	9577.05	11508.9	10679.4
Q8TCA0	Q8TCA0	LRC20_HUMAN	LRRC20	Leucine-rich repeat-containing protein 20	9400.95	7659.52	9738.47	13270.6	10831.4	12471.3	7168.59	8108.66	7631.4	15033.9	13367.6	14907.5
Q8TCB0	Q8TCB0	IFI44_HUMAN	IFI44	Interferon-induced protein 44	3899.4	3279.69	6218.21	50556.4	43866.1	50019.6		64117.9		74985.4	68924.6	61454.4
Q8TCC3	Q8TCC3	RM30_HUMAN	MRPL30	39S ribosomal protein L30, mitochondrial	7237.16	8070.7	9457.79	11129.7	10115	6635.79	10417.7	10235.4	15004.6	7760.33	9079.66	9489.09
Q8TCD1	Q8TCD1	CR032_HUMAN	C18orf32	UPF0729 protein C18orf32											4698.4	6508.59
Q8TCD5	Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	25935.7	29987.6	25559.1	25990.8	22230.6	19618.1	24268.8	21052.4	22515	18163.5	17884.6	28741.3
Q8TCE6	Q6NSW5;Q8TCE6	DEN10_HUMAN	DENND10	DENN domain-containing protein 10	27416.6	30854.2	29625.4	25601.2	20458.1	22745.1	24937.8	23428.3	24324.7	20689.9	23580.4	27120.4
Q8TCF1	Q8TCF1	ZFAN1_HUMAN	ZFAND1	AN1-type zinc finger protein 1		2526.3	1598.8	2108.25			1576.75	3002.46	1356.82	1851.19	2449.16	3734.12
Q8TCG1	Q8TCG1	CIP2A_HUMAN	CIP2A	Protein CIP2A	10800.3	8933.99	8324.24	9853.1	9660.75	10053.5	23902.7	26096.9	24810.4	16579.6	16553.1	17895.6
Q8TCG2	Q8TCG2	P4K2B_HUMAN	PI4K2B	Phosphatidylinositol 4-kinase type 2-beta	5631.46	3668.8	4586.61	3456.82		4376.7	6596.82	6424.21	5938.12	5695.47	4916.3	5117.95
Q8TCG5	Q8TCG5	CPT1C_HUMAN	CPT1C	Carnitine O-palmitoyltransferase 1, brain isoform	13671	13507.9	13158.4	19614.8	11163.8	13154.6	9957.06	7932.15	8380.87	11347.2	5723.31	7287.54
Q8TCJ2	Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	229337	211420	206568	189336	156070	142294	174139	170601	168574	112931	116095	89034.6
Q8TCN5	Q8TCN5	ZN507_HUMAN	ZNF507	Zinc finger protein 507	2775.35	2669.39	3121.45	2455.09			3812.23	3791.94	3048.18	2642.95	2748.74	2539.66
Q8TCS8	Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	54419.4	52160.3	54596.4	100659	78122.7	79376.5	61274.4	59925.9	60553	122671	109180	75659.8
Q8TCT6	Q8TCT6	SPPL3_HUMAN	SPPL3	Signal peptide peptidase-like 3	2490.2	3105.3	3338.37				3543.88	2640.15	3580.41	2190.1		1729.23
Q8TCT7	Q8TCT7	SPP2B_HUMAN	SPPL2B	Signal peptide peptidase-like 2B	15546.3	7972.3	11074.1	12243.5	12997.6	13982.9	14700.6	17842.5	19149.5	13826.1	16477.1	21814.9
Q8TCT8	Q8TCT8	SPP2A_HUMAN	SPPL2A	Signal peptide peptidase-like 2A	4372.7	7100.5	6820.39	13464.9	15461.9	14038.2	4195.58	7354.04	6891.07	9949.02	11833.3	10372.1
Q8TCT9	Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	172245	150404	155523	103961	108337	103519	98245.4	95406.3	101076	55594	52829.4	75885
Q8TCU4	Q8TCU4	ALMS1_HUMAN	ALMS1	Alstrom syndrome protein 1	13688.8	12983.6	7200.2	8910.39	5038.42	4801.27	12160.2	10257.4	9315.22	8735.36	6304.47	11222.8
Q8TCU6	Q8TCU6	PREX1_HUMAN	PREX1	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein	22979.7	19204.3	20553.1	26164.9	22353	23252.7	21867.8	25330.1	24678.6	32494.7	33373.2	30617.8
Q8TCX1	Q8TCX1	DC2L1_HUMAN	DYNC2LI1	Cytoplasmic dynein 2 light intermediate chain 1	4872.07	5418.05	5554.64	6083.37			4547.48	4802.61	5195.3	4244.79	2890.65	3583.69
Q8TCY9	Q8TCY9	URGCP_HUMAN	URGCP	Up-regulator of cell proliferation	14742.3	12520.2	13686.5	13724.6	12872.1	13403.8	16448.6	18141.7	15122.8	14604.2	14888.4	11904.8
Q8TCZ2	Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	3407.86	2444.92	3650.06	4613.91	6103.86	5728.58	2943.04	2978.75	2686.16	5199.64	6603.61	11123.7
Q8TD16	Q8TD16	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2	20389.1	17071.9	17526.2	21406.2	21310.2	22716.4	22635.4	22840.1	23828.7	24324.4	24077.8	29040.4
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	50567.2	46547.1	51624.2	41752.5	36069.8	40793.9	50307.5	53088.4	51763.3	41730.3	41969.1	42068.2
Q8TD20	Q8TD20	GTR12_HUMAN	SLC2A12	Solute carrier family 2, facilitated glucose transporter member 12	3451.05	3333.84	3232.36			1716.99		2976.1	2210.71	2920.97	2035.36	2006.05
Q8TD22	Q8TD22	SFXN5_HUMAN	SFXN5	Sideroflexin-5	16230.4	14124.2	16444.7	23636	15180.1	18078.3	9823.82	10109.5	10047	17268.4	15281.4	15008.7
Q8TD26	Q8TD26	CHD6_HUMAN	CHD6	Chromodomain-helicase-DNA-binding protein 6	4706	4350.39	4885.77	3992.19			4572.4	4246.42	4421.4	6919.19	4807.33	2266.25
Q8TD30	Q8TD30	ALAT2_HUMAN	GPT2	Alanine aminotransferase 2	11904.1	11418.6	13130.5	11336.3	8645.74	7988.81	6126.98	6296.38	5562.03	9257.84	8668.91	10535.4
Q8TD31	Q8TD31	CCHCR_HUMAN	CCHCR1	Coiled-coil alpha-helical rod protein 1	3114.76	2864.89	5878.17	7087.91	11669.1	9256.7	9275.67	5507.16	3307.68	8006.56	8464.61	8786.64
Q8TD43	Q8TD43	TRPM4_HUMAN	TRPM4	Transient receptor potential cation channel subfamily M member 4	13741.3	10497.2	12545	13289.2	14591.1	12557.3	7591.25	7460.6	7763.69	5620.59	4605.25	4988.58
Q8TD55	Q8TD55	PKHO2_HUMAN	PLEKHO2	Pleckstrin homology domain-containing family O member 2	13561.1	10744.6	12540.1	14198.3	17065.4	16089.5	14924.3	14383	14564.8	10567.8	10564.7	14050.8
Q8TDB4	Q8TDB4	HUMMR_HUMAN	MGARP	Protein MGARP		5928.3	5029.49	4819.09	5999.81							
Q8TDB6	Q8TDB6	DTX3L_HUMAN	DTX3L	E3 ubiquitin-protein ligase DTX3L	19260	20356.5	20698	44959.8	40886.9	37379.8	16383.3	16219.4	16047.4	67094.7	60245.7	50990.4
Q8TDD1	Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	15874.3	13017.8	13149.3	28154.2	24346.5	26507.1	20981.7	21482.2	22042.4	27074.8	26002.3	15733.9
Q8TDH9	Q8TDH9	BL1S5_HUMAN	BLOC1S5	Biogenesis of lysosome-related organelles complex 1 subunit 5	11980.5	11600.4	11202.5	16837.8	13951.3	16518.7	10088.7	9894.9	8424.3	15734.3	12002.8	11446.5
Q8TDJ6	Q8TDJ6	DMXL2_HUMAN	DMXL2	DmX-like protein 2	8508.56	7965.76	8378.21	5997.84	8764.18	3987.97	7788.81	8591.64	7265.94	6591.84	5887.31	5404.61
Q8TDM6	Q8TDM6	DLG5_HUMAN	DLG5	Disks large homolog 5	15464.4	14606	14006.2	13614.2	10951.1	11263	16824.9	17063.5	17095.8	13446.9	13910.9	13054.6
Q8TDN4	Q8TDN4	CABL1_HUMAN	CABLES1	CDK5 and ABL1 enzyme substrate 1	6049.44	4520.02	4987.17	5756.22	5872.62		5510.28	5804.78	5619.57		5848.29	6633.93
Q8TDN6	Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	43112.5	39571.1	40011.7	52963.2	46991.7	45622.1	51212.9	47937.6	48692	41668.5	44950.7	23972.7
Q8TDP1	Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C	15419.9	14506.3	10137.7	20010.5	20310.6	19007.7	21656.7	22598.4	26177.3	17960.5	18712.9	22695.6
Q8TDQ7	Q8TDQ7	GNPI2_HUMAN	GNPDA2	Glucosamine-6-phosphate isomerase 2	3199.99	10906.7	2130.77	27634.9	26723	30546.7				25950.7	27556.3	36413.5
Q8TDR0	Q8TDR0	MIPT3_HUMAN	TRAF3IP1	TRAF3-interacting protein 1	4086.31	1780.13	2416.04	3168.65		4339.22	3175.15	4282.52	3930.66	4088.76	2636.72	2872.02
Q8TDW0	Q8TDW0	LRC8C_HUMAN	LRRC8C	Volume-regulated anion channel subunit LRRC8C	7661.83	7407.7	8145.75	8007.46		7951.22	23269.5	19595.5	20846.6	6447.44	7355.94	7727.14
Q8TDW5	Q8TDW5	SYTL5_HUMAN	SYTL5	Synaptotagmin-like protein 5		20306.1		29821.9		24526.4	16334.6					
Q8TDX7	Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	77676.6	50563.7	56696	41066.3	39515.4	34463.2	44069.9	46509.7	49934.4	29070.4	34216.8	19198.9
Q8TDY2	Q8TDY2	RBCC1_HUMAN	RB1CC1	RB1-inducible coiled-coil protein 1	12603.9	11651.3	12269.2	10734.2	12154	9768.07	12018.3	12290.7	11867.7	10663.8	9445.17	11896.4
Q8TDY4	Q8TDY4	ASAP3_HUMAN	ASAP3	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3	8213.41	9963.4	9584.56	6725.22	7275.3	6649.56	9339	8596.63	8159.04	7165.04	7022.26	9089.54
Q8TDY8	Q8TDY8	IGDC4_HUMAN	IGDCC4	Immunoglobulin superfamily DCC subclass member 4	3936.43	5312.84	4521.79	4661.67	7710.41		4509.72	3716.73	2979.6	5213.03	5700.28	5595.13
Q8TDZ2	Q8TDZ2	MICA1_HUMAN	MICAL1	[F-actin]-monooxygenase MICAL1	48689.8	46839.8	49485.7	33907.4	31223.9	30253.9	41716.7	39942.3	40731.4	25721.8	26894.2	26327.6
Q8TE02	Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5	11710.2	12260.9	12651	12255.3	13560.9	12666.7	10678.6	11396.4	13121.2	10660.4	9324.46	15153.3
Q8TE57	Q8TE57	ATS16_HUMAN	ADAMTS16	A disintegrin and metalloproteinase with thrombospondin motifs 16		2246.89	3067.99							8864.26	9046.22	15859.1
Q8TE58	Q8TE58	ATS15_HUMAN	ADAMTS15	A disintegrin and metalloproteinase with thrombospondin motifs 15	11623.8	12126.9	14683.5	12897.8	14664.5	15956	8649.43	6862.82	6229.57	12678.1	12526.1	22005.5
Q8TE77	Q8TE77	SSH3_HUMAN	SSH3	Protein phosphatase Slingshot homolog 3	21184.2	17529.4	18775.9	19739	19285.9	17633.8	14577.9	16195.5	16286.3	13698.8	13703.5	18104.9
Q8TEA1	Q8TEA1	NSUN6_HUMAN	NSUN6	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6	12294.5	12435.7	12654.1	13604.2	14354.3	14163.6	13363.4	14745.4	12878.9	14031.6	14025.1	12249.7
Q8TEA7	Q8TEA7	TBCK_HUMAN	TBCK	TBC domain-containing protein kinase-like protein	13408.5	10955.7	11507	10578.1	10385.5	13839.3	9109.11	11122.7	11219.9	9361.36	8850.33	7543.46
Q8TEA8	Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	7903.41	5352.58	4788.3	50086.2	50053.8	46998.4	6341.93	3190.28	6081.17	44177.4	48240.3	48691
Q8TEB1	Q8TEB1	DCA11_HUMAN	DCAF11	DDB1- and CUL4-associated factor 11	9752.99	8590.83	9254.32	11979.9	8927.14	10946.3	10071.8	9125.66	9911.51	11424	10093.4	11376.4
Q8TEB9	Q8TEB9	RHBL4_HUMAN	RHBDD1	Rhomboid-related protein 4	8716.95	18959	15331.2	7168.65	10647.3	10825.7	8620.77	11218.3	7995.1	10027.4	9949.34	7009.49
Q8TED0	Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	17005.2	14092.9	15168.1	22627.7	20970.3	20615.7	20096	18419.4	21159.9	21444.4	21876.2	14129.9
Q8TED1	Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	165895	137911	165541	95144	77960.9	73759	140957	142128	144550	75229.6	67261.9	70178.9
Q8TEH3	Q8TEH3	DEN1A_HUMAN	DENND1A	DENN domain-containing protein 1A	6993.56	8285.69	11293.7	8015.95		5480.24	6112.49	6004.45	7642.77		5019.55	8148.4
Q8TEL6	Q8TEL6	TP4AP_HUMAN	TRPC4AP	Short transient receptor potential channel 4-associated protein	4559.12	4629.31	4694.12	3298.99	1423.98	2112.52	3561.42	4391.34	3874.89	4671.63	3860.18	3942.6
Q8TEM1	Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	19955.3	14907.7	16770.4	25291.8	23079.3	24529.5	10695	12683.5	13055.2	39032.7	36253.6	32216.3
Q8TEP8	Q8TEP8	CE192_HUMAN	CEP192	Centrosomal protein of 192 kDa	7073.29	8801.28	10116.2	7349.25	8986.12	16108.1	11586	11940.1	11489.5	6948.15	9306.77	10907.4
Q8TEQ0	Q8TEQ0	SNX29_HUMAN	SNX29	Sorting nexin-29	9252.68	5540.01	6982.45	5913.62	6290.26	5556.61	8893.32	8825.91	10295.7	6462.37	4909.62	5479.23
Q8TEQ6	Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	44211	41387.8	41524.4	36741.7	31812.6	31082.4	46464.3	46422.6	45991.2	32179.7	31479.4	28664.1
Q8TEQ8	Q8TEQ8	PIGO_HUMAN	PIGO	GPI ethanolamine phosphate transferase 3	11021.1	8794.36	10348.8	10320.7	6843.02	7710.6	5781.53	6965.95	7826.97	5731.99	7003.87	4356.74
Q8TER0	Q8TER0	SNED1_HUMAN	SNED1	Sushi, nidogen and EGF-like domain-containing protein 1	14620.9	13862.4	15436.6	12737.3	16553.2	15432.2	7622.61	8831.58	7073.55			1630.85
Q8TER5	Q8TER5	ARH40_HUMAN	ARHGEF40	Rho guanine nucleotide exchange factor 40	65166.7	60938.4	62916.7	42905.1	46639.7	45118.9	73811.3	72599.1	78820.3	48571	46276.2	51897
Q8TET4	Q8TET4	GANC_HUMAN	GANC	Neutral alpha-glucosidase C		657.005	1662.16	1805.1	6765.86	4081.55	1754.23	1953.32	2175.86	3772.26	4795.73	8394.41
Q8TEU7	Q8TEU7	RPGF6_HUMAN	RAPGEF6	Rap guanine nucleotide exchange factor 6	9575.77	8286.79	8365.38	7137.76	9472.76	7379.57	10316.5	9419.24	9746.7	7377.45	7892.31	7739.44
Q8TEV9	Q8TEV9	SMCR8_HUMAN	SMCR8	Guanine nucleotide exchange protein SMCR8	4317.87	2903.54	2997.11	3422.38			3587.74	4155.34	3744.42	3934.27	2772.17	3058.64
Q8TEW0	Q8TEW0	PARD3_HUMAN	PARD3	Partitioning defective 3 homolog	21420.2	19589.8	18926.4	20992.4	24212.3	22119.2	24915.2	23272.9	22409.5	19483.4	20726.4	21790.4
Q8TEW8	Q8TEW8	PAR3L_HUMAN	PARD3B	Partitioning defective 3 homolog B	11735.8	12175.3	13313.7	12458.8	11236.2	11554	10070.8	11584.6	11592.5	10218.9	7931.62	12159.4
