Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	f_10ug_polyIC_1 Spectral Count	f_10ug_polyIC_2 Spectral Count	f_10ug_polyIC_3 Spectral Count	f_1ug_polyIC_1 Spectral Count	f_1ug_polyIC_2 Spectral Count	f_1ug_polyIC_3 Spectral Count	f_control_1 Spectral Count	f_control_2 Spectral Count	f_control_3 Spectral Count	f_lipo_1 Spectral Count	f_lipo_2 Spectral Count	f_lipo_3 Spectral Count	m_10ug_polyIC_1 Spectral Count	m_10ug_polyIC_2 Spectral Count	m_10ug_polyIC_3 Spectral Count	m_1ug_polyIC_1 Spectral Count	m_1ug_polyIC_2 Spectral Count	m_1ug_polyIC_3 Spectral Count	m_control_1 Spectral Count	m_control_2 Spectral Count	m_control_3 Spectral Count	m_lipo_1 Spectral Count	m_lipo_2 Spectral Count	m_lipo_3 Spectral Count	f_10ug_polyIC_1 Unique Spectral Count	f_10ug_polyIC_2 Unique Spectral Count	f_10ug_polyIC_3 Unique Spectral Count	f_1ug_polyIC_1 Unique Spectral Count	f_1ug_polyIC_2 Unique Spectral Count	f_1ug_polyIC_3 Unique Spectral Count	f_control_1 Unique Spectral Count	f_control_2 Unique Spectral Count	f_control_3 Unique Spectral Count	f_lipo_1 Unique Spectral Count	f_lipo_2 Unique Spectral Count	f_lipo_3 Unique Spectral Count	m_10ug_polyIC_1 Unique Spectral Count	m_10ug_polyIC_2 Unique Spectral Count	m_10ug_polyIC_3 Unique Spectral Count	m_1ug_polyIC_1 Unique Spectral Count	m_1ug_polyIC_2 Unique Spectral Count	m_1ug_polyIC_3 Unique Spectral Count	m_control_1 Unique Spectral Count	m_control_2 Unique Spectral Count	m_control_3 Unique Spectral Count	m_lipo_1 Unique Spectral Count	m_lipo_2 Unique Spectral Count	m_lipo_3 Unique Spectral Count	f_10ug_polyIC_1 Total Spectral Count	f_10ug_polyIC_2 Total Spectral Count	f_10ug_polyIC_3 Total Spectral Count	f_1ug_polyIC_1 Total Spectral Count	f_1ug_polyIC_2 Total Spectral Count	f_1ug_polyIC_3 Total Spectral Count	f_control_1 Total Spectral Count	f_control_2 Total Spectral Count	f_control_3 Total Spectral Count	f_lipo_1 Total Spectral Count	f_lipo_2 Total Spectral Count	f_lipo_3 Total Spectral Count	m_10ug_polyIC_1 Total Spectral Count	m_10ug_polyIC_2 Total Spectral Count	m_10ug_polyIC_3 Total Spectral Count	m_1ug_polyIC_1 Total Spectral Count	m_1ug_polyIC_2 Total Spectral Count	m_1ug_polyIC_3 Total Spectral Count	m_control_1 Total Spectral Count	m_control_2 Total Spectral Count	m_control_3 Total Spectral Count	m_lipo_1 Total Spectral Count	m_lipo_2 Total Spectral Count	m_lipo_3 Total Spectral Count	f_10ug_polyIC_1 Intensity	f_10ug_polyIC_2 Intensity	f_10ug_polyIC_3 Intensity	f_1ug_polyIC_1 Intensity	f_1ug_polyIC_2 Intensity	f_1ug_polyIC_3 Intensity	f_control_1 Intensity	f_control_2 Intensity	f_control_3 Intensity	f_lipo_1 Intensity	f_lipo_2 Intensity	f_lipo_3 Intensity	m_10ug_polyIC_1 Intensity	m_10ug_polyIC_2 Intensity	m_10ug_polyIC_3 Intensity	m_1ug_polyIC_1 Intensity	m_1ug_polyIC_2 Intensity	m_1ug_polyIC_3 Intensity	m_control_1 Intensity	m_control_2 Intensity	m_control_3 Intensity	m_lipo_1 Intensity	m_lipo_2 Intensity	m_lipo_3 Intensity	f_10ug_polyIC_1 MaxLFQ Intensity	f_10ug_polyIC_2 MaxLFQ Intensity	f_10ug_polyIC_3 MaxLFQ Intensity	f_1ug_polyIC_1 MaxLFQ Intensity	f_1ug_polyIC_2 MaxLFQ Intensity	f_1ug_polyIC_3 MaxLFQ Intensity	f_control_1 MaxLFQ Intensity	f_control_2 MaxLFQ Intensity	f_control_3 MaxLFQ Intensity	f_lipo_1 MaxLFQ Intensity	f_lipo_2 MaxLFQ Intensity	f_lipo_3 MaxLFQ Intensity	m_10ug_polyIC_1 MaxLFQ Intensity	m_10ug_polyIC_2 MaxLFQ Intensity	m_10ug_polyIC_3 MaxLFQ Intensity	m_1ug_polyIC_1 MaxLFQ Intensity	m_1ug_polyIC_2 MaxLFQ Intensity	m_1ug_polyIC_3 MaxLFQ Intensity	m_control_1 MaxLFQ Intensity	m_control_2 MaxLFQ Intensity	m_control_3 MaxLFQ Intensity	m_lipo_1 MaxLFQ Intensity	m_lipo_2 MaxLFQ Intensity	m_lipo_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5JRX3|PREP_HUMAN	Q5JRX3	PREP_HUMAN	PITRM1	1037	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Presequence protease, mitochondrial"	1	0.999	46	666	666	666	31	29	30	30	26	28	29	31	30	33	27	21	23	27	27	20	26	25	20	34	33	32	28	26	31	29	30	30	26	28	29	31	30	33	27	21	23	27	27	20	26	25	20	34	33	32	28	26	31	29	30	30	26	28	29	31	30	33	27	21	23	27	27	20	26	25	20	34	33	32	28	26	1.68E+09	1.79E+09	1.56E+09	1.33E+09	1.29E+09	1.56E+09	1.76E+09	1.61E+09	1.47E+09	1.55E+09	1.52E+09	1.36E+09	1.04E+09	1.29E+09	1.16E+09	7.63E+08	1.16E+09	1.09E+09	1.09E+09	1.34E+09	1.24E+09	1.26E+09	1.05E+09	1.26E+09	2.31E+08	2.09E+08	2.01E+08	1.76E+08	1.77E+08	1.97E+08	2.12E+08	1.94E+08	1.88E+08	1.73E+08	1.80E+08	1.69E+08	1.54E+08	1.59E+08	1.61E+08	1.16E+08	1.44E+08	1.51E+08	1.39E+08	1.47E+08	1.54E+08	1.38E+08	1.36E+08	1.49E+08	
sp|Q5JS37|NHLC3_HUMAN	Q5JS37	NHLC3_HUMAN	NHLRC3	347	Homo sapiens OX=9606	2:Experimental evidence at transcript level	NHL repeat-containing protein 3	0.9606	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q5JS54|PSMG4_HUMAN	Q5JS54	PSMG4_HUMAN	PSMG4	123	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome assembly chaperone 4	1	0.999	3	27	27	27	0	2	1	2	1	1	2	0	2	1	1	1	0	1	0	2	2	1	1	1	2	0	2	1	0	2	1	2	1	1	2	0	2	1	1	1	0	1	0	2	2	1	1	1	2	0	2	1	0	2	1	2	1	1	2	0	2	1	1	1	0	1	0	2	2	1	1	1	2	0	2	1	0	1.78E+07	0	0	0	0	3.08E+07	0	5.32E+07	1.52E+07	0	3.14E+07	0	9523877	0	3.31E+07	0	1.62E+07	0	9331641	0	0	2.02E+07	1.09E+07	0	0	0	0	0	0	0	0	2.70E+07	0	0	0	0	0	0	1.81E+07	0	0	0	0	0	0	2.65E+07	0	
sp|Q5JSH3|WDR44_HUMAN	Q5JSH3	WDR44_HUMAN	WDR44	913	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 44	1	0.999	20	110	110	110	3	7	6	9	5	5	3	7	2	6	3	6	3	3	3	7	5	6	1	3	4	5	3	5	3	7	6	9	5	5	3	7	2	6	3	6	3	3	3	7	5	6	1	3	4	5	3	5	3	7	6	9	5	5	3	7	2	6	3	6	3	3	3	7	5	6	1	3	4	5	3	5	4.37E+07	0	4.27E+07	1.91E+08	3.56E+07	5.29E+07	7251660.5	7.43E+07	0	3.69E+07	4750654.5	5.61E+07	3.07E+07	2.03E+07	1.54E+07	1.19E+08	3.48E+07	4.83E+07	7318692	3.87E+07	3.05E+07	2.07E+07	1.11E+07	2.25E+07	3.03E+07	0	2.49E+07	2.55E+07	2.12E+07	2.57E+07	0	2.17E+07	0	1.86E+07	0	1.96E+07	1.74E+07	1.50E+07	0	2.10E+07	2.01E+07	1.68E+07	0	1.90E+07	2.16E+07	2.73E+07	0	2.15E+07	
sp|Q5JSZ5|PRC2B_HUMAN	Q5JSZ5	PRC2B_HUMAN	PRRC2B	2229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein PRRC2B	1	0.999	20	96	96	120	4	3	2	4	2	4	2	3	3	3	4	5	6	5	6	6	4	6	6	5	3	5	2	3	4	3	2	4	2	4	2	3	3	3	4	5	6	5	6	6	4	6	6	5	3	5	2	3	6	3	4	4	2	4	4	4	3	4	5	9	7	5	6	7	5	7	8	6	4	5	3	5	1.72E+07	9818713	1.14E+07	1.06E+07	0	9551330	2.69E+07	2.33E+07	2.69E+07	1.08E+07	2.48E+07	3.24E+07	2.36E+07	3.57E+07	7.00E+07	2.46E+07	2.36E+07	2.24E+07	1.85E+07	2.76E+07	1.00E+07	3.46E+07	8894361	8789709	1.02E+07	0	0	0	0	0	1.60E+07	1.39E+07	1.57E+07	0	1.46E+07	1.19E+07	1.16E+07	1.40E+07	1.66E+07	1.66E+07	1.35E+07	1.33E+07	1.10E+07	1.27E+07	0	1.19E+07	0	0	
sp|Q5JTD0|TJAP1_HUMAN	Q5JTD0	TJAP1_HUMAN	TJAP1	557	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tight junction-associated protein 1	1	0.999	9	42	42	42	0	1	1	0	2	3	4	1	1	1	4	1	0	0	1	3	4	3	2	2	3	2	3	0	0	1	1	0	2	3	4	1	1	1	4	1	0	0	1	3	4	3	2	2	3	2	3	0	0	1	1	0	2	3	4	1	1	1	4	1	0	0	1	3	4	3	2	2	3	2	3	0	0	1.32E+07	1.50E+07	0	1.57E+07	2.23E+07	5.70E+07	1.43E+07	0	0	4.94E+07	2.64E+07	1.48E+07	0	1.26E+07	1.27E+07	2155910	2.71E+07	1.74E+07	0	2.60E+07	2.66E+07	1.33E+07	1.25E+07	0	0	0	0	0	1.52E+07	1.42E+07	0	0	0	1.60E+07	1.84E+07	0	0	0	1.39E+07	0	1.90E+07	1.44E+07	0	2.17E+07	1.84E+07	0	0	
sp|Q5JTH9|RRP12_HUMAN	Q5JTH9	RRP12_HUMAN	RRP12	1297	Homo sapiens OX=9606	1:Experimental evidence at protein level	RRP12-like protein	1	0.999	22	265	251	265	9	14	9	11	8	11	8	9	10	13	11	7	10	8	9	12	12	14	15	15	13	14	13	10	9	13	8	11	8	10	8	8	10	13	11	7	9	7	8	11	11	14	15	14	12	13	12	9	9	14	9	11	8	11	8	9	10	13	11	7	10	8	9	12	12	14	15	15	13	14	13	10	3.36E+08	2.50E+08	1.38E+08	2.78E+08	2.89E+08	1.06E+08	1.04E+08	2.78E+08	2.91E+08	1.08E+08	2.12E+08	6.61E+07	5.04E+07	2.48E+08	1.41E+08	2.17E+08	9.43E+07	1.04E+08	1.89E+08	1.58E+08	7.73E+07	9.02E+07	9.05E+07	8.62E+07	6.51E+07	6.31E+07	5.91E+07	4.97E+07	8.28E+07	5.69E+07	5.26E+07	5.94E+07	5.88E+07	6.15E+07	4.36E+07	5.48E+07	4.60E+07	4.93E+07	5.74E+07	5.25E+07	5.08E+07	5.04E+07	6.35E+07	5.72E+07	4.43E+07	3.47E+07	4.71E+07	5.41E+07	
sp|Q5JTJ3|COA6_HUMAN	Q5JTJ3	COA6_HUMAN	COA6	125	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 6 homolog	1	0.999	4	9	9	9	0	0	0	1	2	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8616033	0	0	0	1.37E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q5JTV8|TOIP1_HUMAN	Q5JTV8	TOIP1_HUMAN	TOR1AIP1	583	Homo sapiens OX=9606	1:Experimental evidence at protein level	Torsin-1A-interacting protein 1	1	0.999	20	338	338	338	14	15	11	15	13	14	17	13	15	13	12	15	15	14	13	13	13	11	12	17	13	17	18	15	14	15	11	15	13	14	17	13	15	13	12	15	15	14	13	13	13	11	12	17	13	17	18	15	14	15	11	15	13	14	17	13	15	13	12	15	15	14	13	13	13	11	12	17	13	17	18	15	7.10E+08	7.68E+08	6.14E+08	7.23E+08	4.34E+08	5.99E+08	6.87E+08	9.42E+08	8.02E+08	8.07E+08	7.33E+08	8.08E+08	7.96E+08	6.84E+08	5.63E+08	3.27E+08	6.12E+08	5.42E+08	5.71E+08	5.93E+08	5.80E+08	6.44E+08	6.00E+08	6.81E+08	1.35E+08	1.36E+08	1.30E+08	1.32E+08	1.14E+08	1.19E+08	1.38E+08	1.53E+08	1.43E+08	1.55E+08	1.43E+08	1.45E+08	1.62E+08	1.45E+08	1.46E+08	1.29E+08	1.39E+08	1.46E+08	1.61E+08	1.41E+08	1.51E+08	1.61E+08	1.54E+08	1.44E+08	
sp|Q5JTZ9|SYAM_HUMAN	Q5JTZ9	SYAM_HUMAN	AARS2	985	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Alanine--tRNA ligase, mitochondrial"	1	0.999	13	113	113	113	4	4	4	5	3	1	6	3	5	3	2	3	10	5	7	6	7	7	7	6	6	2	2	5	4	4	4	5	3	1	6	3	5	3	2	3	10	5	7	6	7	7	7	6	6	2	2	5	4	4	4	5	3	1	6	3	5	3	2	3	10	5	7	6	7	7	7	6	6	2	2	5	1.26E+07	0	8509601	6017335	7779622	0	5.40E+07	5.61E+07	1.19E+07	0	5372447	3.85E+07	2.29E+07	4.81E+07	3.57E+07	2.61E+07	4.03E+07	2.67E+07	2.02E+07	2.55E+07	2.35E+07	0	0	3.59E+07	1.03E+07	0	0	0	0	0	1.43E+07	9899739	1.13E+07	0	0	7178837	1.47E+07	1.80E+07	1.74E+07	1.40E+07	1.86E+07	1.42E+07	1.90E+07	1.60E+07	1.56E+07	0	0	1.59E+07	
sp|Q5JU69|TOR2A_HUMAN	Q5JU69	TOR2A_HUMAN	TOR2A	321	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Torsin-2A	0.9477	0.9986	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q5JV73|FRPD3_HUMAN	Q5JV73	FRPD3_HUMAN	FRMPD3	1810	Homo sapiens OX=9606	2:Experimental evidence at transcript level	FERM and PDZ domain-containing protein 3	0.9977	0.9984	3	88	88	88	2	3	0	5	1	5	1	1	1	1	0	2	2	1	2	4	1	4	10	8	9	5	8	12	2	3	0	5	1	5	1	1	1	1	0	2	2	1	2	4	1	4	10	8	9	5	8	12	2	3	0	5	1	5	1	1	1	1	0	2	2	1	2	4	1	4	10	8	9	5	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E+08	6.10E+07	4.86E+07	0	0	1.27E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q5JVF3|PCID2_HUMAN	Q5JVF3	PCID2_HUMAN	PCID2	399	Homo sapiens OX=9606	1:Experimental evidence at protein level	PCI domain-containing protein 2	1	0.999	5	27	27	27	0	1	1	1	2	2	1	1	1	1	1	0	1	0	0	2	0	3	2	1	4	1	0	1	0	1	1	1	2	2	1	1	1	1	1	0	1	0	0	2	0	3	2	1	4	1	0	1	0	1	1	1	2	2	1	1	1	1	1	0	1	0	0	2	0	3	2	1	4	1	0	1	0	8700659	5620729.5	0	1.22E+07	0	1.18E+07	1.32E+07	1.14E+07	7762649	1.18E+07	0	1.19E+07	0	0	1.29E+07	0	1.17E+07	1.17E+07	8270064.5	1.79E+07	8917468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E+07	0	1.68E+07	0	0	0	
sp|Q5JVS0|HABP4_HUMAN	Q5JVS0	HABP4_HUMAN	HABP4	413	Homo sapiens OX=9606	1:Experimental evidence at protein level	Intracellular hyaluronan-binding protein 4	1	0.999	6	25	25	25	1	1	0	0	0	0	0	1	2	1	0	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	0	0	0	0	0	1	2	1	0	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	0	0	0	0	0	1	2	1	0	1	2	2	2	1	1	1	1	2	2	1	2	1	0	5.47E+07	0	0	0	0	0	1.76E+07	2.92E+07	0	0	3.26E+07	3.81E+07	3.65E+07	3.80E+07	2.69E+07	3.12E+07	2.08E+07	3.11E+07	6.71E+07	3.66E+07	3.01E+07	5.38E+07	2.41E+07	0	2.84E+07	0	0	0	0	0	0	0	0	0	0	3.00E+07	3.53E+07	2.09E+07	0	0	0	2.38E+07	3.73E+07	0	0	2.84E+07	0	
sp|Q5KU26|COL12_HUMAN	Q5KU26	COL12_HUMAN	COLEC12	742	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collectin-12	1	0.999	17	97	97	97	0	0	0	1	0	1	0	1	1	0	0	0	8	8	6	7	10	8	11	9	9	7	5	5	0	0	0	1	0	1	0	1	1	0	0	0	8	8	6	7	10	8	11	9	9	7	5	5	0	0	0	1	0	1	0	1	1	0	0	0	8	8	6	7	10	8	11	9	9	7	5	5	0	0	0	9012185	0	0	0	1.16E+07	1.53E+08	5675238.5	0	0	1.44E+08	1.66E+08	7.86E+07	1.12E+08	1.66E+08	1.47E+08	2.06E+08	1.47E+08	2.26E+08	9.62E+07	4.35E+07	9.14E+07	0	0	0	0	0	0	0	0	0	0	0	0	3.35E+07	2.57E+07	2.57E+07	3.59E+07	3.80E+07	4.07E+07	3.55E+07	4.09E+07	4.01E+07	3.32E+07	2.64E+07	2.50E+07	
sp|Q5M775|CYTSB_HUMAN	Q5M775	CYTSB_HUMAN	SPECC1	1068	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytospin-B	1	0.999	12	17	17	19	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	1	3	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	1	3	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	1	4	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1.41E+08	0	0	9975028	0	3204347.5	8300508.5	1.26E+07	0	0	0	0	1.16E+07	1.56E+07	5626394.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q5NDL2|EOGT_HUMAN	Q5NDL2	EOGT_HUMAN	EOGT	527	Homo sapiens OX=9606	1:Experimental evidence at protein level	EGF domain-specific O-linked N-acetylglucosamine transferase	1	0.999	3	11	11	11	0	0	1	2	2	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2.68E+07	1.51E+07	1.83E+07	0	0	0	0	0	0	1.14E+07	0	0	0	2.28E+07	0	9795202	0	1.04E+07	1.32E+07	9317704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q5PRF9|SMAG2_HUMAN	Q5PRF9	SMAG2_HUMAN	SAMD4B	694	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein Smaug homolog 2	1	0.999	11	89	89	89	2	3	4	4	4	4	3	4	1	5	3	3	2	6	3	5	6	5	3	5	4	3	5	2	2	3	4	4	4	4	3	4	1	5	3	3	2	6	3	5	6	5	3	5	4	3	5	2	2	3	4	4	4	4	3	4	1	5	3	3	2	6	3	5	6	5	3	5	4	3	5	2	8337892.5	1.22E+07	0	2.23E+07	2.54E+07	2.22E+07	1.99E+07	2.56E+07	8399653	9701954	8419538	2489345.8	3217996.2	1.75E+07	9536877	1.53E+07	4901286	3.25E+07	793602.5	6728739.5	2678279.8	7252511.5	9713781	3620784.8	5516102	3029462.5	0	1.61E+07	1.37E+07	9629165	1.22E+07	6130723	0	6205115.5	0	0	0	1.33E+07	8228437.5	9315834	9224231	8693396	0	9730040	0	1.02E+07	1.52E+07	0	
sp|Q5QJ74|TBCEL_HUMAN	Q5QJ74	TBCEL_HUMAN	TBCEL	424	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin-specific chaperone cofactor E-like protein	1	0.999	3	9	9	9	0	0	0	2	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1809156.2	2257070	1.64E+07	0	0	0	0	0	1.75E+07	0	0	0	0	0	0	1.32E+07	0	0	0	0	0	0	0	0	0	0	1.77E+07	0	0	0	0	0	8561530	0	0	0	0	0	0	0	0	0	
sp|Q5QJE6|TDIF2_HUMAN	Q5QJE6	TDIF2_HUMAN	DNTTIP2	756	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxynucleotidyltransferase terminal-interacting protein 2	1	0.999	14	129	129	129	5	3	3	8	7	4	6	5	2	4	4	3	7	5	6	5	6	6	8	9	8	3	6	6	5	3	3	8	7	4	6	5	2	4	4	3	7	5	6	5	6	6	8	9	8	3	6	6	5	3	3	8	7	4	6	5	2	4	4	3	7	5	6	5	6	6	8	9	8	3	6	6	2.18E+07	2.20E+07	1.78E+07	1.51E+07	3.05E+07	2.42E+07	3.32E+07	2.38E+07	2.24E+07	3.38E+07	1.63E+07	2.33E+07	5.69E+07	4.12E+07	4.92E+07	4.90E+07	3.14E+07	7.23E+07	6.15E+07	4.12E+07	4.17E+07	3.73E+07	4.02E+07	2.95E+07	1.06E+07	1.30E+07	0	1.44E+07	1.70E+07	8949625	1.35E+07	1.45E+07	1.09E+07	1.55E+07	0	1.37E+07	1.82E+07	2.51E+07	1.92E+07	1.56E+07	1.23E+07	1.71E+07	1.82E+07	1.77E+07	1.45E+07	1.39E+07	1.55E+07	1.39E+07	
sp|Q5R372|RBG1L_HUMAN	Q5R372	RBG1L_HUMAN	RABGAP1L	815	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab GTPase-activating protein 1-like	1	0.999	9	51	51	51	4	3	2	5	2	2	3	4	3	2	5	2	3	1	1	0	0	2	2	2	1	1	1	0	4	3	2	5	2	2	3	4	3	2	5	2	3	1	1	0	0	2	2	2	1	1	1	0	4	3	2	5	2	2	3	4	3	2	5	2	3	1	1	0	0	2	2	2	1	1	1	0	0	1.42E+07	3.05E+07	9705606	7342166	2.09E+08	2.01E+07	1.41E+07	2.98E+07	1.96E+07	2.11E+08	8.97E+07	1.04E+07	5634539	0	0	5581302.5	5028950	1.43E+07	5409441.5	4764344	4196523.5	5856352.5	0	0	1.22E+07	5.28E+07	0	0	2.84E+07	2.52E+07	3.37E+07	2.40E+07	2.56E+07	2.39E+07	1.79E+07	1.36E+07	0	0	0	0	0	1.78E+07	0	0	0	0	0	
sp|Q5R3I4|TTC38_HUMAN	Q5R3I4	TTC38_HUMAN	TTC38	469	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tetratricopeptide repeat protein 38	1	0.999	9	49	49	49	1	4	2	4	2	1	2	1	1	3	0	1	1	2	3	3	3	2	1	4	2	1	2	3	1	4	2	4	2	1	2	1	1	3	0	1	1	2	3	3	3	2	1	4	2	1	2	3	1	4	2	4	2	1	2	1	1	3	0	1	1	2	3	3	3	2	1	4	2	1	2	3	1.27E+08	1.18E+08	1.98E+07	1.44E+08	1.13E+07	1.40E+08	1.39E+08	1.66E+08	1.70E+08	1.72E+08	1.69E+08	1.52E+08	7488341.5	1.54E+08	1.19E+07	2.79E+07	1.15E+07	1.01E+07	2.31E+07	9964944	5977315.5	1.33E+07	9402289	9754506	5.07E+07	4.64E+07	3.63E+07	5.22E+07	0	0	5.60E+07	0	0	0	0	5.30E+07	0	0	0	5.14E+07	0	0	6.35E+07	0	2671583.5	0	0	4.50E+07	
sp|Q5RI15|COX20_HUMAN	Q5RI15	COX20_HUMAN	COX20	118	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Cytochrome c oxidase assembly protein COX20, mitochondrial"	1	0.999	5	104	104	104	4	6	5	4	4	5	4	4	4	4	4	3	3	7	3	4	6	4	4	4	5	4	4	5	4	6	5	4	4	5	4	4	4	4	4	3	3	7	3	4	6	4	4	4	5	4	4	5	4	6	5	4	4	5	4	4	4	4	4	3	3	7	3	4	6	4	4	4	5	4	4	5	1.23E+08	1.36E+08	1.23E+08	1.61E+08	1.21E+08	1.51E+08	1.01E+08	1.84E+08	9.48E+07	2.04E+08	2.60E+08	1.23E+08	1.59E+08	2.47E+08	8.84E+07	1.15E+08	1.48E+08	2.38E+08	1.09E+08	5.74E+07	2.82E+08	1.36E+08	2.22E+08	2.56E+08	6.68E+07	6.40E+07	6.09E+07	5.85E+07	6.55E+07	5.37E+07	6.00E+07	5.63E+07	5.93E+07	6.02E+07	6.22E+07	6.28E+07	5.25E+07	5.93E+07	5.35E+07	5.71E+07	5.74E+07	5.97E+07	5.64E+07	5.49E+07	5.85E+07	5.86E+07	5.62E+07	6.01E+07	
sp|Q5RKV6|EXOS6_HUMAN	Q5RKV6	EXOS6_HUMAN	EXOSC6	272	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome complex component MTR3	1	0.999	10	95	95	95	3	1	5	3	2	1	3	4	2	4	2	2	5	7	6	4	7	6	6	5	5	4	3	5	3	1	5	3	2	1	3	4	2	4	2	2	5	7	6	4	7	6	6	5	5	4	3	5	3	1	5	3	2	1	3	4	2	4	2	2	5	7	6	4	7	6	6	5	5	4	3	5	1.60E+07	2.91E+07	5.09E+07	3.30E+07	4.11E+07	0	1.18E+07	1.88E+07	1.58E+07	3.07E+07	0	4.16E+07	3.29E+07	7.90E+07	1.05E+08	6.06E+07	1.23E+08	9.53E+07	6.78E+07	6.95E+07	9.06E+07	6.68E+07	1.19E+07	8.08E+07	0	1.86E+07	2.49E+07	2.15E+07	2.67E+07	0	0	2.03E+07	0	1.91E+07	0	2.70E+07	2.90E+07	3.66E+07	3.73E+07	3.63E+07	3.74E+07	3.67E+07	3.18E+07	3.33E+07	3.96E+07	3.27E+07	0	3.23E+07	
