Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_1 Spectral Count	female_2 Spectral Count	female_3 Spectral Count	male_1 Spectral Count	male_2 Spectral Count	male_3 Spectral Count	female_1 Unique Spectral Count	female_2 Unique Spectral Count	female_3 Unique Spectral Count	male_1 Unique Spectral Count	male_2 Unique Spectral Count	male_3 Unique Spectral Count	female_1 Total Spectral Count	female_2 Total Spectral Count	female_3 Total Spectral Count	male_1 Total Spectral Count	male_2 Total Spectral Count	male_3 Total Spectral Count	female_1 Intensity	female_2 Intensity	female_3 Intensity	male_1 Intensity	male_2 Intensity	male_3 Intensity	female_1 MaxLFQ Intensity	female_2 MaxLFQ Intensity	female_3 MaxLFQ Intensity	male_1 MaxLFQ Intensity	male_2 MaxLFQ Intensity	male_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q13200|PSMD2_HUMAN	Q13200	PSMD2_HUMAN	PSMD2	908	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 2	1.0	0.999	43	221	221	221	33	37	35	34	37	45	33	37	35	34	37	45	33	37	35	34	37	45	1.90903565E9	1.97494938E9	2.10734323E9	1.98448563E9	1.85510106E9	2.23552282E9	2.4684808E8	2.60751632E8	2.57836176E8	2.33016768E8	2.39813664E8	2.51663856E8	
sp|Q13206|DDX10_HUMAN	Q13206	DDX10_HUMAN	DDX10	875	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX10	1.0	0.999	3	4	4	4	1	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13217|DNJC3_HUMAN	Q13217	DNJC3_HUMAN	DNAJC3	504	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 3	1.0	0.999	19	78	78	78	9	15	7	13	16	18	9	15	7	13	16	18	9	15	7	13	16	18	3.84472352E8	3.58433536E8	4.17373056E8	3.18452192E8	4.9548912E8	4.19353888E8	1.09653192E8	1.12540112E8	1.1919808E8	1.18987824E8	1.1836856E8	1.13756728E8	
sp|Q13219|PAPP1_HUMAN	Q13219	PAPP1_HUMAN	PAPPA	1627	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pappalysin-1	1.0	0.999	14	56	56	56	9	9	7	8	14	9	9	9	7	8	14	9	9	9	7	8	14	9	8.6481776E7	6.7494944E7	9.2200269E8	4.45315392E8	5.08237728E8	4.840688E8	1.74458112E8	2.122288E8	2.20157568E8	1.66645552E8	1.82913472E8	1.71026976E8	
sp|Q13228|SBP1_HUMAN	Q13228	SBP1_HUMAN	SELENBP1	472	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methanethiol oxidase	1.0	0.999	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	7402213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13232|NDK3_HUMAN	Q13232	NDK3_HUMAN	NME3	169	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleoside diphosphate kinase 3	1.0	0.999	7	29	27	29	4	5	4	6	4	6	4	4	4	5	4	6	4	5	4	6	4	6	8.6778424E7	7.5030912E7	6.6439E7	1.11926848E8	1.16256312E8	1.6575312E8	5.5618468E7	4.9011556E7	4.370916E7	7.412608E7	7.092664E7	7.6807224E7	
sp|Q13242|SRSF9_HUMAN	Q13242	SRSF9_HUMAN	SRSF9	221	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 9	1.0	0.999	13	61	61	65	8	12	13	9	10	9	8	12	13	9	10	9	8	13	14	9	11	10	4.18236608E8	2.93187936E8	4.9400592E8	2.65218976E8	3.70311744E8	2.91384E8	7.6210088E7	8.0844272E7	9.1981168E7	7.0750472E7	7.4389664E7	6.4456472E7	
sp|Q13243|SRSF5_HUMAN	Q13243	SRSF5_HUMAN	SRSF5	272	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 5	0.9995	0.999	3	6	6	12	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	4.5488712E7	3.9359476E7	4.6729836E7	4.1877632E7	4.7805496E7	5.1432996E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13247|SRSF6_HUMAN	Q13247	SRSF6_HUMAN	SRSF6	344	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 6	1.0	0.999	9	43	29	43	8	8	8	7	7	5	4	5	6	6	5	3	8	8	8	7	7	5	4.81358976E8	3.07553216E8	3.68459168E8	3.4604432E8	3.77815104E8	3.3660912E8	2.29406768E8	1.92229712E8	2.07496112E8	1.54486848E8	1.90766224E8	1.89085776E8	
sp|Q13263|TIF1B_HUMAN	Q13263	TIF1B_HUMAN	TRIM28	835	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription intermediary factor 1-beta	1.0	0.999	24	136	136	136	17	31	22	25	22	19	17	31	22	25	22	19	17	31	22	25	22	19	1.44739981E9	1.6421728E9	1.93438656E9	1.55611712E9	1.52647168E9	1.31958925E9	2.09524576E8	2.34989584E8	2.45884016E8	2.19846064E8	2.14901168E8	1.90250608E8	
sp|Q13268|DHRS2_HUMAN	Q13268	DHRS2_HUMAN	DHRS2	280	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dehydrogenase/reductase SDR family member 2, mitochondrial	0.9076	0.996	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	1.9424438E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13277|STX3_HUMAN	Q13277	STX3_HUMAN	STX3	289	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-3	1.0	0.999	6	36	36	36	6	8	6	6	5	5	6	8	6	6	5	5	6	8	6	6	5	5	7.7870928E7	7.530124E7	6.6455368E7	1.06248768E8	9.5513712E7	7.1419472E7	2.5430816E7	2.3539312E7	2.7884892E7	4.5213308E7	3.5883988E7	2.521583E7	
sp|Q13283|G3BP1_HUMAN	Q13283	G3BP1_HUMAN	G3BP1	466	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein-binding protein 1	1.0	0.999	17	95	91	95	15	12	15	19	19	15	14	11	15	18	19	14	15	12	15	19	19	15	7.2957286E8	6.0972922E8	8.6873248E8	7.8754701E8	7.8543226E8	6.7514266E8	1.82198704E8	2.0669896E8	2.07644176E8	1.70008608E8	1.81627008E8	1.94738096E8	
sp|Q13286|CLN3_HUMAN	Q13286	CLN3_HUMAN	CLN3	438	Homo sapiens OX=9606	1:Experimental evidence at protein level	Battenin	1.0	0.999	3	14	14	14	3	2	3	3	2	1	3	2	3	3	2	1	3	2	3	3	2	1	4.7216748E7	3.0265728E7	4.1566256E7	3.28931E7	2.6290844E7	2.8761664E7	3.4582164E7	0.0	3.4986396E7	0.0	0.0	0.0	
sp|Q13308|PTK7_HUMAN	Q13308	PTK7_HUMAN	PTK7	1070	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inactive tyrosine-protein kinase 7	1.0	0.999	39	175	175	175	25	27	24	32	33	34	25	27	24	32	33	34	25	27	24	32	33	34	1.35436006E9	1.43751578E9	1.43266752E9	1.42928192E9	1.28375744E9	1.4099584E9	1.66777968E8	1.77327568E8	1.7642096E8	1.85635056E8	1.80840768E8	1.81192192E8	
sp|Q13310|PABP4_HUMAN	Q13310	PABP4_HUMAN	PABPC4	644	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyadenylate-binding protein 4	1.0	0.999	27	74	56	141	12	14	10	14	11	13	10	10	8	11	8	9	20	27	20	26	24	24	2.6644296E8	3.44351872E8	3.42559296E8	3.71887552E8	3.13836608E8	4.14729888E8	7.031016E7	6.2510988E7	7.3497992E7	7.3274192E7	7.4575944E7	9.041884E7	
sp|Q13325|IFIT5_HUMAN	Q13325	IFIT5_HUMAN	IFIT5	482	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon-induced protein with tetratricopeptide repeats 5	0.975	0.999	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13332|PTPRS_HUMAN	Q13332	PTPRS_HUMAN	PTPRS	1948	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase S	1.0	0.999	5	13	3	13	2	1	2	3	2	3	1	0	1	0	0	1	2	1	2	3	2	3	1.7453248E7	1.6799126E7	3.0055156E7	4.521226E7	3.3320744E7	3.1909326E7	0.0	0.0	2.1126242E7	2.3490214E7	2.2353082E7	2.1729332E7	
sp|Q13347|EIF3I_HUMAN	Q13347	EIF3I_HUMAN	EIF3I	325	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit I	1.0	0.999	12	59	59	59	8	10	12	10	9	10	8	10	12	10	9	10	8	10	12	10	9	10	3.09915072E8	2.7334704E8	3.73219936E8	3.39827776E8	3.65060224E8	3.01250912E8	8.732204E7	9.3439408E7	9.1187312E7	9.4462384E7	9.3789504E7	7.8557808E7	
sp|Q13361|MFAP5_HUMAN	Q13361	MFAP5_HUMAN	MFAP5	173	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microfibrillar-associated protein 5	0.9999	0.999	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	1.6128959E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13362|2A5G_HUMAN	Q13362	2A5G_HUMAN	PPP2R5C	524	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	1.0	0.999	4	9	9	10	2	1	3	2	1	0	2	1	3	2	1	0	2	1	4	2	1	0	8876708.0	9241321.0	1.8984154E7	5435731.0	4928250.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13363|CTBP1_HUMAN	Q13363	CTBP1_HUMAN	CTBP1	440	Homo sapiens OX=9606	1:Experimental evidence at protein level	C-terminal-binding protein 1	1.0	0.999	6	16	14	16	2	1	3	3	2	5	2	1	3	2	2	4	2	1	3	3	2	5	3.131909E7	4.5082048E7	3.9580748E7	7.9435152E7	2.1266632E7	6.9219144E7	1.6008543E7	2.5003646E7	2.2541772E7	2.8830558E7	0.0	2.8569044E7	
sp|Q13371|PHLP_HUMAN	Q13371	PHLP_HUMAN	PDCL	301	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosducin-like protein	0.9996	0.9963	2	5	5	5	1	0	1	2	1	0	1	0	1	2	1	0	1	0	1	2	1	0	1816545.8	0.0	2849343.0	2807341.5	1629912.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13404|UB2V1_HUMAN	Q13404	UB2V1_HUMAN	UBE2V1	147	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 variant 1	1.0	0.999	7	45	16	45	9	6	6	9	7	8	3	2	2	3	3	3	9	6	6	9	7	8	5.6107277E8	5.4234842E8	5.6903072E8	6.7474253E8	5.34951136E8	4.63355584E8	1.3313408E8	1.251334E8	1.33893048E8	1.9276488E8	1.63733424E8	1.40207616E8	
sp|Q13405|RM49_HUMAN	Q13405	RM49_HUMAN	MRPL49	166	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L49, mitochondrial	1.0	0.999	6	32	32	32	3	6	6	6	5	6	3	6	6	6	5	6	3	6	6	6	5	6	1.30974552E8	1.81558656E8	2.02704112E8	1.61505312E8	1.74992576E8	1.92888624E8	7.5384064E7	7.985872E7	8.2575808E7	7.1479104E7	8.0211E7	8.0264608E7	
sp|Q13409|DC1I2_HUMAN	Q13409	DC1I2_HUMAN	DYNC1I2	638	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 intermediate chain 2	1.0	0.999	17	78	74	78	12	12	15	13	14	12	12	11	14	12	13	12	12	12	15	13	14	12	5.6775206E8	5.26828448E8	5.02621344E8	8.7852518E8	9.4851622E8	6.8576486E8	1.60652304E8	1.64560656E8	1.71972992E8	1.72777312E8	1.637436E8	1.36467344E8	
sp|Q13418|ILK_HUMAN	Q13418	ILK_HUMAN	ILK	452	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin-linked protein kinase	1.0	0.999	23	117	117	117	21	15	21	20	22	18	21	15	21	20	22	18	21	15	21	20	22	18	1.10325811E9	9.5820493E8	1.19159091E9	8.6309242E8	1.06380224E9	1.08202509E9	1.51687808E8	1.46391728E8	1.54550992E8	1.22408592E8	1.31127904E8	1.48824032E8	
sp|Q13423|NNTM_HUMAN	Q13423	NNTM_HUMAN	NNT	1086	Homo sapiens OX=9606	1:Experimental evidence at protein level	NAD(P) transhydrogenase, mitochondrial	1.0	0.999	43	263	263	263	54	42	38	38	47	44	54	42	38	38	47	44	54	42	38	38	47	44	4.13194573E9	3.0979927E9	2.84700442E9	3.26728755E9	3.89997363E9	4.5020052E9	3.30685536E8	2.59384464E8	2.62392736E8	2.95917536E8	3.36263904E8	3.57153536E8	
sp|Q13425|SNTB2_HUMAN	Q13425	SNTB2_HUMAN	SNTB2	540	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-2-syntrophin	1.0	0.999	17	67	60	67	14	13	13	8	11	8	13	11	12	7	10	7	14	13	13	8	11	8	5.577095E8	4.39692736E8	2.83312E8	8.9640304E7	1.54545152E8	1.65505824E8	1.13112608E8	1.1562848E8	1.01429888E8	6.5810656E7	6.5346744E7	8.7427632E7	
sp|Q13428|TCOF_HUMAN	Q13428	TCOF_HUMAN	TCOF1	1488	Homo sapiens OX=9606	1:Experimental evidence at protein level	Treacle protein	1.0	0.999	25	87	87	87	15	15	16	13	17	11	15	15	16	13	17	11	15	15	16	13	17	11	1.69820464E8	9.8354784E7	9.4349184E7	1.1202072E8	1.27773088E8	1.2903356E8	3.187863E7	2.6863304E7	2.6476238E7	3.2460478E7	2.5634646E7	2.4823526E7	
sp|Q13433|S39A6_HUMAN	Q13433	S39A6_HUMAN	SLC39A6	755	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc transporter ZIP6	1.0	0.999	2	7	7	7	1	1	0	1	2	2	1	1	0	1	2	2	1	1	0	1	2	2	2.3053142E7	0.0	0.0	0.0	2.3557622E7	8048782.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13435|SF3B2_HUMAN	Q13435	SF3B2_HUMAN	SF3B2	895	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 2	1.0	0.999	34	170	170	170	30	36	29	24	28	23	30	36	29	24	28	23	30	36	29	24	28	23	1.00452832E9	1.2092544E9	1.60157158E9	1.04304173E9	1.29811661E9	1.1806807E9	1.47454672E8	1.4135496E8	1.56716512E8	1.25609688E8	1.31769736E8	1.25478184E8	
sp|Q13438|OS9_HUMAN	Q13438	OS9_HUMAN	OS9	667	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein	1.0	0.999	10	30	30	30	3	7	7	5	3	5	3	7	7	5	3	5	3	7	7	5	3	5	7.594876E7	1.07117032E8	1.15287352E8	8.7243424E7	4.8152848E7	8.3314704E7	2.9301976E7	4.4735756E7	4.83743E7	4.2416088E7	3.18045E7	2.5189912E7	
sp|Q13439|GOGA4_HUMAN	Q13439	GOGA4_HUMAN	GOLGA4	2230	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgin subfamily A member 4	1.0	0.999	42	97	97	103	19	20	16	12	18	12	19	20	16	12	18	12	20	21	17	13	19	13	1.62501296E8	1.87497184E8	2.09097024E8	1.07462864E8	1.52488176E8	1.04308712E8	2.3378872E7	2.739169E7	2.5990148E7	2.1968118E7	2.3277852E7	2.035804E7	
sp|Q13442|HAP28_HUMAN	Q13442	HAP28_HUMAN	PDAP1	181	Homo sapiens OX=9606	1:Experimental evidence at protein level	28 kDa heat- and acid-stable phosphoprotein	1.0	0.999	9	52	52	52	9	6	10	11	10	6	9	6	10	11	10	6	9	6	10	11	10	6	1.49819136E8	1.2273124E8	1.64575632E8	1.7922912E8	1.6355776E8	9.5214168E7	3.5736564E7	5.3513632E7	3.4311384E7	3.9990696E7	4.048026E7	3.4297076E7	
sp|Q13443|ADAM9_HUMAN	Q13443	ADAM9_HUMAN	ADAM9	819	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 9	1.0	0.999	12	39	39	39	8	3	6	6	9	7	8	3	6	6	9	7	8	3	6	6	9	7	9.4592976E7	8.6501552E7	1.91297312E8	1.35652E8	1.2686172E8	1.03682096E8	4.9197268E7	5.4607588E7	4.488474E7	6.6087464E7	4.901216E7	5.5217952E7	
sp|Q13445|TMED1_HUMAN	Q13445	TMED1_HUMAN	TMED1	227	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 1	1.0	0.999	6	28	28	28	4	5	4	7	4	4	4	5	4	7	4	4	4	5	4	7	4	4	1.42481808E8	1.1972288E8	1.42779536E8	1.420388E8	1.14493072E8	1.2142028E8	5.6373688E7	5.850898E7	5.7362896E7	5.5065512E7	5.4047384E7	4.5882892E7	
sp|Q13451|FKBP5_HUMAN	Q13451	FKBP5_HUMAN	FKBP5	457	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP5	0.9723	0.9989	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	2964246.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13454|TUSC3_HUMAN	Q13454	TUSC3_HUMAN	TUSC3	348	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor suppressor candidate 3	0.9997	0.999	2	8	8	8	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1.7318658E7	1.1816744E7	3.6225988E7	1.6846054E7	2.0366518E7	8.1907504E7	0.0	0.0	2.5518878E7	0.0	0.0	5.301784E7	
sp|Q13459|MYO9B_HUMAN	Q13459	MYO9B_HUMAN	MYO9B	2157	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-IXb	1.0	0.999	9	11	11	11	1	1	0	2	1	6	1	1	0	2	1	6	1	1	0	2	1	6	4570327.0	0.0	4952152.5	7007360.0	3.9876692E7	4.1049208E7	0.0	0.0	0.0	7208514.0	0.0	2.2346928E7	
sp|Q13464|ROCK1_HUMAN	Q13464	ROCK1_HUMAN	ROCK1	1354	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho-associated protein kinase 1	1.0	0.999	13	22	22	25	3	5	5	2	3	4	3	5	5	2	3	4	3	5	6	4	3	4	1.8850828E7	5707434.5	2.2460658E7	7059002.0	1.1633734E7	4.5183872E7	9464789.0	0.0	1.428886E7	0.0	9590711.0	1.3998099E7	
sp|Q13488|VPP3_HUMAN	Q13488	VPP3_HUMAN	TCIRG1	830	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type proton ATPase 116 kDa subunit a 3	1.0	0.999	14	74	74	81	12	11	12	14	13	12	12	11	12	14	13	12	13	12	13	16	14	13	3.75362944E8	2.60184544E8	3.65158752E8	2.81836736E8	2.56472432E8	2.15280448E8	8.1809232E7	7.48006E7	8.1094448E7	6.8476896E7	6.57232E7	7.205612E7	
sp|Q13491|GPM6B_HUMAN	Q13491	GPM6B_HUMAN	GPM6B	265	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuronal membrane glycoprotein M6-b	0.9752	0.999	1	5	5	5	0	0	0	1	3	1	0	0	0	1	3	1	0	0	0	1	3	1	0.0	0.0	0.0	1.0437658E7	1.00167E7	9284693.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13492|PICAL_HUMAN	Q13492	PICAL_HUMAN	PICALM	652	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol-binding clathrin assembly protein	1.0	0.999	20	118	98	118	26	16	21	19	20	16	22	14	17	16	17	12	26	16	21	19	20	16	8.641319E8	9.1493754E8	8.8687168E8	8.2245677E8	8.8251616E8	7.630896E8	1.347348E8	1.22472E8	1.27552336E8	1.29484192E8	1.28200424E8	1.48180064E8	
sp|Q13496|MTM1_HUMAN	Q13496	MTM1_HUMAN	MTM1	603	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myotubularin	0.9303	0.9971	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13501|SQSTM_HUMAN	Q13501	SQSTM_HUMAN	SQSTM1	440	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sequestosome-1	1.0	0.999	14	91	91	91	14	15	14	20	13	15	14	15	14	20	13	15	14	15	14	20	13	15	8.9756493E8	9.1540934E8	9.5840384E8	1.33602189E9	1.53432934E9	1.43006246E9	1.89986192E8	2.04468672E8	2.10946288E8	3.25136256E8	3.48058656E8	3.17120576E8	
sp|Q13505|MTX1_HUMAN	Q13505	MTX1_HUMAN	MTX1	466	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metaxin-1	1.0	0.999	12	62	62	62	9	12	8	9	10	14	9	12	8	9	10	14	9	12	8	9	10	14	2.25102672E8	2.8402752E8	2.87234368E8	2.05934016E8	3.96136352E8	4.57842944E8	1.050124E8	9.660208E7	1.17677296E8	9.4477976E7	9.8675496E7	1.04753176E8	
sp|Q13509|TBB3_HUMAN	Q13509	TBB3_HUMAN	TUBB3	450	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-3 chain	1.0	0.999	27	232	52	404	39	39	35	36	41	42	9	7	7	9	9	11	70	65	64	69	69	67	6.1691085E9	9.1799163E9	8.3440113E9	8.6039296E9	1.09371085E10	1.33750282E10	2.69578522E9	2.97471821E9	2.97109069E9	2.74404045E9	3.15542374E9	3.71589146E9	
sp|Q13510|ASAH1_HUMAN	Q13510	ASAH1_HUMAN	ASAH1	395	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acid ceramidase	1.0	0.999	25	225	225	225	40	42	39	40	30	34	40	42	39	40	30	34	40	42	39	40	30	34	4.3888154E9	6.0267776E9	4.9097144E9	2.87611187E9	3.56657894E9	3.5979927E9	7.8209613E8	8.7183923E8	8.4303635E8	5.9215462E8	6.3244243E8	5.4925254E8	
sp|Q13523|PRP4B_HUMAN	Q13523	PRP4B_HUMAN	PRPF4B	1007	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase PRP4 homolog	1.0	0.999	5	7	7	7	2	1	1	1	0	2	2	1	1	1	0	2	2	1	1	1	0	2	7642767.0	0.0	6002884.0	1.0309749E7	0.0	2.3148964E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13526|PIN1_HUMAN	Q13526	PIN1_HUMAN	PIN1	163	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1.0	0.999	5	22	22	22	1	3	3	4	6	5	1	3	3	4	6	5	1	3	3	4	6	5	3.4683668E7	1.26747752E8	1.19909776E8	1.58852608E8	1.73076864E8	6.9548016E7	4.9147708E7	5.5947248E7	5.3264512E7	8.1599536E7	7.5460752E7	7.4195624E7	
sp|Q13530|SERC3_HUMAN	Q13530	SERC3_HUMAN	SERINC3	473	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine incorporator 3	0.9802	0.999	1	2	2	2	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0.0	0.0	1.3148955E7	8603138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13542|4EBP2_HUMAN	Q13542	4EBP2_HUMAN	EIF4EBP2	120	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E-binding protein 2	0.9661	0.9986	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13547|HDAC1_HUMAN	Q13547	HDAC1_HUMAN	HDAC1	482	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 1	1.0	0.999	5	7	7	16	2	0	1	1	0	3	2	0	1	1	0	3	3	1	2	3	2	5	8683542.0	3.5477124E7	4.0079608E7	3.2379328E7	4506928.0	3.6274584E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13555|KCC2G_HUMAN	Q13555	KCC2G_HUMAN	CAMK2G	558	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium/calmodulin-dependent protein kinase type II subunit gamma	1.0	0.999	7	11	6	32	3	2	2	2	0	2	2	2	1	1	0	0	6	5	5	6	4	6	8955178.0	0.0	2.1634868E7	2.4645316E7	7937007.5	3.2985504E7	0.0	0.0	1.3183341E7	1.4998044E7	0.0	2.1615806E7	
sp|Q13557|KCC2D_HUMAN	Q13557	KCC2D_HUMAN	CAMK2D	499	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium/calmodulin-dependent protein kinase type II subunit delta	1.0	0.999	17	83	55	83	11	11	13	15	15	18	7	7	9	10	9	13	11	11	13	15	15	18	9.4454694E8	1.09187891E9	1.05727418E9	1.24635098E9	1.67797952E9	1.2047447E9	2.01174448E8	1.86117136E8	1.8292864E8	2.237592E8	2.22645712E8	2.39947856E8	
sp|Q13561|DCTN2_HUMAN	Q13561	DCTN2_HUMAN	DCTN2	401	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 2	1.0	0.999	23	129	129	129	22	25	25	19	20	18	22	25	25	19	20	18	22	25	25	19	20	18	1.89372211E9	1.99250458E9	2.0882473E9	1.57173389E9	1.72309171E9	1.31361062E9	2.1813744E8	2.36427152E8	2.39615616E8	1.9183424E8	1.91869824E8	1.56442E8	
sp|Q13563|PKD2_HUMAN	Q13563	PKD2_HUMAN	PKD2	968	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polycystin-2	1.0	0.999	10	27	27	27	7	3	3	3	4	7	7	3	3	3	4	7	7	3	3	3	4	7	4.1273008E7	7112359.0	2.4148884E7	1.8299174E7	2.3166032E7	1.9877946E7	1.8877786E7	0.0	1.311153E7	1.0031151E7	8987941.0	1.0776175E7	
sp|Q13564|ULA1_HUMAN	Q13564	ULA1_HUMAN	NAE1	534	Homo sapiens OX=9606	1:Experimental evidence at protein level	NEDD8-activating enzyme E1 regulatory subunit	1.0	0.999	8	33	33	33	6	5	5	4	7	6	6	5	5	4	7	6	6	5	5	4	7	6	8.2284224E7	8.4236928E7	7.5695832E7	8.4033648E7	1.0574476E8	1.13571936E8	3.1097292E7	3.4981432E7	3.5648212E7	3.9574424E7	3.814596E7	3.908572E7	
sp|Q13573|SNW1_HUMAN	Q13573	SNW1_HUMAN	SNW1	536	Homo sapiens OX=9606	1:Experimental evidence at protein level	SNW domain-containing protein 1	1.0	0.999	10	36	36	36	8	5	6	5	4	8	8	5	6	5	4	8	8	5	6	5	4	8	5.7464744E7	5.8916624E7	5.1473388E7	2.7458168E7	5.5115176E7	7.9334296E7	2.3704246E7	1.6875344E7	1.9048262E7	1.6499874E7	2.258063E7	2.238829E7	
