Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-2-2023_Slot1-13_2475.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2477.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2478.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2479.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2480.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2481.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2482.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2483.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2484.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2485.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2486.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-4-2023_Slot1-14_2487.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2456.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2457.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2488.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2489.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2491.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2492.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2493.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-10_2462.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2463.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2464.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2465.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2466.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2467.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-2-2023_Slot1-11_2468.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2469.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2470.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2471.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2472.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2473.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2474.d
Q8N9T8	Q8N9T8;A0A494C108;H0YFD2;H0YG91;H0YH26	KRI1_HUMAN	KRI1	Protein KRI1 homolog		8702.29	7206.89		5875.07	7017.98	5860.17	5806.04	5589.97	5931.71	6049.26	5469.91	5786.75		5078.79	4986.52	4465.35	4385.03	4984.06				10208	8064.25	5067.26		6439.71	5632.69		7210.4		6162.36
Q8NAF0	Q8NAF0	ZN579_HUMAN	ZNF579	Zinc finger protein 579	4631.22		3214.76		2647.08	3689.42	2787.32	2551.11	2979.56	3333.52	2768.51	2771.7	2478.69		3061.17	2819.51	2802.23	2871.29	2621.82										3087.17			
Q8NAP3	Q8NAP3	ZBT38_HUMAN	ZBTB38	Zinc finger and BTB domain-containing protein 38					1856.63		1855.33	1744.91	1572.42	1746.6	1905.42	1426.71	1677.64		1395.84	1400.84	1693.08	1738.4	1464.34													
Q8NAV1	Q8NAV1	PR38A_HUMAN	PRPF38A	Pre-mRNA-splicing factor 38A	8391.95	9173.76	11715.5		8758.94	9778.35	9450.57	10778.6	9314.88	9837.65	9661.76	10682.1	10334.6		10380	10503.4	9887.97	9866.92	10211.8		11789	5970.53	8454.72	8113.72	10117.9	7203.56	9091.81	7954.33	8143.09	6543.15	8141.68	8636.33
Q8NB16	Q8NB16;I3L4A6	MLKL_HUMAN	MLKL	Mixed lineage kinase domain-like protein	5600.04	5342.73	4204.92		4128.08	4286.28	3601.25	3512.63	3665.77	2483.53	3524.26	3099.7	3438.2		3772.87	3227.21	3718.27	3561.4	3482.51									1736.03		5709.85	8367.79	
Q8NB46	Q8NB46	ANR52_HUMAN	ANKRD52	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	2904.85	3818.42	2119.05		4342.28	4133.72	2793.59	2364.2	2132.09	2820.9	2649.26	3303.83	2949.03		2575.42	2730.64	2971.08	2433.07	2438.49							5325.76					2591.72	
Q8NB49	Q8NB49;A0A804HIW2;A0A067XG54;H7C0E8	AT11C_HUMAN	ATP11C	Phospholipid-transporting ATPase IG	3823.39	4554.05	3853.09		3108.25	3925.69	3092.21	3197.6	2935.78	2561.75	2615.27	3362.23	2605.06		2911.84	2922.73	3130.05	2900.32	2587.68		7199.1				7923.29		10876.4		9539.33			
Q8NB78	Q8NB78;H0Y6H0	KDM1B_HUMAN	KDM1B	Lysine-specific histone demethylase 2			1996.57		3311.84	2935.23	2218.12	1716.31	2079.61	1757.49	1760.75	1482.06	1441.67		1615.19	1222.23	1453.91	1406.11	1335.04								2522.7					
Q8NB90	Q8NB90;A0A6Q8PGU6	AFG2A_HUMAN	AFG2A	ATPase family gene 2 protein homolog A	14814.7	15075.8	16312.7		16579.7	15378.1	17677.5	19534.8	18813.2	19114.9	19419	19344.7	20689.5		19211.4	19656.4	18793	19402.6	19018.5		17956.6	15233.3	19308.4	11632.4	18098.1	11400.7	13516.5	20548.8	12456.6	17319.9	17447.3	16003
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	5570.83	8613.67	7401.17		5860.95	5074.66	5395.86	5510	5531.77	5311.85	4778.2	5094.1	5439.93		4994.08	5634.98	5038.52	5098.89	5126.79			7353.69		6559.87	7449.08		5000.3	5388.97	8681.66	6418.96	6094.92	7112.9
Q8NBF6	Q8NBF6;B8ZZW5;H7C0I1	AVL9_HUMAN	AVL9	Late secretory pathway protein AVL9 homolog		4276.28	5247.44		3290.08	3323.97	1865.58	2271.71	1908.1	2335.92	1984.91	2124.2	2200.65		1934.45	2026.81	1991.94	2026.12	2089.73						6128.55			2278.57				
Q8NBI5	Q8NBI5;E9PS74;H0YD64	S43A3_HUMAN	SLC43A3	Equilibrative nucleobase transporter 1	19891.7					8575.98	14021.5	12501.9	16638.7	13077.3	9734.3	8558.83	10012.5		9396.47	8801.77	9239.12	9214.9	9215.08													
Q8NBI6	Q8NBI6;A0A140T9D0	XXLT1_HUMAN	XXYLT1	Xyloside xylosyltransferase 1									1220.11	1308.33	1627.73	1549	1866.93		1100.24	1053.59	943.874	955.395	1049.61									2688.73				
Q8NBJ4	Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	8282.63	7013.08	6202.51		7385.02	8379.46	7011.7	6481.56	6689.54	6829.82	6309	6569.41	6633.97		6720.41	6724.06	6913.9	7400.06	6545.02						8405.47	7098.84	12360.2		10842.3	9530.96		2942.97
Q8NBJ5	Q8NBJ5;A0A8I5QKL8;A0A8I5QL08;M0QX72	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	21511.1	20181.5	21512.5		20689.6	22137.3	21750.8	22167.2	21603.9	23056.8	22130	21414.8	23268.8		21166.7	21744	20976.3	21126.2	21744.4		24107.6	27180.7	21697.2	21442.8	26369.1	24432.8	22860.4	24084.6	21116.9	25720.5	19667	20250
Q8NBJ7	Q8NBJ7;A0A494C1B1;A8MXB9;C9J660;C9JL30;F8WA42;H7C3B2;J3KQJ1	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	15119.2	14709.6	13024.6		8264.06	9793.49	11759.5	12852.2	11994.2	11663.8	12544.5	12960.4	13472.8		13139.5	13047.1	13107.7	13578.7	12935.5		17060.4	11723.6	7591.29		14702.4		9160.69	12527	13063.7	7438.63	9950.1	12755.6
Q8NBK3	Q8NBK3;E9PF05	SUMF1_HUMAN	SUMF1	Formylglycine-generating enzyme	4206.36	4474.06	4726.03		5199.73	6556.03	4994.6	5377.42	5234.89	3884.11	4998.76	5554.52	5350.35		6469.97	5914.15	6338.23	5961.69	6095.63			5797.4	15987.9				4886.01	6462.94		5349.51	4704.6	5267.26
Q8NBL1	Q8NBL1;B4DVA9;F8WEW4;H7C5H0	PGLT1_HUMAN	POGLUT1	Protein O-glucosyltransferase 1	4056.55	4154.2	4603.91		4339.66	3268.56	4659.1	4457.88	4713.64	4146.69	4308.01	4469.26	3873.3		3880.93	3790.43	4044.05	4084.83	3806.82						5020.81		4192.35	3505.99			3281.41	
Q8NBM4	Q8NBM4;A0A087WXT1;X6R5E5	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	5314.24	5861.6	5442.62		3289.7	2862.62	4436.61	5634.93	4792.87	5319.77	5152.08	4565.96	5475.51		6254.58	5582.69	5450.37	5327.84	5267.83							9519.13						5118.11
Q8NBN3	Q8NBN3;A0A994J4W5;A0A994J7M5;H3BTS6	TM87A_HUMAN	TMEM87A	Transmembrane protein 87A							2107.98	2590.6	2189.2	2185.39	2022.76	2780.77	2404.83		2039.93	2254.52	2229.93	2208.03	2358.64													
Q8NBN7	Q8NBN7;G8JLA1	RDH13_HUMAN	RDH13	Retinol dehydrogenase 13	8223.5	6946.11	6051.51		6721.25	6184.02	6629.69	5658.43	6882.89	6814.65	5881.28	6444.85	6186.6		6208.72	6629.26	6129.04	6970.14	6147.92					8541.61		2695.46	6503.38		7524.03	12574.5	8226.1	
Q8NBP0	Q8NBP0	TTC13_HUMAN	TTC13	Tetratricopeptide repeat protein 13						5060.72	4198.7	5326.44	4417.05	4097.36	4143.46	4478.62	4606		3240.52	3308.99	4226.47	3203.79	3568.49					6400.32				5241.98		20331.6		5993.64
Q8NBP7	Q8NBP7;A0A669KAY4	PCSK9_HUMAN	PCSK9	Proprotein convertase subtilisin/kexin type 9		2120.99					1685.76	2331.87	2299.57	1402.63	1716.05	1830.69	1956.12		2125.53	1991.3	2011.14	1903.27	2260.74													
Q8NBQ5	Q8NBQ5;D6RCD0	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11			4331.36		2986.73	3494.44	2965.09	2940.82	3322.86	3489.08	2765.37	3312.23	3121.36		2787	2433.64	2416.48	2272.72	2383.2													2648.47
Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	45705.8	49503.1	52099.6		43882.4	44185	64078.5	65932.7	67812.1	68382.4	67895.4	72294.9	69770.9		73594.4	77045.7	70840	73359.9	80433.2		52035	58858.2	49073.4	55966.7	61297.1	56827.7	53669.5	42401.3	56045.3	49168.7	50663	43304.8
Q8NBT2	Q8NBT2;A0A0A0MSN0;K7EJH0;K7EJV2;K7EMX1;K7ESQ2;K7ERQ7	SPC24_HUMAN	SPC24	Kinetochore protein Spc24	7554.88	7845.52	9837.45		9188.17	7462.27	8696.34	7559.74	9201.29	8707.7	8730.98	9350.49	8300.81		7923.52	7642.59	7583.9	8555.92	7097.46		13889.2	8522.9	7861.63	16793.8		9613.51	8396.94	7843.63	10737.1	8854.88	7289.83	7944.25
Q8NBU5	Q8NBU5;A0A7P0T9U2;A0A7P0TAM5	ATAD1_HUMAN	ATAD1	Outer mitochondrial transmembrane helix translocase	15675.5	14647.5	13354.1		11254.1	14496.4	14742.6	14581.5	15390.8	13838	15612.2	14355	13494.4		13948.2	15189.4	14372.7	14105.7	13342.6		13598	15530.7	25383.2	14910.9	15898	10855.7	16336.2	9605.51	12574.2	12420.6	11445.8	15009.9
Q8NBX0	Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	8111.25	6846.57	8026.98		6906.63	9305.39	11407.7	8443.52	9773.26	9936.51	10632.2	9955.94	11941.3		10950.5	10463	10588.5	10203	10421.7		6911	13975.2		12819.2			7525.32	6603	11366.1	6653.66	8655.84	7424.18
Q8NBZ0	Q8NBZ0;H3BNM4;J3KNE2	IN80E_HUMAN	INO80E	INO80 complex subunit E		758.445				567.31			542.475	551.516	545.546	525.807	491.827		555.129		518.683	840.243	588.454												1081.29	
Q8NC51	Q8NC51	SERB1_HUMAN	SERBP1	SERPINE1 mRNA-binding protein 1	59578.4	71870.8	56228.5		66606.3	65013.1	69347.8	72227.3	74686.9	70428.6	74329	73364.4	68662.1		77137.4	82637.9	84612.9	78420.1	78490.4		77634	68275.9	74173.7	62338.1	58469.4	71635.1	62134.3	63801.9	60407.2	59145.3	73301.5	63988.3
Q8NC54	Q8NC54	KCT2_HUMAN	KCT2	Keratinocyte-associated transmembrane protein 2		1792.38			1687.74		1887.34	1399.48	1874.81	1565.09	2018.96	1959.06	2361.36		2016.55	1894.31	2034.35	1900.92	2314.56		6412.55	2742.61					2435.62		1440.3			
Q8NC56	Q8NC56;H7C2Z0	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	9749.04	7331.83	8871.97		6178.73	7680.18	7396.85	7944.9	8769.13	7491.41	6992.65	8247.5	7237.84		6788.21	7265	7813.22	6822.21	7032.13			10914.7	10583.7	8465.42	9966.85		11941.6	8144.13	10837.7	8374.72	7650.8	8587.12
Q8NC60	Q8NC60	NOA1_HUMAN	NOA1	Nitric oxide-associated protein 1	3736.34	3376.78			4935.83	4820.39	3783.4	3783.04	3329.55	3464.53	3253.95	3681.37	4307.82		3146.68	3009.34	3297.74	3159.59	3332.19		10794.9							5236.08	2751.3			
Q8NC96	Q8NC96;A0A1W2PRL5;A0A1W2PRM0;F5GYH1;A0A1W2PPF5;A0A1W2PR09;A0A1W2PR27;A0A1W2PRQ7	NECP1_HUMAN	NECAP1	Adaptin ear-binding coat-associated protein 1	4468.19	4592.35	4149.25		4249.98	5285.7	5211.25	4746.75	4754.08	4797.03	5225.96	4744.79	4807.33		5397.91	4878.03	5256.74	5035.2	5086.64		4632.26	4504.38	15439.8				5637.36		4382.35	7230.94		6298.38
Q8NCA5	Q8NCA5;A0A8I5KR56;A0A8I5KZA5;A0A8I5QKV5;B4DT23;E9PH82	FA98A_HUMAN	FAM98A	Protein FAM98A	1606.83	1722.61	1626.24		1890.24	1972.57	1710.89	2478.32	1709.2	2103.15	1919.79	1988.77	2265.4		2002.51	2156.65	2472.61	2141.75	2094.76								2168.27		2369.08			1870.8
Q8NCC3	Q8NCC3;B4DPU0	PAG15_HUMAN	PLA2G15	Phospholipase A2 group XV		2871.35			2320.18		1678.62	1613.33	1508.64	1722.61	1473.03	2017.39	2027.67		1729.87	1951.85	2128.94	1764.94	1851.7											5210.19	9242.48	
Q8NCD3	Q8NCD3;C9JWC4	HJURP_HUMAN	HJURP	Holliday junction recognition protein							2099.14	1413.14	1666.41	1941.77	1993.77	1682.47	1997.44		2386.6	2552.4	2495.56	1797.86	2485.33										3737.09			
Q8NCE0	Q8NCE0;A0A7P0T8F8;A0A7P0T914;A0A7P0Z492	SEN2_HUMAN	TSEN2	tRNA-splicing endonuclease subunit Sen2			2429.05		2938.13	1891.32	1935.86	1909.24	2829.52	2496.53	2115.05	2367.76	2593.83		2393.59	1954.85	2560.97	2321.36	2776.13													
Q8NCF5	Q8NCF5	NF2IP_HUMAN	NFATC2IP	NFATC2-interacting protein												774.545	770.1		391.791	494.243	519.821	677.904	422.018										1945.22			
Q8NCG7	Q8NCG7;E7ET49	DGLB_HUMAN	DAGLB	Diacylglycerol lipase-beta	5027.19	7607.31	7129.91		4947.88	5507.37	6588.1	6357.08	5246.54	6223.86	6049.44	7183.27	6174.28		6502.32	6214.1	5701.79	6470.04	6195.42					9364.26			8190.38	8383.68	7143.79		6137.99	8050.33
Q8NCH0	Q8NCH0;H0YN65	CHSTE_HUMAN	CHST14	Carbohydrate sulfotransferase 14	4750.84	3600.64	4802.79		3616.76	3037.28	3436.43	3772.09	3050.16	3449.91	3171.07	3683.6	3147.79		3275.58	3202.9	3800.48	4014.99	3626.35							4262.91			3424.16		6150.61	
Q8NCL9	Q8NCL9;A8MT40	APCDL_HUMAN	APCDD1L	Protein APCDD1-like	2572.78		3946.79		6450.26	7636.38	4510.46	3504.93	4405.54	4790.36	5449.27	4592.29	4608.94		4716.19	4981.65	4787.39	5023.9	5133.51								4948.56		5025.57		9263.64	7706.89
Q8NCM8	Q8NCM8	DYHC2_HUMAN	DYNC2H1	Cytoplasmic dynein 2 heavy chain 1		3392.15	3614.71				2592.54	2397.81	2444.76	2369.15	2525.19	2215.01	1677.71						3683.44													
Q8NCN4	Q8NCN4	RN169_HUMAN	RNF169	E3 ubiquitin-protein ligase RNF169	2188.2	1562.49				2185.41	1855.73	1413.65	1758.15	1535.6	2020.24	2347.65	1641.36		2197.53	1986.7	1601.44	1978.19	1865.04												3235.51	
Q8NCW5	Q8NCW5;A0A7P0Z426;A0A7P0T9Y2;A0A7P0TA18;A0A7P0TAG8;Q5T3I3;Q5T3I4	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	42154.4	37075	38441.5		34441.3	33838.4	22662.3	24197.8	24654.2	21912.3	18612.1	24834.1	18342.9		12491.2	9672.66	19384.8	9518.76	8298.22		67392.8	36307.8	38103.7	21836.2	28421.1	41160.8	31542.3	35000.4	28934.6	41461.7	40584.8	33064.1
Q8ND04	Q8ND04	SMG8_HUMAN	SMG8	Nonsense-mediated mRNA decay factor SMG8	5864.53				4247.64		3132.06	3074.14	3394.04	2893.19	3192.31	3054.38	3489.17		3045.76	3109.97	3634.04	3359.12	3375.66													
Q8ND24	Q8ND24	RN214_HUMAN	RNF214	RING finger protein 214	3781.74	3870.96	4588.88		3308.63	2664.39	3618.33	3522.05	3015.37	3864.92	3884	3294.33	3225.18		3432.3	3188.52	3362.46	3321.8	3592.46		18215.4				5212.66	5724.89		3634.65	5448.23	3065.5	4141.29	3418.13
Q8ND56	Q8ND56;A0A140TA76;K7EMZ9	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A							7082.75	5949.39	7359.77	7247.66	7233.48	7319.88	8220.57		7965.21	9058.36	7364.89	7314.53	8264.81													
Q8ND82	Q8ND82	Z280C_HUMAN	ZNF280C	Zinc finger protein 280C		638.287					357.088	615.745	473.274	504.017	487.763		403.514		681.285	641.238	480.596	480.178	620.66													
Q8NDA8	Q8NDA8;E9PHY8	MROH1_HUMAN	MROH1	Maestro heat-like repeat-containing protein family member 1							1880.65	1675.85	1467.65	1739.93	1318.06	1316.73	1171.45		1058.19	1387.31	1362.75	1572.52	1112.64													
Q8NDF8	Q8NDF8;A0A7N4YH79;E9PC61	PAPD5_HUMAN	TENT4B	Terminal nucleotidyltransferase 4B			2146.53		3080.9		1960.84	2372.56	1940.71	2172.39	2430.98	1349.91	1580.96		1765.02	1602.99	1773.71	1769.41	1506.21												4513.18	
Q8NDH3	Q8NDH3	PEPL1_HUMAN	NPEPL1	Probable aminopeptidase NPEPL1	1422.18	3610.09	1925.22		1722.12	1689.25	1834.59	2041.89	1853.27	1699.93	2220.5	1509.99	1758.8		1665.77	2037.1	2154.62	1934.1	1770.87								2635.16		3802.79			
Q8NDI1	Q8NDI1	EHBP1_HUMAN	EHBP1	EH domain-binding protein 1	1856.11	2850.76	879.351		716.311	855.071	1447.86	1175.29	1162.15	1151.24	1315.75	760.432	972.384		1367.2	1379.07	924.278	1045.3	971.951			5450.98		3531.47								
Q8NDT2	Q8NDT2	RB15B_HUMAN	RBM15B	Putative RNA-binding protein 15B	1423.16		2461.73				1993.52	1890.53	1624.54	1972.38	2235.32	1881.34	2177.25		2264.66	1500.46	1980.62	1886.05	1987.03						6653.31			3888.5				4113.2
Q8NDV7	Q8NDV7	TNR6A_HUMAN	TNRC6A	Trinucleotide repeat-containing gene 6A protein		1912.65	3705.5			1183.31	1782.54	750.343	521.785	472.412	758.135	988.985	688.293		674.769	683.729	709.04	927.691	711.485													1776.02
Q8NDX5	Q8NDX5;E7EX82	PHC3_HUMAN	PHC3	Polyhomeotic-like protein 3		4376.12	3075.77			2250.39	2913.94	2510.07	2756.05	2410.08	2663.92	3314.81	3178.65		2306.85	2323.41	2394.06	1941.57	2176.24													
Q8NDZ4	Q8NDZ4;C9JY09;E7ET39	DIK2A_HUMAN	DIPK2A	Divergent protein kinase domain 2A						3034.51			1622.67	1389.61	1593.11	2134.74	1418.75		1404.32	1634.3	1405.3	1249.19	1279.45													
Q8NE01	Q8NE01	CNNM3_HUMAN	CNNM3	Metal transporter CNNM3			6658.21		2179.66		3077.21	2776.58	3519.42	3231.9	3124.62	2909.52	3090.37		3237.19	2978.54	2933.87	3087.66	2913.81		7737.19	12198.4							7019.97			
Q8NE09	Q8NE09;G3V112;H0YBV2	RGS22_HUMAN	RGS22	Regulator of G-protein signaling 22	14934.5	8862.87	8577.27		10825.1	12038	10057.8	9427.11	9150.12	9576.95	10428.8	10153.1	10559.9		7214.9	6729.27	8597.19	8027.77	9271.15			10790.7				10348.2	14460.5	15422.4		13427		12076.1
Q8NE71	Q8NE71;H0YGW7;Q5STZ8	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	13098.7	12509.6	10633.8		12490	10248.6	14176	13670.6	14053.2	13853.9	13572.1	13836.5	13866.4		14892.2	15234.6	15587.3	15179	13794.5		11477.5	19724.1	13941.4	17173.7	13776.2	18585.2	12490.5	11742.2	12222.1	13376.6	9652.85	13247.2
Q8NE79	Q8NE79;S4R468	POPD1_HUMAN	BVES	Blood vessel epicardial substance	12632.2	11331.6	7775.66		11188.2	13273.6	13037.7	12509.1	12383.1	12562	12660.8	13409.4	12169.9		11508.7	13018.4	11875.5	12059.1	12734.3		11287.2	12545.4	15021.6		10295.5	12405.7	8032.42	15203	11456.9	8184.88	11774.6	8169.98
Q8NEB9	Q8NEB9;A8MYT4	PK3C3_HUMAN	PIK3C3	Phosphatidylinositol 3-kinase catalytic subunit type 3	13156.1	23034.5	24045.6		20075.6	24233.3	15185.9	13010.1	13338.7	12902.6	13537.2	13641.5	12773		13349	12574.1	13291	12915.4	13264.1								38979.1	29956.7	15071.5	9456.82	12081.9	15133.6
Q8NEC7	Q8NEC7;D6R9W2	GSTCD_HUMAN	GSTCD	Glutathione S-transferase C-terminal domain-containing protein	4136.13	2568.84					2685.2	2390.51	1892.21	2484.69	2098.98	2087.64	2079.35		1780.16	1627.9	1729.52	1657.98	1963.44													
Q8NEF9	Q8NEF9	SRFB1_HUMAN	SRFBP1	Serum response factor-binding protein 1	4815.79	7157.3	4269.76		4684.08	3832.58	4327.78	4331.05	3871.22	4319.92	3889.6	4345	3843.99		4593.33	4407.96	4257.78	4361.84	4266.23							4771.76		4272.94		4984.75	3924.55	6340.09
Q8NEJ9	Q8NEJ9;A0A8V8TQS3;A0A8V8TRJ3;G3V4G1;H0YJ17;H0YJQ1	NGDN_HUMAN	NGDN	Neuroguidin	6822.23	6409.11	5519.65		5968.36	7489.67	5667.63	5689.86	6387.35	6280.77	7190.02	5918.08	6504.33		6545.55	7233.25	6342.76	7020.56	7103.01				7404.02		5326.14	11542.6		5296.95	7547.49	5818.61	7207.98	6058.65
Q8NEM2	Q8NEM2	SHCBP_HUMAN	SHCBP1	SHC SH2 domain-binding protein 1	3972.3		2065.26		3391.96	1945.56	2536.41	2793.99	2714.44	3002.56	3212.88	2540.13	2940.64		2839.63	3152.28	3035.22	3104.18	3248.04													6616.13
Q8NEM7	Q8NEM7;B4E298;H7C5F8;R4GND0	SP20H_HUMAN	SUPT20H	Transcription factor SPT20 homolog		4934.23	2545.35		3104.5		2058.57	2199.64	2896.44	2249.08	2916.88	2137.47	1652.22		2248.58	2361	2303.8	2563.83	2303.23					5649.98								1692.94
Q8NEN9	Q8NEN9	PDZD8_HUMAN	PDZD8	PDZ domain-containing protein 8							1138.71	815.611	845.544	501.941	495.303	863.625	524.396		743.497	676.357	776.623	849.426	812.415													
Q8NEW0	Q8NEW0;H0Y362	ZNT7_HUMAN	SLC30A7	Zinc transporter 7	4485.59	6385.19	5729.67			3026.97	4921.86	4642.09	3974.99	4139.35	4458.07	4048.02	5028.26		4796.32	4791.55	5000.83	4178.18	5011.02			2449.04							5944.27	5025.19		8052.48
Q8NEY1	Q8NEY1;A0A0A0MRJ3;A0A8I5KSE4	NAV1_HUMAN	NAV1	Neuron navigator 1								1062.12	1059.98	706.898	624.311	775.25	823.806		815.918	716.811	878.693	748.537	725.175									1528.89				
Q8NEY8	Q8NEY8;B7Z8L1;F8W0Q9;F8W6A0;F8WF16	PPHLN_HUMAN	PPHLN1	Periphilin-1		10471.1	8721.33				6147.09	7120.14	7876.43	7820.77	7822.49	6261.07	7017.99		7058.15	6089.84	7964.97	7101.45	8307.97										11538.2		9184.32	
Q8NEZ2	Q8NEZ2;H0YBN0	VP37A_HUMAN	VPS37A	Vacuolar protein sorting-associated protein 37A	25828.7		16524.9		21051.5		15769.9	24859.8	19386	18444.4	16895.6	13602.6	11755.4		17447.4	17155.1	15780.2	16870.6	15881.3							8579.24			24377.7			
Q8NEZ5	Q8NEZ5;H3BTH6	FBX22_HUMAN	FBXO22	F-box only protein 22	8582.02	8229.23	6767.61		6048.2	7609.01	8049.56	8293.58	7822.4	7554.02	8081.9	8663.43	8066.89		7508.67	7492.54	7332.93	7428.26	7182.88		5419.19				22017.1			6565.7	5504.54	7886.03	5476.62	
Q8NF37	Q8NF37;A0A0G2JQ62	PCAT1_HUMAN	LPCAT1	Lysophosphatidylcholine acyltransferase 1	18457.7	25241.4	18751.6		20853.8	20735.9	20633.4	20501.5	21217	21025.3	20342.6	21506.5	22229.5		21505	22603.2	21395.6	22674	21030			20825.3	28497.3	16611.2	16532.5	19679.8	23759.6	20539.9	22524.7	20117.1	20317.9	18950
