Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Intensity	Indistinguishable Proteins
sp|O96019|ACL6A_HUMAN	O96019	ACL6A_HUMAN	ACTL6A	429	13.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-like protein 6A	1	0.999	5	10	8	10	4	2	1	0	2	1	2	2	1	0	2	1	4	2	1	0	2	1	92129.85	19374.941	31606.04	0	35880.324	7117.3633	68156.375	14774.87	31606.04	0	28461.984	7117.3633	92129.85	19374.941	31606.04	0	35880.324	7117.3633	
sp|P00374|DYR_HUMAN	P00374	DYR_HUMAN	DHFR	187	40.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydrofolate reductase	1	0.9989	8	22	15	22	7	3	4	1	6	1	5	2	3	1	3	1	7	3	4	1	6	1	164675.06	28175.05	52447.41	0	54216.34	5846.143	152737.1	21966.797	43323.527	0	40538.758	5846.143	164675.06	28175.05	52447.41	0	54216.34	5846.143	
sp|P01111|RASN_HUMAN	P01111	RASN_HUMAN	NRAS	189	31.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTPase NRas	1	0.999	5	14	2	14	5	4	2	0	2	1	2	0	0	0	0	0	5	4	2	0	2	1	85927.53	22043.604	25265.064	2086.627	25240.318	5664.3594	20451.945	2914.5796	6265.9146	0	4276.6113	0	85927.53	22043.604	25265.064	2086.627	25240.318	5664.3594	
sp|P02795|MT2_HUMAN	P02795	MT2_HUMAN	MT2A	61	65.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metallothionein-2	0.9994	0.999	3	15	5	15	8	1	2	0	3	1	4	0	1	0	0	0	8	1	2	0	3	1	53504.99	7723.7485	15640.801	0	21995.424	3608.1255	6116.8047	0	0	0	0	0	53504.99	7723.7485	15640.801	0	21995.424	3608.1255	
sp|P80297|MT1X_HUMAN	P80297	MT1X_HUMAN	MT1X	61	65.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metallothionein-1X	0.9994	0.9989	3	2	2	12	2	0	0	0	0	0	2	0	0	0	0	0	6	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	53504.99	7723.7485	15640.801	0	21995.424	3608.1255	
sp|P04732|MT1E_HUMAN	P04732	MT1E_HUMAN	MT1E	61	52.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metallothionein-1E	0.9989	0.999	2	3	3	11	2	0	0	0	1	0	2	0	0	0	1	0	5	1	1	0	3	1	2346.906	0	0	0	0	0	2346.906	0	0	0	0	0	53504.99	7723.7485	15640.801	0	21995.424	3608.1255	
sp|P10321|HLAC_HUMAN	P10321	HLAC_HUMAN	HLA-C	366	19.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	"HLA class I histocompatibility antigen, C alpha chain"	0.9999	0.999	4	10	2	19	4	2	3	0	1	0	1	0	1	0	0	0	6	4	5	0	3	1	92785.63	6052.844	29335.266	0	16509.137	0	24696.447	0	4470.841	0	0	0	84767.7	14598.371	25508.727	0	23423.396	4419.116	
sp|P01893|HLAH_HUMAN	P01893	HLAH_HUMAN	HLA-H	362	15.7	Homo sapiens OX=9606	5:Protein uncertain	"Putative HLA class I histocompatibility antigen, alpha chain H"	0.9991	0.999	2	1	1	10	1	0	0	0	0	0	1	0	0	0	0	0	3	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	55011.207	8545.527	15662.981	0	6914.2603	4419.116	
sp|P24941|CDK2_HUMAN	P24941	CDK2_HUMAN	CDK2	298	19.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 2	1	0.999	6	7	7	19	2	2	2	0	1	0	2	2	2	0	1	0	5	4	4	1	4	1	35505.285	7678.254	30707.934	0	27727.912	0	35505.285	7678.254	30707.934	0	27727.912	0	153775.12	36495.453	72873.94	6364.44	71360.8	10241.335	
sp|P50750|CDK9_HUMAN	P50750	CDK9_HUMAN	CDK9	372	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 9	1	0.9989	5	6	6	14	4	0	1	0	1	0	4	0	1	0	1	0	6	1	2	1	3	1	128944.414	9792.051	18854.277	0	19991.025	0	128944.414	9792.051	18854.277	0	19991.025	0	237039.16	31942.832	61737.21	6364.44	58389.47	10241.335	
sp|Q00535|CDK5_HUMAN	Q00535	CDK5_HUMAN	CDK5	292	19.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 5	1	0.9984	5	4	4	12	4	0	0	0	0	0	4	0	0	0	0	0	6	1	1	1	2	1	42155.324	0	0	0	0	0	42155.324	0	0	0	0	0	108094.75	22150.781	42882.93	6364.44	38398.445	10241.335	
sp|Q00534|CDK6_HUMAN	Q00534	CDK6_HUMAN	CDK6	326	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 6	1	0.999	4	4	4	12	4	0	0	0	0	0	4	0	0	0	0	0	6	1	1	1	2	1	33952.645	0	11805.439	0	0	0	33952.645	0	11805.439	0	0	0	108094.75	22150.781	42882.93	6364.44	38398.445	10241.335	
sp|P11802|CDK4_HUMAN	P11802	CDK4_HUMAN	CDK4	303	7.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 4	1	0.999	2	3	3	11	3	0	0	0	0	0	3	0	0	0	0	0	5	1	1	1	2	1	27905.477	0	5284.9287	0	0	0	27905.477	0	5284.9287	0	0	0	108094.75	22150.781	42882.93	6364.44	38398.445	10241.335	
sp|P07919|QCR6_HUMAN	P07919	QCR6_HUMAN	UQCRH	91	18.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Cytochrome b-c1 complex subunit 6, mitochondrial"	1	0.9988	3	13	8	13	2	4	4	0	2	1	1	2	3	0	1	1	2	4	4	0	2	1	110813.164	31916.395	50901.023	0	64471.48	9649.674	69582.375	20441.496	37269.117	0	42346.938	6501.328	110813.164	31916.395	50901.023	0	64471.48	9649.674	
sp|P16220|CREB1_HUMAN	P16220	CREB1_HUMAN	CREB1	327	18	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclic AMP-responsive element-binding protein 1	1	0.999	4	14	3	14	5	4	2	0	2	1	3	0	0	0	0	0	5	4	2	0	2	1	87608.195	28100.705	56435.93	0	42443.297	12197.902	26367.955	3139.7834	10638.859	0	0	0	87608.195	28100.705	56435.93	0	42443.297	12197.902	
sp|P23368|MAOM_HUMAN	P23368	MAOM_HUMAN	ME2	584	7.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	"NAD-dependent malic enzyme, mitochondrial"	1	0.9989	4	8	7	8	3	1	1	0	2	1	2	1	1	0	2	1	3	1	1	0	2	1	96658.11	20295.113	36606.484	2062.692	40311.72	6140.8877	70116.914	13891.251	26020.441	2062.692	21338.771	6140.8877	96658.11	20295.113	36606.484	2062.692	40311.72	6140.8877	
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	21.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Glycerol-3-phosphate dehydrogenase, mitochondrial"	1	0.999	16	36	36	36	18	5	7	0	5	1	18	5	7	0	5	1	18	5	7	0	5	1	160839.27	24124.395	74407.49	0	67735.08	13137.143	160839.27	24124.395	74407.49	0	67735.08	13137.143	160839.27	24124.395	74407.49	0	67735.08	13137.143	
sp|P47813|IF1AX_HUMAN	P47813	IF1AX_HUMAN	EIF1AX	144	27.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Eukaryotic translation initiation factor 1A, X-chromosomal"	1	0.999	5	20	6	20	6	4	5	0	4	1	2	2	1	0	1	0	6	4	5	0	4	1	112849.09	24269.125	42865.633	0	38663.945	11903.602	31660.275	6286.279	12941.914	0	6778.7153	3614.6536	112849.09	24269.125	42865.633	0	38663.945	11903.602	
sp|P50995|ANX11_HUMAN	P50995	ANX11_HUMAN	ANXA11	505	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A11	1	0.999	12	24	21	24	9	2	7	0	5	1	9	2	6	0	4	0	9	2	7	0	5	1	175624.69	43758.344	64045.477	0	67686.484	9896.203	148449.16	41967.49	69459.914	0	71056.66	9896.203	175624.69	43758.344	64045.477	0	67686.484	9896.203	
sp|P60891|PRPS1_HUMAN	P60891	PRPS1_HUMAN	PRPS1	318	26.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribose-phosphate pyrophosphokinase 1	1	0.999	8	31	8	31	12	5	8	0	5	1	2	1	2	0	3	0	12	5	8	0	5	1	180580.17	30407.46	57897.2	0	61242.25	13369.29	92663.09	15716.349	30949.695	0	33785.188	4694.494	180580.17	30407.46	57897.2	0	61242.25	13369.29	
sp|P60983|GMFB_HUMAN	P60983	GMFB_HUMAN	GMFB	142	18.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glia maturation factor beta	1	0.999	3	10	6	10	2	1	4	0	2	1	2	0	3	0	1	0	2	1	4	0	2	1	86644.59	17085.9	28788.322	0	45971.117	10077.463	51737.08	6023.876	10290.195	0	23582.68	2433.8882	86644.59	17085.9	28788.322	0	45971.117	10077.463	
sp|P61163|ACTZ_HUMAN	P61163	ACTZ_HUMAN	ACTR1A	376	21.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-centractin	1	0.999	8	19	5	19	11	1	4	0	2	1	4	0	1	0	0	0	11	1	4	0	2	1	115946.07	16316.46	82395.266	8004.978	92877.53	9205.608	45980.24	0	50882.234	4562.559	53089.812	0	115946.07	16316.46	82395.266	8004.978	92877.53	9205.608	
sp|P55854|SUMO3_HUMAN	P55854	SUMO3_HUMAN	SUMO3	103	20.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small ubiquitin-related modifier 3	0.9991	0.999	2	1	1	19	1	0	0	0	0	0	1	0	0	0	0	0	5	2	3	2	6	1	13655.613	0	0	0	0	0	13655.613	0	0	0	0	0	294309.28	65866.45	118116.875	16291.579	127574.5	31098.205	
sp|P84095|RHOG_HUMAN	P84095	RHOG_HUMAN	RHOG	191	22.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoG	1	0.999	3	9	9	16	2	2	4	0	1	0	2	2	4	0	1	0	3	3	5	2	2	1	41880.438	5565.6016	13457.551	0	4122.4707	0	41880.438	5565.6016	13457.551	0	4122.4707	0	111508.945	39446.28	70022.7	11603.3545	79167.53	17029.79	
sp|P63167|DYL1_HUMAN	P63167	DYL1_HUMAN	DYNLL1	89	57.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Dynein light chain 1, cytoplasmic"	1	0.999	4	22	14	22	10	3	5	1	2	1	7	1	3	1	1	1	10	3	5	1	2	1	155153.45	38471	56691.984	7949.6646	67577.336	18787.135	127304.805	31474.635	45885.31	7949.6646	59831.605	18787.135	155153.45	38471	56691.984	7949.6646	67577.336	18787.135	
sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	39	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 L3	1	0.999	6	28	14	28	9	3	8	0	7	1	4	2	3	0	4	1	9	3	8	0	7	1	120226.89	30826.738	55773.082	0	73812.56	17830.352	56096.79	9254.69	22052.213	0	28636.719	5070.814	120226.89	30826.738	55773.082	0	73812.56	17830.352	
sp|Q01081|U2AF1_HUMAN	Q01081	U2AF1_HUMAN	U2AF1	240	15.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor U2AF 35 kDa subunit	1	0.999	4	17	9	17	3	3	4	2	4	1	1	2	2	1	2	1	3	3	4	2	4	1	133391.8	41267.72	55325.625	4333.1377	68085.92	19803.688	91762.38	30771.07	40636.72	4333.1377	49883.64	14308.925	133391.8	41267.72	55325.625	4333.1377	68085.92	19803.688	
sp|Q03135|CAV1_HUMAN	Q03135	CAV1_HUMAN	CAV1	178	29.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caveolin-1	1	0.999	5	14	11	14	5	3	4	0	1	1	4	2	3	0	1	1	5	3	4	0	1	1	119187.13	29142.723	49713.992	0	54208.418	10925.322	87843.234	22415.31	36667.76	0	44511.156	10925.322	119187.13	29142.723	49713.992	0	54208.418	10925.322	
sp|Q10472|GALT1_HUMAN	Q10472	GALT1_HUMAN	GALNT1	559	10.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 1	1	0.999	5	18	17	18	5	4	2	0	6	1	4	4	2	0	6	1	5	4	2	0	6	1	72587.516	18086.688	32188.275	0	33309.66	7635.913	72587.516	18086.688	32188.275	0	33309.66	7635.913	72587.516	18086.688	32188.275	0	33309.66	7635.913	
sp|Q13526|PIN1_HUMAN	Q13526	PIN1_HUMAN	PIN1	163	18.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1	0.9978	3	5	2	5	4	0	0	0	0	1	1	0	0	0	0	1	4	0	0	0	0	1	36109.344	0	6860.4717	0	0	0	10717.35	0	2313.7207	0	0	0	36109.344	0	6860.4717	0	0	0	
sp|Q13636|RAB31_HUMAN	Q13636	RAB31_HUMAN	RAB31	194	26.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-31	1	0.999	5	13	6	13	6	1	3	0	2	1	3	0	2	0	1	0	6	1	3	0	2	1	120032.516	16129.936	41313.535	3153.2349	33444.656	6490.435	34096.98	1551.501	14696.441	0	7245.3384	0	120032.516	16129.936	41313.535	3153.2349	33444.656	6490.435	
sp|Q13907|IDI1_HUMAN	Q13907	IDI1_HUMAN	IDI1	227	19.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Isopentenyl-diphosphate Delta-isomerase 1	1	0.999	5	16	13	16	5	3	3	0	4	1	4	3	2	0	3	1	5	3	3	0	4	1	103813.02	26621.844	47782.176	2803.8247	39314.574	6050.463	86417.19	23068.074	41438.28	2803.8247	33111.582	6050.463	103813.02	26621.844	47782.176	2803.8247	39314.574	6050.463	
sp|Q15714|T22D1_HUMAN	Q15714	T22D1_HUMAN	TSC22D1	1073	3	Homo sapiens OX=9606	1:Experimental evidence at protein level	TSC22 domain family protein 1	1	0.999	4	14	8	14	2	3	3	0	5	1	1	2	2	0	2	1	2	3	3	0	5	1	101819.78	31087.3	53883.85	0	31024.748	7839.0596	0	12720.597	24290.336	0	16151.2705	7839.0596	101819.78	31087.3	53883.85	0	31024.748	7839.0596	
sp|Q16719|KYNU_HUMAN	Q16719	KYNU_HUMAN	KYNU	465	28.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kynureninase	1	0.999	12	41	41	41	17	5	10	0	8	1	17	5	10	0	8	1	17	5	10	0	8	1	148997.28	33757.508	55810.812	0	63484.05	10226.146	148997.28	33757.508	55810.812	0	63484.05	10226.146	148997.28	33757.508	55810.812	0	63484.05	10226.146	
sp|Q6P996|PDXD1_HUMAN	Q6P996	PDXD1_HUMAN	PDXDC1	788	11.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxal-dependent decarboxylase domain-containing protein 1	1	0.999	8	20	17	20	8	4	5	0	2	1	6	4	4	0	2	1	8	4	5	0	2	1	124221.484	22985.324	42628.58	0	33435.89	0	95251.08	20501.922	34401.125	4212.882	30327.727	2943.966	124221.484	22985.324	42628.58	0	33435.89	0	
sp|Q92879|CELF1_HUMAN	Q92879	CELF1_HUMAN	CELF1	486	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	CUGBP Elav-like family member 1	1	0.999	4	11	10	11	4	2	2	0	2	1	3	2	2	0	2	1	4	2	2	0	2	1	86995.13	13873.359	31604.332	0	27375.512	7911.7666	86995.13	13873.359	31604.332	0	27375.512	7911.7666	86995.13	13873.359	31604.332	0	27375.512	7911.7666	
sp|Q9BZK7|TBL1R_HUMAN	Q9BZK7	TBL1R_HUMAN	TBL1XR1	514	19.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	F-box-like/WD repeat-containing protein TBL1XR1	1	0.999	8	24	12	24	10	4	5	0	4	1	3	3	2	0	3	1	10	4	5	0	4	1	89702.5	18276.707	41966.76	0	32524.996	2926.0454	89965.92	12005.51	34125.977	0	29458.303	2926.0454	89702.5	18276.707	41966.76	0	32524.996	2926.0454	
sp|Q9NUU7|DD19A_HUMAN	Q9NUU7	DD19A_HUMAN	DDX19A	478	20.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX19A	1	0.999	10	28	1	28	9	6	7	0	5	1	0	0	0	0	1	0	9	6	7	0	5	1	173354.08	28706.256	59455.01	0	54246.715	11151.198	21942.943	0	13506.855	0	10675.248	0	173354.08	28706.256	59455.01	0	54246.715	11151.198	
sp|Q9NZB2|F120A_HUMAN	Q9NZB2	F120A_HUMAN	FAM120A	1118	13.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Constitutive coactivator of PPAR-gamma-like protein 1	1	0.999	11	28	27	28	12	2	8	0	5	1	11	2	8	0	5	1	12	2	8	0	5	1	95376.3	16660.602	29075.156	0	17499.52	6494.9194	95376.3	16660.602	29075.156	0	17499.52	6494.9194	95376.3	16660.602	29075.156	0	17499.52	6494.9194	
sp|Q9H223|EHD4_HUMAN	Q9H223	EHD4_HUMAN	EHD4	541	21.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	EH domain-containing protein 4	1	0.999	10	17	16	19	7	2	6	0	1	1	6	2	6	0	1	1	9	2	6	0	1	1	126635.14	18494.395	39008.312	0	26836.549	3597.087	122277.22	20582.545	34691.316	0	24554.14	3597.087	126635.14	18494.395	39008.312	0	26836.549	3597.087	
sp|Q9H4M9|EHD1_HUMAN	Q9H4M9	EHD1_HUMAN	EHD1	534	16.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	EH domain-containing protein 1	1	0.999	8	19	15	25	5	1	7	0	6	0	4	1	5	0	5	0	6	2	9	0	7	1	119677.27	17538.121	32802.2	0	34924.285	3222.7295	100047.76	16644.627	22296.316	0	23682.943	3222.7295	119677.27	17538.121	32802.2	0	34924.285	3222.7295	
sp|Q9UNF1|MAGD2_HUMAN	Q9UNF1	MAGD2_HUMAN	MAGED2	606	23.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Melanoma-associated antigen D2	1	0.999	13	36	30	36	18	1	10	0	6	1	16	0	8	0	5	1	18	1	10	0	6	1	138491.56	23212.965	52030.25	2495.1982	73928.87	16630.22	124001.336	16396.967	48143.355	2495.1982	72734.78	13553.824	138491.56	23212.965	52030.25	2495.1982	73928.87	16630.22	
sp|Q9Y5A9|YTHD2_HUMAN	Q9Y5A9	YTHD2_HUMAN	YTHDF2	579	12.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	YTH domain-containing family protein 2	1	0.999	6	22	14	22	5	5	4	0	7	1	3	3	3	0	4	1	5	5	4	0	7	1	89422.54	19692.098	35711.29	0	33321.03	9785.164	78668.875	19692.098	30271.463	0	27542.492	9785.164	89422.54	19692.098	35711.29	0	33321.03	9785.164	
sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	81	22.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	0.9999	0.9987	2	6	6	6	1	1	1	0	2	1	1	1	1	0	2	1	1	1	1	0	2	1	60749.785	12685.29	21944.74	3082.1887	19594.285	6305.569	60749.785	12685.29	21944.74	3082.1887	19594.285	6305.569	60749.785	12685.29	21944.74	3082.1887	19594.285	6305.569	
sp|O14548|COX7R_HUMAN	O14548	COX7R_HUMAN	COX7A2L	114	19.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	0.9999	0.999	2	7	7	7	1	2	2	0	1	1	1	2	2	0	1	1	1	2	2	0	1	1	89784.17	16381.112	36587.12	0	28108.459	3412.816	89784.17	16381.112	36587.12	0	28108.459	3412.816	89784.17	16381.112	36587.12	0	28108.459	3412.816	
sp|Q9HB40|RISC_HUMAN	Q9HB40	RISC_HUMAN	SCPEP1	452	4.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinoid-inducible serine carboxypeptidase	0.9999	0.999	2	6	6	6	2	1	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	77135.8	15533.978	21346.36	0	31526.57	10466.652	77135.8	15533.978	21346.36	0	31526.57	10466.652	77135.8	15533.978	21346.36	0	31526.57	10466.652	
sp|Q9NP77|SSU72_HUMAN	Q9NP77	SSU72_HUMAN	SSU72	194	15.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	0.9999	0.999	2	5	5	5	2	1	1	0	0	1	2	1	1	0	0	1	2	1	1	0	0	1	35069.8	5298.4014	15254.356	0	0	0	35069.8	5298.4014	15254.356	0	0	0	35069.8	5298.4014	15254.356	0	0	0	
sp|Q9NRX4|PHP14_HUMAN	Q9NRX4	PHP14_HUMAN	PHPT1	125	18.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	14 kDa phosphohistidine phosphatase	0.9999	0.999	2	6	6	6	2	1	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	19354.27	3466.7	7796.3057	0	10235.515	0	19354.27	3466.7	7796.3057	0	10235.515	0	19354.27	3466.7	7796.3057	0	10235.515	0	
sp|Q9UI14|PRAF1_HUMAN	Q9UI14	PRAF1_HUMAN	RABAC1	185	12.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prenylated Rab acceptor protein 1	0.9999	0.999	2	4	4	4	2	0	1	0	0	1	2	0	1	0	0	1	2	0	1	0	0	1	57586.742	3481.5886	19852.586	0	11305.176	5266.6787	57586.742	3481.5886	19852.586	0	11305.176	5266.6787	57586.742	3481.5886	19852.586	0	11305.176	5266.6787	
sp|Q8IY37|DHX37_HUMAN	Q8IY37	DHX37_HUMAN	DHX37	1157	2.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DHX37	0.9998	0.9975	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	28924.867	0	0	0	0	0	28924.867	0	0	0	0	0	28924.867	0	0	0	0	0	
sp|Q9BQ39|DDX50_HUMAN	Q9BQ39	DDX50_HUMAN	DDX50	737	6.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX50	0.9997	0.9929	4	2	2	12	0	0	0	0	2	0	0	0	0	0	2	0	3	2	3	0	3	1	41594.688	0	6544.8735	0	18197.703	0	41594.688	0	6544.8735	0	18197.703	0	1182197.5	130215.445	242074.4	0	161099.64	5259.109	
sp|Q16850|CP51A_HUMAN	Q16850	CP51A_HUMAN	CYP51A1	509	3.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lanosterol 14-alpha demethylase	0.9995	0.999	2	5	5	5	1	0	2	0	1	1	1	0	2	0	1	1	1	0	2	0	1	1	6868.7485	0	13363.552	0	12033.759	0	6868.7485	0	13363.552	0	12033.759	0	6868.7485	0	13363.552	0	12033.759	0	
sp|Q5K651|SAMD9_HUMAN	Q5K651	SAMD9_HUMAN	SAMD9	1589	1.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sterile alpha motif domain-containing protein 9	0.9995	0.9989	2	3	3	3	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	52916.707	21349.758	25094.588	0	30793.21	9963.283	52916.707	21349.758	25094.588	0	30793.21	9963.283	52916.707	21349.758	25094.588	0	30793.21	9963.283	
sp|P35270|SPRE_HUMAN	P35270	SPRE_HUMAN	SPR	261	8.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sepiapterin reductase	0.9993	0.999	2	7	7	7	2	2	2	0	0	1	2	2	2	0	0	1	2	2	2	0	0	1	53061.805	8820.827	20928.926	0	0	3931.7607	53061.805	8820.827	20928.926	0	0	3931.7607	53061.805	8820.827	20928.926	0	0	3931.7607	
sp|Q9BU76|MMTA2_HUMAN	Q9BU76	MMTA2_HUMAN	MMTAG2	263	7.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multiple myeloma tumor-associated protein 2	0.9989	0.9974	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q96K21|ANCHR_HUMAN	Q96K21	ANCHR_HUMAN	ZFYVE19	471	9.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Abscission/NoCut checkpoint regulator	0.9959	0.9958	3	2	2	9	1	1	0	0	0	0	1	1	0	0	0	0	3	3	1	0	1	1	14273.044	0	0	0	0	0	14273.044	0	0	0	0	0	42983.83	9988.452	19398.23	0	31334.506	5538.8203	
