Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-07_4449.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-07_4462.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-07_4475.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-08_4450.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-08_4463.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-08_4476.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-09_4451.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-09_4464.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-09_4477.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-10_4452.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-10_4465.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-10_4478.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4453.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4466.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4479.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4454.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4467.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4480.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-01_4443.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-01_4456.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-01_4469.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-02_4444.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-02_4457.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-02_4470.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-03_4445.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-03_4458.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-03_4471.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-04_4446.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-04_4459.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-04_4472.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-05_4447.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-05_4460.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-05_4473.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-06_4448.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-06_4461.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-06_4474.d
Q15811	Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1	12957.4	14040.7	14757.7	12442.7	13577.5	14167.5	12612.6	13648.1	13531.8	17425.6	16902.3	17291.6	13259.9	15147.8	15135.3	16909.5	16216.9	14652.8	14964	15059.4	15950.3	14658.9	14874.3	15092.6	14678.3	14885	15359.5	17116.3	18451.2	17973.3	16212.4	16440.6	17478.8	13097.8	15947.3	14584.6
Q15813	Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	17974.1	19710.9	19463.2	20767.6	19470.7	20295.3	23655.5	20151.6	19885.8	20396.6	20148.2	20541.5	16764	18620.4	19405.2	19414.3	20324.7	18147.2	21931.7	22602.2	21032	21545.4	22160.8	20501.6	21577.4	21899.7	20794.6	19349.4	20210.2	18684.5	16403.7	19252.1	17877.4	18875.1	18564.4	19548.2
Q15814	Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	18132.4	16742.1	16453.7	19726.2	17682.3	17305.6	19683.4	19969.9	15547.4	15575.2	16556	15130.7	17119.3	16695.2	14642	19127.8	18441.8	12964.6	20174.7	20715.1	19223.7	20147.1	20659.7	18238.8	20560.5	19828.7	16726.8	18085.5	18125.3	15504.5	18379.9	17639.2	13586.5	18137.8	17619.1	14671.5
Q15819	Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2						1955.19				41682.8	53476.9	55942.1	42160.7	59979.5	64921.7	48141.6	61967.6	62687.1										44843	51331.4	56645.5	52714.5	65039	58924.5	66399	97089.2	93679
Q15831	Q15831	STK11_HUMAN	STK11	Serine/threonine-protein kinase STK11	3146.9	2744.88	3086.58	3066.72	3860.39	2852.39	3566.44	3103.35	3554.62	2755.32	2528.21	2686.26			3595.35		1417.07		4532.83	2997.14	2585.63	1999.24	3392.06	4113.04	4572.71	2983.46	2587.37	3397.87	2540.83	2200.84	2723.25	1920.49	2183.82	3193.79	2564.1	1967.38
Q15833	Q15833	STXB2_HUMAN	STXBP2	Syntaxin-binding protein 2	9077.94	8826.32	10147.8	9092.33	10128.3	9070.45	8111.33	8556.68	9757.96	4552.62	2917.5	6120.08	3519.58	7477.78	15396.7	6314.12	14186.3	15885.2	6786.76	6494.38	6550.21	6348.1	6599.6	6041.65	5720.78	6205.81	5861.91	11685.8	13957	14487.1	9722.81	12464.7	11632.4	9467.9	9297.12	9759.3
Q15836	P23763;P63027;Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	72105.5	77980.5	70417.3	70589	80069.4	70768.3	65031.3	64150.3	64745.7	56118.3	57425.7	48197.6	42762.1	56566.7	61621.2	80653.9	92368.9	47653.1	74166.8	73273.5	65135.6	68282.1	73619	60157.4	77194.7	73257.2	58979.2	61928.9	61775	63319.2	82730.4	79808.1	76983.9	90387.8	98631.7	76113.8
Q15843	Q15843	NEDD8_HUMAN	NEDD8	NEDD8	21548.7	17125.6	16460.2	20784.1	20194.5	17246.7	29357.8	15527.1	14431.1	74150.1	71137.1	61358	90375	118822	112721	94644.2	104014	102183	19410.1	16305.8	15637.2	21233	11754.2	15648.3	27177.6	16336.8	17829.3	69393.1	53407.5	43045.4	87609.2	58522.2	48473.7	98191.1	95678.7	80406.9
Q15853	Q15853	USF2_HUMAN	USF2	Upstream stimulatory factor 2		2241.29	1819.49	3206.9	3240.9	1828.65			1658.92		2976.47	1491.57		2420.93	2334.4				2819.93	2433.34	2350.96	2109.68	2207.21	2177.03		2222.21	1646.77	2666	2427.38	1944.19	2690.33	2941.16	2246.85	3938.53		3437.88
Q15904	Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	25501.9	23594.6	25945.9	24837.4	27696.8	24920.3	24715.9	25272	25028.3	31355.4	31443.9	35154.2	29730.3	33913.2	34022.7	34215.4	35697.9	33440.7	19372.7	22315.7	21951.5	22178.4	21757.4	22190.7	20770.5	22723.3	22882.2	26348.5	26484.4	26617.3	25689.7	28837.3	25354.5	34436.8	41123.8	40788.5
Q15906	Q15906	VPS72_HUMAN	VPS72	Vacuolar protein sorting-associated protein 72 homolog	7394.06	4868.13	5286.46		6862.57	4918.96	5695.35	6213.5	3466.28	6151.62	5410.57	7054.78			5324.36		7841.76		10128.3	9509.32	7447.73	8619.82	8541.67	6792.62	8556.95	8496.32	6692.63	8644.19	6294.36	5657.56	5921.21	5664.22	5410.86	4912.06	6720.06	5124.13
Q15907	P62491;Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	32744.5	29575.3	29000.1	31502.6	30487.3	23927.3	35616.6	31625.5	29989	157499	162615	123666	207575	187286	182522	213239	200642	182956	24721.5	24122.7	19171.1	26448.8	21956.4	19270.1	26232	23923.9	19081.2	172175	145065	103767	187702	163599	131592	243888	225415	214385
Q15911	Q86UP3;Q15911	ZFHX3_HUMAN	ZFHX3	Zinc finger homeobox protein 3			684.62	963.022	769.303	747.51		1136.19	1186.96			676.391							899.776	661.288	740.688	1453.45	797.247	684.003	1343.23	882.808	931.66		909.214	417.101			624.643	1786.85		
Q15942	Q15942	ZYX_HUMAN	ZYX	Zyxin	37018.1	39493.6	33991.9	32709.5	38518.5	33631.4	20885	32157.7	25199.3	241174	259901	242706	235121	214789	210368	211290	216135	229367	31858.2	30730	27617.4	25939.2	26964.7	26064.6	23306.5	24516	22960.5	139248	136928	122068	130916	126988	136354	203387	207209	200033
Q16134	Q16134	ETFD_HUMAN	ETFDH	"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"	18415.2	15873.9	18388.5	19408.5	15928.1	15301.3	16637.6	17897.5	18307.3	17870.5	17859.4	19126.3	17291.2	19436.4	19960.9	17301.2	18410.2	20700.5	17016.4	14887.9	16801.6	15854.7	14730.1	16290.3	16142.9	15895.8	17405.6	17563	16965.6	18713.6	16576.3	15602.3	15660.5	19110.8	20830.9	20963
Q16181	Q16181;Q6ZU15	SEPT7_HUMAN	SEPTIN7	Septin-7	93819	91089	92989.4	87770.4	96938.1	89786.5	97836.7	95714	96658.8	146159	141007	137783	134748	150623	133434	128380	135577	125852	87521.8	92140.4	89491.8	81001.2	87551.7	84875.1	84835.4	100032	98475.9	126811	139659	140169	135815	121555	137276	114449	127992	133397
Q16186	Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	13416	13839.9	13575.3	13281	14487	12507.6	13349.4	17984.7	15647.2	32061.1	29440.5	26668.9	30921.5	33445.8	33156.2	28416.3	28704.1	23805.7	12569.4	13472	12514.6	16931.8	13322.4	10253	11805.7	15390.9	15764.6	29886.4	30939	26495.5	39217.9	34949.6	28087.8	37210.4	33246.5	34042.1
Q16204	Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	21980.1	20359	20142.1	18815.9	16942.1	17252.2	21247.9	19251.8	17939.8	29953.7	30266.3	28070.8	23959.9	28939	24137.5	26362.1	26864	29853.3	17263.8	16695.2	16797	17217.7	17404.4	15634.5	19353.9	20141.1	19061.2	27272.4	28703.7	28006.4	26997.8	27867.2	25952.2	27754.3	29129.1	28819.1
Q16222	Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	103343	96640.4	94461.7	95903.3	91172.9	94899.6	102079	96643.1	101032	106938	120579	114902	109331	116686	123580	114652	112915	117481	105447	97907.1	95634.4	97338	98272.6	93798.3	109890	105282	101471	83294.4	82426.9	80068	84786.3	78629.8	77864.6	93154	91916.7	98429.2
Q16254	Q16254	E2F4_HUMAN	E2F4	Transcription factor E2F4	6868.85	6347.05	5275.98	7650.64	7282.66	5238.96	7233.55	5865.97	5617.09		5048.9	3828.36		6699.3	6156.59		3563.2		9029.41	9083.08	6885.97	8753.49	7745.65	6129.8	7835.76	8700.81	5995.76	4607.67	5337.25	3150.55	4968.87	5163.99	3418.77	5429	6860.05	7198.78
Q16270	Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	5492.11	5305.2	4684.59	1635.28	6795.74	5383.07	4928.25	4683.46	5039.97	13583.8	17106.4	16213.3	29989.6	32354.2	26097.1	20102.9	27771.1	23238.8			3552.22	1875.56	4560.56	2905.49	2091.5	2172.68	1320.48	11575.8	9948.71	8482.83	10258.7	9086.06	8625.68	7615.03	13131.4	14840.8
Q16288	Q16288	NTRK3_HUMAN	NTRK3	NT-3 growth factor receptor		890.22						2732.35			1847.34		2063	1644.22	2262.16		2479.36	1405.89	1909.86	1594.8	3181.5			1944.37				3185.39	4159.61	4576.43	2708.6	3163.38	3853.15	5229.14	5569.92	3878.91
Q16342	Q16342	PDCD2_HUMAN	PDCD2	Programmed cell death protein 2	3865.22	4942.28	5522.28	3310.42	5278.91	5851.37	5674.43	5097.28	5366.57	4883.42	3282.85	3894.93		3138.27		2924.38	2463.64	2935.22	5872.51	6470.44	6453.93	5496.34	6064.82	6451.5	5908.76	5696.04	7412.28	2646.67	4194.26	4398.32	2918.22	3776.45	4640.25	3880.42	3932.42	4047.38
Q16352	Q16352	AINX_HUMAN	INA	Alpha-internexin	19054.6	17723.2	13097.6	16978.2	16139.4	12883.5	16967.8	17066	12481.1	20325.5	22108.4	19237.7	19741.4	19753.5	20194.1	17758.9	21321.3	18772.5	25683.7	24694.3	19971.3	24081.1	22473.6	16107	27489.9	24313.7	19119.1	38212.5	35390.8	28964.6	35377.1	36476.9	30906.2	30525.8	32730.4	29579.8
Q16363	Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4	4380.32	3786.79	4773.63	4976.73	4229.22	5435.22	4344.29	4118.43	4161.71	5707.39	5459.58	5851.37	6405.6	7050.95	9515.13	6951.7	6938.33	9071.73	2658.08								1653.72	3430.97	3467.3	2925.14	3304.85	3416.66	2669.37	4199.43	3961.15	3973.41
Q16394	Q16394	EXT1_HUMAN	EXT1	Exostosin-1	9977.01	9242.63	9411.71	8402.88	8742.54	10270.8	10055	11117.5	10606	8372.27	11564.3	9177.77	10547.4	13881.8	10985.6		9367.35	11812.6	11354.3	9483.35	8388.67	10747.2	9628.88	8712.46	9143.89	8461.87	8301.42	4322.19	5755.84	4362.85	4899.31	4967.21	6511.48	5388.18	7600.03	8366.65
Q16401	Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	62680.8	59914.8	57719.1	59648.4	61309.6	58607.7	61365.4	58462.2	54687.3	42980.9	48345.3	45387.8	38701.2	39561.8	40298.1	33949.9	37258	39777.1	49320.8	50846.1	47936.3	53030.5	50731.9	47289.8	48725.8	48346.5	47855.2	34627.7	37407.2	36380.6	33017.4	35989.6	34501.7	35534.6	39880.6	38825.8
Q16512	Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	14704.3	15939.4	16459.1	15431.4	15761.9	16580.8	15247.3	17516.4	17566.5	9072.23	11561	13834.7	7104.35	9579.2	10526.1	8064.5	8674.83	10423.4	15058.5	15880.4	15110.3	15009.2	15942.8	17449.3	15578.6	16072.3	15383.9	14441.6	14920.7	13566.3	12733.9	13426.6	14085.2	10329.9	11283.9	11670.6
Q16513	Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	23139	24316.5	23736.1	24592.2	24887.3	22994.3	24890.4	23984.5	23784.2	19347.3	22437.7	24425.5	17936.8	23260	23373.2	17287.9	20253.7	21559.9	29382.8	27852.4	26601.6	28134	28273.2	26978.9	28659.4	28835.7	26678.1	23586.6	24463.3	24950.7	22096	24124.3	23984.6	22152.5	20929.4	23750.3
Q16514	Q16514	TAF12_HUMAN	TAF12	Transcription initiation factor TFIID subunit 12	5873.26	4466.66	4270.05	5248.06	5088.92	4086.85	4199.11	4682.44	4961.91		4735.2			2852.72			3317.64		4668.35	7000.34	6996.95	6085.77	6924.66	6976.07	5949.56	6824.43	5610.39	5369.61	4267.32	4404.58	2982.27	3045.43	4894.11		5607.9	5018.09
Q16527	Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	18262	17908.3	18673.5	14108.1	14694.3	14834.8	16002.7	19289.3	16864.9	119747	140216	144883	163444	199145	177672	156008	191109	189153	9101.03	9181.4	10531.3	9823.81	13797.3	13578.7	10499.9	12358.5	12838.5	289373	314983	264847	395093	487871	477409	368419	438025	486135
Q16531	Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	70107.9	69462.5	56880.4	70870	63926.1	50841	72407.9	69707	54531.1	60980.6	58516.2	49547.2	56763.8	55186.5	49890.2	56428.8	58982.3	47337.1	71308.1	65690.7	54592.1	65776.9	64885.7	51903.2	74677.8	68968.1	56528.2	72448.1	72854.6	60580.9	78070.6	74530.6	63244.3	67024.1	75028.5	61709.3
Q16537	Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	36026	31310	26033.4	35043.8	30320.5	26409.3	34768.6	31681.7	28523.1	27057	23941.5	27525.3	17005.7	23279.8	22070	21202.6	19998.5	24688	27373.4	27230.7	24080.3	31428.2	26530.8	21354.1	30988.4	29237	25132.6	24078.5	23971.1	22184.3	26838.6	27225.3	21078.9	20962.5	23706	20413.7
Q16539	Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	91227.9	88634	88928.3	93596.2	89465.4	88454.4	85048	91106	89566.2	71387.9	71516.5	77985.8	60957.9	63563.7	74860.5	57867.6	61004.9	70363.1	74786.3	85009.1	76047.3	84140.2	85709.4	71290.3	80521.8	81946.8	80748.4	79673.6	71786.8	74224.5	61313.6	72393.4	76026.2	59659.2	73566.8	79446.2
Q16540	Q16540	RM23_HUMAN	MRPL23	"39S ribosomal protein L23, mitochondrial"	15678.4	15941	15408.4	16537.2	16731.3	18408.2	14463.1	15831.5	15447.7	17854	21739	21577.9	27366.5	16883.8	16999.9	16815.9	18929.8	12008.2	21802.5	21484.9	23590.8	23240.8	24567	26513.8	23820.6	24105.4	24451.5	20878.4	26155.3	24901.3	20025.7	23105.9	22645.7	21866.5	27486.4	26683.1
Q16543	Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	99256.1	83507	93768.6	88309.6	88502.1	83078.5	101365	97798.1	98767.1	122839	121309	134726	162175	146926	166794	150515	147882	155089	90928.2	84879.9	83427.5	81189.5	92536.5	81884.2	98359.2	102185	94774.4	127749	138951	133795	156635	151657	158889	184288	164339	178132
Q16555	Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	113196	123410	96193.4	119747	125857	100664	116144	112219	96194	183504	208992	190929	146518	168028	152711	160767	170843	154793	71765.2	74570.5	62940.1	73628	71949.4	61133.1	70865.7	70295	67099.6	95287.8	115282	88558.7	95722.1	90949.7	87702.4	85581.5	94865.5	89896
Q16563	Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	39971.1	54340.3	53276.2	34141.4	60742.1	48856.6	30313.2	50371.2	38623.6	25313.7	44316.7	56094.8	20518.7	43607.3	48265.1	43634	52554.4	45816.1	26220.5	45291.7	51972.5	36351.3	53214.4	44548	27650.8	47154.7	42274.2	42279.5	44755.6	46703.3	26935.4	43400.5	47602.5	28945.8	53748	60092.8
Q16576	Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	16031.5	18037.6	14893.6	14336.1	14882.2	14225.8	13357.4	14372.5	15681.6	83193.4	97025.1	100688	68521.9	84967.1	100011	89623.2	81209.9	95760.1	18401.5	18480.3	18575.1	15924.1	18372.9	17881.3	15827.5	19184.3	17774.5	126086	150996	150603	141397	156596	158297	192864	210801	235481
Q16584	Q16584	M3K11_HUMAN	MAP3K11	Mitogen-activated protein kinase kinase kinase 11	3037.89	2153.47	3349.13	3696.69	3638.22	2800.1	2411.42	2985.08	2457.94						2771.91			2045.38	2211.53	3667.96	3622.73	4333.96	3187.07	3001.62	3520.93	3215.68	3642.29			3346.76		2392.39	2024.57		3349.65	2807.27
Q16585	Q16585	SGCB_HUMAN	SGCB	Beta-sarcoglycan	2813.86	2357.3	3065.78	2110.75	2803.27	3293.2	3639.61	2383.87	3414.67		1312.99	1721.97						1503.41	1939.69	2515.49	3266.75	2518.38	2735.7	2344.46	2133.56	2512.95	2188.47	1559.67	2902.06	2913.49	1227.34	1061.14	1305.26		1363.57	1767.11
Q16594	Q9HBM6;Q16594	TAF9_HUMAN	TAF9	Transcription initiation factor TFIID subunit 9	3359.68	3231.22	3036.97	3304.19	3249.64	2870.27	3588.18	3128.5	3021.18	3856.8	3401.66	3327.06	4265.61	3119.29	3610.49		3816.27	4619.52	4370.86	5006.18	5563.13	4499.77	5679.48	5314.93	5650.62	5569.64	4037.39	3135.93	4510.3	4841.99	4322.02	5087.8	4302.41	3753.89	4228.88	7383.81
Q16595	Q16595	FRDA_HUMAN	FXN	"Frataxin, mitochondrial"	9063.76	6948.32	7029.36	6558.04	8128.98	6069.37	6488.9	7050.11	5981.95	16219.5	18141.6	18960.7	18423.5	27255.7	31283.7	20883.3	25957.7	30364.2	7086.99	7770.17	6938.12	6841.54	6644.25	6849.52	7847.07	6775.45	5776.72	14096.6	16340.5	14976.5	15757.4	16888.6	17916.8	14254.5	17868.9	19363.8
Q16610	Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	2374.16	2579.55	2905.4	2575.27	1861.18	1511.25	3589.13	3188.32	2906.87	4595.27	3508.16	4382.5	7527.37	8952.82	10551.2	7040.71	8499.96	9459.54	1205.21		1504.98	1321.61	1781.3	2366.35	3735.75	2998.25	3069.59	1859.84	3097.51	3651.69		2482.65	2658.47	1865.82	4407.38	4083.73
Q16611	Q16611	BAK_HUMAN	BAK1	Bcl-2 homologous antagonist/killer	8222.94	6896.06	5416.38	5960.63	5453.27	6126.41	6578.79	6984.33	7041.12	6929.71	7303.62	5516.98	6751.4	5795.53	6386.98	4626.96	6757.54	9292.35	5753.25	5659.64	3641.48	4548.63	3986.39	3560.61	5650	4137.86	4605.47	7148.31	5049.11	4977.95	5468.44	6424.78	6238.75	8894.26	7580.25	10722.7
Q16619	Q16619	CTF1_HUMAN	CTF1	Cardiotrophin-1	2059.32	3455.29	3816.66	3631.26	4402.83	3740.51	3714.81	3444.67	3756.9	4386.88	3620.88	1908.39	2244.01		1638.91				3518.62	3554.89	3719.26	4187.9	4690.69	3837.9	1870.13	3709.65	4108.56	4197.02	4054.88	4013.49	3547.35	3474.42	4488.85	1818.76	4240.78	4866.19
Q16626	Q16626	MEA1_HUMAN	MEA1	Male-enhanced antigen 1																												1955.63	2928.6	3556	4760.46	6293.83	4959.61	6338.42	9147.23	6257.29
Q16629	Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	95776	94284.9	92172.9	87016.2	84213.3	78406.3	86829.1	84815.6	93361.1	157072	162887	167376	245851	253248	223731	229936	254414	239146	99342.2	109276	102849	98085.7	105526	100209	101194	107477	108261	171133	184606	177148	226662	241563	227285	232986	261579	242731
Q16630	Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	10511.8	6481.53	8440.14	4353.24	7488.84	6107.93	7082.78	5774.54	7129.91	27825.9	22474.8	22900.7	26820.2	16259	13504.9	19087.7	19070.9	17547.4	9873.68	8304.26	8820.43	8141.09	7175.54	7599.86	8407.85	7712.67	8963.41	26409	27291.2	25924.9	26808.6	29997.1	30556.9	25707.8	29023.8	30295.6
Q16637	Q16637	SMN_HUMAN	SMN1	Survival motor neuron protein	11781.1	11220.3	11695.3	10845.6	12921.8	11832.3	11791.7	9822.41	8377.8	7853.69	9068.77	9720.58	6550.99	9021.14	7978.99	8162.33	8877.24	8326.53	14532	15208.6	15739	12670.5	15131.6	12843.1	15471	15697.7	13591.7	10437.2	10797.9	10588.2	10959.9	10862.6	9197.05	8677.31	11572.8	11032.3
Q16643	Q16643	DREB_HUMAN	DBN1	Drebrin	127003	152184	139216	122387	141852	135732	127555	136333	142251	170256	193371	194872	172692	185556	173061	198353	178751	175098	130510	134173	133837	126154	133064	134506	139055	153920	145248	146837	175887	185104	175766	189941	187681	223803	284207	276407
Q16644	Q16644	MAPK3_HUMAN	MAPKAPK3	MAP kinase-activated protein kinase 3	6343.49	6357.12	6016.21	6968.99	7129.54	5708.14	7432.05	6489.26	7050.59	6954.45	7176.88	6872.82	6934.12	7497.03	6030.77	6318.78	9218.61	5605.85	5584.98	4601.82	4548.11	4875.16	4844.83	4409.62	5878.77	5156.01	4791.14	5946.49	5688.25	4955.47	4594.01	4554.75	4211.34	4353.62	4089.42	4709.1
Q16647	Q16647	PTGIS_HUMAN	PTGIS	Prostacyclin synthase	15635.9	14337.8	10612.5	13077.2	12278.7	10799.2	13606	14226.8	11699.1	11818.4	11154.1	10467.6	10933.3	9450.87	10869.3	11113.8	9352.41	12763.6																		
Q16656	Q16656	NRF1_HUMAN	NRF1	Nuclear respiratory factor 1	5690.6	3727.68	4809.6	5236.45	4710.98	3458.98	4132.18	3884.78	4568.28	6486.02	6066.92	6025.7	3753.99	3887.53	7001.13	5766.45	4623.26	5143.45	6798.9	6858.42	6840.68	8374.13	6047.91	5999.92	7517.84	5881.1	5194.66	6905.87	6465.22	6491.45	5844.32	6904.23	6142.8	8249.32	8987.64	8884.47
Q16658	Q16658	FSCN1_HUMAN	FSCN1	Fascin	156700	162275	148887	155207	165942	168346	150055	162104	150454	175619	215164	218981	199491	218475	246676	191884	215076	228736	180548	192079	173765	175757	185450	163274	180353	196940	182619	200997	216199	203032	215225	222680	208110	244185	277802	262041
Q16665	Q16665	HIF1A_HUMAN	HIF1A	Hypoxia-inducible factor 1-alpha	2440.89	2819.45	3336.32	5040.01	2729.93	3469.61	3052.73	3729.18	3413.7			1146.03											1628.93	1732.11	1238.28		1805.72									
