Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-99_3554.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-100_3555.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-101_3557.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-102_3558.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-103_3559.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-113_3560.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-114_3562.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-115_3563.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-53_3542.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-54_3543.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-57_3545.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-58_3546.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-59_3549.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-60_3550.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-61_3567.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-62_3568.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-63_3569.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-64_3570.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-47_3534.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-50_3535.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-51_3537.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-10-2024_Slot1-52_3538.d
H7BYY1	B7Z596;F5H7S3;H0YK48;H0YKJ4;H7BYY1;A0A494BZZ2;H0YN06	H7BYY1_HUMAN	TPM1	Tropomyosin 1		1599.11	1570.59	737.593	665.135	1120.8			2326.45	1611.64	1450.99	2872.57	1471.81	2499.98		1045.59	2171.83		2150.6	1132.99	1047.8	1210.88
P61289	P61289;K7ENH2;B3KQ25;K7ESG5;K9J957	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3			2166.75	2236.01					1804.23	2291.36	4900.76	1317.03	1473.76	1289.35	880.987				2826.21			321.245
P40227	P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta		1876.98	1975.6	2208.06	1914.73	1676.17	1052.85		1586.67	1520.79	1765.73	2424.52	1477.59	2320.26	851.711	801.015	740.272	863.603	1886.24	1686.29	361.644	
P40763	P40763;A0A7I2V2G1;A0A7I2V395;A0A7I2V3V0;A0A7I2V444;A0A7I2V4C8;A0A7I2V4R2;A0A7I2V4R3;A0A7I2V552;A0A7I2V5N9;A0A7I2YQD2;A0A7I2YQI1;A0A7I2YQR5;G8JLH9;A0A7I2V2T1;A0A7I2V4F6	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3		205.389				90.5547			198.634		331.627		1483.38	156.412								
Q13247	Q08170;Q13247;A0A590UK80;A0A0D9SEM4;A0A590UJK4;A0A590UJP7;A0A590UK01	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6		1351.42	1844.29	1519.38	1447.74	1405.49			2040.36	1374.57	908.283	2018.63	1484.23	1885.53					1737.19	286.56		1237.89
Q08380	Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein		193.384		283.828					244.794	1497.35	252.532		1484.8	194.908	208.66	548.868		1825.02	346.376	1381.24	1009.25	
Q9Y490	Q9Y490	TLN1_HUMAN	TLN1	Talin-1	550.072	736.566	1297.2	902.83	1526.53	1025.42		1283.43	1854.25	1169.45	1461.81	1317.52	1493.81	604.718	1159.45	2447.07	406.921	323.022	1489.83	1437.44	671.694	
P50454	P50454;E9PJH8;E9PPV6;E9PR70;E9PKH2	SERPH_HUMAN	SERPINH1	Serpin H1		4210.66	1249.91	1966.07	2542.66	3020.18			1106.07	1529.06	2044.22	1750.88	1500.4	6029.89	1015.08	1045.85	2229.54	297.246	3484.22	1779.33	185.851	2697.31
P51991	P51991;A0A7I2V2R3;A0A7I2V402;A0A7I2V4G0;A0A7I2V5D8;H7C1J8	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3		2793.08	3131.4	2986.32	3154.49	2555.44			3453.15	1922.87	2718.04	2242.62	1514.63	2325.92					1878.2			4234.46
O14950;P19105	O14950;P19105;P24844;J3KTJ1;J3QRS3	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B		2381.66	1609.76	1826.11	1079.8	1038.9			1187.86	1339.64	1421.18	1510.46	1517.16	2282.6		844.21	1985.02	1922.37	1316.73	1746.34	970.697	1457.97
Q9NZH8	Q9NZH8	IL36G_HUMAN	IL36G	Interleukin-36 gamma			90.7556	343.927		489.018			713.389	1643.12	860.959	673.216	1521.21	174.607	1391.01	1121.09	2975.86	2031.29	692.895	2080.53	2634.08	1502.6
Q01804	Q01804;A0A7I2V3Z0;A0A8V8TMY4;B1APM4;H0Y3X7	OTUD4_HUMAN	OTUD4	OTU domain-containing protein 4		849.956	838.355	1198.99		1049.87			1585.76	905.499	1063.36	1464.29	1529.81	612.983	400.751	1278.17			662.36	1419.95	904.751	245.904
Q15907	P62491;Q15907;B4DQT1;H3BSA2;H3BMH1	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B		1739.47	1577.98	1467.34	2121.6	1371.91			1567.3	1693.22	1495.98	1125.81	1539.78	1541.39	2061.15	1443.35	523.411	1399.38	997.441	1371.16	518.552	2353.54
P49407	P49407	ARRB1_HUMAN	ARRB1	Beta-arrestin-1		2124.89	1597.23	1890.58	1683.11	2047.9			1271.29	1432.05	1804.77	905.973	1541.71	1759.37				10546.8	1401.32	727.061	262.398	3799.45
A0A6Q8PH83	P51149;A0A6Q8PG49;A0A6Q8PH83;C9IZY4;C9J4R3;C9J4U8;C9J591;C9J7D0;C9J8S0	A0A6Q8PH83_HUMAN	CAST	Calpastatin (Fragment)		1734.85	2028.32	1373.2	1696.42	1517.69			1182.39	1989.57	1769.99	1483.52	1542.81	1061.89	1386.13	374.152	298.908	628.048	1510.16	1033.04	738.979	1498.92
P17655	P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit		1504.84	881.281	730.924	1474.06	1511.34			1632.66	1249.05	1347.16	1187.22	1547.92	1052.76					1493.69	1691.44	2728.53	
P23919	P23919;H7BZ20	KTHY_HUMAN	DTYMK	Thymidylate kinase		353.93	280.002	637.956	1785.82	1200.05			1332.25	1034.77	1229.85	974.119	1547.98	1141.43	475.861				947.12	229.699		921.274
P0DMV8;P0DMV9	P0DMV8;P0DMV9;P17066;P48741;A0A0G2JIW1;V9GZ37	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	1433.41	861.342	2039.85	1507.68	1003.51	1186.96			2082.59	1614.77	2300.74	1642.57	1548.6	1817.4	1898.77	1599.08	2307.53	1535.91	2321.95	2980.19	2626.59	1291.62
P23193	P23193;A0A1W2PPZ5;A0A1W2PRL9;E5RIS7;E5RJ93	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1		233.791	681.135	598.417					542.381		869.613	431.566	1549.35	343.203					525.18			
P47756	P47756;A0A6I8PRV6;B1AK85;B1AK87;B1AK88	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta		2133.93	2189.86	1624.36	2000.3	2025.81	822.93		3008.8	1330.74	2153.51	1967.63	1559.83	1877.33	1762.55	1220.44	750.097	1331.56	2345.1	1357.72	407.783	704.889
P52272	P52272;A0A087X0X3;M0QYQ7;M0R019;M0R0N3;M0R0Y6;M0R2T0	HNRPM_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M		2160.18	2000.02	1627.85	2607.44	1958.21			1577.79	1199.84	1550.78	2175.22	1570.45	2251.81					1740.18	457.424	353.902	3248.95
P48643	P48643;B7ZAR1;E9PCA1;E7ENZ3	TCPE_HUMAN	CCT5	T-complex protein 1 subunit epsilon	1328.94	1523.12	1301	1605.64	1099.46	1329.87	1483.25		1678.1	1187.62	1808.73	1696.75	1572.2	2002.74	1026.24	1075.1	532.134		1649.84	1673.64		346.844
P45880	P45880;A0A0A0MR02	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2		2240.85	1858.39	1406.5	1080.84	1997.85			1195.93	1559.57	1848.32	1704.42	1585.19	915.643	1359.53	224.23		705.207	1416.13	716.451	333.585	4269.26
P62280	P62280;M0QZC5;M0R1H6	RS11_HUMAN	RPS11	Small ribosomal subunit protein uS17		1678.97	1752.31	1756.83	2157.57	1242.37			1591.46	1389.6	1688.52	643.217	1586.48	1999.3		1168.49		381.485	1961.59	556.841	765.292	668.082
Q9H853	Q9H853	TBA4B_HUMAN	TUBA4B	Putative tubulin-like protein alpha-4B		573.548	1006.73							2343.63	1484.69	1681.35	1597.65			405.646			2278.85			484.777
Q07020	Q07020;I3L399;I3L3P7	RL18_HUMAN	RPL18	Large ribosomal subunit protein eL18		1315.8	1579.89	1611.2	909.777	1371.08			1412.23	1174.64	1086	928.434	1601.65	1336.98			196.565		1136.58	635.402	159.82	1114.18
P12429	P12429;D6RA82;D6RCA8;D6RFG5	ANXA3_HUMAN	ANXA3	Annexin A3	2149.63	228.797	364.846	846.497	407.288	881.728			482.227	2104.06	863.659	1109.46	1612.42	292.213	1168.7	1213.94	391.941	2293.37	688.344	3343.34	3177.97	1158.56
Q07065	Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4		2450.83	1310.57	1343.3	1351.69	1868.11			1682.39	2065.34	1981.95	1217.91	1621.45	1858				139.557	1974.45	510.922	104.008	2814.49
P30047	P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein		836.631	642.654	1006.03		969.867			1756.67	1204.14	2194.34	1144.42	1621.52	1141.1	556.048			269.3	1670.36	782.703	1010.02	2882.95
P62269	P62269;J3JS69	RS18_HUMAN	RPS18	Small ribosomal subunit protein uS13		1148.61	936.774	1425.07	1233.65	1463.21			1761.32	1960.64	1952.2	1497.25	1624.11	2220.62	1524.21	300.459		1035.86	1890.1	974.063	1200.29	1036.62
P55209	P55209;B7Z9C2;F5H4R6;F8VRJ2;F8VUX1;F8VV59;F8VVB5;F8VXI6;F8VY35;F8W020;F8W0J6;F8W118;F8W543;H0YH88;H0YHC3;H0YIV4	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1		649.962		487.83	951.404	455.599			1326.02	1201.61	827.228	1392.22	1630.69	1712.86		358.871			1743.26	692.071	612.154	484.429
Q92526	Q92526	TCPW_HUMAN	CCT6B	T-complex protein 1 subunit zeta-2		1652.85	1229.37		551.014				1395.8	1455.93		1290.19	1635.39	2289.5					885.156		111.793	
Q16629	Q16629;C9JAB2;A0A0B4J1Z1	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7		1424.22	2410.45	1415.25	1192.96	1177.94			1120.81	1378.69	1514.69	2074.76	1636.08	1660.39	853.55		907.377	297.091	1697.05	426.793	468.94	1387.61
O75367	O75367;A0A8I5KRC6;A0A8I5KS04;A0A994J4J7	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1		2296.32	1356.11	2235.29	1984.95	1381.99			1039.87	2004.68	1575.56	2502.77	1648.05	1856.08		1589.06		267.316	1318.25	1183.97	1443.97	3178.19
Q29RF7	Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	6714.4	1261.05	3124.43	1133.36	6213.19			12480.4	2305.05	2998.42	1511.89	2319.98	1661.98	786.004	9058.84	5012.11	8323.22	3632.39	1588.41	2475.31	4486.55	2352.24
P17661	P17661	DESM_HUMAN	DES	Desmin		1342.38	390.917			835.872			1161.59		1821.34	2505.35	1662.71							1487.32		
P17987	P17987;E7ERF2;E7EQR6	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha		1960.35	1910.2	1995.36	2544.69	1465.23	1139.24		2028.46	1772.69	2173.93	2870.86	1675.53	2439.71	1555.23	976.253	522.793	601.864	1900.86	1648.39	483.944	658.871
P14314	P14314;K7ELL7	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta		2366.38	1206.48	2009.97	2241.21	2297.95			1498.65	1276.43	2275.17	1399.21	1677.15	2154		343.681			1901.94	2211.4	698.742	3205.03
P04899	P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2		1760.65	1819.88	1819.81	4103.44	3673.48			2177.41	3639.39	3200.46	1911.51	1685.71	2057.36	2520.96	1141.21	3402.9	1037.96	1930.88	3349.55	1640.9	3308.88
P13010	P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5		2036.24	1994.59	2510.32	1949.49	1537.58			1896.28	1634.42	1880.2	2053.37	1695.5	2289.11				338.196	1891.81	125.234		742.817
P49368	P49368;E9PM09;E9PRC8;Q5SZW8;Q5SZX6;Q5SZX9	TCPG_HUMAN	CCT3	T-complex protein 1 subunit gamma		1460.28	811.372	1513.64	1694.32	1130.76			2246.46	1647.37	2204.04	2296.9	1696.4	2617.25	913.408		987.261	719.774	1798.9	1919.21	824.386	1509.57
P62249	P62249;M0R210	RS16_HUMAN	RPS16	Small ribosomal subunit protein uS9		1450.7	1996.1	1823.33	1486.27	1709.44			1903.52	1427.87	1746.93	1484.16	1700.57	2275.48	874.746	682.274	849.748		2162.95	764.007		515.588
P63241;Q9GZV4	P63241;Q9GZV4;Q6IS14;C9J4W5;C9J7B5;F8WCJ1;I3L397;I3L504	IF5A1_HUMAN;IF5A2_HUMAN	EIF5A;EIF5A2	Eukaryotic translation initiation factor 5A-1	958.262	1337.22	990.562	1742.09	1693.86	654.883			1470.57	1242.49	2084.37	1457.04	1709.77	2067.33	1165.82	997.988			998.729	1039.23	330.611	193.541
P05937;P08590	P05937;P08590	CALB1_HUMAN;MYL3_HUMAN	CALB1;MYL3	Calbindin				174.178					1936.28		1624.82	3204.76	1710.08	3359.01			180.324					
E9PLC9	P62820;Q9H0U4;E7ENC7;E9PLC9	E9PLC9_HUMAN	CAPN1	Calpain 1 (Fragment)		1115.6	1653.1	1406.87	1194.9	1413.27			2086.68	1909.61	1902.98	1943.28	1717.28	2337.94	653.619	351.435	1167.03	368.15	1794.4	406.75	255.371	1535.09
P0DME0;Q01105	P0DME0;Q01105;A0A0C4DFV9;A0A8I5KS71;A0A8J8YYJ1	SETLP_HUMAN;SET_HUMAN	SET;SETSIP	Protein SETSIP		1310.02	1110.45	743.439	1328	1236.78		455.108	2530.05	2629.88	1896.9	2574.09	1723.64	595.952		1281.74	853.838	461.903	2140.93	780.114	723.851	236.584
P60981	P60981;F6RAJ7	DEST_HUMAN	DSTN	Destrin		1176.79	2039.34	730.436	1245.33	1281.28			1693.66	1311.69	1377.46	2396.72	1728.92	908.727		996.652		393.73	1894.81	1300.82	738.962	214.41
P56537	P56537;B7ZBH1	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6		1323.47		1279.24	830.94				1382.94	2014.77	2340.71	2272.79	1740.92	1457.7	1320.16	1817.08	707.478	1474.33	2501.07	1633.99	1340.75	2361.84
P62277	P62277	RS13_HUMAN	RPS13	Small ribosomal subunit protein uS15		743.826	2063.56	1779.73	1361.76	1471.42			1359.27	1994.29	1424.19	1441.29	1744.2	1745.22			358.131	334.365	1639.15	967.394		1213.04
Q5T0I0	Q5T0I0	Q5T0I0_HUMAN	GSN	Gelsolin (Fragment)	1880.99				1318.74	365.751			448.52	2763.74	2583.57	1100.85	1749.03	100.427		1272.17	492.201	1183.18	1686.84	5241.4	6067.91	1187.08
Q7KZF4	Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1		2109.66	1750.47	1996.67	2220.44	1398.31	1782.26	1249.22	2387.5	1739.81	1747.48	1733.53	1750.91	2528.98	1239.15	1255.73		533.868	1751.34	1008.28		521.985
P02774	P02774;D6RF35	VTDB_HUMAN	GC	Vitamin D-binding protein	1019.83	307.07	251.72		332.637	286.516			230.812	1954.22	1091.88	1249.95	1756.13	191.604	2725.4	1355.35		1614.16		1067.3	2136.39	302.156
Q99832	Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta		1269.8	1033.76	1584.55	1536.09	886.537		938.415	1360.58	1186.73	1475.05	1803.23	1757.89	1890.97	1390.87	539.504	735.558		1420.36	1383.19	429.995	581.407
P06396	P06396;A0A0A0MS51;A0A0A0MT01;A0A8V8TND7	GELS_HUMAN	GSN	Gelsolin	1603.27	2752.97	1527.77	2080.79	2681.45	3008.24			1579.14	2540.22	1781.58	1935.81	1760.11	622.269	2068.07	1143.61	940.551	2082.3	2360.45	4932.87	3027.6	980.722
P61313	P61313;A0A2R8Y738;A0A2R8YEM3;E7ENU7;E7EQV9;E7EX53	RL15_HUMAN	RPL15	Large ribosomal subunit protein eL15	2340.96	1906.33	2980.45	1728.17	1400.76	1855.93		605.879	2071.24	2260.6	2111.58	1665.49	1766.89	2225.63	702.952	758.507	832.845		2596.96	1090.03	696.493	1500.26
P18206	P18206	VINC_HUMAN	VCL	Vinculin	2335.73	1726.88	2089.52	1408.38	2257.6	2341.92	3599.26	4445.77	1613.93	1846.2	2475.76	1776.82	1772.95	713.471	1550.92	968.163	1603.11	1579.6	1649.36	2321.61	1343.24	861.355
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5		1250.3	468.766	537.597	293.378	571.544			1020.41	992.301	1995.21	930.74	1788.82	1159.29	872.509	1463.95	703.319	475.873	811.233	1181.72	250.461	452.89
Q15181	Q15181;Q5SQT6	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	676.996	1366.86	3598.51	2067.3	3217.42	2393.03			1622.92	1547.39	1203.57	2087.11	1805.9	854.974				1003.75	1464.1	1279.59	563.754	1274.9
P37802	P37802;X6RJP6	TAGL2_HUMAN	TAGLN2	Transgelin-2		2903.74	3228.64	4266.83	3540.95	4391.84	1113.89	1417.09	3415.11	2276.48	2448.01	2220.41	1815.56	3154.23	755.041	851.234	1156.72	741.87	3934.49	1668.01	596.443	527.286
P21796	P21796;C9JI87	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1		1312.68	1740.39	2175.35	1540.23	2029.91			1317.46	1896.69	1378.83	1013.2	1819.9	2254.8	423.716				1409.58	697.035	646.729	4429.07
P50990	P50990;H7C4C8	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta		1033.43	1164.95	1261.38	1585.82	1036.62			1807.5	1250.07	2068.5	1964.82	1853.18	2578.9	2733.57	1414.5	1086.36	552.654	1938.83	1534.68	1230.25	341.758
Q15286	Q15286;F5H145	RAB35_HUMAN	RAB35	Ras-related protein Rab-35		2475.72	1499.1	1195.29	606.063				2992.76	1954.7	1393.5		1873.44	2368.28					2220.12	1252.01		3238.18
Q9NP55	Q9NP55	BPIA1_HUMAN	BPIFA1	BPI fold-containing family A member 1									2300.71	1385.89	904.29	921.711	1879.08	212.084	6804.25	3187.78	5771.09	5336.81	347.054	2661.9	3440.4	1241.54
P61088	P61088;F8VSD4;F8VV71;F8VZ29	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N		2929.4	2133.74	2013.54	1237.91	2143.18			2071.41	1867.74	1808.55	2457.99	1884.95	1989.27	2509.8	417.34			2260.66	1451.78		395.405
P05388	P05388;F8VWS0;F8VZS0;F8W1K8	RLA0_HUMAN	RPLP0	Large ribosomal subunit protein uL10		978.662	1474.16	1096.14	1030.51	1145.79			1592.73	1557.52	2281.79	1301.75	1892.73	2036.52	907.095	1506.8	768.829		1567.09	592.068		927.815
P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	3448.9	2236.09	1411.35	3615.89	1266.39	3208.83		3775.19	2478.26	1352.69	2356.72	1689.19	1895.25	1606.78	1311.76	1915.75	1544.41		1708.99	2901.41		540.187
P52907	P47755;P52907;C9JUG7;F8W9N7	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1		932.328	1233.18	494.237	965.771	866.08			1873.37	1468.48	2126.89	1833.87	1904.49	2057.34	1304	790.341	1722.11	852.779	1877.37	2341.33	688.223	1008.35
P26583	P09429;P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2		1268.54	2503.89	1372.67	1739.29	1153.1		1505.76	1500.47	1907.06	1701.83	2020.42	1905.64	1899.19	662.782	1454.6	631.326	1508.09	1605.46	2456.2	2797.65	850.784
P17844	P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5		1093.19	2390.45	1227.02	1828.68	1674.54			1603.57	1618.54	1361.9	1857.66	1910.04	1931.16	1465.63		1003.35		1824.77	1906.48	1322.87	1022.91
P08133	P08133;A0A0S2Z377	ANXA6_HUMAN	ANXA6	Annexin A6		1230.38	2048.13	1351.44	2253.47	1436.96			2122.31	2075.13	1629.48	1642.07	1927.32	2129.93	1777.95	966.429		668.175	1935.63	1933.37	1091.93	876.886
P61978	P61978;B4DUQ1;Q5T6W2;A0A994J4E9;A0A994J4S7;A0A994J4U9;A0A994J6T5;A0A994J6U9;A0A994J782;A0A994J795	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K		2173.39	2139.33	2001.78	3247.68	2113.77			2719.37	2043.71	1855.67	2768.47	1932.23	2376.33					2145.31	484.013		1616.87
Q15366	Q15366;H3BSS4;F8VZX2;H3BRU6	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2		2212.54	2035.86	782.764		2660.25			1791.1	750.223	758.949	1152.45	1956.38	1868.59					2238.62	592.469		
P35579	P35579;A0A8I5KWT8	MYH9_HUMAN	MYH9	Myosin-9	1526.31	3210.51	2553.27	2048.78	2731.13	2076.36	11763.6	2947.77	1855.84	1846.7	2323.66	3053.84	1968.93	4328.16	1522.81	1270.6	1464.63	894.736	1732.96	1416.11	802.981	1968.77
Q14103	Q14103;D6RAF8;D6RD83;A0A994J440;A0A994J4R1;D6RBQ9;D6RF44;H0Y8G5;H0YA96	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0		818.493	696.956	852.476	2482.18	1118.05			1990.24	1609.57	2130.37	2701.22	1981.82	2186.53	837.994			467.784	1699.15	416.383	1056.9	978.677
P62873;P62879	P16520;P62873;P62879;Q9HAV0;A0A6Q8PFE0;A0A6Q8PFV8;A0A6Q8PFW8;A0A6Q8PG88;A0A7I2S2S9;A0A994J3T6;A0A994J6X8;B1AKQ8;C9JD14;C9JIS1;C9JXA5;C9JZN1;E7EP32;E9PCP0;F5H0S8;F5H100;F5H8J8;F6UT28;F6X3N5;H7C5J5	GBB1_HUMAN;GBB2_HUMAN	GNB1;GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1		2300.66	2814.55	1966.03	1703.49	3808.11	1181.3		2874.8	2911.72	2426.47	2175.47	1987.21	2434.23	1021.39	2066.93	1395.73	736.312	2703.17	2331.58	596.003	6466.71
P62244	P62244;I3L3P7;H3BVC7	RS15A_HUMAN	RPS15A	Small ribosomal subunit protein uS8		921.715	1059.61	1372.66	852.068	1524.05			2063.69	2120.05	1852.8	1373.26	1989.22	2084.01		540.329			2972.94	848.284	309.812	1866.97
A0A0B4J2B5;A0A4W8ZXM2	A0A0B4J2B5;A0A4W8ZXM2	A0A0B4J2B5_HUMAN;A0A4W8ZXM2_HUMAN	IGHV3-72;IGHV3OR16-9	Immunoglobulin heavy variable 3/OR16-9 (non-functional) (Fragment)									1507.08	1642.16	570.911	868.167	1994.87	192.099	2171.17	2250.07	2600.61	4129.48	990.833	3603.06	2498.83	1310.02
P50991	P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta		1543.13	2052.23	2278.78	2362.11	1423.57	2089.29		2432.08	1569.99	2275.11	2286.8	2028.62	2818.6	1943.54	921.172	718.234	236.676	2286.15	2142.12	589.672	653.458
P50914	P50914;E7EPB3	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14		722.435	1681.78	1653.47	770.899	1008.43			1671.77	1719.11	1441.66	1723.3	2054.46	2403.24	390.353	1071.19	404.186	546.202	1869.17	940.754	320.365	876.776
P63244	P63244;D6RAC2;H0Y8R5;J3KPE3;D6RF23;D6RHH4;D6RHJ5;H0YAF8	RACK1_HUMAN	RACK1	Small ribosomal subunit protein RACK1	3646.78	2264.32	2174.24	2129.87	2414.03	1899.84			2651.34	2817.82	2186.82	1978.22	2073.32	3143.62	747.658	1042.59	1435.96	816.455	3057.16	1392.42	769.169	188.866
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta		2872.53	1898.75	2171.18	1696.2	2956.84			2190.97	3010.41	2448.15	3516.28	2077.68	2109.81		558.219	492.468	525.139	2716.6	2155.34	1493.28	2235.86
P08865	P08865;A0A0C4DG17;A0A8I5KQE6;A0A8V8TLA4;A0A8V8TMX1;C9J9K3;F8WD59	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2		1984.4	2299.38	3524.24	3899.15	1976.23	3287.51		3016.35	1714.1	2171.91	2073.57	2089.46	3488.51	1116.86	1627.64	1297.79	1423.16	3555.45	1684.52	661.479	535.714
P84103	P84103;A0A087X2D0	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	1262	2183.14	2692.7	2015.11	1709.34	2037.91			3487.58	3216.25	2879.04	4013.1	2092.31	2402.45	1839.66		532.156	619.991	3391.41	1885.4	924.345	1744.56
Q9UQ80	Q9UQ80;F8VR77	PA2G4_HUMAN	PA2G4	Proliferation-associated protein 2G4		1743.2	2348.97	2482.42	1633.75	780.386	876.057	4165.58	2105.96	1665.13	2351.08	2153.48	2132.16	1903.97	929.431	1353.6	1383.33	914.821	1987.12	1142.48	382.141	483.228
P55083	P55083;B5MD38;F5GZQ3	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4		1360.49	1459.05	1617.54	904.447	1664.1			1964.59	1300.06	1598.17	922.503	2136.69	1613.06	1356.99				1819.71	710.338		2567.84
P25789	P25789;H0YL69;H0YMZ1;H0YN18	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4		2415.13	2351.97	2613.16	1610.72	1719.41			2662.6	2367.14	5282.43	3606.26	2145.71	3004.1	4390.8	1422.93	2417.12	1543.75	3937.13	2859.44	1531.68	931.369
