Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-07_9785.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-08_9786.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-09_9787.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-10_9788.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-11_9789.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-12_9790.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-13_9795.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-14_9796.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-15_9797.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-16_9798.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-17_9799.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-18_9800.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-19_9805.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-20_9806.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-21_9807.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-22_9808.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-23_9809.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-24_9810.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-25_9815.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-26_9816.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-27_9817.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-28_9818.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-29_9819.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-30_9820.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-01_9780.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-02_9775.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-03_9776.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-04_9777.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-05_9778.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-06_9779.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-31_9825.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-32_9826.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-33_9827.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-34_9828.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-35_9829.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-36_9830.d
F1MAS1	F1MAS1	F1MAS1_RAT	Cbarp	CACN subunit beta associated regulatory protein	1853.05	1408.49	1609.14	1917.49	1759.57	1300.81	1458.26	1480.32	1399.64	1928.17	1457.53	1432.98	1094.38	1345.55	1751.01	926.635	1694.56	1395.72	1290.87	1736.67	1561.91	1456.45	1844.58	1405.15	1510.53	1193.81	1387.99	1526.86	1793.56	1902.74	1577.94	1567.39	1405.72	1276.84	1531.89	2266.98
F1MAS6	F1MAS6	F1MAS6_RAT	Tpcn2	Two pore segment channel 2	4767.46	4902.19	4465.21	4248.92	4125.56	4164.53	4335.89	4952.16	3963.2	5171.89	4214.91	4897.91	3646.85	2924.99	3194.92	3213.15	3383.61	3204.21	3012.43	2718.49	3062.29	3075.99	3115.68	3444.33	4768.21	5250.11	4826.7	5001.28	4456.83	4062.97	3143.73	3186.38	3322.7	3471.96	3449.21	3763.35
F2Z3R8	F2Z3R8	F2Z3R8_RAT	Pcdhb15	Protocadherin beta-7-like	2094.72	2119.03	2130.33	1703.81	1936.6	2141.08	3382.8	4508.46	3687.45	3851.32	4259.28	4219.57	3247.43	2871.24	3303.05	2964.81	2666.8	2892.22	2875.52	3260.24	2802.06	3308.17	2462.33	2978.78	2024.5	1971.48	2417.73	1928.31	2479.17	2954.3				1553.88		
F2Z3T4	F2Z3T4	MBNL2_RAT	Mbnl2	Muscleblind-like protein 2	22185.5	19956.6	21618.3	19641.2	21094.3	21259.6	22982.3	19211.8	19723.7	22914.8	20810.8	21389.1	21112.7	20233.2	21808.4	21442.7	20328	20808.7	19712.4	20052.2	17719.2	21036.8	18394.8	18505.2	14312.2	14356.6	13622.2	13445.1	13623.2	13862.8	17442	15884.3	15478.4	15882.9	16014.2	17970.3
F6Q5K7	F6Q5K7	F6Q5K7_RAT	Mrps18b	Small ribosomal subunit protein mS40	8537.31	7959.73	8316.88	8218.22	8485.48	7753.89	2971.94	2148.98	4817.98	4565	6209.63	2420.98	8613.12	7787.06	9537.57	8773.36	8819.85	8249.57	7981.67	8706.55	9220.25	8922.07	9325.88	9758.33	2024.89	2703.91	2008.74	3065.75	2976.23	2182.23	5361.65	14368.3	4120.3	9734.68	6360.56	4715.76
F6T7Z2	F6T7Z2	F6T7Z2_RAT	Tmem119	Transmembrane protein 119	2177.33	2215.13	2516.67	2311.82	2803.8	2648.96	2009.33	8124.7	2205.59	2475.62	4957.82	5302.06	3290.76	1953.45	2081.9	2237.91	2648.65	3186.14	2450.23	1419.91	2125.34	1386.09	2150.4	2147.13	2103.28	1849.81	1861.96	2433.86	2159.27	1506.79	1057.74	935.487			1445.2	1325.43
F7DP88	F7DP88	F7DP88_RAT	Zkscan3	Zinc finger with KRAB and SCAN domains 3	1295.13	839.151	1179.91	1504.69	1004.28	1353.89	704.477	951.016	926.886		608.284		961.527	821.633	826.461	981.8	1011.82	1088.42			538.569	696.812		558.379	571.048		424.87	550.771			1101.75	921.782	1033.49	844.744	788.476	1153.5
F7EKZ5	F7EKZ5	F7EKZ5_RAT	Cxxc1	CXXC-type zinc finger protein 1	5937.69	5891	6209.36	6374.52	5939.13	6336.52	8268.23	8208.13	8651.23	8040.7	8872.93	8387.46	10023.5	10332.9	9711.58	9562.9	10331.9	9269.03	10300.6	10226.4	10667.8	10249.5	10381.3	9793.4	5386.79	6552.79	6841.08	5535.85	6071.43	6160.26	5578.96	5503.82	4982.14	4961.75	5526.99	5489.9
F7ELS2	A0A8I6AGL9;F7ELS2;A0A8I6GM53	F7ELS2_RAT	Cct6a	Chaperonin containing TCP1 subunit 6A	66024.8	70562	67202.9	67806.6	66797.3	68327.1	63324.1	67543.9	64847.1	64112.5	64937.2	67592.5	53579.8	52526.6	52233.3	54529.8	53170.1	54114.1	59364.3	62581.6	61262.4	60772	60602.1	57047.8	66208.8	72751.8	69053.4	69348.8	68368.2	71389	45178.9	42282	42301.5	46769.8	42193.8	44678.6
F7ELW7	F7ELW7	F7ELW7_RAT	Proser3	Proline and serine rich 3		788.567		749.694	751.401	615.375	1682.11	1439.17	1665.5	1615.64	1566.6	1526.01	965.608	744.297	905.796	806.134	952.675	1016.6	800.575	772.322	488.356	605.849		871.599	421.112	693.636	536.348	781.846	935.154	766.536	178.257		337.197	411.705	372.05	
F7EM09	F7EM09	F7EM09_RAT	Rxylt1	Ribitol xylosyltransferase 1		1939.43	1586.03	1727.35	1492.57	1899.7		1530.46		1582.39							1840.65	1517.62		1167.14	1808.08	2904.66		1707.08	2140.29	1754.12	2433.65	2025.61	3557.02		4170.68	3713.49		3247.26	3907.57	3729.4
F7EM85	F7EM85	F7EM85_RAT	Fbxo22	F-box protein 22	3968.97	3635.56	3387	3446.11	3370.82	3943.72	4148.37	3138.08	3206.57	3089.13	3553.04	2827.65	3935.04	4057.76	4468.05	4132.33	3687.62	3956.45	3847.29	3760.55	3858.98	4187.47	3445.17	3577.66	2547.38	3619.86	3054.99	3066.89	3140.5	3799.45	2707.64	4534.21	2464.52	3785.93	4234.85	3388.72
F7EM91	F7EM91	F7EM91_RAT	AABR07006688.2	Elongation factor 1 beta central acidic region eukaryote domain-containing protein	19342.3	17826.8	19682.8	12497.3	10649.1	15099.6	1351.26	1678.33	1351.78	1307.09	1139.73	1331.1	16351.8	15313.2	23805.8	17506.5	18194	16494.8	10580.3	14458.8	12874.2	11535.6	11550.6	9931.7	3883.96	5691.12	5147.59	4998.83	4590.47	3537.08	4245.14	3990.6	4256.1	5603.03	3768.74	5500.31
F7EMK2	F7EMK2	F7EMK2_RAT	Dpagt1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	7831.93	8400.79	8539.9	8906.73	7897.85	8147.93	7730.71	6450.56	7662.43	7558.98	6624.69	7321.98	6914.59	7003.56	9591.84	6913.71	7566.34	6137.25	6759.76	6790.26	6000.49	7202.69	6477.92	5475.85	7064.52	11348.4	7506.24	7065.53	8549.87	8965.23	17086.8	14160.3	16463.7	15186	14529.1	13379
F7ENH8	F7ENH8	F7ENH8_RAT	Hdac2	Histone deacetylase 2	40282.6	47213.7	47519.4	46883.4	44485.9	43119.9	29864	33651.7	32429.8	34920.6	33475.9	33869.3	33573	33407.3	35323.1	38795.2	38905.9	37081.8	31235.7	35902	33907.9	34594	36381.3	33685	41223.7	38054.8	39922.4	37493.2	42596.5	37981.7	30868.3	36203.2	34627.6	34349.8	33016.1	38349.3
F7EPF1	F7EPF1	F7EPF1_RAT	Prr15	Proline rich 15	19774.9	18968.9	19071.4	19235.4	19893.1	19390.5	20377.6	18249.7	17474.9	17018	18191.7	17208.4	17977.5	19259.4	19033.8	18103.7	16791.1	17007.9	15956.4	16262.5	16200.8	16160.2	16316	15430.4	15734.1	16547	16316.7	16603.9	16933.1	14827.6	11033.6	10679.7	11387.8	12680.2	11628.6	13183.4
F7EPH4	F7EPH4	F7EPH4_RAT	Ppa1	inorganic diphosphatase	42556.3	45563.6	44491.7	41537.5	42525.9	39501.5	25523.5	24996.1	27550.5	29888.2	27017.2	26302.2	33851.7	35837.5	37547.8	37188.5	36971.5	35433.3	33434	33112.9	34287.8	35398	32240	34401.5	27652.7	30201	31906.7	28066.4	30552.6	27425.5	17331.8	16508.3	16351.4	17515.3	17199.6	18211.9
F7EQ04	F7EQ04	F7EQ04_RAT	Minar2	Membrane integral NOTCH2 associated receptor 2	5350.62	5297.98	5258.51	6147.51	6004.16	6709.61	5117.41	5973.39	6333.49	6198.43	6096.5	5907.86	3896.81	4121.07	5514.9	4432.97	4944.41	4281.62	5124.81	4964.29	3457.15	4144.6	5042.04	4391.6	2201.94	2413.6	2673.81	2418.95	2867.53	2144.57	2407.81	2048.98	2056.22	2550.55	2034.58	2061.05
F7EQF3	F7EQF3	F7EQF3_RAT	Bak1	BCL2-antagonist/killer 1	2751.36	3017.66	2777.5	2171.26	3544.3	2391.86	1807.56	1978.46	1801.47		2662.58	2066.46	1883.77	1281.21	2214.29	2290.74	1693.61	1846.17	1194.52		1567.32	2016.39	1689.79	1379.31	665.055	1746.74	938.621	788.767	1557.97	1278.99	2484.07	2447.52	2030.64	2045.38	2310.84	2362.57
F7EQT9	F7EQT9	F7EQT9_RAT	Agpat1	1-acyl-sn-glycerol-3-phosphate acyltransferase	4979.96	4518.39	3958.07	3822.57	3233.54	4220.07	7744.58	7192.71	8033.32	8483.58	7396.88	6476.09	7932.59	8379.62	8365.64	7190.81	5921.12	6046.28	7409.24	8467.18	8370.88	10238.9	9036.3	7003.61	5799.61	7537.48	5623	7336.96	6211.69	7880.14	7173.82	7740.06	6211.61	6083.91	7668.74	6496.82
F7ERB0	F7ERB0;A0A8I6AK85	F7ERB0_RAT	Taf5l1	TATA-box binding protein associated factor 5 like	1478.62	1336.69	1749.93	1833.17	1903.21	1432.03	1633.59	1302.47	1469.53	2005.57	1453.94	1972.92	1632.99	1787.4	1618.21	1738.55	1529.36	1435.92	1401.18	1421.3	1160.05	1337.29	1377.38	1168.61	2085.59	1820.08	2265.85	2032.91	1811.06	2293.4	1886.46	2321.32	2234.96	2289.07	2175.03	2062.28
F7ESE9	F7ESE9	F7ESE9_RAT	Ess2	Ess-2 splicing factor homolog	518.989	310.967	279.318	391.492	289.218	195.306	508.076	544.436	271.631	505.741	304.821	476.438	280.655	193.603	252.566	335.155	493.662	189.071	341.721	238.353	202.83	176.561	177.85	274.772	249.737	246.439	255.937	210.384	289.966	155.042	270.365	272.16	173.397	295.055	297.603	311.713
F7ESM1	F7ESM1	F7ESM1_RAT	Rexo4	RNA exonuclease 4	6672	6248.85	5897	6004.32	6400.2	5634.34	3854.75	4171.67	4583.68	4268.7	4081.37	4255.43	4960.61	4865.52	5194.19	4841.72	4923.84	4550.8	5461.1	5093.67	5352.13	5747.55	5344.13	4874.3	6288.99	6379.34	6644.27	6203.48	5998.83	6954.96	6600.66	6771.04	6470.3	7198.68	6660.38	6803.57
F7ETC0	F7ETC0	F7ETC0_RAT	Smpd1	Sphingomyelin phosphodiesterase	3938.47	3768.75	3576.8	4196.82	3269.53	3722.51	4246.71	3705.92	5118.72	3822.49	3534.97	4824.29	6824.44	6532.48	6019.82	6064.41	6293.37	5945.35	7212.72	6223.21	6930.11	7171.43	7056.65	6661.24	4737.79	4770.11	5419.65	5520.72	4627.24	4450.47	5700.39	4912.19	4547.78	6461.99	4563.55	5624.99
F7ETI3	F7ETI3	F7ETI3_RAT	Wdr41	WD repeat domain 41	1182.03	1279.38	1282.02	1155.23	1167.41	1370.18	1196.98	1318.97	1195.88	1143.64	1327.48	1043.04	1452.2	1725.07	1483.69	1827.74	2161.34	1610.96	1275.26	1775.34	1645.98	1492.42	1233.3	1657.07	738.029	865.405	633.314		769.586	786.69		1084.15	839.249			1442.41
F7ETS0	F7ETS0	F7ETS0_RAT	Acot9	Acyl-CoA thioesterase 9	12475.6	12465.4	11748.8	11756.7	12005	12689.5	21837.3	23105.1	23418.5	21732.9	21225.1	21467.2	23644.5	24896.5	24304.7	24500.6	24650.5	25602.8	23891.2	23143.6	25222.5	27202	26020.3	26017.1	14314.8	13514.1	13308.7	14351.1	13330.5	13169.1	23820.5	26326.9	27889.6	28256.7	25070	29262.8
F7EUG6	F7EUG6	F7EUG6_RAT	Psme3ip1	Proteasome activator subunit 3 interacting protein 1	5297.78	5255.35	5459.3	4824.45	5244.72	5344.62	4882.33	5017.8	4264.8	3189.08	4076.12	4484.56	5139.94	4402.76	4788.83	5101.8	4394.53	5065.59	4011.36	4607.23	4587.93	4193.35	3659.15	4403.94	6326.74	6511.2	4393.48	6837.86	4850.85	5617.98	3068.88	3389.47	3037.56	3719.11	2746.84	4212.01
F7EUU4	F7EUU4	F7EUU4_RAT	Cops5	COP9 signalosome subunit 5	14959.2	14069.7	13623.6	15339.2	15050	15228.4	10429.8	10180.4	12588.7	12531.5	11893	12365.1	13038.6	12845.4	14289.8	13697.2	12926.7	15420.8	12435.6	12054.4	11819.8	12071.9	13975.6	12510	9090.52	8985.22	7814.2	8602.3	9129.1	10573.6	14625.6	14204.8	14038.7	14608.3	14469.9	13534.3
F7EUW3	F7EUW3	F7EUW3_RAT	C2cd2l	C2CD2-like	3239.77	2808.2	3059.56	3403.18	2773.45	3117.09	2982.43	3253.55	3048.58	2884.51	3141.84	2633.18	4716.49	5179.83	4577.66	4359.24	4861.81	4257.91	4112.69	4191.44	3788.65	3911.01	4321.39	3559.22	2107.63	1902.63	1808.66	2122.81	2151.34	2214.17	3522.15	3267.91	3790.3	3528.82	3695.11	3219.34
F7EVW7	F7EVW7	F7EVW7_RAT	Gpaa1	Glycosylphosphatidylinositol anchor attachment 1	6916.67	6311.62	5715	5390.27	5196.97	5863.63	8009.26	7072.29	8192.32	7130.9	7763.81	7185.24	6875.32	6394.89	5469.34	7470.74	6911.25	7368.81	6219.81	6732.61	6111.87	6194.37	5876.45	5411.51	5023.2	5468.67	5830.16	5567.51	5133.29	5059.73	3864.05	3521.4	4133.22	4310.02	4487.92	3732.28
F7EWC1	F7EWC1	F7EWC1_RAT	Vasp	Vasodilator-stimulated phosphoprotein	14340	13635.7	15238.9	14719.9	13450.8	13012.3	23409.1	21367	24097.9	21394.7	24761.8	20757.4	27591.6	28279.9	28793.1	27205.1	27525.8	23987.1	24333.7	24704.8	24432.1	24265.9	25411.3	24240.5	9824.63	9643.48	10029	9966.86	9469.89	10767.2	19941.8	18984.2	18305.3	18718.2	18131.4	19101.2
F7EWF8	F7EWF8	F7EWF8_RAT	Anapc2	Anaphase-promoting complex subunit 2	6924.62	7399.47	7047.62	6995.68	6849.21	7066.04	5395.35	4917.02	4630.33	4387.92	4722.46	4808.77	6073.85	5111.75	5975.91	5522.58	6538.79	5888.62	5561.57	5316.66	5294.82	5282.12	5268.06	5573.45	4414.97	4757.27	5330.24	5396.59	5638.37	6007.83	4593.6	4446.93	4913.73	4245.94	4977.74	5549.79
F7EWK1	A0A8I6ACD7;F7EWK1	F7EWK1_RAT	Hmgb3	High mobility group box 3	6974.26	7834.66	7172.34	8339.43	7404.87	6637.11	6197.9	7391.78	6456.38	6150.96	8423.13	7043.34	5534.59	5843.24	5967.07	5415.8	6519.9	6076.4	5181.71	5738.49	5590.99	5048.86	4960.92	5329.4	5692.25	6292.08	6258.35	5982.34	6761.24	7041.55	2341.61	2267.81	2792.07	2838.66	2863.95	2760.67
F7EX11	F7EX11	F7EX11_RAT	Mnat1	CDK-activating kinase assembly factor MAT1	3418.12	3444.33	4021.47	3053.23	3907.66	3431.82	3868.54	3650.09	4163.14	3270.2	3578.47	3761.71	3050.18	3269.73	2786.25	3254.13	3249.92	3286.15	2572.5	2847.87	2636.57	2375.7	2676.3	2455.38	2836.87	2514.28	2628.8	1716.81	2879.14	2173.65	3590.46	2897.91	3332.44	2339.76	3106.74	3091.39
F7EXE9	F7EXE9	F7EXE9_RAT	RGD1566099	Similar to novel protein	32263.3	31603.7	30489.5	31315.7	31250.6	31318.3	19196.2	19151.9	18029.4	19044	18625.2	19336.6	29103.2	28415.9	26859.3	28795.1	26788.1	26642.8	29540.7	28181	26378.5	26815.9	29174.1	27934.8	27625.2	26390.9	25483	26232.8	26418.6	23705.8	33612.1	33633	34038.9	33823.4	33682.1	33406.1
F7EXP7	F7EXP7	F7EXP7_RAT	Snx7	Sorting nexin 7	5989.06	6016.74	5278.54	5794.05	5663.31	5088.31	7713.84	7025.81	6814.93	6505.32	7156.24	6324.38	9345.93	8891.15	8734.06	8505.06	9139.94	8635.22	9437.8	9519.66	9363.86	9678.54	9559.5	9966.77	8379.76	8715.52	7651.93	7240.44	6817.22	7655.28	5509.59	6420.23	4663.75	5319.38	5689.29	5802.49
F7EXX5	F7EXX5	F7EXX5_RAT	Irf3	Interferon regulatory factor 3	2212.08	2696.25	2482.28	1972.65	2048.8	1949.22	2961.58	2938.4	2036.96	2511.55	3071.74	2594.36	2990.12	2954.62	2502.66	1776.59	2775.47	2496.29	2730.34	2458.79	2751.61	2911.14	3216.68	2708.1		1773.69	1352.38	2200.16	1546.21	2150.7	1219.35	2189.53	1568.42	2203.62	2156.06	2875.52
F7EXY7	F7EXY7	F7EXY7_RAT	Slc25a24	Solute carrier family 25 member 24	12993.4	12872.9	13010.4	12470.7	12384.7	11629.1	30133.3	28980.5	33988.9	33200.7	32038.5	29996.8	50374.8	52649	49395.2	50965.8	48496.4	46684.8	47151.1	48056.6	48040.2	46673.6	47478.9	46624	16668.8	17682.7	16992.4	16266.3	17651.3	16552.2	24258	22834	23262.9	23683.7	22994.8	23110.6
F7EY92	F7EY92	F7EY92_RAT	Mbd3	Methyl-CpG binding domain protein 3	4536.74	5066.06	4122.32	4889.41	5347	4778.85	3588.77	2558.69	3371.5	2461.03	3898.56	3989.11	4619.86	4342.03	4332.08	4294.47	5053.96	4280.28	3709.36	3468	3984.39	4731.37	4360.85	4087.34	3030.04	2775.48	2699.2	2972.79	2963.73	3202.2	3274.48	2789.49	4108.48	4794.09	3753.29	3887.4
F7EYC4	F7EYC4	F7EYC4_RAT	Tom1	Target of myb1 membrane trafficking protein	19852	20164.1	20621.7	20564.1	18235.6	17915.1	32287.9	31988.2	35101.4	31725.7	31907.4	29951.4	33031.8	30686.9	31562.6	32727.1	29635.9	29943.1	29204.8	29209.9	27914.7	27158	30422.2	29682.1	23931.7	25095.1	25229.3	22678.2	23630.7	24732.1	33313.2	36017.3	37603	36622.7	36840.2	36773.7
F7EYG9	F7EYG9	F7EYG9_RAT	Stat2	Signal transducer and activator of transcription	3913.12	4226.72	3741.84	4220.72	4468.85	4081.61	3429.51	3591.37	3989.15	4106.04	3833.55	3588.01	4233.84	4313.45	3989.42	4255.89	4244.82	4223.31	3776.52	4565.41	4422.93	3976.16	4300.63	3771.04	3678.32	3927.37	3900.08	3827.08	3753.69	3498.12	2917.83	3333.72	3699.95	3517.02	3182.21	3252.15
F7EYK0	F7EYK0	F7EYK0_RAT	Fkbp5	peptidylprolyl isomerase	12443.1	14477.2	12554.8	13693.1	10585.3	12411.4	7959.21	7824.84	8628.75	9528.63	10091.4	7164.17	11783.4	11210.2	11930.1	11569.3	12546.1	11461.4	13071.5	14087.7	13491.8	12241.3	13624.4	13812.2	12728.8	12029.2	10586.7	10249.9	10942.7	11019.9	13984.1	14440.8	14808.6	15158.8	13876.2	14465.5
F7EYV9	F7EYV9	F7EYV9_RAT	Tada2b	Transcriptional adapter	928.263	837.483	1030.9	1004.63	878.574	1017.34	1226.04	1043.65	1833.83	982.286		1539.25	1019.67	731.692	1108.9	1523.3		855.837	1067.3	1267.1	1866.7	1234.79	1497.4			2719.74	2288.99	2676.89	1889.43	2143.98	1558.41		1056.32	1364.83	1576.49	1039.53
F7EYZ3	F7EYZ3	F7EYZ3_RAT	Aph1a	Gamma-secretase subunit APH-1		2727.98	3665.43	2951.97										3161.41					6219.6	5571.14	4032.11	3728.15	5305.2	5506.99	3859	4409.81			4215.53	4987.4	4018.63	3973.8	3543.15	3792.23	4398.51	3147.36
F7EZE5	F7EZE5;M0R5M7	F7EZE5_RAT	Btf3	Transcription factor BTF3	30233	34451.7	28435	32314.5	29800.4	31865.1	34250.9	36957.9	40500	40671.2	38797	35055.2	28951.5	29918.6	31281.5	31069.7	26761.6	28078.6	27063	29603.9	30257.1	31204	29250.6	25753.7	27736.6	34353	17204.5	24712.6	29618.1	30058.4	11166.1	12456.1	11730.4	15112.3	13519.1	15972.6
F7EZW5	F7EZW5	F7EZW5_RAT	Tmem161a	Transmembrane protein 161A	4189.49	3574.16	4497.32	4775.16	3713.47	4236.48	2938.45	3195.85	3565.53	2922.73	2714.71	3090.05	3293.94	2257.15	2453.82	2823.64	2745.64	2401.58	2705.69	2593.13	2776.35	2933.1	2105.47	2488.7	5573.66	4178.79	5310.35	5323.68	4881.1	4823.28	2985.39	3767.61	3785.24	3999.12	4450.44	4048.52
F7F067	F7F067	F7F067_RAT	Actr1b	Actin related protein 1B	6671.92	6049.65	6447.54	7634.21	6673.79	7613.01	2488.29	3085.28	3729.46	1876.01	2134.7	3465.67	5093.57	5824.49	6831.94	4757.99	5884.24	5485.81	4208.88	5028.62	5256.28	4755.61	5440.39	4139.95	1798.03	2941.14	2282.91	3007.82	2740.72	2339.68	2091.6	3106.9	3008.76	3065.48	2735.93	3123.73
F7F0I2	F7F0I2	F7F0I2_RAT	Cln3	Battenin	540.713		405.637	1110.4	1011.16	1555.14							1271.06		524.574	461.146		1625.37	278.781	566.509	177.367	822.06	456.186	810.004							1396.16	1406.86	961.312	1713.57	1556.47	2152.46
F7F0L0	F7F0L0	F7F0L0_RAT	Ctps1	CTP synthase	10173.3	9973.39	9695.79	11184.9	9487.21	10151.9	8247	10010.9	10606.3	9373.13	9408.14	9284.17	9656.23	9645.05	9015.38	10433.4	9916.83	10200.2	9106.86	10114.9	10220.9	10150.7	9362.79	9286.88	6947.75	6546.4	6890.92	6569.44	6756.94	6734.09	4720.88	4792.88	5241.48	5502.37	5678.89	5560
F7F0R0	F7F0R0	F7F0R0_RAT	Tmod3	Tropomodulin 3	9708.3	8906.63	9309.15	9507.34	9176.04	8491.4	11331.3	10356.7	10659.4	10087.7	11741.9	10630.6	11845.7	10555.1	11242.4	9056.07	10219.5	9709.47	9565.19	10017.1	10987.6	9304.86	10681.3	8991.34	12044.7	11567.2	11251.4	9582.03	10056.3	9692.95	9549.06	9877.69	10402	8932.49	9763.26	9025.89
F7F149	F7F149	F7F149_RAT	Surf6	Surfeit 6	6146.17	6231.09	7414.08	7166.86	7013.85	6597.3	6998.66	6588.04	6532.12	6321.09	7692.66	6946.33	7296.86	6738.37	7146.1	7114.48	8389.58	7784.62	5287.75	5836.77	7218.83	6530.85	6591.3	6093.83	7419.64	8117.74	8255.43	7886.23	8277.95	6362.88	4576.44	5473.45	6484.25	4655.7	6412.16	5048.7
F7F172	F7F172	F7F172_RAT	Mettl15	Methyltransferase like 15	1672.91	1987.45	1230.08	1600.82	1653.31	1759.07	2607.76	2048.58	2545.86	1891.41	2411.56	2052.27	1927	1918.2	1540.5	1539.76	1873.93	1791.11	1535.98	1272.96	1387.75	1451.61	1843.16	1026.07	1982.84	1894.56	2852.27	1976.05	2134	2144.43	2473.64	2620.53	2945.69	3313.56	2836.01	3300.02
