Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-220_3831.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-221_3832.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-222_3833.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-224_3835.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-225_3823.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-226_3824.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-228_3826.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-229_3827.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-230_3828.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-242_3837.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-243_3838.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-245_3840.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-246_3841.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-314_3844.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-316_3846.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-317_3847.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-318_3848.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-196_3784.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-197_3785.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-198_3786.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-200_3788.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-201_3789.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-202_3791.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-203_3792.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-204_3793.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-205_3794.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-206_3795.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-207_3796.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-219_3805.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-220_3806.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-221_3807.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-222_3808.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-223_3809.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-224_3810.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-226_3816.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-227_3817.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-228_3818.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-229_3819.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-230_3820.d
P61626	P61626	LYSC_HUMAN	LYZ	Lysozyme C	4799.16	23302.3	14377.8	35461.7	5427.25	32551.4	22871	27280.6	17483.5	24002	9301.82	10614.8	20503.3	25302.1	14036.9	26135.5	42531.8	24060.6	89965.7	54169.3	100005	61359.7	86105.7	253657	190789	259572	62710.5	208133	157512	48928.7	37108.6	91580	109260	81507.8	135396	51421.7	76253.4	55048.9	178134
P61751	P61751	ARF4_RAT	Arf4	ADP-ribosylation factor 4	36974.6	73554	27542.1	28018.7	36478.8	6649.1	13770.2	16982.7	9972.85	16722.9	23197.1	19310.3	21580.7	6725.18	24214.5	3976.96	19183.4	29251.7	13626.1	23497.7	25097.2	14212.4	30631.9	11250.9	29329.8	22512	28819.3	11527.6	30780.7	23661.7	37206.3	30073.3	22810.8	23011.1	17602.6	30892.9	32250.6	31603.7	22572.9
P61765	P61765	STXB1_RAT	Stxbp1	Syntaxin-binding protein 1	7253.26	10916.2	5499.1	5432.37	9733.13	5360.32	7608.11		10718.2	5897.74	3430.02	8501.27	8452.28	2187.4	7297.97	1790.27	11917.9	4162.27		9365.78	6909.33	9324.4	6134.58	18352.9	2994.82		4766.86	4087.97	3848.22	4645.57	3565.52	3401.16	12870.3	7552.81		2988.4	4886.91	1247.82	8211.79
P61805	P61805	DAD1_RAT	Dad1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	8906.32	10029.7	6859.86		2699.88	10734.5		18855.4	8703.28	10942	11184.9	10821.4	7981.38	15230.5	11344.4	21997.5			8667.34			6454.26	8341.73		16624.9		5596.59		5652.28	9758.08	7130.97	8832.27	15238.5	9682.89		12495.3	8450.98	12654.9	13762.6
P61808	P61808	SNN_RAT	Snn	Stannin																																							
P61928	D4A201;P61928;D4A7Z2;A0A8I6AMR3;A0A8I5ZUB4	RL37_RAT	Rpl37	Large ribosomal subunit protein eL37	6559.77	5863.94	5445.88	9659.21	4519.11		2902.66						4282.5		3314.13	2025.08		37305.5			38462.2	8968.45	13344.1					23451.2	5608.02	2504.98	4014.8	4308.47	5979.66	4919.83		15791			
P61959	Q5XIF4;P61959	SUMO2_RAT	Sumo2	Small ubiquitin-related modifier 2	23777.8	3029.74	11843.4	17520.5	10807.2	7902.87	24967.1	16778.1		5126.7	22185.1	16588.3	22156.2		12559.5	1442.64		15039.2		16302.6	13190.7	5781.31	19832.1	8195.91	12768.2	24400.3	20135.2	3321.58	17457	18232.1	16363.2	9398.27	10900.7	17567.6		14611.7	12452.8	15627.1	
P61972	P61972;A0A8I6ABF4	NTF2_RAT	Nutf2	Nuclear transport factor 2	13935.2	1155.68	23337.4	12346.2	5945.47	9417.15	26223.7	13929.1	1751.03	5501.59	11406	12614	17751.4		13251.4		15536.4	15858.8	1869.52	12706.7	22873.9	7235.64	32051.8		20480.1	30009.5	17177.6	13036.6		6998.87	11369.3	10880.5	19381.8	13085.5	12854.2	15631.5	10835.5	3182.63	6580.46
P61980	A0A8I5ZZG4;P61980;M0R9K1	HNRPK_RAT	Hnrnpk	Heterogeneous nuclear ribonucleoprotein K	23693.3	35211.5	22504.8	25902.4	18373.9	2870.35	13642.2	22553.3		6092.94	33068.2	19423.4	18185.5	2880.49	19393.7	15217.8	22199.7	27111.3	14505.7	29094.1	20082.8	27770.1	24166.4	16891.8	31495.8	25280.4	26830.4	13984.9	24845.3	32608	24594.1	27144.8	19503.1	33457.8	23332.9	22317.1	26309.9	24664.5	37635.3
P61983	P61983	1433G_RAT	Ywhag	14-3-3 protein gamma	38488.2	16693.1	36278.4	44088.4	57180.3	21487.8	31535.2	38606.7	30771.4	33944.1	39301.7	26550.3	55644.5	23532.1	46541.1	3449.77	28769	31922.7	14212.3	12324.5	33416	30844.3	26873.9	17233.6	33001.5	26971.4	27613.4	21661.6	15537.1	16461.9	23483.5	28087	29927.6	27540.9	10890.7	23996.3	28461.6	35193.1	40799.9
P62025	P62025	PHAR2_RAT	Phactr2	Phosphatase and actin regulator 2																																							
P62074	P62074	TIM10_RAT	Timm10	Mitochondrial import inner membrane translocase subunit Tim10														786.598											2462.67		519.45			979.613	14351.1					6094.53		1013.58	
P62076	P62076	TIM13_RAT	Timm13	Mitochondrial import inner membrane translocase subunit Tim13	4381.57	3127.16	8300.05	14933.3	6248.53				11802.8	1211.25	7338.81	4265.37	6753.1	25859.3	2944.9	2655.65		2802.49	2515.67		5208.54	6581.73	8956.67		4228.75	7969.19	3864.9	6124.25		7593.39	12387.5	2321.14				5657.91	5800.22	4484.35	
P62078	P62078	TIM8B_RAT	Timm8b	Mitochondrial import inner membrane translocase subunit Tim8 B	1737.85				671.07							3953.12				5675.55		1076.4					2022.62				1105.15	3004.17		1667.65	4084.71	1216.16				3495.1		10792.3	2182.7
P62083	A0A8I6GEL5;P62083	RS7_RAT	Rps7	Small ribosomal subunit protein eS7	41797.8	43879	39076.4	40568.3	32064.1	6908.3	20774.4	16640.7	2304.38	3972.27	27859.4	28351.9	35941.5	4421.6	26124	7855.85	14612.2	31304.6	12804.6	48530.1	36719.1	36997.6	38194.9	16216	41408	20468.5	36083.8	18956.4	21648.7	28448.6	41055.2	33503.1	33770.4	39036.7	19561.5	39611.3	33986.4	35346	18631.4
P62138	P62138	PP1A_RAT	Ppp1ca	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	5048.42	4493.6	8323.55	16091.6	4123.43		3495.7		1878.71		6632.35	10497	5951.5		8312.44	2897.38		5258.25	6418.21		9389.17	8747.63	7420.6	6197.31	9042.34	9854.92	6657.21	7681.79		6684.69	5980.63	8081.69	3623.51	7384.55	2087.95	5945.25	6319.65	7123.74	8133.67
P62142	P62142	PP1B_RAT	Ppp1cb	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	1610.98		3943.48	1263.2	1302.49		945.066					1999.36			3593.75			4058.22			3139.87				3834.22		2568.72			2253.06	2814.53		2077.16	1810.73	6686.02	1293.4	2622.39	4211.99	4538.97
P62168	P62168	NCS1_RAT	Ncs1	Neuronal calcium sensor 1																																							
P62193	P62193	PRS4_RAT	Psmc1	26S proteasome regulatory subunit 4	9759.88	10924.5	7344.37	11159.4	12074.6		12803.5	7718.6	6230.21	3081.26	7950.21	14881.4	5950.27	3053.54	13143.6	3249.46	10311.1	14230.5		13148.3	12424.7	11128.4	11507	6752.73	11437.1	21042.8	9727.22	10028.8	3887.87	13654.1	11228	9100.73	8648.57	11544	7713.58	6445.26	11521.9	10037	14976.4
P62198	P62198	PRS8_RAT	Psmc5	26S proteasome regulatory subunit 8	6155.62	11756.2	8970.46	10703	8123.64		7146.1	8440.41	2034.07	5934.67	5861.28	9971.34	7689.71	423.59	11806	6173.54	5480.81	9513.75	2414.03	8629.97	13920.7	8806.7	8119.67	15227	12168.8	10032.7	12332	11523.3	5026.05	10918.2	13393.7	9527.98	5067.13	5915.42	6435.43	7736.5	8402.91	12408.8	5185.72
P62243	A0A8I6AP61;P62243	RS8_RAT	Rps8	Small ribosomal subunit protein eS8	31151.9	22110.2	31741.4	36360.8	26757.4	2674.22	23479.5	24982.6	5732.56	6828.23	35431.9	32434.8	28836.4	8410.29	40895.1	6885.9	18762.8	42618.5	5717.48	30522.2	32514	15234.9	29545.8	19058.2	28134.1	34875.7	43137.5	21115.2	19776.7	48035.5	31673.1	47000.8	43922.1	42532.4	20257.9	41177	38865.1	31259.1	27245.4
P62246	A0A0G2K6I0;D3ZLL8;P62246;D3ZZC7	RS15A_RAT	Rps15a	Small ribosomal subunit protein uS8	44802.3	56319.7	53619.6	31800.1	31988.1	23861.9	23302.8	17828.7	5089.36	10224.2	32683.5	22929.8	37039.3	24945.1	34204.1	11512.5	30300.3	39542.8	6854.48	20757.7	37302.8	25167.2	48972.2	22479.4	41747.1	40030.3	57882.6	40417.2	32267.4	59697.2	48932.3	34586.7	40908.5	54838.4	35282.9	44963.8	67010.9	47393	34757.8
P62250	M0R8S7;P62250;A0A8I5XVG9;M0R4I3;A0A8I5YCD9	RS16_RAT	Rps16	Small ribosomal subunit protein uS9	38309.1	74979	34734.8	27566.6	37763.9		21334.1	13697.6	3038.16	13234.8	20194.1	30572	31897.4		37608.8	6708.45	16719.4	44077	10957.9	41004.1	42292.7	23572.9	38288.6	26321	43979.9	24386	38435	36356.3	33792	44698.3	36324.4	40164.3	39774.2	48963.7	19649.7	40710.9	45552.6	51996	35330.1
P62255	P62255	UB2G1_RAT	Ube2g1	Ubiquitin-conjugating enzyme E2 G1					765.735																																		
P62260	P62260	1433E_RAT	Ywhae	14-3-3 protein epsilon	132119	78393.7	142420	126733	131027	62536.4	139689	87483.8	88041.1	83578.2	221438	169797	209381	58311.2	157388	39059.8	150217	119052	74823.6	92835.8	157590	95455.8	154693	90143.6	135340	140531	130644	126604	154985	147151	144074	156735	167237	143689	98305.2	149144	207078	154674	195254
P62268	F1LTW8;D4A9Q3;P62268	RS23_RAT	Rps23	Small ribosomal subunit protein uS12	18080.5	23011.8	12092.2	17525.2	15034.6		12871.2	6221.45	1669.63	4307.01	27828.7	10220.3	15025.3		19776.5	9898.05	15339.5	18512.4	3554.28	14496.2	16767.5	15580.3	21553.2	30812.2	34487.9	18992	14526.2	30688	22406.5	12347.1	15915.4	12181.8	21924	31240.9		10087.9	21594.4	28089.3	
P62271	A0A8I6AK40;D3ZM33;P62271	RS18_RAT	Rps18	Small ribosomal subunit protein uS13	33469.8	65903.1	40735	26968.4	36874.6	10377.7	14193.8	16963.4	7680.28	5822.57	24721.9	23802.3	37686.7	6119.37	19759.4	4481.49	7371.62	35421.1	16077.9	20242.5	40947.3	20474.1	45591.9	22145.3	37823.6	15989.9	42516.5	26722.4	24429.7	44162.5	35802.2	37564.3	39138.2	46492.8	26674.6	37291	51484.9	44425.7	32308.3
P62275	A0A8L2ULK7;A0A8I6ACA6;P62275	RS29_RAT	Rps29	Small ribosomal subunit protein uS14	3965.94		5182.2		2582.42						7968.63		4707.95							5978.09	3407.98	7934.68	4563.57		9763.88		3730.15			4647.14	9039.31		4342.66			3858.16	1384.5	1170.29	
P62278	P62278;M0RCY2	RS13_RAT	Rps13	Small ribosomal subunit protein uS15	41090	65219.4	43345.5	39396.1	31822.8	17698.4	44921.1	19438.2	6487.6	8800.55	33812.4	35707.2	39894.2	13934.8	50982.3	5459.17	22124.7	54237.7	22599.9	48515	55067.3	32499	49178.2	65860.5	41637.5	34890.4	43939.2	35377	32886.1	58092	44382.7	54126.6	60683.7	40811.3	29678.4	46211.1	59793.6	59467.3	35374.5
P62282	P62282;A0A8I5Y1A5	RS11_RAT	Rps11	Small ribosomal subunit protein uS17	32304.2	19932.3	44212.8	20609.8	27608.9	5386.9	14960.9	12466.8	4589.17	5905.86	4410.14	9096.01	24164.5	6363.78	20302.9	9033.08	10838.1	25488.4	27369.8	28298.4	34282.7	23728.7	37683.7	19955.9	20937.9	16251.1	36493.7	11911.7	18271	37842.5	31729.3	22891.7	29680.8	20311.6	13753.7	24184.8	31522.6	25310.3	20879.9
P62329	P62329;M0R7Y9	TYB4_RAT	Tmsb4x	Thymosin beta-4	2639.64		12821.6	4252.83	4883.69								8510.64		4941.68		12126.1										860.534												
P62332	P62332	ARF6_RAT	Arf6	ADP-ribosylation factor 6			3833.37		555.497				5377.36				3980.38					1759.89		12911.3		1463.42	10438.1	3741.36	1752.63		1600.64			2256.86	463.323		2104.57	2251.87			3984.04		
P62425	P62425;F1M1M2;F1M4C7;A0A8I6AUG1;M0R3M3;D4A8X2;D3ZU22;D3ZJH5;D3ZPL5;A0A8I6AMN7;F1M2Q3;D4A6B9	RL7A_RAT	Rpl7a	Large ribosomal subunit protein eL8	21589.5	10403.5	18921	16040.9	18512.1	5654.15	12376.3	16055.4	1996.09	4824.08	15524.6	19371	16400.6	6371.38	14237.9	5755.61	11393.2	20275.9	4846.99	12453.5	19734.4	17790.7	16386.3	12678.6	10129.1	18031.7	17837.6	10968.5	7355.02	17827.2	20760.2	16163.9	12513.5	17352.3	17610.8	20397.3	19592.4	17803.5	14113.4
P62483	P62483	KCAB2_RAT	Kcnab2	Voltage-gated potassium channel subunit beta-2																																					600.792		
P62489	P62489	RPB7_RAT	Polr2g	DNA-directed RNA polymerase II subunit RPB7	2590.71				3127.94								1440.79		702.598								3216.15		1564.76		1027.36		7455.16	3963.65	1357.78					1148.87	1303.07	3224.66	
P62501	P62501;D3ZCW6	T22D1_RAT	Tsc22d1	TSC22 domain family protein 1	4612.33		4025.31		3777.06						9400.36		1778.82														5464.03	10055.3	7985.8		1451.4			908.778					
P62521	P62521	CCDC8_RAT	Ccdc8	Coiled-coil domain-containing protein 8																																							
P62603	P62603	TRI26_RAT	Trim26	Tripartite motif-containing protein 26																																							
P62628	P62628	DLRB1_RAT	Dynlrb1	Dynein light chain roadblock-type 1	5536.17	3698.31	11988.5	13545.5	11539	1212.49	5506.18	2705.14		6377.6	10805.4	2605.42	7927.26	443.386	14129.5		6929.11	5394.51		4468.72		8574.99	8806.23		6088.49	6191.38	4471.23	2145.95	1588.9	2119.31	4286.74	3159.67	3762.55	13487.3		7557.25	7338.86	8761.4	888.374
P62630	P62630;M0R757	EF1A1_RAT	Eef1a1	Elongation factor 1-alpha 1	872697	2.10E+06	1.02E+06	567000	876574	121006	598209	393938	132919	111279	758634	780013	759969	80878.9	921429	108380	364638	811347	264003	530109	669404	484735	793231	352416	719656	411394	748416	604558	631366	802439	683617	723021	669746	752211	652899	801223	869314	810163	606767
P62632	P62632	EF1A2_RAT	Eef1a2	Elongation factor 1-alpha 2	86797.3	130289	72986	71511.1	57209.3	21502.4	70795.6	18609.2	11252	24125.7	63096.7	81897.8	55877.2	13637.3	82197	6155.44	45398.5	62422.4	14252	21267.2	25202	24547.7	52138.4	36803.6	44940.2	53621.1	46876.8	37995.4	40821.3	56365.8	52751.3	40278.7	40510	51241.8	50473.7	59683.9	38791.9	48531.4	59465.6
P62634	P62634	CNBP_RAT	Cnbp	CCHC-type zinc finger nucleic acid binding protein																																							
P62703	D3ZX01;P62703	RS4X_RAT	Rps4x	Small ribosomal subunit protein eS4	52096.3	66304.3	39100.4	40204.8	50515.7	14597.4	32992.4	22544.7	6361.44	12481.5	41721.1	41990.6	41222.8	15647.8	33725.3	8489.96	35390.6	49299.9	21416.4	40097.7	42263	41592.6	53587.8	28581.9	56042.2	55943	48633.2	62215.9	42660	60455	49974.4	51049.5	51907.7	50234.3	32696.1	52959.1	60346.2	51523.8	37043.5
P62716	A0A0G2JYA4;P63331;P62716	PP2AB_RAT	Ppp2cb	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	10954.9	5975.5	9114.92	12998.5	8239.29		7336.93	14347.1	7359.23	5681.76	21582.2	6394.72	8388.89		7569.61	11545.2	7198.3	11398	1524.77	11739	7264.79	9385.02	10591.4	2784.93	14139.6	10509	8392.1	6077.87	7317	7345.92	7128.99	7896.43	9632.89	11407.5	12443.2	7925.92	8306.95	10733.2	9045.52
P62718	P62718	RL18A_RAT	Rpl18a	Large ribosomal subunit protein eL20	21511.7	12714.4	28253.3	11789.1	20613.4		19531.3	11713.1		4919.74	21737.1	12497.6	33511.6		12391.1	7087.71	9476.46	18839.1	9583.06	15691	26968.1	28267.7	22514.6		17372.3	20330.4	20658.4	14643.4	20290.2	19208.4	27966.7	21153.8	16258.1	22570.1	16732.3	16324.2	17816	14706.8	11535.8
P62744	P62744	AP2S1_RAT	Ap2s1	AP-2 complex subunit sigma	8345.29	15786.7	10145.2		9027.74			2680.42			11069.6	16417.4	14496.8	8716.96	8737.36	3247.88		8411.95				9943.82	8420.18				7814.58			7374.48	12349.9	16522.9	9528.25		6868.78	6982.64	6260.61	7914.84	11418.4
P62747	P62747	RHOB_RAT	Rhob	Rho-related GTP-binding protein RhoB	2106.36					2399.65																	851.058																
P62749	P62749	HPCL1_RAT	Hpcal1	Hippocalcin-like protein 1												11331.1																											
P62752	P62752;F1LT35;D3ZTX9	RL23A_RAT	Rpl23a	Large ribosomal subunit protein uL23	49623.8	37190	35309.1	48951.8	45699.5	5623.38	55109.4	57820.7	11257.4	6532.44	41575	38796.1	31001.3	12314.1	38287.6	8909.26	41604.3	52996.8	34759.3	45966.3	38324.5	32738.4	77131.4	46115.7	50253.3	69235.8	54177.1	52474.7	28109.8	59866.3	53487.5	38561.5	36466.3	45302.2	28301.4	47307.9	52111.5	45015.9	44207.5
P62755	P51639;P61751;P62755;P53042	RS6_RAT	Rps6	Small ribosomal subunit protein eS6	758556	1.15E+06	1.42E+06	698435	779645	590012	764022	559389	999941	693119	592022	846955	816898	649707	1.16E+06	402013	626479	518249	201007	401561	492445	435661	511872	431665	513699	362500	481424	431994	497278	488675	411768	575284	450644	527495	611454	530757	503569	510900	493809
P62775	P62775	MTPN_RAT	Mtpn	Myotrophin	1576.91		1864.55		1989.7			3983.2			1503.29	2816.41	2052.9		1349.31			3162.91				834.401	2882.22				3486.11				1474.37		2878.1	6511.28		2569.19	471.634	3438.51	
P62804	P62804	H4_RAT	H4c16	Histone H4	367117	333974	764901	681127	294124	1.01E+06	435071	632453	339219	681855	921107	825978	677288	983834	743831	855565	162498	1.41E+06	660469	1.02E+06	977899	1.24E+06	794456	712625	792334	513080	1.28E+06	948443	858474	1.09E+06	1.17E+06	1.09E+06	842610	1.00E+06	955676	858214	1.32E+06	1.28E+06	1.02E+06
P62824	P62824	RAB3C_RAT	Rab3c	Ras-related protein Rab-3C	11516.5	33300.6	18760.9	18702.4	17780.2	15814.1	22182.8	8727.71	9807.61	32327.1	15100.1	17129.8	17508.6	8948.04	14402.7	10395.9	7815.2	29418.5	35209.7	16037.4	15903.6	26000.4	36194.8	21269.4	30031.4	44080.9	22920.8	22027.9	41026.2	25152.2	19257.7	27624.8	18833.3	15011.7	20996	29738.1	20942.1	33356.4	24370.2
P62828	P62828	RAN_RAT	Ran	GTP-binding nuclear protein Ran	85624.9	33426.9	68753.7	66859.6	80444	14651.9	62711.7	68937.1	15098.6		65437.7	89929.2	82869.7	16859.5	67447	6128.46	36446.2	103837	32174.2	56432.9	76217.8	79129.5	99719.5	63872.8	92427	68413.2	117398	64751.4	69770.1	107169	87378.6	95525.7	72874.2	59003.6	60159.6	75536.6	88328.7	101217	83041
P62832	P62832	RL23_RAT	Rpl23	Large ribosomal subunit protein uL14	22054.3	22764.9	28519.7		8406.73			5282.93		5078.69	19104.1	7575.37	12687.3		10194.2		6564.59	17958.7	3091.56	7376.65	21590.3	16264.9	41323	18846.2	24757.9	14387	14845.3	19095.7	15715.8	11540.7	6522.85	20251	15699.5	13066.7	12589	14436.3	16713	17886.7	
P62836	P62836	RAP1A_RAT	Rap1a	Ras-related protein Rap-1A	1221.23	1205.66			1790.65										1422.11																								
P62839	P62839	UB2D2_RAT	Ube2d2	Ubiquitin-conjugating enzyme E2 D2																																							
P62845	D3ZAK6;P62845	RS15_RAT	Rps15	Small ribosomal subunit protein uS19																											4304.04				3241.18			10248.7		7434.68	8178.24		
P62850	P62850;D3ZFZ8;A0A8I5Y191;D4ACJ1	RS24_RAT	Rps24	Small ribosomal subunit protein eS24	3776.84	5529.63	1998.54		3015.66			7133.2			3828.91		3456.76		3344.93			5839	2396.3	2897.71	3239.11	7147.35	3693.94	7240.09	4523.36		5079.37	3507.81	10598.4	6246.21	5524.29	4075.1	4566.08	5482.39	3041.45	4096.03	3308.98	2342.96	
P62853	M0R763;F1M6F4;P62853	RS25_RAT	Rps25	Small ribosomal subunit protein eS25	47090.9	39668.1	53606.5	43956.1	56154.8	7827.6	36446	34463.7	10543.5		56585.2	36721.5	48591.6	10649.3	41441.9	7980.02	25720.2	67175.7	23771.4	61179.1	65265.7	45960.8	74636.1	46383.8	44453.3	52321.6	50673.6	63913.2	33635	72874.1	56307.1	50123	48936.9	68787.5	28712.9	54019.3	59973.1	58005.6	38613.6
P62856	D3Z8D7;P62856;A0A0G2JY64;A0A0G2JVP7;A0A0G2K743	RS26_RAT	Rps26	Small ribosomal subunit protein eS26	21261.2	26905.8	30860.5	28040	15451.8	8510.09	18336.3	11035.9	2092.15	5948.68	12784.6	13822	28941.3		15979.9	4564.31	10023.1	25248.8		18552.2	24523.9	22041.1	21941.8	13374.9	25227.1	17782.5	24727.6	12779	20897.5	22544.1	23537	17105.2	29809.7	14643.4	9988.33	25178.9	42699.4	32454.4	31389.6
P62859	A0A8I6APW3;P62859;F1M168;A0A0A0MY14	RS28_RAT	Rps28	Small ribosomal subunit protein eS28	7832.84		13029.8	7828.52	10592		4283.29		2431.17	3535.19	6281.67	12339.1	10785.6	2810.58	8697.49		11063.7	7325.11		4729.85	12743.3	4676.09	11976.7	14200	8211.12	3432.78	11788.1	5041.09	12091.2	13234.8	12239.5	7089.42	12482.2	17446.5	15636.6	16607.5	21308.5	16556.9	9642.65
P62870	P62870;A0A8I6GJ22;A0A8I5ZTT3	ELOB_RAT	Elob	Elongin-B	4236.25		5100.7	10578.2	2706.02			3259.94			6032.7	12616.7	6545.28		2566.29			3833.72		858.723	609.714		2728.98		3483.03		4514.7	2797.59		5505.05	4864.72	3289.21	7686.53	4702.47		4697.41	5248.35	5205.72	16579.7
P62882	P62882	GNB5_RAT	Gnb5	Guanine nucleotide-binding protein subunit beta-5	3298.24									4063.08																													
P62890	P62890;M0RD99	RL30_RAT	Rpl30	Large ribosomal subunit protein eL30	22338.2	17981.3	16369.5	21147.1	16153.3	13782.2	11294.5	12620.1	4173.77		16976	22786.2	16506.4		18059.2	4662.27	11275.1	23757.1	10551.4	20979.4	27372.2	16660	27691.9	12236.5	26050.6	15541.7	18090.4	23948.7	12634	24024.4	23558.2	19452.7	15763.5	14356.8	18038.5	13391.8	21398.2	23364.1	13251.2
P62893	P62893	RL39_RAT	Rpl39	Large ribosomal subunit protein eL39	7956.13	1948.34	3902.77		4800.87	8045.53					6491.51	7567.82	12187.4	2424.94	3873.54	1831.68		12778.6			775.056		5059		12811.1	2189.57				11557.3	14144.9	2699.17	5408.22	6917.48	4737.24	6617.64	9010.23	9454.03	5690.3
P62902	P62902;D3ZDE9;A0A0G2K7E3;D3ZVY6;D3ZKU5;D3ZX87;D3ZVF5	RL31_RAT	Rpl31	Large ribosomal subunit protein eL31	42296.6	40898.9	60487.6	25152.2	31360.2	9236.8	19407.3	24909.2	9293.95		44266.7	22130.1	55433.5	4906.73	54245.3	3533.81	15229.1	56901.9	6588.84	75117.8	70661.2	19178.2	57589.8	14483.8	65074	34912.9	46017.3	53950.9	40344.6	42509.7	46698.4	55641.7	46162.5	46630.1	39491.2	28604.9	58661.3	82692.8	43512.7
