Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	PC12_day6_1_1 Spectral Count	PC12_day6_2_2 Spectral Count	PC12_day6_3_3 Spectral Count	PC12_undiff_1_1 Spectral Count	PC12_undiff_2_2 Spectral Count	PC12_undiff_3_3 Spectral Count	PC12_day6_1_1 Unique Spectral Count	PC12_day6_2_2 Unique Spectral Count	PC12_day6_3_3 Unique Spectral Count	PC12_undiff_1_1 Unique Spectral Count	PC12_undiff_2_2 Unique Spectral Count	PC12_undiff_3_3 Unique Spectral Count	PC12_day6_1_1 Total Spectral Count	PC12_day6_2_2 Total Spectral Count	PC12_day6_3_3 Total Spectral Count	PC12_undiff_1_1 Total Spectral Count	PC12_undiff_2_2 Total Spectral Count	PC12_undiff_3_3 Total Spectral Count	PC12_day6_1_1 Intensity	PC12_day6_2_2 Intensity	PC12_day6_3_3 Intensity	PC12_undiff_1_1 Intensity	PC12_undiff_2_2 Intensity	PC12_undiff_3_3 Intensity	PC12_day6_1_1 MaxLFQ Intensity	PC12_day6_2_2 MaxLFQ Intensity	PC12_day6_3_3 MaxLFQ Intensity	PC12_undiff_1_1 MaxLFQ Intensity	PC12_undiff_2_2 MaxLFQ Intensity	PC12_undiff_3_3 MaxLFQ Intensity	Indistinguishable Proteins
tr|A0A8I5ZPJ9|A0A8I5ZPJ9_RAT	A0A8I5ZPJ9	A0A8I5ZPJ9_RAT	Utp18	639	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	UTP18 small subunit processome component	1.0	0.999	4	11	11	11	4	1	2	2	1	1	4	1	2	2	1	1	4	1	2	2	1	1	84144.44	48041.344	44009.703	84572.8	32621.656	0.0	35535.42	30675.537	0.0	35657.676	0.0	0.0	
tr|A0A8I5ZPL5|A0A8I5ZPL5_RAT	A0A8I5ZPL5	A0A8I5ZPL5_RAT	Zbtb21	1054	Rattus norvegicus OX=10116	4:Protein predicted	Zinc finger and BTB domain containing 21	0.9988	0.9989	2	3	3	3	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	12452.791	0.0	0.0	0.0	0.0	12535.933	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZPP5|A0A8I5ZPP5_RAT	A0A8I5ZPP5	A0A8I5ZPP5_RAT	Tfe3	539	Rattus norvegicus OX=10116	3:Protein inferred from homology	Transcription factor E3	0.9949	0.999	1	7	7	7	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	14125.455	15115.804	13368.427	16878.406	17269.96	18783.195	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZPQ6|A0A8I5ZPQ6_RAT	A0A8I5ZPQ6	A0A8I5ZPQ6_RAT	Ift88	825	Rattus norvegicus OX=10116	4:Protein predicted	Intraflagellar transport 88	0.9748	0.999	1	3	3	3	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0.0	0.0	0.0	9862.821	0.0	9346.476	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZPV1|A0A8I5ZPV1_RAT	A0A8I5ZPV1	A0A8I5ZPV1_RAT	Tbc1d22a	522	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	TBC1 domain family, member 22a	1.0	0.999	3	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	9761.6875	0.0	0.0	7065.4863	7753.755	7207.049	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZPY1|A0A8I5ZPY1_RAT	A0A8I5ZPY1	A0A8I5ZPY1_RAT	Golm1	483	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Golgi membrane protein 1	1.0	0.999	2	10	10	10	2	2	3	1	1	1	2	2	3	1	1	1	2	2	3	1	1	1	60457.703	65713.914	40278.03	14948.407	21468.977	23090.12	40884.004	48902.992	25624.336	0.0	0.0	0.0	
tr|A0A8I5ZPY8|A0A8I5ZPY8_RAT	A0A8I5ZPY8	A0A8I5ZPY8_RAT	Ndufb4	163	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	1.0	0.999	5	41	4	41	8	8	6	4	9	6	0	1	1	0	1	1	8	8	6	4	9	6	231189.6	235318.69	215241.06	101654.34	110045.84	112943.766	58645.48	53857.555	55442.535	30185.693	33595.902	31812.021	
tr|A0A8I5ZPZ9|A0A8I5ZPZ9_RAT	A0A8I5ZPZ9	A0A8I5ZPZ9_RAT	Ptpa	346	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A activator	1.0	0.999	7	36	36	36	5	5	4	8	8	6	5	5	4	8	8	6	5	5	4	8	8	6	40615.156	64642.56	43084.043	136729.17	171655.28	147386.5	27488.615	29445.893	28686.29	50259.26	58474.445	57099.656	
tr|A0A8I5ZQ10|A0A8I5ZQ10_RAT	A0A8I5ZQ10	A0A8I5ZQ10_RAT	Naa50	190	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	N(alpha)-acetyltransferase 50, NatE catalytic subunit	1.0	0.999	8	42	17	42	8	4	5	8	9	8	2	2	2	3	4	4	8	4	5	8	9	8	200121.66	189083.45	153895.34	260847.92	233848.97	242496.12	58251.55	55806.465	54838.26	68352.766	63930.312	71130.42	
tr|A0A8I5ZQ14|A0A8I5ZQ14_RAT	A0A8I5ZQ14	A0A8I5ZQ14_RAT	Afg3l1	763	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	AFG3(ATPase family gene 3)-like 1 (S. cerevisiae)	1.0	0.999	4	14	14	15	1	3	3	2	3	2	1	3	3	2	3	2	1	3	3	2	3	3	59851.47	61592.836	61427.355	52515.3	38601.87	37175.44	27560.078	30538.879	28177.963	25866.941	24827.059	22933.123	
tr|A0A8I5ZQ24|A0A8I5ZQ24_RAT	A0A8I5ZQ24	A0A8I5ZQ24_RAT	Atp6v1h	483	Rattus norvegicus OX=10116	3:Protein inferred from homology	V-type proton ATPase subunit H	1.0	0.999	12	61	61	61	11	13	13	10	7	7	11	13	13	10	7	7	11	13	13	10	7	7	259129.88	244117.19	218791.05	149336.1	121043.98	148544.03	48169.367	46270.78	43259.426	35828.035	40012.12	36254.754	
tr|A0A8I5ZQ33|A0A8I5ZQ33_RAT	A0A8I5ZQ33	A0A8I5ZQ33_RAT	LOC100911093	434	Rattus norvegicus OX=10116	3:Protein inferred from homology	CCA tRNA nucleotidyltransferase 1, mitochondrial-like	1.0	0.9981	3	8	0	8	0	1	1	3	1	2	0	0	0	0	0	0	0	1	1	3	1	2	11394.483	18443.21	5559.389	26491.18	14324.447	19119.004	0.0	10051.474	0.0	10362.112	0.0	20443.053	tr|Q4VBH2|Q4VBH2_RAT
tr|A0A8I5ZQ75|A0A8I5ZQ75_RAT	A0A8I5ZQ75	A0A8I5ZQ75_RAT	Clmn	1021	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Calmin	1.0	0.999	15	35	35	35	5	4	2	8	6	10	5	4	2	8	6	10	5	4	2	8	6	10	55637.523	79633.336	16912.545	78228.836	87197.01	111058.375	16886.152	19011.658	0.0	25201.19	25995.127	25862.338	
tr|A0A8I5ZQD2|A0A8I5ZQD2_RAT	A0A8I5ZQD2	A0A8I5ZQD2_RAT	Btaf1	1848	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	B-TFIID TATA-box binding protein associated factor 1	1.0	0.999	9	22	22	22	1	1	2	5	6	7	1	1	2	5	6	7	1	1	2	5	6	7	7306.821	10673.811	6727.59	32278.914	73344.86	60660.22	0.0	13682.143	0.0	23942.736	22348.615	22652.148	
tr|A0A8I5ZQD4|A0A8I5ZQD4_RAT	A0A8I5ZQD4	A0A8I5ZQD4_RAT	Dst	7701	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Dystonin	1.0	0.999	67	198	198	198	61	49	47	13	13	15	61	49	47	13	13	15	61	49	47	13	13	15	1158878.0	1121994.1	883828.25	355101.38	176331.03	313597.8	61016.344	61408.027	63693.957	31696.469	33221.05	33599.77	
tr|A0A8I5ZQE4|A0A8I5ZQE4_RAT	A0A8I5ZQE4	A0A8I5ZQE4_RAT	Supt5h	1083	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	10	40	40	40	5	8	4	7	9	7	5	8	4	7	9	7	5	8	4	7	9	7	102318.26	76185.48	42638.113	134733.5	128562.734	123145.336	25059.89	19584.781	22160.766	35317.02	35385.703	35522.105	
tr|A0A8I5ZQG6|A0A8I5ZQG6_RAT	A0A8I5ZQG6	A0A8I5ZQG6_RAT	Sez6l2	910	Rattus norvegicus OX=10116	4:Protein predicted	Seizure related 6 homolog like 2	1.0	0.999	8	34	34	34	5	5	4	8	7	5	5	5	4	8	7	5	5	5	4	8	7	5	83498.5	102228.23	53552.973	82861.67	72532.55	84084.58	29254.434	27627.537	29329.992	34548.97	32217.875	32692.713	
tr|A0A8I5ZQH9|A0A8I5ZQH9_RAT	A0A8I5ZQH9	A0A8I5ZQH9_RAT	Dcaf6	950	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	DDB1 and CUL4 associated factor 6	0.9726	0.9989	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	19946.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZQK2|A0A8I5ZQK2_RAT	A0A8I5ZQK2	A0A8I5ZQK2_RAT	Tma7	99	Rattus norvegicus OX=10116	3:Protein inferred from homology	Translation machinery associated 7 homolog	1.0	0.999	6	47	0	47	7	7	6	9	9	9	0	0	0	0	0	0	7	7	6	9	9	9	142675.48	151661.0	136521.88	243009.84	211707.88	206065.1	38451.613	40575.57	41580.1	67382.336	58512.316	58597.31	tr|F1M6L8|F1M6L8_RAT
tr|A0A8I5ZQL5|A0A8I5ZQL5_RAT	A0A8I5ZQL5	A0A8I5ZQL5_RAT	Acad8	413	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Acyl-CoA dehydrogenase family, member 8	0.9999	0.999	2	9	9	9	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	25394.674	35497.617	14985.42	26305.705	9328.023	26960.354	0.0	20720.422	0.0	15077.538	0.0	0.0	
tr|A0A8I5ZQQ2|A0A8I5ZQQ2_RAT	A0A8I5ZQQ2	A0A8I5ZQQ2_RAT	Smarcd3	483	Rattus norvegicus OX=10116	3:Protein inferred from homology	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	1.0	0.999	2	6	6	6	1	2	3	0	0	0	1	2	3	0	0	0	1	2	3	0	0	0	28784.57	27101.486	26586.541	0.0	0.0	16315.55	19426.977	18547.629	17895.018	0.0	0.0	0.0	
tr|A0A8I5ZQQ3|A0A8I5ZQQ3_RAT	A0A8I5ZQQ3	A0A8I5ZQQ3_RAT	Pdpr	928	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Pyruvate dehydrogenase phosphatase regulatory subunit	0.9999	0.9987	2	3	3	3	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0.0	46980.5	0.0	0.0	41663.895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZQQ5|A0A8I5ZQQ5_RAT	A0A8I5ZQQ5	A0A8I5ZQQ5_RAT	Smarca5	1051	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	1.0	0.999	33	159	90	159	25	20	20	31	29	34	17	12	11	16	14	20	25	20	20	31	29	34	355272.38	351440.7	292376.72	619873.0	526648.56	645670.7	39819.477	38643.33	40759.082	55299.465	54415.117	53837.008	
tr|A0A8I5ZQQ9|A0A8I5ZQQ9_RAT	A0A8I5ZQQ9	A0A8I5ZQQ9_RAT	RGD1562178	232	Rattus norvegicus OX=10116	3:Protein inferred from homology	Adenylate kinase 2, mitochondrial	1.0	0.999	3	12	12	37	0	1	0	4	3	4	0	1	0	4	3	4	3	3	4	9	8	10	20333.941	11534.188	0.0	45876.516	50317.633	47774.383	13003.815	0.0	0.0	30423.139	34789.355	34009.926	
tr|A0A8I5ZQR9|A0A8I5ZQR9_RAT	A0A8I5ZQR9	A0A8I5ZQR9_RAT	AABR07062154.1	523	Rattus norvegicus OX=10116	4:Protein predicted	Ankyrin repeat domain 13C	0.9995	0.9942	3	3	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0.0	78901.36	0.0	23034.225	92449.734	73130.44	0.0	55370.113	0.0	0.0	77456.49	0.0	tr|D3ZMJ4|D3ZMJ4_RAT
tr|A0A8I5ZQU7|A0A8I5ZQU7_RAT	A0A8I5ZQU7	A0A8I5ZQU7_RAT	Casp7	301	Rattus norvegicus OX=10116	3:Protein inferred from homology	Caspase 7	1.0	0.999	5	11	11	11	1	1	0	3	4	2	1	1	0	3	4	2	1	1	0	3	4	2	10640.177	10173.57	0.0	14011.839	20806.062	14721.429	0.0	0.0	0.0	0.0	10186.755	10438.551	
tr|A0A8I5ZQV0|A0A8I5ZQV0_RAT	A0A8I5ZQV0	A0A8I5ZQV0_RAT	Ubr7	422	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ubiquitin protein ligase E3 component n-recognin 7	0.9984	0.9964	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	2128.6807	1265.5044	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZQX2|A0A8I5ZQX2_RAT	A0A8I5ZQX2	A0A8I5ZQX2_RAT	Mettl16	553	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase	1.0	0.999	4	11	11	11	1	0	2	3	3	2	1	0	2	3	3	2	1	0	2	3	3	2	10801.17	28164.3	14036.093	33478.02	53845.18	52735.91	0.0	18510.32	0.0	21393.127	21555.049	20079.396	
tr|A0A8I5ZQZ1|A0A8I5ZQZ1_RAT	A0A8I5ZQZ1	A0A8I5ZQZ1_RAT	Nufip2	691	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Nuclear FMR1 interacting protein 2	1.0	0.999	12	35	35	35	6	10	7	4	6	2	6	10	7	4	6	2	6	10	7	4	6	2	103236.695	268631.1	132601.84	66566.56	198854.44	74722.734	62725.426	59577.285	61958.133	50698.984	42984.523	47271.996	
tr|A0A8I5ZR01|A0A8I5ZR01_RAT	A0A8I5ZR01	A0A8I5ZR01_RAT	Rbpms	255	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	RNA binding protein, mRNA processing factor	1.0	0.999	6	17	17	17	0	0	0	6	6	5	0	0	0	6	6	5	0	0	0	6	6	5	0.0	0.0	0.0	74452.805	49502.184	43131.29	0.0	0.0	0.0	16093.964	15407.166	16322.244	
tr|A0A8I5ZR43|A0A8I5ZR43_RAT	A0A8I5ZR43	A0A8I5ZR43_RAT	Irf2bp2	571	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Interferon regulatory factor 2 binding protein 2	1.0	0.999	14	81	81	85	6	8	7	18	19	23	6	8	7	18	19	23	7	9	8	19	19	23	190968.25	215230.84	176274.17	418786.84	457337.7	489876.6	46754.703	54738.312	51653.64	95356.56	97434.75	98540.51	
tr|A0A8I5ZR44|A0A8I5ZR44_RAT	A0A8I5ZR44	A0A8I5ZR44_RAT	Snrpd2	124	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D2	1.0	0.999	7	71	19	71	13	11	9	11	11	16	3	4	1	2	3	6	13	11	9	11	11	16	293362.66	273725.2	229396.34	312929.16	281394.3	288081.94	81904.53	86943.625	80033.19	88874.45	91664.836	100323.16	
tr|A0A8I5ZR45|A0A8I5ZR45_RAT	A0A8I5ZR45	A0A8I5ZR45_RAT	Pbx1	430	Rattus norvegicus OX=10116	3:Protein inferred from homology	PBX homeobox 1	1.0	0.999	2	5	3	5	0	0	0	1	2	2	0	0	0	1	1	1	0	0	0	1	2	2	0.0	0.0	0.0	24986.883	29487.58	33855.36	0.0	0.0	0.0	19245.57	23702.932	26206.656	
tr|A0A8I5ZR95|A0A8I5ZR95_RAT	A0A8I5ZR95	A0A8I5ZR95_RAT	Osbp2	909	Rattus norvegicus OX=10116	3:Protein inferred from homology	Oxysterol-binding protein	0.9862	0.9979	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	6042.1797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZRA1|A0A8I5ZRA1_RAT	A0A8I5ZRA1	A0A8I5ZRA1_RAT	Relch	1226	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	1.0	0.999	15	51	51	51	9	9	11	7	8	7	9	9	11	7	8	7	9	9	11	7	8	7	79290.914	101700.9	70160.19	56295.5	60212.9	69703.51	10966.467	13291.145	11607.996	11873.664	13061.443	13474.55	
tr|A0A8I5ZRD0|A0A8I5ZRD0_RAT	A0A8I5ZRD0	A0A8I5ZRD0_RAT	Ankrd28	1053	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ankyrin repeat domain 28	1.0	0.999	6	20	18	20	2	4	4	4	4	2	2	3	3	4	4	2	2	4	4	4	4	2	30308.43	14355.847	6648.586	24884.91	49861.85	13104.482	11681.656	12372.603	0.0	13690.769	15112.209	0.0	
tr|A0A8I5ZRH3|A0A8I5ZRH3_RAT	A0A8I5ZRH3	A0A8I5ZRH3_RAT	Aldh1l2	923	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	10-formyltetrahydrofolate dehydrogenase	1.0	0.999	6	17	16	17	2	3	2	3	3	4	2	2	2	3	3	4	2	3	2	3	3	4	66295.08	89574.516	19874.21	79174.31	27338.248	35513.938	24106.688	22065.04	23508.96	28824.7	32363.535	26769.062	
tr|A0A8I5ZRQ9|A0A8I5ZRQ9_RAT	A0A8I5ZRQ9	A0A8I5ZRQ9_RAT	Akt1s1	272	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	AKT1 substrate 1	1.0	0.999	3	18	18	18	2	2	2	4	4	4	2	2	2	4	4	4	2	2	2	4	4	4	40601.64	29819.535	34849.324	49467.523	43751.062	50759.785	35528.66	27951.07	31262.809	40594.094	42163.23	45972.594	
tr|A0A8I5ZRV3|A0A8I5ZRV3_RAT	A0A8I5ZRV3	A0A8I5ZRV3_RAT	Fam3a	305	Rattus norvegicus OX=10116	3:Protein inferred from homology	FAM3 metabolism regulating signaling molecule A	0.9999	0.9989	2	8	6	8	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	19033.814	16876.783	16656.807	31682.785	14392.957	26797.914	0.0	0.0	0.0	17491.695	0.0	14803.429	
tr|A0A8I5ZS16|A0A8I5ZS16_RAT	A0A8I5ZS16	A0A8I5ZS16_RAT	Rbm27	1060	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	RNA binding motif protein 27	1.0	0.999	8	21	21	30	0	2	1	7	8	3	0	2	1	7	8	3	2	3	2	8	10	5	12599.424	87391.69	0.0	103389.58	106586.45	113446.17	0.0	31294.012	0.0	43995.418	40355.26	50185.527	
tr|A0A8I5ZS17|A0A8I5ZS17_RAT	A0A8I5ZS17	A0A8I5ZS17_RAT	Snx25	986	Rattus norvegicus OX=10116	3:Protein inferred from homology	Sorting nexin 25	1.0	0.999	3	5	5	5	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	6713.356	32472.312	5068.5166	0.0	0.0	22600.086	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZS67|A0A8I5ZS67_RAT	A0A8I5ZS67	A0A8I5ZS67_RAT	Gigyf2	1307	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	GRB10 interacting GYF protein 2	1.0	0.999	11	42	42	42	7	4	2	9	9	11	7	4	2	9	9	11	7	4	2	9	9	11	149895.52	60360.535	34979.168	108746.164	78577.5	79585.03	33046.98	30710.465	30403.16	36456.938	35450.87	35924.023	
tr|A0A8I5ZS69|A0A8I5ZS69_RAT	A0A8I5ZS69	A0A8I5ZS69_RAT	Snx6	405	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Sorting nexin	1.0	0.999	16	80	80	80	13	14	13	14	13	13	13	14	13	14	13	13	13	14	13	14	13	13	369916.47	376321.25	198924.44	381051.75	235627.33	356551.44	92020.5	91803.3	88573.586	93145.664	88245.94	89884.49	
tr|A0A8I5ZSB0|A0A8I5ZSB0_RAT	A0A8I5ZSB0	A0A8I5ZSB0_RAT	Igtp	1444	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Interferon gamma induced GTPase	1.0	0.999	4	20	20	20	4	3	5	3	2	3	4	3	5	3	2	3	4	3	5	3	2	3	67915.586	62254.695	71643.33	37944.805	27866.12	28080.828	24322.281	21178.25	26872.674	18282.807	17394.434	16802.922	
tr|A0A8I5ZSF1|A0A8I5ZSF1_RAT	A0A8I5ZSF1	A0A8I5ZSF1_RAT	Ankrd39	241	Rattus norvegicus OX=10116	4:Protein predicted	Ankyrin repeat domain 39	0.9749	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	6677.2207	0.0	0.0	0.0	16942.348	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZSK4|A0A8I5ZSK4_RAT	A0A8I5ZSK4	A0A8I5ZSK4_RAT	Mia2	1405	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	MIA SH3 domain ER export factor 2	1.0	0.999	5	13	13	13	3	4	2	1	1	2	3	4	2	1	1	2	3	4	2	1	1	2	54696.9	29908.139	19404.773	21575.043	18592.39	20585.188	24478.732	24299.186	0.0	0.0	0.0	20592.822	
tr|A0A8I5ZSN8|A0A8I5ZSN8_RAT	A0A8I5ZSN8	A0A8I5ZSN8_RAT	AABR07026797.1	128	Rattus norvegicus OX=10116	4:Protein predicted	RRM domain-containing protein	1.0	0.999	8	101	0	101	14	16	16	15	22	18	0	0	0	0	0	0	14	16	16	15	22	18	266251.56	328074.56	274799.25	328106.22	313842.7	327285.94	98871.23	95236.25	102632.18	109676.93	120530.08	115919.89	tr|A0A8I6A2P1|A0A8I6A2P1_RAT
tr|A0A8I5ZT10|A0A8I5ZT10_RAT	A0A8I5ZT10	A0A8I5ZT10_RAT	Ccm2	489	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	CCM2 scaffold protein	0.9999	0.999	2	5	5	5	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	8202.311	4390.7734	4954.7812	0.0	2495.9136	4280.6084	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZT87|A0A8I5ZT87_RAT	A0A8I5ZT87	A0A8I5ZT87_RAT	Mycbp	103	Rattus norvegicus OX=10116	3:Protein inferred from homology	Myc binding protein	1.0	0.999	3	19	19	19	2	3	3	4	5	2	2	3	3	4	5	2	2	3	3	4	5	2	79723.94	83836.664	81383.53	102364.78	85213.67	78337.164	39004.926	37960.066	37650.64	49862.504	36842.074	36728.055	
tr|A0A8I5ZTA3|A0A8I5ZTA3_RAT	A0A8I5ZTA3	A0A8I5ZTA3_RAT	Sec16a	2366	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein transport protein sec16	1.0	0.999	8	36	36	36	6	5	6	6	8	5	6	5	6	6	8	5	6	5	6	6	8	5	46350.47	47408.055	53172.285	57175.926	66871.484	54066.47	22270.477	21337.123	22144.018	24268.574	26294.508	22999.648	
tr|A0A8I5ZTE3|A0A8I5ZTE3_RAT	A0A8I5ZTE3	A0A8I5ZTE3_RAT	AC131360.2	800	Rattus norvegicus OX=10116	4:Protein predicted	Protocadherin beta 16	0.9597	0.9984	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22494.205	15631.433	0.0	9001.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|D4A7P5|D4A7P5_RAT, tr|F1M7D0|F1M7D0_RAT, tr|F2Z3R8|F2Z3R8_RAT, tr|G3V8N7|G3V8N7_RAT, tr|G3V8P1|G3V8P1_RAT, tr|G3V987|G3V987_RAT, tr|G3V9G0|G3V9G0_RAT, tr|M0R4V1|M0R4V1_RAT, tr|M0R5H4|M0R5H4_RAT
tr|A0A8I5ZTK9|A0A8I5ZTK9_RAT	A0A8I5ZTK9	A0A8I5ZTK9_RAT	Tbc1d19	526	Rattus norvegicus OX=10116	4:Protein predicted	TBC1 domain family, member 19	0.8883	0.9951	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	7872.1416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZTL7|A0A8I5ZTL7_RAT	A0A8I5ZTL7	A0A8I5ZTL7_RAT	Atp11a	1139	Rattus norvegicus OX=10116	3:Protein inferred from homology	Phospholipid-transporting ATPase	1.0	0.9985	3	4	4	4	1	0	3	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	12101.9795	19766.69	14863.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZTN5|A0A8I5ZTN5_RAT	A0A8I5ZTN5	A0A8I5ZTN5_RAT	Adsl	484	Rattus norvegicus OX=10116	3:Protein inferred from homology	Adenylosuccinate lyase	1.0	0.999	9	49	49	49	6	8	8	7	9	11	6	8	8	7	9	11	6	8	8	7	9	11	193021.66	153171.9	159817.03	146118.62	153239.73	180674.72	39613.168	40935.344	39246.473	41739.613	41149.473	42140.656	
tr|A0A8I5ZTQ0|A0A8I5ZTQ0_RAT	A0A8I5ZTQ0	A0A8I5ZTQ0_RAT	Mydgf	165	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Myeloid-derived growth factor	1.0	0.999	5	28	28	28	5	5	4	4	6	4	5	5	4	4	6	4	5	5	4	4	6	4	206005.44	165442.16	142649.55	154801.19	128691.68	126990.47	47475.875	53272.996	57029.99	41532.562	46415.348	48285.383	
tr|A0A8I5ZTS2|A0A8I5ZTS2_RAT	A0A8I5ZTS2	A0A8I5ZTS2_RAT	RT1-M3-1	393	Rattus norvegicus OX=10116	3:Protein inferred from homology	RT1 class Ib, locus M3, gene 1	0.9884	0.999	2	6	0	10	1	1	1	1	1	1	0	0	0	0	0	0	1	2	4	1	1	1	38695.58	32771.668	48694.71	17759.09	20875.148	27123.398	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A8I5ZTU5|A0A8I5ZTU5_RAT	A0A8I5ZTU5	A0A8I5ZTU5_RAT	Ranbp1	219	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	RAN binding protein 1	1.0	0.999	10	96	54	96	15	15	13	18	20	15	7	7	7	12	12	9	15	15	13	18	20	15	611002.06	562655.8	549759.25	628054.06	638524.06	725408.75	166862.12	153876.11	152284.16	172829.73	188534.45	201200.86	
tr|A0A8I5ZTW6|A0A8I5ZTW6_RAT	A0A8I5ZTW6	A0A8I5ZTW6_RAT	Gopc	463	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Golgi associated PDZ and coiled-coil motif containing	1.0	0.999	3	10	10	10	3	3	2	0	0	2	3	3	2	0	0	2	3	3	2	0	0	2	28496.398	44051.42	10650.766	10325.564	0.0	12184.737	22853.863	18899.69	0.0	0.0	0.0	8949.081	
