Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	LFQ.intensity.control_231_1	LFQ.intensity.control_231_2	LFQ.intensity.control_231_3	LFQ.intensity.control_468_1	LFQ.intensity.control_468_2	LFQ.intensity.control_468_3	LFQ.intensity.control_468_42hr_1	LFQ.intensity.control_468_42hr_2	LFQ.intensity.control_468_42hr_3	LFQ.intensity.drug_231_1	LFQ.intensity.drug_231_2	LFQ.intensity.drug_231_3	LFQ.intensity.drug_468_1	LFQ.intensity.drug_468_2	LFQ.intensity.drug_468_3	LFQ.intensity.drug_468_42hr_1	LFQ.intensity.drug_468_42hr_2	LFQ.intensity.drug_468_42hr_3	LFQ.intensity.high_231_2	LFQ.intensity.high_231_3	LFQ.intensity.high_drug_231_2	LFQ.intensity.high_drug_231_3	LFQ.intensity.high_231_1	LFQ.intensity.low_468_1	LFQ.intensity.low_468_2	LFQ.intensity.low_468_3	LFQ.intensity.low_468_42hr_1	LFQ.intensity.low_468_42hr_2	LFQ.intensity.low_468_42hr_3	LFQ.intensity.high_drug_231_1	LFQ.intensity.low_drug_468_42hr_3	LFQ.intensity.low_drug_468_1	LFQ.intensity.low_drug_468_2	LFQ.intensity.low_drug_468_3	LFQ.intensity.low_drug_468_42hr_1	LFQ.intensity.low_drug_468_42hr_2	Indistinguishable Proteins
sp|Q14155|ARHG7_HUMAN	Q14155	ARHG7_HUMAN	ARHGEF7	803	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 7	0	6.41E+07	4.96E+07	2.76E+07	3.42E+07	5.56E+07	0	4.86E+07	0	6.29E+07	7.21E+07	8.46E+07	0	3.57E+07	4.41E+07	4.31E+07	0	3.23E+07	7.53E+07	0	1.33E+08	1.06E+08	8.03E+07	0	4.92E+07	4.97E+07	5.00E+07	5.48E+07	6.24E+07	8.87E+07	0	3.55E+07	3.60E+07	3.11E+07	0	3.51E+07	
sp|Q14156|EFR3A_HUMAN	Q14156	EFR3A_HUMAN	EFR3A	821	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein EFR3 homolog A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14157|UBP2L_HUMAN	Q14157	UBP2L_HUMAN	UBAP2L	1087	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-associated protein 2-like	3.77E+08	3.44E+08	2.57E+08	1.62E+08	1.51E+08	2.08E+08	2.09E+08	3.22E+08	2.12E+08	3.96E+08	3.77E+08	3.71E+08	1.79E+08	1.68E+08	1.78E+08	2.38E+08	2.67E+08	2.04E+08	4.10E+08	3.82E+08	2.96E+08	2.75E+08	3.83E+08	1.94E+08	1.76E+08	1.07E+08	2.74E+08	2.64E+08	2.44E+08	2.66E+08	1.74E+08	1.51E+08	1.71E+08	1.56E+08	2.15E+08	2.98E+08	
sp|Q14160|SCRIB_HUMAN	Q14160	SCRIB_HUMAN	SCRIB	1630	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein scribble homolog	6.54E+07	6.17E+07	4.72E+07	5.19E+07	4.85E+07	5.92E+07	6.67E+07	6.96E+07	7.10E+07	6.00E+07	6.22E+07	5.85E+07	7.44E+07	7.35E+07	6.96E+07	8.07E+07	6.68E+07	6.99E+07	5.09E+07	5.46E+07	4.22E+07	5.49E+07	5.68E+07	5.36E+07	5.14E+07	3.17E+07	7.15E+07	6.59E+07	5.74E+07	4.61E+07	7.80E+07	4.58E+07	5.60E+07	4.58E+07	5.15E+07	5.37E+07	
sp|Q14161|GIT2_HUMAN	Q14161	GIT2_HUMAN	GIT2	759	Homo sapiens OX=9606	1:Experimental evidence at protein level	ARF GTPase-activating protein GIT2	4.90E+07	0	6.82E+07	0	0	0	0	0	0	0	0	4.25E+07	0	0	0	0	0	0	0	0	5.76E+07	3.34E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14162|SREC_HUMAN	Q14162	SREC_HUMAN	SCARF1	830	Homo sapiens OX=9606	1:Experimental evidence at protein level	Scavenger receptor class F member 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14164|IKKE_HUMAN	Q14164	IKKE_HUMAN	IKBKE	716	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14165|MLEC_HUMAN	Q14165	MLEC_HUMAN	MLEC	292	Homo sapiens OX=9606	1:Experimental evidence at protein level	Malectin	1.27E+08	1.81E+08	1.62E+08	1.54E+08	1.42E+08	1.53E+08	1.50E+08	1.89E+08	1.25E+08	1.56E+08	1.95E+08	1.84E+08	1.77E+08	1.78E+08	1.38E+08	1.37E+08	1.50E+08	1.58E+08	1.02E+08	1.14E+08	1.15E+08	1.32E+08	1.17E+08	1.95E+08	1.84E+08	1.34E+08	2.13E+08	1.98E+08	1.74E+08	1.33E+08	1.95E+08	1.80E+08	1.89E+08	1.51E+08	2.18E+08	1.98E+08	
sp|Q14166|TTL12_HUMAN	Q14166	TTL12_HUMAN	TTLL12	644	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin--tyrosine ligase-like protein 12	1.38E+08	1.98E+08	2.02E+08	3.22E+08	3.23E+08	2.84E+08	3.07E+08	2.63E+08	3.08E+08	1.77E+08	1.86E+08	1.61E+08	3.45E+08	3.31E+08	3.05E+08	3.51E+08	3.07E+08	4.00E+08	2.52E+08	1.85E+08	2.92E+08	3.01E+08	2.45E+08	2.43E+08	2.49E+08	2.11E+08	2.51E+08	2.34E+08	2.12E+08	2.61E+08	2.29E+08	2.29E+08	2.26E+08	2.19E+08	1.80E+08	1.88E+08	
sp|Q14181|DPOA2_HUMAN	Q14181	DPOA2_HUMAN	POLA2	598	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA polymerase alpha subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14186|TFDP1_HUMAN	Q14186	TFDP1_HUMAN	TFDP1	410	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor Dp-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14192|FHL2_HUMAN	Q14192	FHL2_HUMAN	FHL2	279	Homo sapiens OX=9606	1:Experimental evidence at protein level	Four and a half LIM domains protein 2	0	0	0	0	9.97E+07	1.07E+08	1.11E+08	1.91E+08	6.29E+07	4.92E+07	4.14E+07	4.02E+07	1.53E+08	1.16E+08	1.28E+08	2.19E+08	1.86E+08	1.40E+08	2.93E+07	0	0	0	0	1.56E+08	1.12E+08	9.95E+07	1.74E+08	1.38E+08	1.34E+08	0	1.25E+08	1.33E+08	1.48E+08	1.67E+08	1.68E+08	2.72E+08	
sp|Q14197|ICT1_HUMAN	Q14197	ICT1_HUMAN	MRPL58	206	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"	0	0	0	3.32E+07	5.52E+07	7.41E+07	3.54E+07	0	0	0	0	0	4.30E+07	8.66E+07	5.81E+07	0	0	0	0	0	0	0	0	2.34E+07	6.01E+07	0	0	0	0	0	6.87E+07	7.67E+07	6.99E+07	6.43E+07	0	0	
sp|Q14202|ZMYM3_HUMAN	Q14202	ZMYM3_HUMAN	ZMYM3	1370	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger MYM-type protein 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14203|DCTN1_HUMAN	Q14203	DCTN1_HUMAN	DCTN1	1278	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 1	9.22E+07	1.34E+08	1.86E+08	1.59E+08	1.52E+08	1.47E+08	1.55E+08	1.18E+08	1.57E+08	1.37E+08	1.46E+08	1.11E+08	1.58E+08	1.42E+08	1.47E+08	1.57E+08	1.11E+08	1.49E+08	1.31E+08	1.06E+08	1.67E+08	1.61E+08	1.30E+08	1.42E+08	1.34E+08	1.19E+08	1.19E+08	1.05E+08	1.20E+08	1.80E+08	1.30E+08	1.28E+08	1.24E+08	1.47E+08	1.15E+08	1.08E+08	
sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 heavy chain 1	1.30E+08	2.28E+08	5.94E+08	5.64E+08	5.52E+08	1.46E+08	3.98E+08	1.47E+08	4.16E+08	2.98E+08	3.80E+08	3.06E+08	2.48E+08	1.47E+08	3.86E+08	3.95E+08	8.39E+07	4.40E+08	2.64E+08	1.43E+08	4.19E+08	4.21E+08	2.55E+08	6.82E+07	7.65E+07	9.39E+08	2.26E+08	2.12E+08	2.82E+08	4.79E+08	4.18E+08	4.53E+08	2.63E+08	4.79E+08	3.34E+08	1.39E+08	
sp|Q14207|NPAT_HUMAN	Q14207	NPAT_HUMAN	NPAT	1427	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein NPAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14210|LY6D_HUMAN	Q14210	LY6D_HUMAN	LY6D	128	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lymphocyte antigen 6D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14232|EI2BA_HUMAN	Q14232	EI2BA_HUMAN	EIF2B1	305	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit alpha	0	0	1.18E+08	1.33E+08	1.38E+08	1.28E+08	0	0	0	6.21E+07	0	0	1.07E+08	1.18E+08	1.26E+08	8.68E+07	0	1.26E+08	0	0	0	7.28E+07	0	1.51E+08	1.37E+08	1.83E+08	0	0	0	6.93E+07	0	1.20E+08	1.19E+08	1.32E+08	0	0	
sp|Q14240|IF4A2_HUMAN	Q14240	IF4A2_HUMAN	EIF4A2	407	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-II	1.20E+08	2.24E+08	3.11E+08	3.52E+08	4.84E+08	4.10E+08	3.89E+08	2.99E+08	3.45E+08	1.43E+08	2.36E+08	2.10E+08	3.06E+08	3.25E+08	3.99E+08	2.83E+08	1.48E+08	3.56E+08	1.82E+08	1.38E+08	1.92E+08	2.54E+08	1.92E+08	6.13E+08	8.00E+08	9.01E+08	4.55E+08	4.41E+08	4.97E+08	1.53E+08	4.67E+08	5.64E+08	6.05E+08	5.72E+08	4.18E+08	3.18E+08	
sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	798	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongin-A	0	0	0	4.81E+07	5.19E+07	5.21E+07	5.85E+07	0	6.94E+07	0	0	0	2.77E+07	3.76E+07	3.22E+07	3.16E+07	0	0	0	0	5.24E+07	0	0	4.80E+07	5.25E+07	5.26E+07	4.19E+07	3.15E+07	7.16E+07	0	9.39E+07	5.23E+07	5.46E+07	6.55E+07	8.77E+07	0	
sp|Q14244|MAP7_HUMAN	Q14244	MAP7_HUMAN	MAP7	749	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ensconsin	0	0	0	8.30E+07	5.37E+07	5.50E+07	6.43E+07	0	6.41E+07	0	0	0	7.32E+07	6.56E+07	6.14E+07	5.64E+07	4.53E+07	5.40E+07	0	0	0	0	0	3.99E+07	3.23E+07	5.18E+07	3.57E+07	0	8.35E+07	0	9.85E+07	6.04E+07	5.68E+07	6.70E+07	9.10E+07	6.24E+07	
sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	Homo sapiens OX=9606	1:Experimental evidence at protein level	Src substrate cortactin	7.67E+08	6.25E+08	5.91E+08	6.22E+08	6.06E+08	7.52E+08	7.24E+08	9.18E+08	7.94E+08	6.52E+08	6.49E+08	6.09E+08	7.97E+08	8.18E+08	7.53E+08	1.07E+09	9.89E+08	9.07E+08	9.23E+08	1.06E+09	7.18E+08	8.28E+08	9.08E+08	7.82E+08	6.71E+08	5.43E+08	9.82E+08	9.44E+08	9.77E+08	9.74E+08	9.08E+08	7.86E+08	8.80E+08	8.58E+08	1.14E+09	1.05E+09	
sp|Q14249|NUCG_HUMAN	Q14249	NUCG_HUMAN	ENDOG	297	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Endonuclease G, mitochondrial"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14254|FLOT2_HUMAN	Q14254	FLOT2_HUMAN	FLOT2	428	Homo sapiens OX=9606	1:Experimental evidence at protein level	Flotillin-2	8.88E+07	1.16E+08	1.04E+08	6.84E+07	6.32E+07	0	9.27E+07	1.07E+08	7.69E+07	1.06E+08	1.12E+08	8.60E+07	9.30E+07	1.11E+08	1.02E+08	9.01E+07	8.38E+07	9.65E+07	1.56E+08	1.14E+08	1.60E+08	1.95E+08	1.69E+08	7.75E+07	9.69E+07	9.53E+07	1.14E+08	1.14E+08	1.07E+08	1.42E+08	7.47E+07	8.87E+07	8.01E+07	7.72E+07	0	6.93E+07	
sp|Q14257|RCN2_HUMAN	Q14257	RCN2_HUMAN	RCN2	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	Reticulocalbin-2	1.75E+08	1.47E+08	1.40E+08	6.40E+07	6.03E+07	6.80E+07	7.55E+07	1.33E+08	1.10E+08	1.41E+08	1.63E+08	1.37E+08	7.99E+07	6.41E+07	8.70E+07	1.30E+08	1.46E+08	1.10E+08	1.70E+08	1.82E+08	1.23E+08	1.20E+08	1.57E+08	6.67E+07	7.50E+07	1.22E+08	1.14E+08	1.49E+08	9.46E+07	1.59E+08	1.05E+08	7.78E+07	9.71E+07	7.69E+07	1.15E+08	1.22E+08	
sp|Q14258|TRI25_HUMAN	Q14258	TRI25_HUMAN	TRIM25	630	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin/ISG15 ligase TRIM25	0	5.51E+07	1.40E+08	1.23E+08	1.31E+08	1.10E+08	1.46E+08	4.95E+07	1.12E+08	7.25E+07	9.65E+07	7.27E+07	1.27E+08	1.31E+08	1.43E+08	1.14E+08	2.35E+07	1.02E+08	1.10E+08	6.70E+07	1.96E+08	1.64E+08	1.16E+08	1.28E+08	1.32E+08	1.55E+08	6.40E+07	6.15E+07	9.54E+07	2.07E+08	1.80E+08	1.40E+08	1.50E+08	1.55E+08	1.41E+08	4.59E+07	
sp|Q14315|FLNC_HUMAN	Q14315	FLNC_HUMAN	FLNC	2725	Homo sapiens OX=9606	1:Experimental evidence at protein level	Filamin-C	1.51E+08	2.55E+08	4.83E+08	0	0	0	0	0	0	2.74E+08	3.44E+08	2.61E+08	0	0	0	0	0	0	2.22E+08	1.49E+08	2.12E+08	2.24E+08	2.31E+08	0	0	0	0	0	0	2.80E+08	0	0	0	0	0	0	
sp|Q14318|FKBP8_HUMAN	Q14318	FKBP8_HUMAN	FKBP8	412	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP8	0	6.78E+07	9.64E+07	1.46E+08	1.50E+08	1.54E+08	1.51E+08	1.25E+08	1.61E+08	5.44E+07	6.68E+07	5.39E+07	2.11E+08	1.99E+08	2.00E+08	1.74E+08	8.78E+07	1.78E+08	8.76E+07	7.94E+07	1.42E+08	1.20E+08	9.55E+07	1.92E+08	1.77E+08	1.74E+08	1.60E+08	1.83E+08	1.46E+08	1.11E+08	2.32E+08	2.44E+08	2.40E+08	2.34E+08	1.99E+08	1.25E+08	
sp|Q14320|FA50A_HUMAN	Q14320	FA50A_HUMAN	FAM50A	339	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM50A	5.01E+07	6.41E+07	1.27E+08	4.66E+08	5.17E+08	5.35E+08	3.98E+08	1.91E+08	3.32E+08	7.31E+07	7.78E+07	8.18E+07	5.38E+08	5.42E+08	4.60E+08	3.58E+08	1.06E+08	3.67E+08	1.02E+08	6.69E+07	1.18E+08	1.22E+08	9.24E+07	5.40E+08	4.97E+08	3.32E+08	2.44E+08	2.32E+08	2.74E+08	1.12E+08	4.67E+08	4.86E+08	5.58E+08	5.24E+08	3.22E+08	1.84E+08	
sp|Q14331|FRG1_HUMAN	Q14331	FRG1_HUMAN	FRG1	258	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FRG1	0	0	0	2.76E+07	0	0	3.55E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14332|FZD2_HUMAN	Q14332	FZD2_HUMAN	FZD2	565	Homo sapiens OX=9606	1:Experimental evidence at protein level	Frizzled-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit alpha-13	0	2.67E+07	5.50E+07	3.40E+07	4.19E+07	3.54E+07	4.07E+07	0	0	4.14E+07	3.80E+07	4.01E+07	4.22E+07	3.13E+07	3.68E+07	2.74E+07	0	0	4.86E+07	2.93E+07	7.74E+07	6.62E+07	5.05E+07	2.78E+07	3.18E+07	2.55E+07	4.04E+07	0	0	7.52E+07	4.67E+07	4.27E+07	4.05E+07	3.56E+07	4.33E+07	0	
sp|Q14353|GAMT_HUMAN	Q14353	GAMT_HUMAN	GAMT	236	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanidinoacetate N-methyltransferase	1.00E+08	1.23E+08	6.63E+07	0	0	0	0	0	0	1.04E+08	9.93E+07	8.89E+07	0	0	0	0	0	0	1.14E+08	1.35E+08	9.49E+07	8.58E+07	1.27E+08	0	0	0	0	0	0	1.01E+08	0	0	0	0	0	3.06E+07	
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	Homo sapiens OX=9606	1:Experimental evidence at protein level	UDP-glucose 4-epimerase	4.89E+07	7.29E+07	8.74E+07	9.59E+07	8.69E+07	1.06E+08	7.37E+07	1.19E+08	5.63E+07	6.87E+07	8.11E+07	6.78E+07	1.29E+08	1.23E+08	9.59E+07	9.46E+07	1.52E+08	1.20E+08	1.30E+08	9.47E+07	1.22E+08	1.18E+08	1.24E+08	1.61E+08	1.66E+08	9.48E+07	1.88E+08	1.79E+08	1.34E+08	1.30E+08	1.12E+08	1.49E+08	1.65E+08	1.40E+08	1.07E+08	2.11E+08	
sp|Q14393|GAS6_HUMAN	Q14393	GAS6_HUMAN	GAS6	678	Homo sapiens OX=9606	1:Experimental evidence at protein level	Growth arrest-specific protein 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14435|GALT3_HUMAN	Q14435	GALT3_HUMAN	GALNT3	633	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 3	0	0	0	4.61E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31E+07	0	0	0	0	0	0	0	4.95E+07	0	0	0	0	4.09E+07	0	0	0	0	0	
sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caprin-1	1.06E+09	9.76E+08	7.88E+08	1.20E+09	1.18E+09	1.53E+09	1.29E+09	2.21E+09	1.32E+09	9.94E+08	1.02E+09	9.57E+08	1.35E+09	1.21E+09	1.18E+09	1.35E+09	1.42E+09	1.33E+09	6.87E+08	6.67E+08	4.05E+08	4.01E+08	6.44E+08	1.33E+09	1.27E+09	1.05E+09	1.86E+09	1.86E+09	1.65E+09	5.53E+08	1.13E+09	1.13E+09	1.36E+09	1.22E+09	1.71E+09	1.77E+09	
sp|Q14451|GRB7_HUMAN	Q14451	GRB7_HUMAN	GRB7	532	Homo sapiens OX=9606	1:Experimental evidence at protein level	Growth factor receptor-bound protein 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14457|BECN1_HUMAN	Q14457	BECN1_HUMAN	BECN1	450	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beclin-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14469|HES1_HUMAN	Q14469	HES1_HUMAN	HES1	280	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor HES-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14493|SLBP_HUMAN	Q14493	SLBP_HUMAN	SLBP	270	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone RNA hairpin-binding protein	3.38E+07	4.45E+07	3.49E+07	0	0	3.33E+07	0	0	0	4.15E+07	4.88E+07	4.83E+07	0	0	0	0	0	0	4.11E+07	4.69E+07	2.71E+07	0	3.93E+07	0	0	0	2.06E+07	0	0	0	0	0	0	0	0	0	
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 39	1.77E+08	2.96E+08	7.91E+08	6.14E+08	6.32E+08	4.75E+08	6.22E+08	1.89E+08	5.81E+08	4.27E+08	3.96E+08	4.18E+08	5.38E+08	5.17E+08	5.23E+08	4.02E+08	8.29E+07	3.23E+08	4.25E+08	3.05E+08	4.29E+08	4.47E+08	3.75E+08	4.78E+08	3.33E+08	4.72E+08	3.92E+08	3.80E+08	4.59E+08	5.22E+08	5.07E+08	5.88E+08	4.21E+08	5.08E+08	3.01E+08	1.07E+08	
sp|Q14512|FGFP1_HUMAN	Q14512	FGFP1_HUMAN	FGFBP1	234	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibroblast growth factor-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14517|FAT1_HUMAN	Q14517	FAT1_HUMAN	FAT1	4588	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin Fat 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14527|HLTF_HUMAN	Q14527	HLTF_HUMAN	HLTF	1009	Homo sapiens OX=9606	1:Experimental evidence at protein level	Helicase-like transcription factor	0	0	0	3.48E+07	2.80E+07	0	3.94E+07	0	4.13E+07	0	0	0	4.12E+07	4.52E+07	3.34E+07	3.56E+07	0	2.75E+07	0	0	0	0	0	5.22E+07	4.35E+07	4.15E+07	0	0	0	0	5.90E+07	4.23E+07	3.58E+07	3.91E+07	3.47E+07	0	
sp|Q14534|ERG1_HUMAN	Q14534	ERG1_HUMAN	SQLE	574	Homo sapiens OX=9606	1:Experimental evidence at protein level	Squalene monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14542|S29A2_HUMAN	Q14542	S29A2_HUMAN	SLC29A2	456	Homo sapiens OX=9606	1:Experimental evidence at protein level	Equilibrative nucleoside transporter 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5_HUMAN	PDIA5	519	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A5	0	0	0	4.21E+07	4.47E+07	4.40E+07	0	0	0	0	0	0	4.70E+07	5.11E+07	3.45E+07	3.48E+07	0	0	0	0	0	0	0	0	5.12E+07	0	0	0	0	0	3.56E+07	4.42E+07	5.36E+07	4.22E+07	3.54E+07	0	
sp|Q14558|KPRA_HUMAN	Q14558	KPRA_HUMAN	PRPSAP1	356	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoribosyl pyrophosphate synthase-associated protein 1	0	0	1.02E+08	2.29E+08	2.40E+08	2.68E+08	2.35E+08	1.32E+08	2.08E+08	7.07E+07	7.77E+07	9.59E+07	2.53E+08	2.72E+08	2.65E+08	2.52E+08	6.54E+07	2.09E+08	7.55E+07	0	8.89E+07	0	7.57E+07	3.42E+08	3.38E+08	3.09E+08	2.16E+08	1.93E+08	1.80E+08	1.41E+08	2.93E+08	3.22E+08	3.43E+08	3.21E+08	2.34E+08	1.31E+08	
sp|Q14562|DHX8_HUMAN	Q14562	DHX8_HUMAN	DHX8	1220	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	0	9.04E+07	1.96E+08	3.48E+08	3.35E+08	2.16E+08	3.03E+08	1.48E+08	2.79E+08	8.52E+07	9.87E+07	8.75E+07	3.04E+08	2.60E+08	3.57E+08	2.40E+08	5.48E+07	2.68E+08	1.09E+08	7.70E+07	1.21E+08	1.19E+08	1.12E+08	3.04E+08	2.92E+08	4.77E+08	1.99E+08	1.80E+08	2.22E+08	1.41E+08	3.02E+08	3.38E+08	3.19E+08	3.50E+08	2.31E+08	1.09E+08	
sp|Q14568|HS902_HUMAN	Q14568	HS902_HUMAN	HSP90AA2P	343	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q14571|ITPR2_HUMAN	Q14571	ITPR2_HUMAN	ITPR2	2701	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Inositol 1,4,5-trisphosphate receptor type 2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63E+07	0	0	0	0	0	0	0	0	0	2.15E+07	0	0	0	0	0	0	0	0	0	0	
sp|Q14573|ITPR3_HUMAN	Q14573	ITPR3_HUMAN	ITPR3	2671	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Inositol 1,4,5-trisphosphate receptor type 3"	0	0	5.24E+07	4.48E+07	3.76E+07	0	0	0	0	0	0	0	0	0	3.54E+07	0	0	0	7.35E+07	3.39E+07	9.59E+07	9.33E+07	7.76E+07	0	0	0	0	0	0	1.05E+08	0	3.68E+07	0	0	0	0	
